bootstrap_replicate,full_minus_a2c_points,full_score,a2c_pointer_score
1271,1.512118834,77.35598666,75.84386782
1272,2.651212836,77.32006539,74.66885255
1273,2.069384565,77.01059588,74.94121131
1274,1.109362017,77.56374426,76.45438224
1275,1.599730719,76.5910042,74.99127348
1276,3.242356028,76.77808789,73.53573186
1277,1.766421446,76.31731839,74.55089694
1278,2.11250152,77.18187852,75.069377
1279,2.46375866,77.99883564,75.53507698
1280,1.219437058,76.66939322,75.44995616
1281,1.697287708,76.54731757,74.85002986
1282,2.703738565,76.0878149,73.38407633
1283,2.132833714,77.58261965,75.44978594
1284,1.564111911,75.95764594,74.39353403
1285,2.991090254,77.85401248,74.86292223
1286,1.214731536,76.25985675,75.04512521
1287,3.001800463,76.74829234,73.74649188
1288,1.467934425,77.16070279,75.69276837
1289,1.764820202,77.0911311,75.32631089
1290,1.778082645,77.4004655,75.62238286
1291,2.136444528,77.95635161,75.81990708
1292,1.127088226,76.89720205,75.77011383
1293,3.20311501,76.72038737,73.51727235
1294,2.603509514,76.55170583,73.94819632
1295,2.012389565,77.74732369,75.73493412
1296,1.511654875,77.31794224,75.80628736
1297,1.652680728,76.27992708,74.62724635
1298,2.728480648,76.73745065,74.00897
1299,2.064283359,76.53546983,74.47118647
1300,2.513735486,76.2954956,73.78176012
1301,1.420755755,77.76050059,76.33974483
1302,2.457911803,76.56970404,74.11179223
1303,3.150994982,77.22910162,74.07810664
1304,2.21484661,76.67462396,74.45977735
1305,1.335197122,76.11152673,74.77632961
1306,1.319067766,75.68744143,74.36837366
1307,1.007364442,75.36425564,74.3568912
1308,2.711905128,78.58102831,75.86912319
1309,1.783388852,75.23285531,73.44946646
1310,2.250681161,77.30683402,75.05615286
1311,2.241082118,77.55737921,75.31629709
1312,1.984302693,78.75623961,76.77193692
1313,2.581544374,76.67091331,74.08936894
1314,2.072040454,76.81143353,74.73939308
1315,1.832851762,76.16421518,74.33136342
1316,1.961226715,76.72126544,74.76003872
1317,1.683159789,76.43518812,74.75202834
1318,2.130119598,76.56903944,74.43891984
1319,2.071017947,76.497701,74.42668305
1320,3.221633001,77.33775052,74.11611752
1321,2.134394046,76.46705871,74.33266466
1322,2.326079866,75.9841335,73.65805363
1323,1.847132772,76.37823316,74.53110039
1324,2.468665075,77.10989048,74.64122541
1325,2.398473108,77.15977413,74.76130102
1326,1.823813253,75.90784455,74.0840313
1327,2.088721313,76.06940685,73.98068554
1328,0.9532289682,76.91208217,75.95885321
1329,1.458681143,75.98125721,74.52257607
1330,2.717461625,76.56355675,73.84609512
1331,2.051902612,76.23239376,74.18049115
1332,2.776846598,77.66268468,74.88583808
1333,2.221206052,77.43967524,75.21846919
1334,2.0961574,77.47321153,75.37705413
1335,2.306096528,75.28145898,72.97536245
1336,0.9231889946,76.55733907,75.63415008
1337,2.358277539,77.23657242,74.87829488
1338,1.550618824,77.25875811,75.70813928
1339,2.750935777,76.39633492,73.64539914
1340,2.780072088,77.26807356,74.48800148
1341,2.699671685,77.03257319,74.33290151
1342,2.054452255,75.53018261,73.47573036
1343,2.269019875,75.85899834,73.58997847
1344,0.5980236126,77.75678965,77.15876604
1345,2.529647284,76.86985669,74.34020941
1346,1.865294766,76.56405845,74.69876368
1347,1.275275442,76.38283481,75.10755937
1348,1.085858165,76.92851982,75.84266165
1349,2.252097192,78.10210089,75.8500037
1350,2.455740597,76.33984596,73.88410537
1351,1.409650778,76.74583373,75.33618295
1352,2.203190863,75.79233591,73.58914505
1353,1.90161728,76.44231226,74.54069498
1354,1.865329018,76.89547555,75.03014654
1355,0.9115003123,76.31917811,75.4076778
1356,2.646822684,77.02230776,74.37548508
1357,2.178708845,76.5565823,74.37787346
1358,1.215658848,76.00386515,74.7882063
1359,0.9748842874,76.46524807,75.49036378
1360,2.109400424,76.99827823,74.88887781
1361,1.203251321,76.5156818,75.31243048
1362,2.258592225,76.83376684,74.57517461
1363,1.105507494,76.80640356,75.70089607
1364,1.964964467,78.38947381,76.42450934
1365,2.011323373,77.73578241,75.72445904
1366,2.383545006,75.86191752,73.47837252
1367,2.366170648,76.87146728,74.50529663
1368,2.740161417,76.56022629,73.82006487
1369,2.405043267,76.32372856,73.9186853
1370,1.157308039,75.91242077,74.75511274
1371,2.451512576,77.86261509,75.41110251
1372,1.333316305,76.70694992,75.37363361
1373,2.030604201,77.39554887,75.36494467
1374,2.352964413,77.0627275,74.70976308
1375,2.424373191,77.52505684,75.10068365
1376,2.452463321,76.64282784,74.19036452
1377,2.652290441,75.55564402,72.90335358
1378,1.714706297,77.0275961,75.3128898
1379,2.022426315,76.42768953,74.40526322
1380,1.963079713,76.28420336,74.32112365
1381,1.543314364,76.42198766,74.87867329
1382,1.597683363,76.61746307,75.01977971
1383,0.9046638677,77.30049893,76.39583506
1384,2.35825623,77.36366589,75.00540966
1385,1.937490031,77.46936277,75.53187274
1386,1.653573744,76.25934151,74.60576777
1387,1.341696264,77.48104388,76.13934762
1388,1.805358055,76.99347853,75.18812047
1389,0.8904840226,75.76040578,74.86992175
1390,3.256899027,76.32202763,73.0651286
1391,3.323030783,76.45048658,73.1274558
1392,1.967683507,76.64361229,74.67592878
1393,2.480894203,76.08579808,73.60490388
1394,2.309673484,76.82545017,74.51577669
1395,2.19576584,76.41616588,74.22040004
1396,1.647986264,76.23485526,74.586869
1397,0.9745515661,76.91373249,75.93918093
1398,2.543866811,76.76977122,74.22590441
1399,2.944384872,76.44023023,73.49584536
1400,1.599331564,77.69805647,76.09872491
1401,1.446160654,76.13640132,74.69024066
1402,2.898099838,77.84193856,74.94383873
1403,1.85684441,76.89276763,75.03592322
1404,2.321707518,77.21192656,74.89021904
1405,1.062564259,76.64279589,75.58023163
1406,3.02157628,75.96053391,72.93895763
1407,2.002712198,75.61976986,73.61705766
1408,3.124365477,76.49600809,73.37164261
1409,2.528951511,76.98396414,74.45501263
1410,2.033888228,76.73752199,74.70363376
1411,0.9551464979,76.69015398,75.73500748
1412,2.042035604,76.02940937,73.98737376
1413,2.218284773,76.64946741,74.43118264
1414,2.625796855,77.37904825,74.75325139
1415,1.266438054,78.00497609,76.73853804
1416,1.910165568,76.36133096,74.45116539
1417,1.02998004,76.73846261,75.70848257
1418,1.801303193,77.97145619,76.17015299
1419,0.7480689724,75.59458292,74.84651395
1420,1.586866778,76.97819119,75.39132442
1421,2.283915275,77.57872281,75.29480754
1422,2.270617484,76.32986829,74.05925081
1423,0.6539056771,76.20317254,75.54926686
1424,2.174699324,75.84659293,73.67189361
1425,2.999465467,76.6379973,73.63853183
1426,2.704568362,76.38381313,73.67924476
1427,2.926177357,77.09646459,74.17028724
1428,2.92323093,77.35302727,74.42979634
1429,2.555803681,76.22417792,73.66837424
1430,1.83222995,77.84629244,76.01406249
1431,1.983357886,76.20241354,74.21905566
1432,2.535754214,76.73068135,74.19492714
1433,2.917418284,76.75406945,73.83665117
1434,2.667599979,77.10810993,74.44050995
1435,2.522919356,75.71597764,73.19305829
1436,1.610146169,76.67586868,75.06572251
1437,1.607659382,75.92996662,74.32230723
1438,2.641912705,76.01043703,73.36852432
1439,2.347243728,75.67296359,73.32571986
1440,1.868454046,76.84643446,74.97798041
1441,1.874470273,77.60733838,75.7328681
1442,1.030814932,76.81417505,75.78336012
1443,2.620606503,76.88286954,74.26226303
1444,1.219978245,76.17760374,74.9576255
1445,3.065379064,76.33195727,73.26657821
1446,0.8681642594,76.83773446,75.9695702
1447,2.995799526,75.92415907,72.92835954
1448,1.548276428,77.57752689,76.02925046
1449,1.495870501,76.83558059,75.33971009
1450,0.2530961129,76.53953965,76.28644353
1451,1.663881451,76.35593333,74.69205188
1452,1.503987831,77.07597657,75.57198873
1453,1.376221025,75.6397619,74.26354088
1454,1.363994023,76.690422,75.32642798
1455,1.028434618,76.34583838,75.31740376
1456,2.792427045,76.33204382,73.53961678
1457,2.898170762,76.48192579,73.58375502
1458,1.236092598,77.00223636,75.76614376
1459,1.282214027,76.14140229,74.85918826
1460,1.522314796,76.93262886,75.41031406
1461,3.031855589,76.17463841,73.14278282
1462,1.331836004,77.18676381,75.85492781
1463,1.775712355,77.45717781,75.68146545
1464,1.634752553,75.96094083,74.32618828
1465,2.40266907,76.80941315,74.40674408
1466,2.258189375,77.04619679,74.78800742
1467,2.364657153,76.12333921,73.75868206
1468,1.124829192,76.4586771,75.3338479
1469,2.001033731,77.00334771,75.00231398
1470,3.265704312,76.26109524,72.99539093
1471,2.134858657,78.02516661,75.89030795
1472,1.687356491,76.73753808,75.05018159
1473,3.243365032,76.34899554,73.10563051
1474,2.819880953,76.83570102,74.01582006
1475,1.844499055,77.65213416,75.80763511
1476,0.6107229534,75.9763581,75.36563515
1477,2.314798035,75.93536622,73.62056818
1478,2.082318078,76.53957688,74.4572588
1479,1.653174899,76.92315554,75.26998064
1480,1.289272396,75.40214994,74.11287754
1481,2.736513234,76.74840807,74.01189484
1482,1.429121936,76.47656247,75.04744054
1483,2.201238389,77.10365096,74.90241257
1484,2.28493825,77.62597412,75.34103587
1485,2.523342739,76.41604859,73.89270585
1486,1.895090687,76.52247874,74.62738805
1487,1.255286,76.23696868,74.98168268
1488,3.014713127,77.28987417,74.27516105
1489,2.515009874,77.7898307,75.27482083
1490,2.673457981,78.55991184,75.88645386
1491,1.722914258,76.74915297,75.02623872
1492,1.613965747,77.0131068,75.39914106
1493,2.274748963,77.36021038,75.08546141
1494,0.7236968259,76.24867361,75.52497678
1495,1.42358475,77.37731583,75.95373108
1496,2.153923626,77.27388836,75.11996473
1497,2.24987252,75.68276264,73.43289012
1498,2.690428788,76.14763263,73.45720384
1499,1.759590758,76.62027849,74.86068773
1500,2.976767848,76.51978732,73.54301947
1501,1.785509842,77.52942178,75.74391194
1502,1.079944478,77.61790661,76.53796213
1503,2.36266863,76.39248612,74.02981749
1504,0.9637964832,77.77602153,76.81222505
1505,1.832856872,76.33182068,74.4989638
1506,2.577550369,77.08348022,74.50592985
1507,1.568902655,76.0152161,74.44631345
1508,2.147444424,76.6022969,74.45485247
1509,2.371430786,76.64057035,74.26913956
1510,2.971619164,77.81188693,74.84026776
1511,2.287254638,76.42927679,74.14202216
1512,2.611111986,78.11415502,75.50304303
1513,2.598532106,75.6586237,73.06009159
1514,1.281782154,75.29399695,74.0122148
1515,2.24667565,75.72799731,73.48132166
1516,1.412451795,75.94034646,74.52789467
1517,1.956736628,76.69190443,74.7351678
1518,2.830544726,76.46927629,73.63873157
1519,1.974095931,77.24632086,75.27222493
1520,1.561177593,76.95940665,75.39822906
1521,1.645283877,76.51371555,74.86843167
1522,1.880280965,76.65203781,74.77175685
1523,1.898563232,76.15580743,74.2572442
1524,2.761051487,76.85342348,74.09237199
1525,1.880970566,76.5821176,74.70114703
1526,1.137454994,76.83286037,75.69540538
1527,2.011446153,75.35367219,73.34222604
1528,2.478494736,77.27874761,74.80025287
1529,2.115587375,76.37424632,74.25865895
1530,1.913062204,76.06046353,74.14740133
1531,1.135875704,77.19151686,76.05564116
1532,1.982576357,77.16510516,75.1825288
1533,2.568222535,76.56538041,73.99715788
1534,2.458732082,76.65093441,74.19220233
1535,1.265763871,75.24993023,73.98416636
1536,0.9942184548,76.34955656,75.35533811
1537,0.9242941405,76.63370538,75.70941124
1538,2.286149469,76.98211942,74.69596995
1539,1.958975345,76.52017141,74.56119606
1540,3.082042433,76.3387007,73.25665827
1541,2.558370163,76.49548343,73.93711327
1542,2.439850861,76.66849778,74.22864692
1543,1.859656036,77.21616878,75.35651274
1544,2.45068668,76.11742319,73.66673652
1545,2.791541219,76.68730053,73.89575931
1546,1.798165619,76.75899386,74.96082824
1547,1.420264866,76.8576566,75.43739173
1548,0.8519644596,76.54780897,75.69584451
1549,2.177727025,76.23901052,74.0612835
1550,1.912063165,77.18933757,75.2772744
1551,2.394008468,76.72213388,74.32812541
1552,2.727687285,77.23610333,74.50841604
1553,1.769879961,77.11869725,75.34881729
1554,2.353777935,76.77596323,74.42218529
1555,0.3800509988,76.94433417,76.56428317
1556,1.604230757,76.56514735,74.96091659
1557,1.462086128,76.64895566,75.18686953
1558,2.669125544,76.66347195,73.9943464
1559,2.268828872,77.77024518,75.50141631
1560,1.654477031,77.74789485,76.09341781
1561,1.558669862,76.970026,75.41135614
1562,2.321177408,77.22415577,74.90297836
1563,0.7210982279,77.13553206,76.41443383
1564,2.55070873,75.61413528,73.06342655
1565,2.714731062,76.28570186,73.5709708
1566,0.4794980044,76.30886574,75.82936774
1567,2.306480882,76.73878588,74.43230499
1568,2.343283874,77.37822246,75.03493858
1569,1.784581937,76.34724769,74.56266575
1570,2.298591508,75.85638143,73.55778992
1571,3.039353697,75.75769293,72.71833923
1572,1.315023496,76.76589815,75.45087465
1573,2.678549145,76.93005129,74.25150215
1574,2.157201381,76.58301924,74.42581786
1575,1.693496892,76.464372,74.77087511
1576,2.480649828,76.98958381,74.50893398
1577,2.511415071,76.26146203,73.75004696
1578,1.530478917,78.15616472,76.6256858
1579,2.142684287,76.84495199,74.7022677
1580,1.680454792,75.76355403,74.08309924
1581,1.998305442,76.95438619,74.95608075
1582,1.90137049,75.84405801,73.94268752
1583,1.095427343,77.65822262,76.56279528
1584,1.370794423,77.67804552,76.30725109
1585,1.547963853,77.77805408,76.23009023
1586,2.01622097,76.77765467,74.7614337
1587,2.255177519,76.11996563,73.86478811
1588,3.044412829,76.72081142,73.67639859
1589,2.660055031,76.92204711,74.26199208
1590,2.056268199,76.06475781,74.00848961
1591,3.252333863,76.40572314,73.15338928
1592,1.416984903,76.05674214,74.63975724
1593,2.02105826,76.89475011,74.87369185
1594,3.514621334,77.1939561,73.67933477
1595,2.219391787,76.29710738,74.07771559
1596,2.196856428,75.4670257,73.27016927
1597,2.848425158,77.94217383,75.09374867
1598,0.7113271293,75.8088877,75.09756057
1599,0.7385060684,75.81955262,75.08104655
1600,0.935750719,76.71905616,75.78330544
1601,1.380477219,76.6834782,75.30300098
1602,2.455743908,75.78774988,73.33200597
1603,1.741372109,75.68935218,73.94798007
1604,0.8185953326,75.96817606,75.14958072
1605,2.803865306,76.64408747,73.84022217
1606,2.160116616,77.0534536,74.89333698
1607,1.983649526,76.63325782,74.6496083
1608,2.095469957,76.55371069,74.45824073
1609,2.595955751,76.92734707,74.33139132
1610,2.416975399,76.55858052,74.14160513
1611,1.727281869,75.99900525,74.27172338
1612,3.010130136,75.82677447,72.81664433
1613,1.620899698,77.43650947,75.81560977
1614,1.842171988,76.88435092,75.04217894
1615,2.031632195,76.66542717,74.63379498
1616,1.817785963,76.38131643,74.56353047
1617,2.521458552,76.17266224,73.65120369
1618,1.626761403,77.72716173,76.10040033
1619,1.36510781,77.79623709,76.43112928
1620,2.348165222,77.15244591,74.80428069
1621,1.824412573,76.09738654,74.27297396
1622,3.347809465,77.3641002,74.01629074
1623,1.432703254,77.33354483,75.90084158
1624,2.385780405,76.96208009,74.57629968
1625,1.071429065,76.3621792,75.29075014
1626,1.843659686,77.41218974,75.56853006
1627,1.839860224,76.98321708,75.14335686
1628,0.8464848064,75.82678227,74.98029746
1629,1.35718734,75.55811679,74.20092945
1630,2.0142807,76.94318416,74.92890346
1631,1.581541996,76.63995316,75.05841116
1632,1.141015646,77.01359935,75.8725837
1633,1.955558241,77.86704881,75.91149057
1634,2.16368836,77.92042066,75.7567323
1635,2.167367291,76.76799604,74.60062875
1636,2.606496924,78.53404286,75.92754594
1637,2.294385791,76.33116364,74.03677785
1638,1.38766085,76.86610628,75.47844543
1639,1.326848702,75.53025493,74.20340622
1640,1.837820391,76.15236884,74.31454845
1641,1.760410347,77.17437661,75.41396627
1642,1.470360835,76.84456375,75.37420291
1643,2.721246348,76.66154914,73.94030279
1644,2.353083712,76.3838438,74.03076009
1645,1.198914885,76.01784091,74.81892603
1646,2.511977308,76.67206581,74.1600885
1647,1.051725425,76.48236338,75.43063795
1648,1.414928356,76.84888067,75.43395231
1649,1.658608213,76.9551987,75.29659049
1650,1.734421188,76.37156106,74.63713988
1651,2.612846672,77.18599957,74.5731529
1652,2.10543509,76.78788707,74.68245198
1653,2.298196091,76.05850472,73.76030863
1654,2.286494493,76.80615607,74.51966157
1655,1.977672541,76.28595866,74.30828612
1656,2.527459445,76.82054955,74.2930901
1657,2.5713771,78.79796848,76.22659138
1658,1.574473043,76.72397571,75.14950266
1659,2.156171179,76.93879404,74.78262286
1660,1.986662522,76.58598403,74.59932151
1661,1.461539606,75.68017558,74.21863597
1662,2.021826743,75.53263744,73.5108107
1663,2.537767491,75.96165945,73.42389196
1664,1.504310347,77.63026659,76.12595625
1665,2.741571391,76.73116884,73.98959745
1666,1.454197902,75.62310533,74.16890743
1667,2.259863676,78.05286076,75.79299709
1668,1.017266786,76.12593182,75.10866504
1669,1.196021557,77.22792816,76.0319066
1670,1.477466964,76.46036437,74.98289741
1671,1.929767293,77.45466227,75.52489498
1672,1.589578265,76.61977526,75.030197
1673,0.9068183726,76.45091887,75.5441005
1674,1.628866951,76.53593231,74.90706536
1675,1.620444984,76.18847164,74.56802665
1676,1.783323282,76.2169609,74.43363762
1677,2.015226354,77.3514795,75.33625314
1678,1.851569702,76.79441032,74.94284062
1679,2.85065574,77.04438165,74.19372591
1680,2.415729053,76.46357176,74.04784271
1681,0.8396827384,76.72794913,75.8882664
1682,1.882978277,76.58226407,74.69928579
1683,2.851621237,76.93764554,74.0860243
1684,2.224144293,76.68466621,74.46052192
1685,2.416976547,76.92693293,74.50995639
1686,1.405060112,75.89732179,74.49226168
1687,1.620274899,77.46488673,75.84461184
1688,2.913626022,76.25535841,73.34173239
1689,1.281547076,75.41141786,74.12987078
1690,2.340982027,76.52128899,74.18030696
1691,2.00768528,76.05571294,74.04802767
1692,2.034442522,76.51826945,74.48382693
1693,2.306546405,76.42320838,74.11666197
1694,1.0563618,76.21806004,75.16169824
1695,1.994928467,76.69840512,74.70347666
1696,2.094659219,76.07010223,73.97544301
1697,1.735693478,77.53446114,75.79876766
1698,2.291874218,76.12557572,73.8337015
1699,0.8169558276,76.43696146,75.62000563
1700,0.8840652454,75.42454296,74.54047772
1701,1.63858174,76.78396843,75.14538669
1702,2.965243547,76.40283055,73.437587
1703,2.286742454,77.4681477,75.18140525
1704,1.857356294,75.55635915,73.69900286
1705,3.224958785,77.26509838,74.0401396
1706,2.629615419,76.03478937,73.40517395
1707,2.534725782,77.62467244,75.08994665
1708,2.719771827,76.79402913,74.0742573
1709,1.168568484,77.38870553,76.22013705
1710,1.937495292,76.82239151,74.88489622
1711,1.722277454,76.61330604,74.89102858
1712,1.061460105,76.46068765,75.39922755
1713,2.806801255,76.68509686,73.87829561
1714,2.142263229,77.68851152,75.54624829
1715,2.113687688,77.63195515,75.51826746
1716,2.414251091,76.16096848,73.74671738
1717,1.222617842,77.15780078,75.93518294
1718,1.594244387,76.71522185,75.12097747
1719,2.215942719,77.04748049,74.83153777
1720,2.454636275,75.48857808,73.0339418
1721,1.115697217,77.07776687,75.96206965
1722,2.192685569,76.63965729,74.44697172
1723,1.940282363,76.84524669,74.90496433
1724,1.712548267,77.27094251,75.55839424
1725,2.285156916,76.77265931,74.48750239
1726,1.656767618,76.61698837,74.96022076
1727,2.370359138,77.40061156,75.03025242
1728,1.84535569,76.21874816,74.37339247
1729,1.327073686,77.49326637,76.16619269
1730,2.792281421,77.23011137,74.43782995
1731,2.457211719,75.66867771,73.21146599
1732,1.622171571,76.76364884,75.14147726
1733,2.587382225,77.22343077,74.63604854
1734,1.993126412,76.41973493,74.42660852
1735,1.54638925,75.7226199,74.17623065
1736,2.61466669,76.22784663,73.61317994
1737,2.071306466,76.2043667,74.13306024
1738,1.209786685,76.42298276,75.21319607
1739,2.50642642,77.03224208,74.52581566
1740,2.762792695,76.28826138,73.52546868
1741,0.8311995985,76.90196065,76.07076105
1742,1.869093594,76.10489622,74.23580262
1743,2.257018447,76.4538174,74.19679895
1744,3.160511805,76.64382799,73.48331619
1745,3.016104987,76.79767557,73.78157058
1746,1.237018096,75.04365351,73.80663541
1747,0.9580672258,77.10924791,76.15118068
1748,2.106541548,76.03960184,73.93306029
1749,2.107737445,76.52565606,74.41791861
1750,1.814345163,77.25957478,75.44522962
1751,2.258465402,76.27276472,74.01429932
1752,2.257338839,75.88869128,73.63135244
1753,2.485894218,77.15141157,74.66551735
1754,2.354546805,76.30598861,73.95144181
1755,1.297874512,75.83962904,74.54175453
1756,1.019008829,76.43665445,75.41764562
1757,2.154836797,75.99769192,73.84285512
1758,0.8534744057,76.22686405,75.37338965
1759,1.669011919,78.16762492,76.49861301
1760,2.150115968,76.91408582,74.76396985
1761,2.878570524,76.37548674,73.49691622
1762,2.800789065,76.42334098,73.62255192
1763,1.836410161,76.10344461,74.26703445
1764,2.588777149,76.61593663,74.02715949
1765,1.268052535,76.56745642,75.29940389
1766,1.87932603,76.21785405,74.33852802
1767,1.198944827,76.88281022,75.68386539
1768,1.078528796,76.49311987,75.41459108
1769,1.159789422,77.1885575,76.02876807
1770,2.790284227,77.24159736,74.45131313
1771,1.092666937,76.47160985,75.37894291
1772,1.69254496,76.23225156,74.5397066
1773,1.614733298,76.84692236,75.23218907
1774,2.449865433,76.94870949,74.49884406
1775,2.906235586,77.64165874,74.73542316
1776,2.733958288,76.31652691,73.58256863
1777,2.265657199,78.14128992,75.87563272
1778,1.527760305,76.79632444,75.26856413
1779,2.239433457,77.91935272,75.67991926
1780,3.001216408,77.17158985,74.17037344
1781,2.825840016,76.8456442,74.01980418
1782,2.434474979,76.3821786,73.94770362
1783,1.702596259,76.70116936,74.9985731
1784,1.790513223,76.87424386,75.08373064
1785,1.603210571,76.03807391,74.43486334
1786,2.450960099,76.37509868,73.92413858
1787,2.336650702,76.89145239,74.55480169
1788,1.995942415,76.57437047,74.57842805
1789,1.422747775,76.97634989,75.55360211
1790,0.9833667406,77.81678271,76.83341597
1791,2.833874213,77.9878449,75.15397068
1792,0.9720587467,77.14806789,76.17600914
1793,1.690585509,76.18060843,74.49002292
1794,2.387744668,76.73977348,74.35202881
1795,1.625898232,76.85540612,75.22950789
1796,1.984574372,77.54213758,75.55756321
1797,1.86217062,76.68029352,74.8181229
1798,2.357968896,77.00949247,74.65152358
1799,2.293601976,76.83576847,74.5421665
1800,1.665295142,76.80437241,75.13907727
1801,1.05323456,76.63715562,75.58392106
1802,2.569227583,77.33497213,74.76574454
1803,1.764365941,77.05570517,75.29133923
1804,0.8934571673,76.95489455,76.06143738
1805,2.228605318,76.89070619,74.66210087
1806,2.732408452,76.64097047,73.90856202
1807,0.8703455731,76.17078667,75.30044109
1808,2.59560125,76.5781835,73.98258225
1809,2.89228168,75.95371453,73.06143285
1810,1.16675177,76.06420418,74.89745241
1811,2.281889961,76.17770806,73.8958181
1812,1.717794359,77.59947634,75.88168198
1813,2.258395821,75.95544375,73.69704793
1814,1.400291192,76.49880715,75.09851596
1815,2.513927978,75.91310996,73.39918198
1816,2.206578348,76.46891683,74.26233848
1817,1.282049621,76.54230671,75.26025709
1818,0.9758085084,75.80140529,74.82559679
1819,1.663571085,77.13343351,75.46986242
1820,2.635092507,77.21785455,74.58276204
1821,1.018343583,76.03418067,75.01583709
1822,1.015485981,76.05947123,75.04398525
1823,1.927266383,75.60003528,73.6727689
1824,2.620764101,77.10719628,74.48643218
1825,1.878135896,76.60823778,74.73010188
1826,2.628549103,76.92296534,74.29441624
1827,1.901955004,77.69645831,75.79450331
1828,2.498618616,76.56888518,74.07026656
1829,0.809303384,75.80435119,74.9950478
1830,2.322335163,76.59480451,74.27246935
1831,2.308178193,76.13942964,73.83125145
1832,1.786036605,77.04361259,75.25757598
1833,1.396305048,76.45105793,75.05475288
1834,1.553977554,77.98327991,76.42930236
1835,0.762822725,76.38285787,75.62003515
1836,1.68190299,75.90636336,74.22446037
1837,2.932368032,76.6933767,73.76100867
1838,0.6014847463,75.89097726,75.28949252
1839,0.8445024817,76.76738499,75.9228825
1840,2.041641924,77.514237,75.47259507
1841,0.8749624038,76.62149707,75.74653466
1842,1.969910222,77.12662115,75.15671092
1843,1.894992602,76.26373033,74.36873772
1844,1.153144971,76.55548311,75.40233814
1845,2.699620631,75.8436707,73.14405007
1846,2.772737316,76.82572162,74.05298431
1847,1.585406728,76.05825469,74.47284796
1848,1.416515899,76.69893537,75.28241947
1849,2.777591135,75.8613515,73.08376037
1850,2.511450758,77.31226102,74.80081026
1851,2.430371079,76.27955247,73.84918139
1852,2.126743656,76.51017483,74.38343118
1853,2.279582497,76.57561598,74.29603348
1854,1.77447703,77.22086879,75.44639176
1855,1.96625561,76.55739431,74.5911387
1856,2.151303785,76.75591069,74.60460691
1857,1.606042183,76.96776546,75.36172328
1858,1.488173819,76.15004316,74.66186934
1859,1.970913172,76.11318176,74.14226859
1860,1.410531203,76.25075423,74.84022303
1861,2.436561956,76.28921512,73.85265316
1862,2.663190616,76.87298959,74.20979897
1863,2.173303182,77.37104008,75.1977369
1864,2.618594178,76.49835508,73.8797609
1865,1.938140952,76.46452809,74.52638714
1866,2.352366776,77.33719005,74.98482327
1867,1.835720572,77.06374371,75.22802314
1868,3.566024432,77.3435076,73.77748317
1869,1.84780906,76.84234011,74.99453105
1870,1.220230913,75.55481523,74.33458431
1871,3.168715807,77.37483124,74.20611543
1872,2.473443106,76.08247028,73.60902717
1873,2.150055482,76.87764875,74.72759327
1874,2.105598466,76.44682519,74.34122673
1875,1.950215245,76.87323954,74.92302429
1876,1.557941443,77.90693557,76.34899413
1877,2.414200822,76.17734322,73.7631424
1878,1.045191103,75.97308719,74.92789608
1879,1.548740401,76.81053434,75.26179394
1880,2.685261026,76.16089873,73.4756377
1881,2.502148281,76.32753853,73.82539025
1882,2.435846964,77.57007654,75.13422957
1883,2.162759106,76.36043895,74.19767985
1884,0.9847753035,76.28781434,75.30303904
1885,1.251285161,76.64916175,75.39787659
1886,2.405580872,76.83960596,74.43402509
1887,2.445536308,76.84354773,74.39801142
1888,1.079011432,75.8750212,74.79600977
1889,2.34502459,76.30243204,73.95740745
1890,1.75423831,75.87069495,74.11645664
1891,0.946565164,77.13029914,76.18373397
1892,1.238994192,76.94776126,75.70876707
1893,2.88975939,76.64619184,73.75643245
1894,2.080830108,76.71989688,74.63906677
1895,2.895266222,76.69999061,73.80472439
1896,2.19640117,76.93145847,74.7350573
1897,1.196997063,76.64172189,75.44472483
1898,1.873683084,76.35587492,74.48219183
1899,1.473395952,76.0053812,74.53198525
1900,1.424393041,76.81197152,75.38757848
1901,2.749329653,77.71754864,74.96821899
1902,1.009429825,76.65282069,75.64339086
1903,3.015012347,77.12839968,74.11338733
1904,1.768712949,76.24714374,74.47843079
1905,1.962563104,76.65415716,74.69159406
1906,1.064735996,77.32387676,76.25914076
1907,1.914364848,76.2125828,74.29821796
1908,0.8902049222,76.80056881,75.91036389
1909,2.63577868,76.94344624,74.30766756
1910,1.182747987,76.24188745,75.05913946
1911,0.8117341552,75.22093926,74.4092051
1912,1.014875211,75.75117841,74.7363032
1913,1.226524055,76.01556735,74.7890433
1914,2.184550662,76.59093214,74.40638148
1915,2.163606435,75.55323931,73.38963288
1916,1.679695223,75.52428522,73.84459
1917,2.015325142,76.75433075,74.73900561
1918,1.145419231,76.01470156,74.86928233
1919,2.088346389,77.75730363,75.66895725
1920,2.407502395,77.14540651,74.73790411
1921,0.8874108923,76.03007626,75.14266537
1922,2.673029021,76.58702933,73.91400031
1923,2.276591109,76.87607692,74.59948581
1924,0.8498895419,76.26053883,75.41064929
1925,2.103136904,75.08253534,72.97939844
1926,2.101403576,76.36672353,74.26531996
1927,2.379470888,76.69670238,74.31723149
1928,1.438489093,76.95302271,75.51453361
1929,2.085195239,75.40427775,73.31908251
1930,2.630236671,77.09866173,74.46842506
1931,1.544271211,75.90451603,74.36024481
1932,1.539181616,76.44491512,74.90573351
1933,2.248287581,75.90926759,73.66098
