task_id,map_id,model,route_found,display_rotation_deg,distance_m,energy_wh,time_s,weighted_coverage,returned,termination_reason
synthetic_test__synthetic_test__map_003__task_08,synthetic_test__map_003,milp,True,0,,,,,False,unknown
