task_id,map_id,model,route_found,display_rotation_deg,distance_m,energy_wh,time_s,weighted_coverage,returned,termination_reason
synthetic_test__synthetic_test__map_003__task_08,synthetic_test__map_003,traditional_ppo,True,0,6223.745223,40.89865697,823.0369828,0.2040816327,True,returned_partial
