model,episodes_seen,weighted_coverage,q25,q75,seed_count
full,1718.28187919,0.459321256292,0.452695705747,0.479182833473,5
full,1738.30872483,0.494761152154,0.458873570401,0.500660654362,5
full,1758.33557047,0.49337182781,0.472528444841,0.510137243079,5
full,1778.36241611,0.441050455417,0.430190374178,0.443095819494,5
full,1798.38926174,0.480155757773,0.475252079124,0.490907040774,5
full,1818.41610738,0.479269347735,0.450037358431,0.484236052852,5
full,1838.44295302,0.439291345471,0.419613497402,0.443091994033,5
full,1858.46979866,0.501865299916,0.498605940646,0.502116322357,5
full,1878.4966443,0.467351433023,0.458575612502,0.473215890803,5
full,1898.52348993,0.485478364479,0.485242951522,0.491870963203,5
full,1918.55033557,0.464708013029,0.463175100158,0.467050799976,5
full,1938.57718121,0.457054991932,0.434051133299,0.461148502239,5
full,1958.60402685,0.464984663381,0.455572960361,0.472980678482,5
full,1978.63087248,0.46208176748,0.437938082112,0.475930255701,5
full,1998.65771812,0.458473154362,0.441432466443,0.533231963087,5
full,2018.68456376,0.458074557424,0.436032414224,0.463609704578,5
full,2038.7114094,0.46013789849,0.451565121644,0.502320155201,5
full,2058.73825503,0.464726150527,0.459082445898,0.465408420079,5
full,2078.76510067,0.477417343301,0.459984211281,0.507497501412,5
full,2098.79194631,0.469392249349,0.468461726133,0.489321882276,5
full,2118.81879195,0.458237607648,0.451908744307,0.483596398396,5
full,2138.84563758,0.454456795302,0.453156459732,0.456805788591,5
full,2158.87248322,0.453827386659,0.437077326736,0.468572049206,5
full,2178.89932886,0.456522651007,0.439980075503,0.465719379195,5
full,2198.9261745,0.453921979866,0.431350692542,0.477976261813,5
full,2218.95302013,0.470381304787,0.442092692782,0.503503372826,5
full,2238.97986577,0.511204907718,0.473045564178,0.528945574664,5
full,2259.00671141,0.477644329544,0.454831743939,0.482929350431,5
full,2279.03355705,0.488217019715,0.487831638003,0.5078125,5
full,2299.06040268,0.454798572113,0.453833807013,0.462718292015,5
full,2319.08724832,0.512181951745,0.485020513029,0.530312895922,5
full,2339.11409396,0.481594986988,0.474738049582,0.513200246542,5
full,2359.1409396,0.474555337026,0.462843676166,0.48366769107,5
full,2379.16778523,0.475395868289,0.464366610738,0.490328754195,5
full,2399.19463087,0.445129519929,0.441369867998,0.471825349267,5
full,2419.22147651,0.457175440436,0.454095008389,0.47931522651,5
full,2439.24832215,0.447911780064,0.446070743734,0.447984330058,5
full,2459.27516779,0.455508823706,0.445511798469,0.468635236183,5
full,2479.30201342,0.463709888842,0.417385434144,0.481261797399,5
full,2499.32885906,0.458075092453,0.446997842761,0.490797493494,5
full,2519.3557047,0.426716320966,0.424349511197,0.475202776161,5
full,2539.38255034,0.451830362493,0.430031925207,0.459852393401,5
full,2559.40939597,0.493190278943,0.472508782508,0.494396235319,5
full,2579.43624161,0.464242162889,0.44462445213,0.481816756694,5
full,2599.46308725,0.486557518876,0.475192690856,0.499163040059,5
full,2619.48993289,0.478553344576,0.434692379469,0.488211642669,5
full,2639.51677852,0.458659077096,0.448555647878,0.478149865494,5
full,2659.54362416,0.478038485738,0.470045092282,0.497757838716,5
full,2679.5704698,0.480342549929,0.445624489047,0.481847587766,5
full,2699.59731544,0.465717412961,0.464144426384,0.476453046351,5
full,2719.62416107,0.465645919651,0.463586056277,0.494372720775,5
full,2739.65100671,0.506751804119,0.505202960746,0.531032176136,5
full,2759.67785235,0.472396707215,0.469928937389,0.479311213789,5
full,2779.70469799,0.48041096682,0.475576173213,0.482762153729,5
full,2799.73154362,0.483436451342,0.477814990562,0.498440121644,5
