bootstrap_ci_high,bootstrap_ci_low,comparator,hodges_lehmann,map_count,mean_difference,median_difference,metric,p_holm,p_value,rank_biserial,reference,significant_holm,statistical_family,wilcoxon_statistic,domain
0.00868793107521,-0.00657782679044,no_priority_bias,0.0013279478458,24,0.0010156840514,0.00246315192744,safe_weighted_coverage,1,0.583806157112,0.133333333333,full,False,synthetic_ablations,130,未见合成
0.00949254771353,-0.00705963010204,no_domain_randomization,0.00122236394558,24,0.00119437358277,0.00146683673469,safe_weighted_coverage,1,0.583806157112,0.133333333333,full,False,synthetic_ablations,130,未见合成
0.00831306689342,-0.00498953904478,no_resource_shaping,0.00181051587302,24,0.00176882558579,0.00191326530612,safe_weighted_coverage,0.506428956985,0.168809652328,0.326666666667,full,False,synthetic_ablations,101,未见合成
0.401841712727,0.343403436201,no_return_reserve,0.371468253968,24,0.372452168367,0.373289399093,safe_weighted_coverage,4.76837158203e-07,1.19209289551e-07,1,full,True,synthetic_ablations,0,未见合成
0.00852572721797,-0.00973823696145,no_priority_bias,-0.000599135487528,8,-0.00062535430839,-0.00101969954649,safe_weighted_coverage,1,0.640625,-0.222222222222,full,False,real_ablations,14,真实DSM
0.0121166516086,-0.00875500017715,no_domain_randomization,0.000230654761905,8,0.000929528061224,0.000138180272109,safe_weighted_coverage,1,0.9453125,0.0555555555556,full,False,real_ablations,17,真实DSM
0.00818968342545,-0.0082745757157,no_resource_shaping,-0.000211876417234,8,9.4777494331e-05,-0.000259353741497,safe_weighted_coverage,1,0.7421875,-0.166666666667,full,False,real_ablations,15,真实DSM
0.424468289399,0.356289297229,no_return_reserve,0.393278415533,8,0.390374858277,0.39585388322,safe_weighted_coverage,0.03125,0.0078125,1,full,True,real_ablations,0,真实DSM
