model,training_seed,environment_interactions,weighted_coverage,series,q25,q75
full,45,9412.435754,0.4731973512,seed,,
full,45,9511.865922,0.465356177,seed,,
full,45,9611.296089,0.4630357301,seed,,
full,45,9710.726257,0.4526419516,seed,,
full,45,9810.156425,0.4305943524,seed,,
full,45,9909.586592,0.4187810937,seed,,
full,45,10009.01676,0.4687443326,seed,,
full,45,10108.44693,0.4351217247,seed,,
full,45,10207.87709,0.4334200103,seed,,
full,45,10307.30726,0.4487191337,seed,,
full,45,10406.73743,0.4693453572,seed,,
full,45,10506.1676,0.4959281863,seed,,
full,45,10605.59777,0.5108936935,seed,,
full,45,10705.02793,0.4467391134,seed,,
full,45,10804.4581,0.4524519682,seed,,
full,45,10903.88827,0.5052478062,seed,,
full,45,11003.31844,0.5225914135,seed,,
full,45,11102.7486,0.4933100114,seed,,
full,45,11202.17877,0.4398117445,seed,,
full,45,11301.60894,0.5331747333,seed,,
full,45,11401.03911,0.5501241178,seed,,
full,45,11500.46927,0.5248437035,seed,,
full,45,11599.89944,0.5125422201,seed,,
full,45,11699.32961,0.5004375279,seed,,
full,45,11798.75978,0.4646715587,seed,,
full,45,11898.18994,0.4664606162,seed,,
full,45,11997.62011,0.4562483852,seed,,
full,45,12097.05028,0.3911027204,seed,,
full,45,12196.48045,0.4391508898,seed,,
full,45,12295.91061,0.4709172595,seed,,
full,45,12395.34078,0.4159105646,seed,,
full,45,12494.77095,0.4601984949,seed,,
full,45,12594.20112,0.4517608214,seed,,
full,45,12693.63128,0.416599337,seed,,
full,45,12793.06145,0.4059384443,seed,,
full,45,12892.49162,0.4211134184,seed,,
full,45,12991.92179,0.4262305977,seed,,
full,45,13091.35196,0.416998573,seed,,
full,45,13190.78212,0.395063164,seed,,
full,45,13290.21229,0.4866996504,seed,,
full,45,13389.64246,0.516278853,seed,,
full,45,13489.07263,0.4985733405,seed,,
full,45,13588.50279,0.4401847995,seed,,
full,45,13687.93296,0.4333227505,seed,,
full,45,13787.36313,0.4539873834,seed,,
full,45,13886.7933,0.4609230815,seed,,
full,45,13986.22346,0.4606515952,seed,,
full,45,14085.65363,0.4493838403,seed,,
full,45,14185.0838,0.431611502,seed,,
full,45,14284.51397,0.4637452398,seed,,
full,45,14383.94413,0.489634845,seed,,
full,45,14483.3743,0.5133072328,seed,,
full,45,14582.80447,0.4609710213,seed,,
full,45,14682.23464,0.4189301697,seed,,
full,45,14781.6648,0.4395804877,seed,,
full,45,14881.09497,0.4932327896,seed,,
full,45,14980.52514,0.4779770077,seed,,
full,45,15079.95531,0.4766773206,seed,,
full,45,15179.38547,0.4786738149,seed,,
full,45,15278.81564,0.4464105087,seed,,
full,45,15378.24581,0.4782602693,seed,,
full,45,15477.67598,0.5315563897,seed,,
full,45,15577.10615,0.4563734225,seed,,
full,45,15676.53631,0.448021367,seed,,
full,45,15775.96648,0.4615741166,seed,,
full,45,15875.39665,0.4859289642,seed,,
full,45,15974.82682,0.4612900193,seed,,
full,45,16074.25698,0.4470144593,seed,,
full,45,16173.68715,0.4506728494,seed,,
full,45,16273.11732,0.4727227334,seed,,
full,45,16372.54749,0.4970540828,seed,,
full,45,16471.97765,0.5170847278,seed,,
full,45,16571.40782,0.4883161308,seed,,
full,45,16670.83799,0.4555080115,seed,,
full,45,16770.26816,0.4472894935,seed,,
full,45,16869.69832,0.4484091122,seed,,
full,45,16969.12849,0.4624704396,seed,,
full,45,17068.55866,0.4372559314,seed,,
full,45,17167.98883,0.4674189022,seed,,
full,45,17267.41899,0.4931682529,seed,,
full,45,17366.84916,0.4786687618,seed,,
full,45,17466.27933,0.4662346286,seed,,
full,45,17565.7095,0.461076693,seed,,
full,45,17665.13966,0.4676374884,seed,,
full,45,17764.56983,0.4587961019,seed,,
full,45,17864,0.4521330079,seed,,
full,46,66,0.236328125,seed,,
full,46,165.4301676,0.234451619,seed,,
full,46,264.8603352,0.2490594876,seed,,
full,46,364.2905028,0.3796480094,seed,,
full,46,463.7206704,0.3123560157,seed,,
full,46,563.150838,0.2932967875,seed,,
full,46,662.5810056,0.3743040199,seed,,
full,46,762.0111732,0.3715096578,seed,,
full,46,861.4413408,0.3666739546,seed,,
full,46,960.8715084,0.3862590497,seed,,
full,46,1060.301676,0.4056368952,seed,,
full,46,1159.731844,0.4103963886,seed,,
full,46,1259.162011,0.4308651232,seed,,
full,46,1358.592179,0.4553520662,seed,,
full,46,1458.022346,0.4532745191,seed,,
full,46,1557.452514,0.4344679284,seed,,
full,46,1656.882682,0.4084555718,seed,,
full,46,1756.312849,0.529056994,seed,,
full,46,1855.743017,0.4585476203,seed,,
full,46,1955.173184,0.4254874551,seed,,
full,46,2054.603352,0.3990234044,seed,,
full,46,2154.03352,0.421010619,seed,,
full,46,2253.463687,0.5010364722,seed,,
full,46,2352.893855,0.4259912873,seed,,
full,46,2452.324022,0.42808607,seed,,
full,46,2551.75419,0.4553385119,seed,,
full,46,2651.184358,0.393976929,seed,,
full,46,2750.614525,0.4114471744,seed,,
full,46,2850.044693,0.4100024245,seed,,
full,46,2949.47486,0.4086559861,seed,,
full,46,3048.905028,0.4126235484,seed,,
full,46,3148.335196,0.4073057618,seed,,
full,46,3247.765363,0.3674591138,seed,,
full,46,3347.195531,0.3769644487,seed,,
full,46,3446.625698,0.3921799512,seed,,
full,46,3546.055866,0.3814791598,seed,,
full,46,3645.486034,0.4234824648,seed,,
full,46,3744.916201,0.4162178072,seed,,
full,46,3844.346369,0.4577399015,seed,,
full,46,3943.776536,0.4938576647,seed,,
full,46,4043.206704,0.5167064363,seed,,
full,46,4142.636872,0.4571062947,seed,,
full,46,4242.067039,0.4292785142,seed,,
full,46,4341.497207,0.4290121177,seed,,
full,46,4440.927374,0.446558841,seed,,
full,46,4540.357542,0.4692026435,seed,,
full,46,4639.787709,0.4825468277,seed,,
full,46,4739.217877,0.4708357498,seed,,
full,46,4838.648045,0.438762701,seed,,
full,46,4938.078212,0.4405624196,seed,,
full,46,5037.50838,0.503322029,seed,,
full,46,5136.938547,0.4850660837,seed,,
full,46,5236.368715,0.4494890116,seed,,
full,46,5335.798883,0.4403869575,seed,,
full,46,5435.22905,0.4200300553,seed,,
full,46,5534.659218,0.4019665004,seed,,
full,46,5634.089385,0.3962452252,seed,,
full,46,5733.519553,0.5006010347,seed,,
full,46,5832.949721,0.4821829941,seed,,
full,46,5932.379888,0.4424131155,seed,,
full,46,6031.810056,0.4480789301,seed,,
full,46,6131.240223,0.4159699149,seed,,
full,46,6230.670391,0.3888289633,seed,,
full,46,6330.100559,0.3833723477,seed,,
full,46,6429.530726,0.359896842,seed,,
full,46,6528.960894,0.3949341661,seed,,
full,46,6628.391061,0.4276346507,seed,,
full,46,6727.821229,0.4496378031,seed,,
full,46,6827.251397,0.4677848531,seed,,
full,46,6926.681564,0.4763185346,seed,,
full,46,7026.111732,0.4778452519,seed,,
full,46,7125.541899,0.4754594212,seed,,
full,46,7224.972067,0.4444931807,seed,,
full,46,7324.402235,0.4389105655,seed,,
full,46,7423.832402,0.4333028927,seed,,
full,46,7523.26257,0.3975579544,seed,,
full,46,7622.692737,0.4057764959,seed,,
full,46,7722.122905,0.4066869649,seed,,
full,46,7821.553073,0.4212474975,seed,,
full,46,7920.98324,0.443792042,seed,,
full,46,8020.413408,0.392281908,seed,,
full,46,8119.843575,0.4850530111,seed,,
full,46,8219.273743,0.5163203594,seed,,
full,46,8318.703911,0.4553981853,seed,,
full,46,8418.134078,0.4287700087,seed,,
full,46,8517.564246,0.4544372571,seed,,
full,46,8616.994413,0.4666596061,seed,,
full,46,8716.424581,0.4874212312,seed,,
full,46,8815.854749,0.5099446535,seed,,
full,46,8915.284916,0.4979653569,seed,,
full,46,9014.715084,0.4303912797,seed,,
full,46,9114.145251,0.4089378167,seed,,
full,46,9213.575419,0.4628921433,seed,,
full,46,9313.005587,0.5069401003,seed,,
full,46,9412.435754,0.5237340565,seed,,
full,46,9511.865922,0.4851513652,seed,,
full,46,9611.296089,0.4696580938,seed,,
full,46,9710.726257,0.4642281643,seed,,
full,46,9810.156425,0.4873421156,seed,,
full,46,9909.586592,0.4837771198,seed,,
full,46,10009.01676,0.4744533671,seed,,
full,46,10108.44693,0.4679033152,seed,,
full,46,10207.87709,0.4925463949,seed,,
full,46,10307.30726,0.517377133,seed,,
full,46,10406.73743,0.4944715455,seed,,
full,46,10506.1676,0.4734667125,seed,,
full,46,10605.59777,0.4532935074,seed,,
full,46,10705.02793,0.4606970776,seed,,
full,46,10804.4581,0.4627031817,seed,,
full,46,10903.88827,0.4523367664,seed,,
full,46,11003.31844,0.403958796,seed,,
full,46,11102.7486,0.4309956761,seed,,
full,46,11202.17877,0.4429485722,seed,,
full,46,11301.60894,0.4137580557,seed,,
full,46,11401.03911,0.472964248,seed,,
full,46,11500.46927,0.5155294023,seed,,
full,46,11599.89944,0.4677738046,seed,,
full,46,11699.32961,0.4786640046,seed,,
full,46,11798.75978,0.478470434,seed,,
full,46,11898.18994,0.4558895411,seed,,
full,46,11997.62011,0.4495884408,seed,,
full,46,12097.05028,0.4693452799,seed,,
full,46,12196.48045,0.5038185721,seed,,
full,46,12295.91061,0.4819547311,seed,,
full,46,12395.34078,0.4647438577,seed,,
full,46,12494.77095,0.5251974675,seed,,
full,46,12594.20112,0.500227768,seed,,
full,46,12693.63128,0.4753215683,seed,,
full,46,12793.06145,0.4788588321,seed,,
full,46,12892.49162,0.4655948762,seed,,
full,46,12991.92179,0.4595023414,seed,,
full,46,13091.35196,0.4504477399,seed,,
full,46,13190.78212,0.4518968779,seed,,
full,46,13290.21229,0.4787236137,seed,,
full,46,13389.64246,0.4815909895,seed,,
full,46,13489.07263,0.474879799,seed,,
full,46,13588.50279,0.461059692,seed,,
full,46,13687.93296,0.5028941003,seed,,
full,46,13787.36313,0.5121963042,seed,,
full,46,13886.7933,0.4828734588,seed,,
full,46,13986.22346,0.4368077436,seed,,
full,46,14085.65363,0.4452561837,seed,,
full,46,14185.0838,0.484719126,seed,,
full,46,14284.51397,0.4473730595,seed,,
full,46,14383.94413,0.4586955118,seed,,
full,46,14483.3743,0.4672920929,seed,,
full,46,14582.80447,0.4598286743,seed,,
full,46,14682.23464,0.4897626171,seed,,
full,46,14781.6648,0.5046638919,seed,,
full,46,14881.09497,0.501132991,seed,,
full,46,14980.52514,0.4879105381,seed,,
full,46,15079.95531,0.4641432274,seed,,
full,46,15179.38547,0.4382043605,seed,,
full,46,15278.81564,0.4438589424,seed,,
full,46,15378.24581,0.4787417688,seed,,
full,46,15477.67598,0.5047315617,seed,,
full,46,15577.10615,0.4445445268,seed,,
full,46,15676.53631,0.403621354,seed,,
full,46,15775.96648,0.3886460993,seed,,
full,46,15875.39665,0.4354250724,seed,,
full,46,15974.82682,0.5294080626,seed,,
full,46,16074.25698,0.4804463251,seed,,
full,46,16173.68715,0.4484052814,seed,,
full,46,16273.11732,0.5214530859,seed,,
full,46,16372.54749,0.494934803,seed,,
full,46,16471.97765,0.4462541271,seed,,
full,46,16571.40782,0.3913321911,seed,,
full,46,16670.83799,0.4907059635,seed,,
full,46,16770.26816,0.4766251752,seed,,
full,46,16869.69832,0.4510917424,seed,,
full,46,16969.12849,0.4384895915,seed,,
full,46,17068.55866,0.4285511868,seed,,
full,46,17167.98883,0.5680804393,seed,,
full,46,17267.41899,0.4840878897,seed,,
full,46,17366.84916,0.4846362565,seed,,
full,46,17466.27933,0.5436382621,seed,,
full,46,17565.7095,0.4727486375,seed,,
full,46,17665.13966,0.4566704436,seed,,
full,46,17764.56983,0.4720959705,seed,,
full,46,17864,0.5076221253,seed,,
full,-1,66,0.224609375,median,0.21484375,0.236328125
full,-1,165.4301676,0.2064165423,median,0.2046832979,0.2257624135
full,-1,264.8603352,0.2446578274,median,0.2370738003,0.2490594876
full,-1,364.2905028,0.3131512495,median,0.3115968716,0.3517546919
full,-1,463.7206704,0.3123560157,median,0.3015098699,0.3143489677
full,-1,563.150838,0.2844199909,median,0.281276082,0.2932967875
full,-1,662.5810056,0.3434292074,median,0.3340869017,0.3730782275
full,-1,762.0111732,0.3566396229,median,0.3542117703,0.3625016317
full,-1,861.4413408,0.3593546411,median,0.3521561895,0.3666739546
full,-1,960.8715084,0.3862590497,median,0.3836121963,0.4073483422
full,-1,1060.301676,0.4056368952,median,0.3853953501,0.4070676687
full,-1,1159.731844,0.402942482,median,0.3897707826,0.4103963886
full,-1,1259.162011,0.4250796087,median,0.4046596973,0.4261298904
full,-1,1358.592179,0.4512704405,median,0.44052936,0.4553520662
full,-1,1458.022346,0.4450709143,median,0.4121222781,0.4532745191
full,-1,1557.452514,0.4245310092,median,0.4152850914,0.4344679284
full,-1,1656.882682,0.4591721973,median,0.4084555718,0.4592735639
full,-1,1756.312849,0.4557834224,median,0.4517726687,0.468972233
full,-1,1855.743017,0.3915460532,median,0.3899767789,0.4201378935
full,-1,1955.173184,0.38986539,median,0.3804183379,0.4116269168
full,-1,2054.603352,0.4483841111,median,0.4045751822,0.4608968683
full,-1,2154.03352,0.4248943785,median,0.421010619,0.4436866991
full,-1,2253.463687,0.433825302,median,0.4219406785,0.4352477421
full,-1,2352.893855,0.4259912873,median,0.420749846,0.4317738381
full,-1,2452.324022,0.4529668655,median,0.4517466284,0.4809483647
full,-1,2551.75419,0.4649629864,median,0.4553385119,0.4763727478
full,-1,2651.184358,0.4302902407,median,0.414866695,0.4478038232
full,-1,2750.614525,0.4157084155,median,0.4116763584,0.4285605957
full,-1,2850.044693,0.4439071576,median,0.4334742682,0.4579446067
full,-1,2949.47486,0.4399040047,median,0.4233283693,0.4508205959
full,-1,3048.905028,0.4467973404,median,0.4126235484,0.4644486695
full,-1,3148.335196,0.4362947119,median,0.4073057618,0.4505099173
full,-1,3247.765363,0.4364858084,median,0.4258605335,0.4620966797
full,-1,3347.195531,0.4351284262,median,0.4324290476,0.4678382051
full,-1,3446.625698,0.4062353891,median,0.4023572527,0.4112799963
full,-1,3546.055866,0.4175378665,median,0.3926898347,0.4230603611
full,-1,3645.486034,0.4399826665,median,0.4234824648,0.4837034741
full,-1,3744.916201,0.437239042,median,0.4218425046,0.4613673689
full,-1,3844.346369,0.4446771334,median,0.4364260665,0.4516859469
full,-1,3943.776536,0.4351128121,median,0.4331640833,0.448830504
full,-1,4043.206704,0.4525037232,median,0.4349330221,0.458849213
full,-1,4142.636872,0.4571062947,median,0.4564792491,0.4651274441
full,-1,4242.067039,0.4631061614,median,0.4292785142,0.4840079556
full,-1,4341.497207,0.4436575606,median,0.4290121177,0.4480510931
full,-1,4440.927374,0.4397129861,median,0.4308449807,0.440824207
full,-1,4540.357542,0.4299041144,median,0.4262504435,0.4692026435
full,-1,4639.787709,0.4754845225,median,0.4232547686,0.4825468277
full,-1,4739.217877,0.43919807,median,0.4320023044,0.4708357498
full,-1,4838.648045,0.438762701,median,0.4178516054,0.4436253438
full,-1,4938.078212,0.4461343285,median,0.4405624196,0.4511811738
full,-1,5037.50838,0.4495235299,median,0.4476176328,0.4790618871
full,-1,5136.938547,0.4843281239,median,0.4621313091,0.4850660837
full,-1,5236.368715,0.4551751943,median,0.4494890116,0.4638945829
full,-1,5335.798883,0.4466551212,median,0.4403869575,0.4519613332
full,-1,5435.22905,0.4571181037,median,0.4282777042,0.4587686216
full,-1,5534.659218,0.455656208,median,0.444963338,0.4582005093
full,-1,5634.089385,0.4498847192,median,0.434277586,0.469450577
full,-1,5733.519553,0.4544835291,median,0.4344556712,0.4931291389
full,-1,5832.949721,0.4631896305,median,0.4377474028,0.4821829941
full,-1,5932.379888,0.4591891146,median,0.4565750612,0.4950953567
full,-1,6031.810056,0.4698264021,median,0.4480789301,0.4789528818
full,-1,6131.240223,0.437625921,median,0.4159699149,0.4536398199
full,-1,6230.670391,0.4454252528,median,0.4365288932,0.4506458231
full,-1,6330.100559,0.4654122221,median,0.4343186063,0.4987324564
full,-1,6429.530726,0.4692794984,median,0.4464157313,0.4831378182
full,-1,6528.960894,0.4356537259,median,0.4116598529,0.4522466295
full,-1,6628.391061,0.4276346507,median,0.425793387,0.4305697314
full,-1,6727.821229,0.4496378031,median,0.441749431,0.45092471
full,-1,6827.251397,0.4568082087,median,0.4467029808,0.4677848531
full,-1,6926.681564,0.4563070486,median,0.4442919914,0.4763185346
full,-1,7026.111732,0.4361421315,median,0.4350158591,0.4778452519
full,-1,7125.541899,0.4302370201,median,0.4272141392,0.4754594212
full,-1,7224.972067,0.4589107786,median,0.455196105,0.4646254359
full,-1,7324.402235,0.4633512993,median,0.4389105655,0.4749296735
full,-1,7423.832402,0.470089394,median,0.4399976713,0.4755788251
full,-1,7523.26257,0.4736893331,median,0.4405436417,0.4870938097
full,-1,7622.692737,0.4493646868,median,0.4418406075,0.4522059586
full,-1,7722.122905,0.4264239874,median,0.4108299804,0.4453971144
full,-1,7821.553073,0.4212474975,median,0.4072298097,0.4362098797
full,-1,7920.98324,0.443792042,median,0.4183165759,0.4694023077
full,-1,8020.413408,0.4554413496,median,0.4531467948,0.4672839381
full,-1,8119.843575,0.4868098836,median,0.4850530111,0.4913626685
full,-1,8219.273743,0.4611348165,median,0.4594081715,0.4648050397
full,-1,8318.703911,0.4568512679,median,0.4553981853,0.4992359514
full,-1,8418.134078,0.4592030497,median,0.4287700087,0.4867888001
full,-1,8517.564246,0.4544372571,median,0.408720366,0.4879900954
full,-1,8616.994413,0.4543707975,median,0.4403952356,0.4666596061
full,-1,8716.424581,0.4552303184,median,0.446244936,0.4615798559
full,-1,8815.854749,0.4410140786,median,0.4309892537,0.4679674436
full,-1,8915.284916,0.4441014898,median,0.4276412241,0.4903546783
full,-1,9014.715084,0.4547406304,median,0.4303912797,0.4582352354
full,-1,9114.145251,0.4150446764,median,0.4089378167,0.4585892088
full,-1,9213.575419,0.4628921433,median,0.4398644665,0.4696517315
full,-1,9313.005587,0.4576726454,median,0.4513036179,0.4840854816
full,-1,9412.435754,0.448687596,median,0.4422497495,0.4731973512
full,-1,9511.865922,0.4406745645,median,0.4353639307,0.465356177
full,-1,9611.296089,0.4633064177,median,0.4630357301,0.4696580938
full,-1,9710.726257,0.4526419516,median,0.4468632445,0.4642281643
full,-1,9810.156425,0.4476472494,median,0.4472859575,0.4873421156
full,-1,9909.586592,0.4563568867,median,0.4431620035,0.4664969754
full,-1,10009.01676,0.4744533671,median,0.4687443326,0.5056808466
full,-1,10108.44693,0.4679033152,median,0.4351217247,0.5076188054
full,-1,10207.87709,0.4896059044,median,0.4464695299,0.4925463949
full,-1,10307.30726,0.4602145921,median,0.4487191337,0.4994246743
full,-1,10406.73743,0.4693453572,median,0.4371537328,0.4944715455
full,-1,10506.1676,0.4734667125,median,0.4341926846,0.4886935765
full,-1,10605.59777,0.4669030391,median,0.4532935074,0.4847725421
full,-1,10705.02793,0.4467391134,median,0.4406598572,0.4606970776
full,-1,10804.4581,0.4487191567,median,0.4484128619,0.4524519682
full,-1,10903.88827,0.4595391809,median,0.4523367664,0.4787364614
full,-1,11003.31844,0.4370646549,median,0.4278675956,0.5006259386
full,-1,11102.7486,0.4309956761,median,0.413086879,0.4790620057
full,-1,11202.17877,0.4398117445,median,0.4253754344,0.4429485722
full,-1,11301.60894,0.4226391276,median,0.4137580557,0.4400775871
full,-1,11401.03911,0.4565505624,median,0.4534371666,0.472964248
full,-1,11500.46927,0.5011162456,median,0.4691472897,0.5155294023
full,-1,11599.89944,0.4707678286,median,0.4677738046,0.5125422201
full,-1,11699.32961,0.4742496134,median,0.4695225482,0.4786640046
full,-1,11798.75978,0.4752756619,median,0.4646715587,0.478470434
full,-1,11898.18994,0.4664606162,median,0.4571945852,0.489032875
full,-1,11997.62011,0.4562483852,median,0.4495884408,0.4686630784
full,-1,12097.05028,0.4693452799,median,0.3911027204,0.487290287
full,-1,12196.48045,0.4512903338,median,0.4391508898,0.5038185721
full,-1,12295.91061,0.4709172595,median,0.4667140699,0.4819547311
full,-1,12395.34078,0.4647438577,median,0.4159105646,0.4688442779
full,-1,12494.77095,0.4788874787,median,0.4601984949,0.5013069668
full,-1,12594.20112,0.4896429818,median,0.4732577462,0.500227768
full,-1,12693.63128,0.4753215683,median,0.453796736,0.4880172109
full,-1,12793.06145,0.4788588321,median,0.4687275915,0.489348748
full,-1,12892.49162,0.4743215489,median,0.4655948762,0.4985143499
full,-1,12991.92179,0.4954680825,median,0.4595023414,0.5077288359
full,-1,13091.35196,0.416998573,median,0.4169119894,0.4504477399
full,-1,13190.78212,0.4518968779,median,0.4027033824,0.5200609186
full,-1,13290.21229,0.4787236137,median,0.4540047226,0.4866996504
full,-1,13389.64246,0.4490064754,median,0.4410764972,0.4815909895
full,-1,13489.07263,0.4590281792,median,0.4399300716,0.474879799
full,-1,13588.50279,0.4417600122,median,0.4403026635,0.461059692
full,-1,13687.93296,0.4590620754,median,0.4385200248,0.4983302325
full,-1,13787.36313,0.4790560017,median,0.4713779292,0.4798708101
full,-1,13886.7933,0.4787702633,median,0.4609230815,0.4828734588
full,-1,13986.22346,0.4606515952,median,0.4426381847,0.4704578803
full,-1,14085.65363,0.4452561837,median,0.4430067412,0.4493838403
full,-1,14185.0838,0.431611502,median,0.4232359233,0.4718044874
full,-1,14284.51397,0.4637452398,median,0.4617679392,0.4904678204
full,-1,14383.94413,0.4720003494,median,0.4586955118,0.4779267259
full,-1,14483.3743,0.4663678835,median,0.440251203,0.4672920929
full,-1,14582.80447,0.4609710213,median,0.4598286743,0.4751654409
full,-1,14682.23464,0.4431601854,median,0.4189301697,0.4696436609
full,-1,14781.6648,0.447821069,median,0.4395804877,0.4620923476
full,-1,14881.09497,0.4727261922,median,0.4564707818,0.4932327896
full,-1,14980.52514,0.4790773723,median,0.4779770077,0.4879105381
full,-1,15079.95531,0.4683381614,median,0.4641432274,0.4766773206
full,-1,15179.38547,0.4786738149,median,0.4382043605,0.4928968335
full,-1,15278.81564,0.4464105087,median,0.4438589424,0.4714551833
full,-1,15378.24581,0.4782602693,median,0.4612918498,0.4787417688
full,-1,15477.67598,0.5000686913,median,0.463272766,0.5047315617
full,-1,15577.10615,0.4563734225,median,0.4445445268,0.4872408557
full,-1,15676.53631,0.448021367,median,0.4437595348,0.4566031459
full,-1,15775.96648,0.4395884495,median,0.4187323068,0.4615741166
full,-1,15875.39665,0.4543037855,median,0.4354250724,0.4859289642
full,-1,15974.82682,0.4612900193,median,0.4431161955,0.5069270852
full,-1,16074.25698,0.4804463251,median,0.4470144593,0.482107641
full,-1,16173.68715,0.4688713657,median,0.4506728494,0.4744031735
full,-1,16273.11732,0.5006021299,median,0.4727227334,0.5115458871
full,-1,16372.54749,0.494934803,median,0.4859898743,0.4970540828
full,-1,16471.97765,0.4521287681,median,0.4494761165,0.478009071
full,-1,16571.40782,0.459233123,median,0.4438504924,0.4634992522
full,-1,16670.83799,0.4650857121,median,0.4555080115,0.4899010463
full,-1,16770.26816,0.4576513658,median,0.4472894935,0.4652362865
full,-1,16869.69832,0.4510917424,median,0.4484091122,0.4523325269
full,-1,16969.12849,0.4624704396,median,0.4384895915,0.4646774081
full,-1,17068.55866,0.4372559314,median,0.4285511868,0.4513778093
full,-1,17167.98883,0.4666430214,median,0.4660234555,0.4674189022
full,-1,17267.41899,0.473772503,median,0.4667875469,0.4840878897
full,-1,17366.84916,0.482604745,median,0.4786687618,0.4846362565
full,-1,17466.27933,0.4940451739,median,0.4662346286,0.5436382621
full,-1,17565.7095,0.461076693,median,0.4568304818,0.4727486375
full,-1,17665.13966,0.4566704436,median,0.451339467,0.4652557984
full,-1,17764.56983,0.4694555652,median,0.4644770533,0.4720959705
full,-1,17864,0.4730336102,median,0.4521330079,0.496286526
traditional_ppo,42,66,0.193359375,seed,,
traditional_ppo,42,165.4301676,0.1758218238,seed,,
traditional_ppo,42,264.8603352,0.2002844362,seed,,
traditional_ppo,42,364.2905028,0.1895704216,seed,,
traditional_ppo,42,463.7206704,0.1924320037,seed,,
traditional_ppo,42,563.150838,0.2219265808,seed,,
traditional_ppo,42,662.5810056,0.1831072586,seed,,
traditional_ppo,42,762.0111732,0.2322469127,seed,,
traditional_ppo,42,861.4413408,0.2193957554,seed,,
traditional_ppo,42,960.8715084,0.2099300264,seed,,
traditional_ppo,42,1060.301676,0.221933973,seed,,
traditional_ppo,42,1159.731844,0.2116509681,seed,,
traditional_ppo,42,1259.162011,0.2389954404,seed,,
traditional_ppo,42,1358.592179,0.2273501323,seed,,
traditional_ppo,42,1458.022346,0.2515116959,seed,,
traditional_ppo,42,1557.452514,0.2501339808,seed,,
traditional_ppo,42,1656.882682,0.1916394496,seed,,
traditional_ppo,42,1756.312849,0.2907646028,seed,,
traditional_ppo,42,1855.743017,0.2609785036,seed,,
traditional_ppo,42,1955.173184,0.2385339679,seed,,
traditional_ppo,42,2054.603352,0.2804787673,seed,,
traditional_ppo,42,2154.03352,0.244020493,seed,,
traditional_ppo,42,2253.463687,0.2228594591,seed,,
traditional_ppo,42,2352.893855,0.3034299235,seed,,
traditional_ppo,42,2452.324022,0.2664005058,seed,,
traditional_ppo,42,2551.75419,0.2553479603,seed,,
traditional_ppo,42,2651.184358,0.369336607,seed,,
traditional_ppo,42,2750.614525,0.2534786752,seed,,
traditional_ppo,42,2850.044693,0.2682964457,seed,,
traditional_ppo,42,2949.47486,0.2899425937,seed,,
traditional_ppo,42,3048.905028,0.2671448683,seed,,
traditional_ppo,42,3148.335196,0.2694404122,seed,,
traditional_ppo,42,3247.765363,0.266720905,seed,,
traditional_ppo,42,3347.195531,0.2403287009,seed,,
traditional_ppo,42,3446.625698,0.2680284858,seed,,
traditional_ppo,42,3546.055866,0.2757856145,seed,,
traditional_ppo,42,3645.486034,0.2446647118,seed,,
traditional_ppo,42,3744.916201,0.2904546072,seed,,
traditional_ppo,42,3844.346369,0.2858936387,seed,,
traditional_ppo,42,3943.776536,0.2661339307,seed,,
traditional_ppo,42,4043.206704,0.2631989247,seed,,
traditional_ppo,42,4142.636872,0.2707322659,seed,,
traditional_ppo,42,4242.067039,0.2506170972,seed,,
traditional_ppo,42,4341.497207,0.2832212052,seed,,
traditional_ppo,42,4440.927374,0.2764866136,seed,,
traditional_ppo,42,4540.357542,0.2209196725,seed,,
traditional_ppo,42,4639.787709,0.2875181792,seed,,
traditional_ppo,42,4739.217877,0.2635917387,seed,,
traditional_ppo,42,4838.648045,0.2541022973,seed,,
traditional_ppo,42,4938.078212,0.2707976151,seed,,
traditional_ppo,42,5037.50838,0.269119306,seed,,
traditional_ppo,42,5136.938547,0.2263175724,seed,,
traditional_ppo,42,5236.368715,0.296730649,seed,,
traditional_ppo,42,5335.798883,0.3030559574,seed,,
traditional_ppo,42,5435.22905,0.2654298148,seed,,
traditional_ppo,42,5534.659218,0.2827496746,seed,,
traditional_ppo,42,5634.089385,0.2858520951,seed,,
traditional_ppo,42,5733.519553,0.2371338758,seed,,
traditional_ppo,42,5832.949721,0.2779632829,seed,,
traditional_ppo,42,5932.379888,0.2395537377,seed,,
traditional_ppo,42,6031.810056,0.2483449211,seed,,
traditional_ppo,42,6131.240223,0.23435785,seed,,
traditional_ppo,42,6230.670391,0.228805167,seed,,
traditional_ppo,42,6330.100559,0.2597569878,seed,,
traditional_ppo,42,6429.530726,0.2570013521,seed,,
traditional_ppo,42,6528.960894,0.2245568998,seed,,
traditional_ppo,42,6628.391061,0.3081883253,seed,,
traditional_ppo,42,6727.821229,0.2990079831,seed,,
traditional_ppo,42,6827.251397,0.2535813609,seed,,
traditional_ppo,42,6926.681564,0.2455687399,seed,,
traditional_ppo,42,7026.111732,0.2324877754,seed,,
traditional_ppo,42,7125.541899,0.2174084332,seed,,
traditional_ppo,42,7224.972067,0.2728810442,seed,,
traditional_ppo,42,7324.402235,0.2623449554,seed,,
traditional_ppo,42,7423.832402,0.2460261804,seed,,
