model,training_seed,environment_interactions,weighted_coverage,series,q25,q75
traditional_ppo,42,7523.26257,0.2840058125,seed,,
traditional_ppo,42,7622.692737,0.261934561,seed,,
traditional_ppo,42,7722.122905,0.2460177271,seed,,
traditional_ppo,42,7821.553073,0.2408891273,seed,,
traditional_ppo,42,7920.98324,0.2280433893,seed,,
traditional_ppo,42,8020.413408,0.2863486019,seed,,
traditional_ppo,42,8119.843575,0.2769264702,seed,,
traditional_ppo,42,8219.273743,0.2448862581,seed,,
traditional_ppo,42,8318.703911,0.2673146947,seed,,
traditional_ppo,42,8418.134078,0.2750867185,seed,,
traditional_ppo,42,8517.564246,0.2582095952,seed,,
traditional_ppo,42,8616.994413,0.2590812129,seed,,
traditional_ppo,42,8716.424581,0.2770103255,seed,,
traditional_ppo,42,8815.854749,0.2464352995,seed,,
traditional_ppo,42,8915.284916,0.2284439297,seed,,
traditional_ppo,42,9014.715084,0.2068343688,seed,,
traditional_ppo,42,9114.145251,0.2461819134,seed,,
traditional_ppo,42,9213.575419,0.2174173523,seed,,
traditional_ppo,42,9313.005587,0.2487952408,seed,,
traditional_ppo,42,9412.435754,0.2992007784,seed,,
traditional_ppo,42,9511.865922,0.2532392615,seed,,
traditional_ppo,42,9611.296089,0.2363759964,seed,,
traditional_ppo,42,9710.726257,0.2617496654,seed,,
traditional_ppo,42,9810.156425,0.2461128655,seed,,
traditional_ppo,42,9909.586592,0.3024046532,seed,,
traditional_ppo,42,10009.01676,0.315885086,seed,,
traditional_ppo,42,10108.44693,0.2642436941,seed,,
traditional_ppo,42,10207.87709,0.2671725035,seed,,
traditional_ppo,42,10307.30726,0.2564433877,seed,,
traditional_ppo,42,10406.73743,0.2315046287,seed,,
traditional_ppo,42,10506.1676,0.3116946682,seed,,
traditional_ppo,42,10605.59777,0.2906176402,seed,,
traditional_ppo,42,10705.02793,0.2487177943,seed,,
traditional_ppo,42,10804.4581,0.2843528814,seed,,
traditional_ppo,42,10903.88827,0.297597823,seed,,
traditional_ppo,42,11003.31844,0.2421893964,seed,,
traditional_ppo,42,11102.7486,0.255904701,seed,,
traditional_ppo,42,11202.17877,0.2547110048,seed,,
traditional_ppo,42,11301.60894,0.2561784156,seed,,
traditional_ppo,42,11401.03911,0.272717431,seed,,
traditional_ppo,42,11500.46927,0.2750459611,seed,,
traditional_ppo,42,11599.89944,0.2401904545,seed,,
traditional_ppo,42,11699.32961,0.2592416938,seed,,
traditional_ppo,42,11798.75978,0.245278013,seed,,
traditional_ppo,42,11898.18994,0.2948782966,seed,,
traditional_ppo,42,11997.62011,0.2106563973,seed,,
traditional_ppo,42,12097.05028,0.2597004105,seed,,
traditional_ppo,42,12196.48045,0.2914736977,seed,,
traditional_ppo,42,12295.91061,0.2755722927,seed,,
traditional_ppo,42,12395.34078,0.2196402948,seed,,
traditional_ppo,42,12494.77095,0.3248166636,seed,,
traditional_ppo,42,12594.20112,0.2634028696,seed,,
traditional_ppo,42,12693.63128,0.2382651936,seed,,
traditional_ppo,42,12793.06145,0.3249142499,seed,,
traditional_ppo,42,12892.49162,0.2847116234,seed,,
traditional_ppo,42,12991.92179,0.2354424489,seed,,
traditional_ppo,42,13091.35196,0.304239541,seed,,
traditional_ppo,42,13190.78212,0.2585715358,seed,,
traditional_ppo,42,13290.21229,0.2288022285,seed,,
traditional_ppo,42,13389.64246,0.2938287598,seed,,
traditional_ppo,42,13489.07263,0.2574877873,seed,,
traditional_ppo,42,13588.50279,0.2303169333,seed,,
traditional_ppo,42,13687.93296,0.2695667431,seed,,
traditional_ppo,42,13787.36313,0.2223840016,seed,,
traditional_ppo,42,13886.7933,0.2963517195,seed,,
traditional_ppo,42,13986.22346,0.3033798177,seed,,
traditional_ppo,42,14085.65363,0.2598130421,seed,,
traditional_ppo,42,14185.0838,0.2551668741,seed,,
traditional_ppo,42,14284.51397,0.2411139676,seed,,
traditional_ppo,42,14383.94413,0.2550282233,seed,,
traditional_ppo,42,14483.3743,0.2867857996,seed,,
traditional_ppo,42,14582.80447,0.2846271583,seed,,
traditional_ppo,42,14682.23464,0.2573527955,seed,,
traditional_ppo,42,14781.6648,0.2765125238,seed,,
traditional_ppo,42,14881.09497,0.2399047728,seed,,
traditional_ppo,42,14980.52514,0.2824678533,seed,,
traditional_ppo,42,15079.95531,0.2906090287,seed,,
traditional_ppo,42,15179.38547,0.2342313458,seed,,
traditional_ppo,42,15278.81564,0.2570415619,seed,,
traditional_ppo,42,15378.24581,0.2735479492,seed,,
traditional_ppo,42,15477.67598,0.255833209,seed,,
traditional_ppo,42,15577.10615,0.2852351762,seed,,
traditional_ppo,42,15676.53631,0.2669076436,seed,,
traditional_ppo,42,15775.96648,0.2280271751,seed,,
traditional_ppo,42,15875.39665,0.2879452162,seed,,
traditional_ppo,42,15974.82682,0.2605749658,seed,,
traditional_ppo,42,16074.25698,0.249969624,seed,,
traditional_ppo,42,16173.68715,0.29312907,seed,,
traditional_ppo,42,16273.11732,0.2689695623,seed,,
traditional_ppo,42,16372.54749,0.2461927259,seed,,
traditional_ppo,42,16471.97765,0.2952912345,seed,,
traditional_ppo,42,16571.40782,0.2943532515,seed,,
traditional_ppo,42,16670.83799,0.2199470369,seed,,
traditional_ppo,42,16770.26816,0.3084195365,seed,,
traditional_ppo,42,16869.69832,0.2466102713,seed,,
traditional_ppo,42,16969.12849,0.2411973763,seed,,
traditional_ppo,42,17068.55866,0.2612127121,seed,,
traditional_ppo,42,17167.98883,0.2918460214,seed,,
traditional_ppo,42,17267.41899,0.2273839053,seed,,
traditional_ppo,42,17366.84916,0.3022733075,seed,,
traditional_ppo,42,17466.27933,0.2487858912,seed,,
traditional_ppo,42,17565.7095,0.2510599732,seed,,
traditional_ppo,42,17665.13966,0.2853286937,seed,,
traditional_ppo,42,17764.56983,0.2755102041,seed,,
traditional_ppo,42,17864,0.2755102041,seed,,
traditional_ppo,43,66,0.201171875,seed,,
traditional_ppo,43,165.4301676,0.1777231348,seed,,
traditional_ppo,43,264.8603352,0.1949132686,seed,,
traditional_ppo,43,364.2905028,0.1918424263,seed,,
traditional_ppo,43,463.7206704,0.1664779529,seed,,
traditional_ppo,43,563.150838,0.2205277995,seed,,
traditional_ppo,43,662.5810056,0.2155648192,seed,,
traditional_ppo,43,762.0111732,0.2510396263,seed,,
traditional_ppo,43,861.4413408,0.1921827104,seed,,
traditional_ppo,43,960.8715084,0.2142446157,seed,,
traditional_ppo,43,1060.301676,0.2193065943,seed,,
traditional_ppo,43,1159.731844,0.2203052933,seed,,
traditional_ppo,43,1259.162011,0.2677028211,seed,,
traditional_ppo,43,1358.592179,0.2581470523,seed,,
traditional_ppo,43,1458.022346,0.2126613871,seed,,
traditional_ppo,43,1557.452514,0.284464452,seed,,
traditional_ppo,43,1656.882682,0.274145248,seed,,
traditional_ppo,43,1756.312849,0.2094752269,seed,,
traditional_ppo,43,1855.743017,0.2655918386,seed,,
traditional_ppo,43,1955.173184,0.2461798452,seed,,
traditional_ppo,43,2054.603352,0.2442944968,seed,,
traditional_ppo,43,2154.03352,0.2745962814,seed,,
traditional_ppo,43,2253.463687,0.2391833221,seed,,
traditional_ppo,43,2352.893855,0.2471402502,seed,,
traditional_ppo,43,2452.324022,0.2656630547,seed,,
traditional_ppo,43,2551.75419,0.2193411374,seed,,
traditional_ppo,43,2651.184358,0.2972809407,seed,,
traditional_ppo,43,2750.614525,0.2369823581,seed,,
traditional_ppo,43,2850.044693,0.2286608814,seed,,
traditional_ppo,43,2949.47486,0.2694788255,seed,,
traditional_ppo,43,3048.905028,0.2229960188,seed,,
traditional_ppo,43,3148.335196,0.2579288405,seed,,
traditional_ppo,43,3247.765363,0.24714001,seed,,
traditional_ppo,43,3347.195531,0.1902807128,seed,,
traditional_ppo,43,3446.625698,0.2951269882,seed,,
traditional_ppo,43,3546.055866,0.2643754232,seed,,
traditional_ppo,43,3645.486034,0.2102501307,seed,,
traditional_ppo,43,3744.916201,0.2809127412,seed,,
traditional_ppo,43,3844.346369,0.2585130551,seed,,
traditional_ppo,43,3943.776536,0.2425165017,seed,,
traditional_ppo,43,4043.206704,0.2762428886,seed,,
traditional_ppo,43,4142.636872,0.2621304548,seed,,
traditional_ppo,43,4242.067039,0.237246309,seed,,
traditional_ppo,43,4341.497207,0.3109998784,seed,,
traditional_ppo,43,4440.927374,0.2304918045,seed,,
traditional_ppo,43,4540.357542,0.2479513402,seed,,
traditional_ppo,43,4639.787709,0.2656860804,seed,,
traditional_ppo,43,4739.217877,0.2742975594,seed,,
traditional_ppo,43,4838.648045,0.2837119072,seed,,
traditional_ppo,43,4938.078212,0.281925313,seed,,
traditional_ppo,43,5037.50838,0.254998412,seed,,
traditional_ppo,43,5136.938547,0.2804536585,seed,,
traditional_ppo,43,5236.368715,0.2673465001,seed,,
traditional_ppo,43,5335.798883,0.2133472485,seed,,
traditional_ppo,43,5435.22905,0.2749207098,seed,,
traditional_ppo,43,5534.659218,0.2575916016,seed,,
traditional_ppo,43,5634.089385,0.2450094063,seed,,
traditional_ppo,43,5733.519553,0.2455952453,seed,,
traditional_ppo,43,5832.949721,0.2318441343,seed,,
traditional_ppo,43,5932.379888,0.2646917434,seed,,
traditional_ppo,43,6031.810056,0.221855247,seed,,
traditional_ppo,43,6131.240223,0.2194306668,seed,,
traditional_ppo,43,6230.670391,0.3536411287,seed,,
traditional_ppo,43,6330.100559,0.251114838,seed,,
traditional_ppo,43,6429.530726,0.2423881256,seed,,
traditional_ppo,43,6528.960894,0.2838052037,seed,,
traditional_ppo,43,6628.391061,0.2150404958,seed,,
traditional_ppo,43,6727.821229,0.2398593775,seed,,
traditional_ppo,43,6827.251397,0.3016999375,seed,,
traditional_ppo,43,6926.681564,0.262282941,seed,,
traditional_ppo,43,7026.111732,0.2445222839,seed,,
traditional_ppo,43,7125.541899,0.2641538704,seed,,
traditional_ppo,43,7224.972067,0.2214099513,seed,,
traditional_ppo,43,7324.402235,0.2464653056,seed,,
traditional_ppo,43,7423.832402,0.274809711,seed,,
traditional_ppo,43,7523.26257,0.2456554039,seed,,
traditional_ppo,43,7622.692737,0.2692589566,seed,,
traditional_ppo,43,7722.122905,0.2449675207,seed,,
traditional_ppo,43,7821.553073,0.2375922785,seed,,
traditional_ppo,43,7920.98324,0.2748917767,seed,,
traditional_ppo,43,8020.413408,0.2837936395,seed,,
traditional_ppo,43,8119.843575,0.2584573648,seed,,
traditional_ppo,43,8219.273743,0.3236350787,seed,,
traditional_ppo,43,8318.703911,0.2780728775,seed,,
traditional_ppo,43,8418.134078,0.2259972333,seed,,
traditional_ppo,43,8517.564246,0.3041986732,seed,,
traditional_ppo,43,8616.994413,0.2740169512,seed,,
traditional_ppo,43,8716.424581,0.2959692884,seed,,
traditional_ppo,43,8815.854749,0.2801429341,seed,,
traditional_ppo,43,8915.284916,0.2812619809,seed,,
traditional_ppo,43,9014.715084,0.2678933093,seed,,
traditional_ppo,43,9114.145251,0.2559482442,seed,,
traditional_ppo,43,9213.575419,0.2662780389,seed,,
traditional_ppo,43,9313.005587,0.3153646279,seed,,
traditional_ppo,43,9412.435754,0.2684891722,seed,,
traditional_ppo,43,9511.865922,0.2300480075,seed,,
traditional_ppo,43,9611.296089,0.2907196885,seed,,
traditional_ppo,43,9710.726257,0.2739434358,seed,,
traditional_ppo,43,9810.156425,0.1948657116,seed,,
traditional_ppo,43,9909.586592,0.3154903544,seed,,
traditional_ppo,43,10009.01676,0.2280211511,seed,,
traditional_ppo,43,10108.44693,0.2383514684,seed,,
traditional_ppo,43,10207.87709,0.3141361398,seed,,
traditional_ppo,43,10307.30726,0.2488056114,seed,,
traditional_ppo,43,10406.73743,0.2536596406,seed,,
traditional_ppo,43,10506.1676,0.2918106885,seed,,
traditional_ppo,43,10605.59777,0.2475776885,seed,,
traditional_ppo,43,10705.02793,0.2527001797,seed,,
traditional_ppo,43,10804.4581,0.2732724942,seed,,
traditional_ppo,43,10903.88827,0.2631982983,seed,,
traditional_ppo,43,11003.31844,0.271213052,seed,,
traditional_ppo,43,11102.7486,0.2637110149,seed,,
traditional_ppo,43,11202.17877,0.2314743476,seed,,
traditional_ppo,43,11301.60894,0.2630502262,seed,,
traditional_ppo,43,11401.03911,0.2465042288,seed,,
traditional_ppo,43,11500.46927,0.185294184,seed,,
traditional_ppo,43,11599.89944,0.2792099886,seed,,
traditional_ppo,43,11699.32961,0.2241629892,seed,,
traditional_ppo,43,11798.75978,0.2910571487,seed,,
traditional_ppo,43,11898.18994,0.2609573012,seed,,
traditional_ppo,43,11997.62011,0.2423828685,seed,,
traditional_ppo,43,12097.05028,0.283316135,seed,,
traditional_ppo,43,12196.48045,0.2847189521,seed,,
traditional_ppo,43,12295.91061,0.2626111893,seed,,
traditional_ppo,43,12395.34078,0.2563186685,seed,,
traditional_ppo,43,12494.77095,0.236700434,seed,,
traditional_ppo,43,12594.20112,0.2250160202,seed,,
traditional_ppo,43,12693.63128,0.2636878937,seed,,
traditional_ppo,43,12793.06145,0.2439489279,seed,,
traditional_ppo,43,12892.49162,0.2707452019,seed,,
traditional_ppo,43,12991.92179,0.2960971611,seed,,
traditional_ppo,43,13091.35196,0.2672080941,seed,,
traditional_ppo,43,13190.78212,0.2604880011,seed,,
traditional_ppo,43,13290.21229,0.2828826681,seed,,
traditional_ppo,43,13389.64246,0.2666093406,seed,,
traditional_ppo,43,13489.07263,0.293765921,seed,,
traditional_ppo,43,13588.50279,0.3126945396,seed,,
traditional_ppo,43,13687.93296,0.2536153792,seed,,
traditional_ppo,43,13787.36313,0.26735415,seed,,
traditional_ppo,43,13886.7933,0.286608995,seed,,
traditional_ppo,43,13986.22346,0.270417094,seed,,
traditional_ppo,43,14085.65363,0.2858877604,seed,,
traditional_ppo,43,14185.0838,0.289675262,seed,,
traditional_ppo,43,14284.51397,0.2342119729,seed,,
traditional_ppo,43,14383.94413,0.2555542102,seed,,
traditional_ppo,43,14483.3743,0.2509889412,seed,,
traditional_ppo,43,14582.80447,0.2237713488,seed,,
traditional_ppo,43,14682.23464,0.2781041846,seed,,
traditional_ppo,43,14781.6648,0.2361495886,seed,,
traditional_ppo,43,14881.09497,0.2884502974,seed,,
traditional_ppo,43,14980.52514,0.3054556564,seed,,
traditional_ppo,43,15079.95531,0.2643637413,seed,,
traditional_ppo,43,15179.38547,0.272101124,seed,,
traditional_ppo,43,15278.81564,0.264930055,seed,,
traditional_ppo,43,15378.24581,0.2193246099,seed,,
traditional_ppo,43,15477.67598,0.2775851444,seed,,
traditional_ppo,43,15577.10615,0.2948023542,seed,,
traditional_ppo,43,15676.53631,0.2457471481,seed,,
traditional_ppo,43,15775.96648,0.284833144,seed,,
traditional_ppo,43,15875.39665,0.2921379256,seed,,
traditional_ppo,43,15974.82682,0.271190773,seed,,
traditional_ppo,43,16074.25698,0.2752998582,seed,,
traditional_ppo,43,16173.68715,0.2910433164,seed,,
traditional_ppo,43,16273.11732,0.2431737645,seed,,
traditional_ppo,43,16372.54749,0.2849000077,seed,,
traditional_ppo,43,16471.97765,0.3043352583,seed,,
traditional_ppo,43,16571.40782,0.2740537249,seed,,
traditional_ppo,43,16670.83799,0.2895152057,seed,,
traditional_ppo,43,16770.26816,0.2645415184,seed,,
traditional_ppo,43,16869.69832,0.2545015305,seed,,
traditional_ppo,43,16969.12849,0.2950644551,seed,,
traditional_ppo,43,17068.55866,0.2702170777,seed,,
traditional_ppo,43,17167.98883,0.2486225382,seed,,
traditional_ppo,43,17267.41899,0.290509828,seed,,
traditional_ppo,43,17366.84916,0.269683563,seed,,
traditional_ppo,43,17466.27933,0.2283101751,seed,,
traditional_ppo,43,17565.7095,0.2651267766,seed,,
traditional_ppo,43,17665.13966,0.2960159709,seed,,
traditional_ppo,43,17764.56983,0.193877551,seed,,
traditional_ppo,43,17864,0.193877551,seed,,
traditional_ppo,44,66,0.26953125,seed,,
traditional_ppo,44,165.4301676,0.1760936231,seed,,
traditional_ppo,44,264.8603352,0.2166926245,seed,,
traditional_ppo,44,364.2905028,0.2664508418,seed,,
traditional_ppo,44,463.7206704,0.2002284873,seed,,
traditional_ppo,44,563.150838,0.1611674595,seed,,
traditional_ppo,44,662.5810056,0.2015264825,seed,,
traditional_ppo,44,762.0111732,0.2387581512,seed,,
traditional_ppo,44,861.4413408,0.2443014233,seed,,
traditional_ppo,44,960.8715084,0.1934783756,seed,,
traditional_ppo,44,1060.301676,0.2146280289,seed,,
traditional_ppo,44,1159.731844,0.2272246532,seed,,
traditional_ppo,44,1259.162011,0.2254686372,seed,,
traditional_ppo,44,1358.592179,0.2147492221,seed,,
traditional_ppo,44,1458.022346,0.2121541107,seed,,
traditional_ppo,44,1557.452514,0.303969656,seed,,
traditional_ppo,44,1656.882682,0.2416127457,seed,,
traditional_ppo,44,1756.312849,0.200594867,seed,,
traditional_ppo,44,1855.743017,0.2557192934,seed,,
traditional_ppo,44,1955.173184,0.2307950703,seed,,
traditional_ppo,44,2054.603352,0.2208440702,seed,,
traditional_ppo,44,2154.03352,0.2745603733,seed,,
traditional_ppo,44,2253.463687,0.2445801468,seed,,
traditional_ppo,44,2352.893855,0.2576709842,seed,,
traditional_ppo,44,2452.324022,0.261458788,seed,,
traditional_ppo,44,2551.75419,0.2029967286,seed,,
traditional_ppo,44,2651.184358,0.2819716898,seed,,
traditional_ppo,44,2750.614525,0.2282053671,seed,,
traditional_ppo,44,2850.044693,0.2384651021,seed,,
traditional_ppo,44,2949.47486,0.2557431751,seed,,
traditional_ppo,44,3048.905028,0.2183523606,seed,,
traditional_ppo,44,3148.335196,0.2589892691,seed,,
traditional_ppo,44,3247.765363,0.2763204541,seed,,
traditional_ppo,44,3347.195531,0.2600843074,seed,,
traditional_ppo,44,3446.625698,0.2558091263,seed,,
traditional_ppo,44,3546.055866,0.2542477178,seed,,
traditional_ppo,44,3645.486034,0.2170006271,seed,,
traditional_ppo,44,3744.916201,0.2777295446,seed,,
traditional_ppo,44,3844.346369,0.2267270058,seed,,
traditional_ppo,44,3943.776536,0.2308176088,seed,,
traditional_ppo,44,4043.206704,0.2577416339,seed,,
traditional_ppo,44,4142.636872,0.2328432814,seed,,
traditional_ppo,44,4242.067039,0.2673387942,seed,,
traditional_ppo,44,4341.497207,0.2813814648,seed,,
traditional_ppo,44,4440.927374,0.2410458268,seed,,
traditional_ppo,44,4540.357542,0.2655933226,seed,,
traditional_ppo,44,4639.787709,0.2696429642,seed,,
traditional_ppo,44,4739.217877,0.2421970604,seed,,
traditional_ppo,44,4838.648045,0.2766269435,seed,,
traditional_ppo,44,4938.078212,0.2304878507,seed,,
traditional_ppo,44,5037.50838,0.2114689626,seed,,
traditional_ppo,44,5136.938547,0.2929130311,seed,,
traditional_ppo,44,5236.368715,0.2598789638,seed,,
traditional_ppo,44,5335.798883,0.2357677225,seed,,
traditional_ppo,44,5435.22905,0.2943633836,seed,,
traditional_ppo,44,5534.659218,0.237678412,seed,,
traditional_ppo,44,5634.089385,0.3359122834,seed,,
traditional_ppo,44,5733.519553,0.3000814711,seed,,
traditional_ppo,44,5832.949721,0.2253098948,seed,,
traditional_ppo,44,5932.379888,0.2792459555,seed,,
traditional_ppo,44,6031.810056,0.2659185357,seed,,
traditional_ppo,44,6131.240223,0.2377754698,seed,,
traditional_ppo,44,6230.670391,0.27768263,seed,,
traditional_ppo,44,6330.100559,0.2941150121,seed,,
traditional_ppo,44,6429.530726,0.2480077906,seed,,
traditional_ppo,44,6528.960894,0.2581414545,seed,,
traditional_ppo,44,6628.391061,0.2624538739,seed,,
traditional_ppo,44,6727.821229,0.2366702517,seed,,
traditional_ppo,44,6827.251397,0.3306201018,seed,,
traditional_ppo,44,6926.681564,0.2906598123,seed,,
traditional_ppo,44,7026.111732,0.256896383,seed,,
traditional_ppo,44,7125.541899,0.3116075221,seed,,
traditional_ppo,44,7224.972067,0.2639445867,seed,,
traditional_ppo,44,7324.402235,0.2336024706,seed,,
traditional_ppo,44,7423.832402,0.2767902072,seed,,
traditional_ppo,44,7523.26257,0.2467768427,seed,,
traditional_ppo,44,7622.692737,0.2185921762,seed,,
traditional_ppo,44,7722.122905,0.3237633713,seed,,
traditional_ppo,44,7821.553073,0.3001063357,seed,,
traditional_ppo,44,7920.98324,0.2169737968,seed,,
traditional_ppo,44,8020.413408,0.2718211997,seed,,
traditional_ppo,44,8119.843575,0.2493098637,seed,,
traditional_ppo,44,8219.273743,0.2329676544,seed,,
traditional_ppo,44,8318.703911,0.3323831505,seed,,
traditional_ppo,44,8418.134078,0.2672691903,seed,,
traditional_ppo,44,8517.564246,0.2491679191,seed,,
traditional_ppo,44,8616.994413,0.3085903019,seed,,
traditional_ppo,44,8716.424581,0.2776743946,seed,,
traditional_ppo,44,8815.854749,0.2720706278,seed,,
traditional_ppo,44,8915.284916,0.2327887873,seed,,
traditional_ppo,44,9014.715084,0.2245135087,seed,,
traditional_ppo,44,9114.145251,0.2789980976,seed,,
traditional_ppo,44,9213.575419,0.2765791448,seed,,
traditional_ppo,44,9313.005587,0.2767721382,seed,,
traditional_ppo,44,9412.435754,0.2981539219,seed,,
traditional_ppo,44,9511.865922,0.2551274431,seed,,
traditional_ppo,44,9611.296089,0.2614656715,seed,,
traditional_ppo,44,9710.726257,0.254953782,seed,,
traditional_ppo,44,9810.156425,0.2455172262,seed,,
traditional_ppo,44,9909.586592,0.2526820834,seed,,
traditional_ppo,44,10009.01676,0.2798245974,seed,,
traditional_ppo,44,10108.44693,0.2718021864,seed,,
traditional_ppo,44,10207.87709,0.2669637168,seed,,
traditional_ppo,44,10307.30726,0.2973354042,seed,,
traditional_ppo,44,10406.73743,0.2149838245,seed,,
traditional_ppo,44,10506.1676,0.2269576637,seed,,
traditional_ppo,44,10605.59777,0.2559651823,seed,,
traditional_ppo,44,10705.02793,0.2285744053,seed,,
traditional_ppo,44,10804.4581,0.2555265142,seed,,
traditional_ppo,44,10903.88827,0.2652005499,seed,,
traditional_ppo,44,11003.31844,0.1956388518,seed,,
traditional_ppo,44,11102.7486,0.291645968,seed,,
traditional_ppo,44,11202.17877,0.2495227903,seed,,
traditional_ppo,44,11301.60894,0.229845121,seed,,
traditional_ppo,44,11401.03911,0.2719877164,seed,,
traditional_ppo,44,11500.46927,0.2346090741,seed,,
traditional_ppo,44,11599.89944,0.2481258245,seed,,
traditional_ppo,44,11699.32961,0.2092869149,seed,,
traditional_ppo,44,11798.75978,0.2455384322,seed,,
traditional_ppo,44,11898.18994,0.2844537202,seed,,
traditional_ppo,44,11997.62011,0.2996365938,seed,,
traditional_ppo,44,12097.05028,0.2415038082,seed,,
traditional_ppo,44,12196.48045,0.3200903619,seed,,
traditional_ppo,44,12295.91061,0.2651737076,seed,,
traditional_ppo,44,12395.34078,0.2497570052,seed,,
traditional_ppo,44,12494.77095,0.2884340084,seed,,
traditional_ppo,44,12594.20112,0.2777746741,seed,,
traditional_ppo,44,12693.63128,0.2412070317,seed,,
traditional_ppo,44,12793.06145,0.2706582005,seed,,
traditional_ppo,44,12892.49162,0.2316429618,seed,,
traditional_ppo,44,12991.92179,0.2487934891,seed,,
traditional_ppo,44,13091.35196,0.2701003056,seed,,
traditional_ppo,44,13190.78212,0.2214226927,seed,,
traditional_ppo,44,13290.21229,0.2802384536,seed,,
traditional_ppo,44,13389.64246,0.2805673697,seed,,
traditional_ppo,44,13489.07263,0.2178525264,seed,,
traditional_ppo,44,13588.50279,0.2803664959,seed,,
traditional_ppo,44,13687.93296,0.3097942282,seed,,
traditional_ppo,44,13787.36313,0.2883803871,seed,,
traditional_ppo,44,13886.7933,0.2852419171,seed,,
traditional_ppo,44,13986.22346,0.282126742,seed,,
traditional_ppo,44,14085.65363,0.2506218541,seed,,
traditional_ppo,44,14185.0838,0.2704225683,seed,,
traditional_ppo,44,14284.51397,0.2806969458,seed,,
traditional_ppo,44,14383.94413,0.216608462,seed,,
traditional_ppo,44,14483.3743,0.2693623712,seed,,
traditional_ppo,44,14582.80447,0.2555559523,seed,,
traditional_ppo,44,14682.23464,0.2184255065,seed,,
traditional_ppo,44,14781.6648,0.2702507052,seed,,
traditional_ppo,44,14881.09497,0.2592160519,seed,,
traditional_ppo,44,14980.52514,0.2597624333,seed,,
traditional_ppo,44,15079.95531,0.279010363,seed,,
traditional_ppo,44,15179.38547,0.2746934973,seed,,
traditional_ppo,44,15278.81564,0.2720405913,seed,,
traditional_ppo,44,15378.24581,0.2833369145,seed,,
traditional_ppo,44,15477.67598,0.2629064744,seed,,
traditional_ppo,44,15577.10615,0.275772534,seed,,
traditional_ppo,44,15676.53631,0.2765569903,seed,,
traditional_ppo,44,15775.96648,0.2453668286,seed,,
traditional_ppo,44,15875.39665,0.2585275111,seed,,
traditional_ppo,44,15974.82682,0.2384331257,seed,,
traditional_ppo,44,16074.25698,0.2646935313,seed,,
traditional_ppo,44,16173.68715,0.296354827,seed,,
traditional_ppo,44,16273.11732,0.3064329728,seed,,
traditional_ppo,44,16372.54749,0.2714050416,seed,,
traditional_ppo,44,16471.97765,0.2676142115,seed,,
traditional_ppo,44,16571.40782,0.2650068185,seed,,
traditional_ppo,44,16670.83799,0.2587925229,seed,,
traditional_ppo,44,16770.26816,0.3008299189,seed,,
traditional_ppo,44,16869.69832,0.3121704172,seed,,
traditional_ppo,44,16969.12849,0.2858626243,seed,,
traditional_ppo,44,17068.55866,0.2837375692,seed,,
traditional_ppo,44,17167.98883,0.2922060929,seed,,
traditional_ppo,44,17267.41899,0.257796954,seed,,
traditional_ppo,44,17366.84916,0.2468763991,seed,,
traditional_ppo,44,17466.27933,0.2631565624,seed,,
traditional_ppo,44,17565.7095,0.223627167,seed,,
traditional_ppo,44,17665.13966,0.2522482983,seed,,
traditional_ppo,44,17764.56983,0.2408533482,seed,,
traditional_ppo,44,17864,0.2295918367,seed,,
traditional_ppo,45,66,0.21875,seed,,
traditional_ppo,45,165.4301676,0.1788907465,seed,,
traditional_ppo,45,264.8603352,0.1937404799,seed,,
traditional_ppo,45,364.2905028,0.2255754798,seed,,
traditional_ppo,45,463.7206704,0.217610155,seed,,
traditional_ppo,45,563.150838,0.2702339385,seed,,
traditional_ppo,45,662.5810056,0.2201786414,seed,,
traditional_ppo,45,762.0111732,0.1878212644,seed,,
traditional_ppo,45,861.4413408,0.1789567292,seed,,
traditional_ppo,45,960.8715084,0.1791661769,seed,,
traditional_ppo,45,1060.301676,0.2498070656,seed,,
traditional_ppo,45,1159.731844,0.2204105836,seed,,
traditional_ppo,45,1259.162011,0.269801323,seed,,
traditional_ppo,45,1358.592179,0.1720960032,seed,,
traditional_ppo,45,1458.022346,0.1996776296,seed,,
traditional_ppo,45,1557.452514,0.2512447882,seed,,
traditional_ppo,45,1656.882682,0.2168974622,seed,,
traditional_ppo,45,1756.312849,0.256284216,seed,,
traditional_ppo,45,1855.743017,0.2676367377,seed,,
traditional_ppo,45,1955.173184,0.2232294481,seed,,
traditional_ppo,45,2054.603352,0.2705068759,seed,,
traditional_ppo,45,2154.03352,0.2668343226,seed,,
traditional_ppo,45,2253.463687,0.2118713584,seed,,
traditional_ppo,45,2352.893855,0.2783706977,seed,,
traditional_ppo,45,2452.324022,0.2551417669,seed,,
traditional_ppo,45,2551.75419,0.2223508835,seed,,
traditional_ppo,45,2651.184358,0.2636236355,seed,,
traditional_ppo,45,2750.614525,0.2207904205,seed,,
traditional_ppo,45,2850.044693,0.2426286552,seed,,
traditional_ppo,45,2949.47486,0.2658304293,seed,,
traditional_ppo,45,3048.905028,0.2212132161,seed,,
traditional_ppo,45,3148.335196,0.238456326,seed,,
traditional_ppo,45,3247.765363,0.2524725713,seed,,
traditional_ppo,45,3347.195531,0.2242505917,seed,,
traditional_ppo,45,3446.625698,0.2831240238,seed,,
traditional_ppo,45,3546.055866,0.2446697284,seed,,
