record_type,model,model_label,seed,episodes_seen,environment_interactions,safe_weighted_coverage,curve_source,q25,median,q75
seed,full,PPO+Pointer,46,416,6412,1,training_batch,,,
seed,full,PPO+Pointer,46,432,6684,1,training_batch,,,
seed,full,PPO+Pointer,46,448,6949,0.98046875,training_batch,,,
seed,full,PPO+Pointer,46,464,7221,1,training_batch,,,
seed,full,PPO+Pointer,46,480,7493,1,training_batch,,,
seed,full,PPO+Pointer,46,496,7765,1,training_batch,,,
seed,full,PPO+Pointer,46,512,8037,1,training_batch,,,
seed,full,PPO+Pointer,46,528,8309,1,training_batch,,,
seed,full,PPO+Pointer,46,544,8581,1,training_batch,,,
seed,full,PPO+Pointer,46,560,8843,0.970703125,training_batch,,,
seed,full,PPO+Pointer,46,576,9107,0.9765625,training_batch,,,
seed,full,PPO+Pointer,46,592,9379,1,training_batch,,,
seed,full,PPO+Pointer,46,608,9651,1,training_batch,,,
seed,full,PPO+Pointer,46,624,9923,1,training_batch,,,
seed,full,PPO+Pointer,46,640,10195,1,training_batch,,,
seed,full,PPO+Pointer,46,656,10467,1,training_batch,,,
seed,full,PPO+Pointer,46,672,10739,1,training_batch,,,
seed,full,PPO+Pointer,46,688,11011,1,training_batch,,,
seed,full,PPO+Pointer,46,704,11283,1,training_batch,,,
seed,full,PPO+Pointer,46,720,11547,0.9765625,training_batch,,,
seed,full,PPO+Pointer,46,736,11819,1,training_batch,,,
seed,full,PPO+Pointer,46,752,12091,1,training_batch,,,
seed,full,PPO+Pointer,46,768,12363,1,training_batch,,,
seed,full,PPO+Pointer,46,784,12635,1,training_batch,,,
seed,full,PPO+Pointer,46,800,12907,1,training_batch,,,
seed,full,PPO+Pointer,46,816,13179,1,training_batch,,,
seed,full,PPO+Pointer,46,832,13443,0.9765625,training_batch,,,
seed,full,PPO+Pointer,46,848,13715,1,training_batch,,,
seed,full,PPO+Pointer,46,864,13987,1,training_batch,,,
seed,full,PPO+Pointer,46,880,14251,0.9765625,training_batch,,,
seed,full,PPO+Pointer,46,896,14523,1,training_batch,,,
seed,full,PPO+Pointer,46,912,14795,1,training_batch,,,
seed,full,PPO+Pointer,46,928,15067,1,training_batch,,,
seed,full,PPO+Pointer,46,944,15339,1,training_batch,,,
seed,full,PPO+Pointer,46,960,15611,1,training_batch,,,
seed,full,PPO+Pointer,46,976,15883,1,training_batch,,,
seed,full,PPO+Pointer,46,992,16122,0.87890625,training_batch,,,
seed,full,PPO+Pointer,46,1008,16378,0.9375,training_batch,,,
seed,full,PPO+Pointer,46,1024,16633,0.931640625,training_batch,,,
seed,full,PPO+Pointer,46,1040,16905,1,training_batch,,,
seed,full,PPO+Pointer,46,1056,17169,0.9765625,training_batch,,,
seed,full,PPO+Pointer,46,1072,17441,1,training_batch,,,
seed,full,PPO+Pointer,46,1088,17713,1,training_batch,,,
seed,full,PPO+Pointer,46,1104,17985,1,training_batch,,,
seed,full,PPO+Pointer,46,1120,18257,1,training_batch,,,
seed,full,PPO+Pointer,46,1136,18526,0.994140625,training_batch,,,
seed,full,PPO+Pointer,46,1152,18779,0.9453125,training_batch,,,
seed,full,PPO+Pointer,46,1168,19037,0.958984375,training_batch,,,
seed,full,PPO+Pointer,46,1184,19309,1,training_batch,,,
seed,full,PPO+Pointer,46,1200,19581,1,training_batch,,,
seed,full,PPO+Pointer,46,1216,19843,0.970703125,training_batch,,,
seed,full,PPO+Pointer,46,1232,20107,0.9765625,training_batch,,,
seed,full,PPO+Pointer,46,1248,20379,1,training_batch,,,
seed,full,PPO+Pointer,46,1264,20651,1,training_batch,,,
seed,full,PPO+Pointer,46,1280,20923,1,training_batch,,,
seed,full,PPO+Pointer,46,1296,21195,1,training_batch,,,
seed,full,PPO+Pointer,46,1312,21467,1,training_batch,,,
seed,full,PPO+Pointer,46,1328,21732,0.98046875,training_batch,,,
seed,full,PPO+Pointer,46,1344,22004,1,training_batch,,,
seed,full,PPO+Pointer,46,1360,22276,1,training_batch,,,
seed,full,PPO+Pointer,46,1376,22540,0.9765625,training_batch,,,
seed,full,PPO+Pointer,46,1392,22812,1,training_batch,,,
seed,full,PPO+Pointer,46,1408,23084,1,training_batch,,,
seed,full,PPO+Pointer,46,1424,23340,0.9375,training_batch,,,
seed,full,PPO+Pointer,46,1440,23589,0.919921875,training_batch,,,
seed,full,PPO+Pointer,46,1456,23861,1,training_batch,,,
seed,full,PPO+Pointer,46,1472,24133,1,training_batch,,,
seed,full,PPO+Pointer,46,1488,24405,1,training_batch,,,
seed,full,PPO+Pointer,46,1504,24677,1,training_batch,,,
seed,full,PPO+Pointer,46,1520,24949,1,training_batch,,,
seed,full,PPO+Pointer,46,1536,25221,1,training_batch,,,
seed,full,PPO+Pointer,46,1552,25493,1,training_batch,,,
seed,full,PPO+Pointer,46,1568,25765,1,training_batch,,,
seed,full,PPO+Pointer,46,1584,26030,0.98046875,training_batch,,,
seed,full,PPO+Pointer,46,1600,26302,1,training_batch,,,
seed,full,PPO+Pointer,46,1616,26574,1,training_batch,,,
seed,full,PPO+Pointer,46,1632,26846,1,training_batch,,,
seed,full,PPO+Pointer,46,1648,27118,1,training_batch,,,
seed,full,PPO+Pointer,46,1664,27390,1,training_batch,,,
seed,full,PPO+Pointer,46,1680,27662,1,training_batch,,,
seed,full,PPO+Pointer,46,1696,27934,1,training_batch,,,
seed,full,PPO+Pointer,46,1712,28206,1,training_batch,,,
seed,full,PPO+Pointer,46,1728,28478,1,training_batch,,,
seed,full,PPO+Pointer,46,1744,28750,1,training_batch,,,
seed,full,PPO+Pointer,46,1760,29022,1,training_batch,,,
seed,full,PPO+Pointer,46,1776,29294,1,training_batch,,,
seed,full,PPO+Pointer,46,1792,29566,1,training_batch,,,
seed,full,PPO+Pointer,46,1808,29838,1,training_batch,,,
seed,full,PPO+Pointer,46,1824,30110,1,training_batch,,,
seed,full,PPO+Pointer,46,1840,30382,1,training_batch,,,
seed,full,PPO+Pointer,46,1856,30654,1,training_batch,,,
seed,full,PPO+Pointer,46,1872,30926,1,training_batch,,,
seed,full,PPO+Pointer,46,1888,31198,1,training_batch,,,
seed,full,PPO+Pointer,46,1904,31469,0.998046875,training_batch,,,
seed,full,PPO+Pointer,46,1920,31741,1,training_batch,,,
seed,full,PPO+Pointer,46,1936,32013,1,training_batch,,,
seed,full,PPO+Pointer,46,1952,32277,0.9765625,training_batch,,,
seed,full,PPO+Pointer,46,1968,32549,1,training_batch,,,
seed,full,PPO+Pointer,46,1984,32821,1,training_batch,,,
seed,full,PPO+Pointer,46,2000,33093,1,training_batch,,,
seed,full,PPO+Pointer,46,2016,33365,1,training_batch,,,
seed,full,PPO+Pointer,46,2032,33636,0.998046875,training_batch,,,
seed,full,PPO+Pointer,46,2048,33907,0.998046875,training_batch,,,
seed,full,PPO+Pointer,46,2064,34163,0.953125,training_batch,,,
seed,full,PPO+Pointer,46,2080,34409,0.912109375,training_batch,,,
seed,full,PPO+Pointer,46,2096,34646,0.87109375,training_batch,,,
seed,full,PPO+Pointer,46,2112,34918,1,training_batch,,,
seed,full,PPO+Pointer,46,2128,35190,1,training_batch,,,
seed,full,PPO+Pointer,46,2144,35462,1,training_batch,,,
seed,full,PPO+Pointer,46,2160,35734,1,training_batch,,,
seed,full,PPO+Pointer,46,2176,36006,1,training_batch,,,
seed,full,PPO+Pointer,46,2192,36278,1,training_batch,,,
seed,full,PPO+Pointer,46,2208,36550,1,training_batch,,,
seed,full,PPO+Pointer,46,2224,36822,1,training_batch,,,
seed,full,PPO+Pointer,46,2240,37094,1,training_batch,,,
seed,full,PPO+Pointer,46,2256,37366,1,training_batch,,,
seed,full,PPO+Pointer,46,2272,37638,1,training_batch,,,
seed,full,PPO+Pointer,46,2288,37910,1,training_batch,,,
seed,full,PPO+Pointer,46,2304,38182,1,training_batch,,,
seed,full,PPO+Pointer,46,2320,38438,0.953125,training_batch,,,
seed,full,PPO+Pointer,46,2336,38709,0.998046875,training_batch,,,
seed,full,PPO+Pointer,46,2352,38981,1,training_batch,,,
seed,full,PPO+Pointer,46,2368,39253,1,training_batch,,,
seed,full,PPO+Pointer,46,2384,39525,1,training_batch,,,
seed,full,PPO+Pointer,46,2400,39797,1,training_batch,,,
seed,full,PPO+Pointer,46,2416,40066,0.9921875,training_batch,,,
seed,full,PPO+Pointer,46,2432,40322,0.955078125,training_batch,,,
seed,full,PPO+Pointer,46,2448,40592,0.99609375,training_batch,,,
seed,full,PPO+Pointer,46,2464,40864,1,training_batch,,,
seed,full,PPO+Pointer,46,2480,41136,1,training_batch,,,
seed,full,PPO+Pointer,46,2496,41401,0.984375,training_batch,,,
seed,full,PPO+Pointer,46,2512,41665,0.9765625,training_batch,,,
seed,full,PPO+Pointer,46,2528,41937,1,training_batch,,,
seed,full,PPO+Pointer,46,2544,42209,1,training_batch,,,
seed,full,PPO+Pointer,46,2560,42481,1,training_batch,,,
seed,full,PPO+Pointer,46,2576,42753,1,training_batch,,,
seed,full,PPO+Pointer,46,2592,43025,1,training_batch,,,
seed,full,PPO+Pointer,46,2608,43297,1,training_batch,,,
seed,full,PPO+Pointer,46,2624,43569,1,training_batch,,,
seed,full,PPO+Pointer,46,2640,43841,1,training_batch,,,
seed,full,PPO+Pointer,46,2656,44113,1,training_batch,,,
seed,full,PPO+Pointer,46,2672,44380,0.984375,training_batch,,,
seed,full,PPO+Pointer,46,2688,44644,0.9765625,training_batch,,,
seed,full,PPO+Pointer,46,2704,44916,1,training_batch,,,
seed,full,PPO+Pointer,46,2720,45188,1,training_batch,,,
seed,full,PPO+Pointer,46,2736,45460,1,training_batch,,,
seed,full,PPO+Pointer,46,2752,45732,1,training_batch,,,
seed,full,PPO+Pointer,46,2768,46004,1,training_batch,,,
seed,full,PPO+Pointer,46,2784,46272,0.9921875,training_batch,,,
seed,full,PPO+Pointer,46,2800,46544,1,training_batch,,,
seed,full,PPO+Pointer,46,2816,46816,1,training_batch,,,
seed,full,PPO+Pointer,46,2832,47069,0.951171875,training_batch,,,
seed,full,PPO+Pointer,46,2848,47325,0.94140625,training_batch,,,
seed,full,PPO+Pointer,46,2864,47589,0.9765625,training_batch,,,
seed,full,PPO+Pointer,46,2880,47861,1,training_batch,,,
seed,full,PPO+Pointer,46,2896,48133,1,training_batch,,,
seed,full,PPO+Pointer,46,2912,48405,1,training_batch,,,
seed,full,PPO+Pointer,46,2928,48641,0.87109375,training_batch,,,
seed,full,PPO+Pointer,46,2944,48913,1,training_batch,,,
seed,full,PPO+Pointer,46,2960,49185,1,training_batch,,,
seed,full,PPO+Pointer,46,2976,49457,1,training_batch,,,
seed,full,PPO+Pointer,46,2992,49729,1,training_batch,,,
seed,full,PPO+Pointer,46,3000,49865,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,16,111,0.35546875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,32,225,0.38671875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,48,409,0.642578125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,64,607,0.685546875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,80,813,0.751953125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,96,1032,0.802734375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,112,1240,0.775390625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,128,1449,0.78515625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,144,1663,0.818359375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,160,1869,0.77734375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,176,2080,0.80078125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,192,2283,0.783203125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,208,2491,0.828125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,224,2708,0.85546875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,240,2922,0.84375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,256,3132,0.828125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,272,3354,0.873046875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,288,3573,0.873046875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,304,3811,0.91796875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,320,4046,0.912109375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,336,4285,0.927734375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,352,4522,0.923828125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,368,4758,0.9140625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,384,5003,0.943359375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,400,5240,0.921875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,416,5490,0.953125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,432,5730,0.93359375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,448,5971,0.93359375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,464,6204,0.904296875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,480,6446,0.93359375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,496,6681,0.923828125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,512,6933,0.958984375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,528,7183,0.955078125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,544,7444,0.978515625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,560,7707,0.982421875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,576,7973,0.98828125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,592,8243,0.99609375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,608,8512,0.994140625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,624,8772,0.9765625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,640,9040,0.990234375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,656,9302,0.98046875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,672,9565,0.982421875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,688,9836,0.998046875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,704,10104,0.9921875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,720,10376,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,736,10648,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,752,10920,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,768,11192,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,784,11464,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,800,11736,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,816,12008,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,832,12280,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,848,12552,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,864,12824,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,880,13094,0.98828125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,896,13366,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,912,13638,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,928,13910,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,944,14182,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,960,14452,0.98828125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,976,14724,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,992,14996,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1008,15267,0.994140625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1024,15539,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1040,15808,0.982421875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1056,16068,0.955078125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1072,16340,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1088,16610,0.98828125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1104,16882,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1120,17154,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1136,17426,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1152,17698,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1168,17970,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1184,18242,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1200,18514,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1216,18786,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1232,19058,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1248,19330,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1264,19602,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1280,19874,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1296,20146,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1312,20418,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1328,20677,0.958984375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1344,20949,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1360,21221,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1376,21493,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1392,21765,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1408,22037,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1424,22306,0.98828125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1440,22578,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1456,22850,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1472,23122,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1488,23387,0.98046875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1504,23659,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1520,23931,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1536,24203,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1552,24475,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1568,24747,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1584,25019,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1600,25291,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1616,25543,0.94140625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1632,25815,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1648,26087,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1664,26359,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1680,26631,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1696,26903,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1712,27175,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1728,27447,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1744,27710,0.962890625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1760,27982,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1776,28254,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1792,28519,0.98046875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1808,28791,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1824,29063,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1840,29335,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1856,29607,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1872,29870,0.97265625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1888,30133,0.974609375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1904,30405,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1920,30677,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1936,30949,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1952,31221,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1968,31493,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,1984,31765,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2000,32002,0.873046875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2016,32255,0.94140625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2032,32497,0.873046875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2048,32769,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2064,33041,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2080,33313,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2096,33585,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2112,33857,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2128,34129,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2144,34401,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2160,34673,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2176,34945,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2192,35216,0.998046875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2208,35488,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2224,35760,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2240,36017,0.943359375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2256,36279,0.970703125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2272,36551,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2288,36823,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2304,37095,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2320,37367,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2336,37639,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2352,37911,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2368,38183,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2384,38455,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2400,38713,0.947265625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2416,38985,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2432,39257,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2448,39529,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2464,39801,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2480,40073,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2496,40345,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2512,40617,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2528,40889,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2544,41151,0.970703125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2560,41423,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2576,41695,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2592,41967,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2608,42224,0.943359375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2624,42449,0.84765625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2640,42699,0.927734375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2656,42963,0.9765625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2672,43235,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2688,43507,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2704,43771,0.9765625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2720,44043,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2736,44313,0.99609375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2752,44585,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2768,44857,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2784,45129,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2800,45401,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2816,45673,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2832,45945,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2848,46191,0.923828125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2864,46422,0.833984375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2880,46658,0.861328125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2896,46916,0.9375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2912,47188,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2928,47460,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2944,47732,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2960,48004,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2976,48276,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,2992,48548,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,42,3000,48684,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,16,150,0.513671875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,32,340,0.69140625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,48,528,0.6796875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,64,741,0.806640625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,80,954,0.796875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,96,1166,0.80859375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,112,1383,0.822265625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,128,1589,0.783203125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,144,1801,0.8125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,160,2022,0.85546875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,176,2229,0.80078125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,192,2452,0.865234375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,208,2669,0.833984375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,224,2897,0.88671875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,240,3131,0.91015625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,256,3368,0.91015625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,272,3600,0.89453125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,288,3824,0.880859375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,304,4055,0.89453125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,320,4285,0.890625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,336,4518,0.904296875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,352,4770,0.951171875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,368,5011,0.916015625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,384,5243,0.900390625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,400,5486,0.9296875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,416,5729,0.93359375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,432,5974,0.939453125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,448,6228,0.955078125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,464,6492,0.98046875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,43,480,6746,0.951171875,training_batch,,,
