model,training_seed,environment_interactions,return_rate
no_resource_shaping,44,8914,1
no_resource_shaping,44,9083,1
no_resource_shaping,44,9261,1
no_resource_shaping,44,9378,1
no_resource_shaping,44,9518,1
no_resource_shaping,44,9676,1
no_resource_shaping,44,9807,1
no_resource_shaping,44,9962,1
no_resource_shaping,44,10138,1
no_resource_shaping,44,10254,1
no_resource_shaping,44,10382,1
no_resource_shaping,44,10525,1
no_resource_shaping,44,10635,1
no_resource_shaping,44,10764,1
no_resource_shaping,44,10905,1
no_resource_shaping,44,11033,1
no_resource_shaping,44,11186,1
no_resource_shaping,44,11341,1
no_resource_shaping,44,11463,1
no_resource_shaping,44,11613,1
no_resource_shaping,44,11771,1
no_resource_shaping,44,11903,1
no_resource_shaping,44,12065,1
no_resource_shaping,44,12246,1
no_resource_shaping,44,12388,1
no_resource_shaping,44,12549,1
no_resource_shaping,44,12574,1
no_resource_shaping,44,12706,1
no_resource_shaping,44,12846,1
no_resource_shaping,44,13001,1
no_resource_shaping,44,13119,1
no_resource_shaping,44,13257,1
no_resource_shaping,44,13429,1
no_resource_shaping,44,13551,1
no_resource_shaping,44,13679,1
no_resource_shaping,44,13845,1
no_resource_shaping,44,13961,1
no_resource_shaping,44,14109,1
no_resource_shaping,44,14267,1
no_resource_shaping,44,14385,1
no_resource_shaping,44,14542,1
no_resource_shaping,44,14730,1
no_resource_shaping,44,14877,1
no_resource_shaping,44,15006,1
no_resource_shaping,44,15189,1
no_resource_shaping,44,15304,1
no_resource_shaping,44,15450,1
no_resource_shaping,44,15607,1
no_resource_shaping,44,15733,1
no_resource_shaping,44,15880,1
no_resource_shaping,44,16032,1
no_resource_shaping,44,16157,1
no_resource_shaping,44,16303,1
no_resource_shaping,44,16474,1
no_resource_shaping,44,16580,1
no_resource_shaping,44,16710,1
no_resource_shaping,44,16869,1
no_resource_shaping,44,16997,1
no_resource_shaping,44,17029,1
no_resource_shaping,44,17196,1
no_resource_shaping,44,17324,1
no_resource_shaping,44,17481,1
no_resource_shaping,44,17641,1
no_resource_shaping,44,17783,1
no_resource_shaping,44,17918,1
no_resource_shaping,44,18081,1
no_resource_shaping,44,18204,1
no_resource_shaping,44,18352,1
no_resource_shaping,44,18528,1
no_resource_shaping,44,18643,1
no_resource_shaping,44,18766,1
no_resource_shaping,44,18917,1
no_resource_shaping,44,19028,1
no_resource_shaping,44,19166,1
no_resource_shaping,44,19326,1
no_resource_shaping,44,19466,1
no_resource_shaping,44,19624,1
no_resource_shaping,44,19762,1
no_resource_shaping,44,19893,1
no_resource_shaping,44,20043,1
no_resource_shaping,44,20187,1
no_resource_shaping,44,20316,1
no_resource_shaping,44,20432,1
no_resource_shaping,44,20612,1
no_resource_shaping,44,20736,1
no_resource_shaping,44,20866,1
no_resource_shaping,44,21009,1
no_resource_shaping,44,21123,1
no_resource_shaping,44,21257,1
no_resource_shaping,44,21427,1
no_resource_shaping,44,21446,1
no_resource_shaping,44,21605,1
no_resource_shaping,44,21773,1
no_resource_shaping,44,21883,1
no_resource_shaping,44,22042,1
no_resource_shaping,44,22206,1
no_resource_shaping,44,22327,1
no_resource_shaping,44,22454,1
no_resource_shaping,44,22614,1
no_resource_shaping,44,22734,1
no_resource_shaping,44,22880,1
no_resource_shaping,44,23055,1
no_resource_shaping,44,23170,1
no_resource_shaping,44,23328,1
no_resource_shaping,44,23513,1
no_resource_shaping,44,23649,1
no_resource_shaping,44,23796,1
no_resource_shaping,44,23956,1
no_resource_shaping,44,24070,1
no_resource_shaping,44,24208,1
no_resource_shaping,44,24378,1
no_resource_shaping,44,24504,1
no_resource_shaping,44,24671,1
no_resource_shaping,44,24851,1
no_resource_shaping,44,24970,1
no_resource_shaping,44,25114,1
no_resource_shaping,44,25272,1
no_resource_shaping,44,25389,1
no_resource_shaping,44,25530,1
no_resource_shaping,44,25694,1
no_resource_shaping,44,25813,1
no_resource_shaping,44,25944,1
no_resource_shaping,44,25976,1
no_resource_shaping,45,70,1
no_resource_shaping,45,146,1
no_resource_shaping,45,242,1
no_resource_shaping,45,328,1
no_resource_shaping,45,426,1
no_resource_shaping,45,542,1
no_resource_shaping,45,630,1
no_resource_shaping,45,742,1
no_resource_shaping,45,853,1
no_resource_shaping,45,955,1
no_resource_shaping,45,1067,1
no_resource_shaping,45,1197,1
no_resource_shaping,45,1310,1
no_resource_shaping,45,1429,1
no_resource_shaping,45,1584,1
no_resource_shaping,45,1656,1
no_resource_shaping,45,1783,1
no_resource_shaping,45,1924,1
no_resource_shaping,45,2048,1
no_resource_shaping,45,2172,1
no_resource_shaping,45,2328,1
no_resource_shaping,45,2454,1
no_resource_shaping,45,2601,1
no_resource_shaping,45,2767,1
no_resource_shaping,45,2877,1
no_resource_shaping,45,3025,1
no_resource_shaping,45,3201,1
no_resource_shaping,45,3323,1
no_resource_shaping,45,3478,1
no_resource_shaping,45,3653,1
no_resource_shaping,45,3794,1
no_resource_shaping,45,3896,1
no_resource_shaping,45,4074,1
no_resource_shaping,45,4204,1
no_resource_shaping,45,4370,1
no_resource_shaping,45,4539,1
no_resource_shaping,45,4665,1
no_resource_shaping,45,4814,1
no_resource_shaping,45,4990,1
no_resource_shaping,45,5121,1
no_resource_shaping,45,5267,1
no_resource_shaping,45,5445,1
no_resource_shaping,45,5585,1
no_resource_shaping,45,5697,1
no_resource_shaping,45,5859,1
no_resource_shaping,45,5978,1
no_resource_shaping,45,6140,1
no_resource_shaping,45,6306,1
no_resource_shaping,45,6445,1
no_resource_shaping,45,6600,1
no_resource_shaping,45,6762,1
no_resource_shaping,45,6882,1
no_resource_shaping,45,7037,1
no_resource_shaping,45,7206,1
no_resource_shaping,45,7321,1
no_resource_shaping,45,7454,1
no_resource_shaping,45,7608,1
no_resource_shaping,45,7712,1
no_resource_shaping,45,7858,1
no_resource_shaping,45,8039,1
no_resource_shaping,45,8161,1
no_resource_shaping,45,8299,1
no_resource_shaping,45,8460,1
no_resource_shaping,45,8492,1
no_resource_shaping,45,8639,1
no_resource_shaping,45,8814,1
no_resource_shaping,45,8929,1
no_resource_shaping,45,9060,1
no_resource_shaping,45,9237,1
no_resource_shaping,45,9356,1
no_resource_shaping,45,9507,1
no_resource_shaping,45,9665,1
no_resource_shaping,45,9776,1
no_resource_shaping,45,9927,1
no_resource_shaping,45,10089,1
no_resource_shaping,45,10204,1
no_resource_shaping,45,10340,1
no_resource_shaping,45,10501,1
no_resource_shaping,45,10626,1
no_resource_shaping,45,10767,1
no_resource_shaping,45,10934,1
no_resource_shaping,45,11052,1
no_resource_shaping,45,11210,1
no_resource_shaping,45,11357,1
no_resource_shaping,45,11494,1
no_resource_shaping,45,11643,1
no_resource_shaping,45,11789,1
no_resource_shaping,45,11919,1
no_resource_shaping,45,12070,1
no_resource_shaping,45,12239,1
no_resource_shaping,45,12359,1
no_resource_shaping,45,12504,1
no_resource_shaping,45,12658,1
no_resource_shaping,45,12779,1
no_resource_shaping,45,12927,1
no_resource_shaping,45,12973,1
no_resource_shaping,45,13104,1
no_resource_shaping,45,13238,1
no_resource_shaping,45,13406,1
no_resource_shaping,45,13525,1
no_resource_shaping,45,13679,1
no_resource_shaping,45,13836,1
no_resource_shaping,45,13975,1
no_resource_shaping,45,14127,1
no_resource_shaping,45,14290,1
no_resource_shaping,45,14410,1
no_resource_shaping,45,14560,1
no_resource_shaping,45,14722,1
no_resource_shaping,45,14820,1
no_resource_shaping,45,14966,1
no_resource_shaping,45,15147,1
no_resource_shaping,45,15258,1
no_resource_shaping,45,15381,1
no_resource_shaping,45,15562,1
no_resource_shaping,45,15679,1
no_resource_shaping,45,15823,1
no_resource_shaping,45,15993,1
no_resource_shaping,45,16114,1
no_resource_shaping,45,16260,1
no_resource_shaping,45,16429,1
no_resource_shaping,45,16560,1
no_resource_shaping,45,16706,1
no_resource_shaping,45,16866,1
no_resource_shaping,45,16988,1
no_resource_shaping,45,17143,1
no_resource_shaping,45,17318,1
no_resource_shaping,45,17434,1
no_resource_shaping,45,17468,1
no_resource_shaping,45,17652,1
no_resource_shaping,45,17757,1
no_resource_shaping,45,17926,1
no_resource_shaping,45,18096,1
no_resource_shaping,45,18214,1
no_resource_shaping,45,18358,1
no_resource_shaping,45,18545,1
no_resource_shaping,45,18672,1
no_resource_shaping,45,18826,1
no_resource_shaping,45,18982,1
no_resource_shaping,45,19118,1
no_resource_shaping,45,19247,1
no_resource_shaping,45,19428,1
no_resource_shaping,45,19575,1
no_resource_shaping,45,19703,1
no_resource_shaping,45,19877,1
no_resource_shaping,45,19986,1
no_resource_shaping,45,20137,1
no_resource_shaping,45,20287,1
no_resource_shaping,45,20399,1
no_resource_shaping,45,20529,1
no_resource_shaping,45,20683,1
no_resource_shaping,45,20816,1
no_resource_shaping,45,20958,1
no_resource_shaping,45,21118,1
no_resource_shaping,45,21261,1
no_resource_shaping,45,21413,1
no_resource_shaping,45,21568,1
no_resource_shaping,45,21678,1
no_resource_shaping,45,21826,1
no_resource_shaping,45,21996,1
no_resource_shaping,45,22027,1
no_resource_shaping,45,22180,1
no_resource_shaping,45,22342,1
no_resource_shaping,45,22467,1
no_resource_shaping,45,22622,1
no_resource_shaping,45,22799,1
no_resource_shaping,45,22932,1
no_resource_shaping,45,23073,1
no_resource_shaping,45,23245,1
no_resource_shaping,45,23355,1
no_resource_shaping,45,23512,1
no_resource_shaping,45,23696,1
no_resource_shaping,45,23828,1
no_resource_shaping,45,23971,1
no_resource_shaping,45,24130,1
no_resource_shaping,45,24257,1
no_resource_shaping,45,24400,1
no_resource_shaping,45,24570,1
no_resource_shaping,45,24688,1
no_resource_shaping,45,24826,1
no_resource_shaping,45,24964,1
no_resource_shaping,45,25076,1
no_resource_shaping,45,25231,1
no_resource_shaping,45,25401,1
no_resource_shaping,45,25536,1
no_resource_shaping,45,25687,1
no_resource_shaping,45,25846,1
no_resource_shaping,45,25962,1
no_resource_shaping,45,26107,1
no_resource_shaping,45,26282,1
no_resource_shaping,45,26416,1
no_resource_shaping,45,26551,1
no_resource_shaping,45,26596,1
no_resource_shaping,46,78,1
no_resource_shaping,46,169,1
no_resource_shaping,46,271,1
no_resource_shaping,46,375,1
no_resource_shaping,46,472,1
no_resource_shaping,46,583,1
no_resource_shaping,46,680,1
no_resource_shaping,46,783,1
no_resource_shaping,46,916,1
no_resource_shaping,46,1015,1
no_resource_shaping,46,1124,1
no_resource_shaping,46,1258,1
no_resource_shaping,46,1368,1
no_resource_shaping,46,1485,1
no_resource_shaping,46,1624,1
no_resource_shaping,46,1697,1
no_resource_shaping,46,1819,1
no_resource_shaping,46,1965,1
no_resource_shaping,46,2056,1
no_resource_shaping,46,2187,1
no_resource_shaping,46,2312,1
no_resource_shaping,46,2422,1
no_resource_shaping,46,2539,1
no_resource_shaping,46,2686,1
no_resource_shaping,46,2791,1
no_resource_shaping,46,2912,1
no_resource_shaping,46,3051,1
no_resource_shaping,46,3145,1
no_resource_shaping,46,3263,1
no_resource_shaping,46,3398,1
no_resource_shaping,46,3507,1
no_resource_shaping,46,3588,1
no_resource_shaping,46,3747,1
no_resource_shaping,46,3869,1
no_resource_shaping,46,4001,1
no_resource_shaping,46,4147,1
no_resource_shaping,46,4254,1
no_resource_shaping,46,4391,1
no_resource_shaping,46,4545,1
no_resource_shaping,46,4656,1
no_resource_shaping,46,4806,1
no_resource_shaping,46,4968,1
no_resource_shaping,46,5090,1
no_resource_shaping,46,5221,1
no_resource_shaping,46,5385,1
no_resource_shaping,46,5511,1
no_resource_shaping,46,5658,1
no_resource_shaping,46,5817,1
no_resource_shaping,46,5940,1
no_resource_shaping,46,6086,1
no_resource_shaping,46,6226,1
no_resource_shaping,46,6336,1
no_resource_shaping,46,6471,1
no_resource_shaping,46,6640,1
no_resource_shaping,46,6764,1
no_resource_shaping,46,6911,1
no_resource_shaping,46,7088,1
no_resource_shaping,46,7209,1
no_resource_shaping,46,7348,1
no_resource_shaping,46,7507,1
no_resource_shaping,46,7621,1
no_resource_shaping,46,7769,1
no_resource_shaping,46,7925,1
no_resource_shaping,46,7958,1
no_resource_shaping,46,8122,1
no_resource_shaping,46,8288,1
no_resource_shaping,46,8414,1
no_resource_shaping,46,8548,1
no_resource_shaping,46,8738,1
no_resource_shaping,46,8880,1
no_resource_shaping,46,9013,1
no_resource_shaping,46,9202,1
no_resource_shaping,46,9337,1
no_resource_shaping,46,9504,1
no_resource_shaping,46,9678,1
no_resource_shaping,46,9808,1
no_resource_shaping,46,9960,1
no_resource_shaping,46,10119,1
no_resource_shaping,46,10256,1
no_resource_shaping,46,10409,1
no_resource_shaping,46,10584,1
no_resource_shaping,46,10705,1
no_resource_shaping,46,10855,1
no_resource_shaping,46,11015,1
no_resource_shaping,46,11136,1
no_resource_shaping,46,11271,1
no_resource_shaping,46,11446,1
no_resource_shaping,46,11551,1
no_resource_shaping,46,11700,1
no_resource_shaping,46,11862,1
no_resource_shaping,46,11975,1
no_resource_shaping,46,12144,1
no_resource_shaping,46,12308,1
no_resource_shaping,46,12452,1
no_resource_shaping,46,12596,1
no_resource_shaping,46,12641,1
no_resource_shaping,46,12761,1
no_resource_shaping,46,12915,1
no_resource_shaping,46,13088,1
no_resource_shaping,46,13211,1
no_resource_shaping,46,13364,1
no_resource_shaping,46,13535,1
no_resource_shaping,46,13676,1
no_resource_shaping,46,13840,1
no_resource_shaping,46,14001,1
no_resource_shaping,46,14136,1
no_resource_shaping,46,14265,1
no_resource_shaping,46,14441,1
no_resource_shaping,46,14572,1
no_resource_shaping,46,14724,1
no_resource_shaping,46,14910,1
no_resource_shaping,46,15036,1
no_resource_shaping,46,15178,1
no_resource_shaping,46,15355,1
no_resource_shaping,46,15495,1
no_resource_shaping,46,15640,1
no_resource_shaping,46,15803,1
no_resource_shaping,46,15910,1
no_resource_shaping,46,16078,1
no_resource_shaping,46,16261,1
no_resource_shaping,46,16396,1
no_resource_shaping,46,16552,1
no_resource_shaping,46,16709,1
no_resource_shaping,46,16834,1
no_resource_shaping,46,16997,1
no_resource_shaping,46,17146,1
no_resource_shaping,46,17259,1
no_resource_shaping,46,17306,1
no_resource_shaping,46,17482,1
no_resource_shaping,46,17613,1
no_resource_shaping,46,17745,1
no_resource_shaping,46,17917,1
no_resource_shaping,46,18041,1
no_resource_shaping,46,18180,1
no_resource_shaping,46,18347,1
no_resource_shaping,46,18463,1
no_resource_shaping,46,18597,1
no_resource_shaping,46,18762,1
no_resource_shaping,46,18879,1
no_resource_shaping,46,19018,1
no_resource_shaping,46,19159,1
no_resource_shaping,46,19283,1
no_resource_shaping,46,19444,1
no_resource_shaping,46,19611,1
no_resource_shaping,46,19732,1
no_resource_shaping,46,19878,1
no_resource_shaping,46,20054,1
no_resource_shaping,46,20193,1
no_resource_shaping,46,20339,1
no_resource_shaping,46,20504,1
no_resource_shaping,46,20630,1
no_resource_shaping,46,20763,1
no_resource_shaping,46,20910,1
no_resource_shaping,46,21030,1
no_resource_shaping,46,21177,1
no_resource_shaping,46,21318,1
no_resource_shaping,46,21439,1
no_resource_shaping,46,21573,1
no_resource_shaping,46,21743,1
no_resource_shaping,46,21774,1
no_resource_shaping,46,21896,1
no_resource_shaping,46,22056,1
no_resource_shaping,46,22163,1
no_resource_shaping,46,22321,1
no_resource_shaping,46,22491,1
no_resource_shaping,46,22624,1
no_resource_shaping,46,22779,1
no_resource_shaping,46,22950,1
no_resource_shaping,46,23076,1
no_resource_shaping,46,23225,1
no_resource_shaping,46,23397,1
no_resource_shaping,46,23528,1
no_resource_shaping,46,23662,1
no_resource_shaping,46,23819,1
no_resource_shaping,46,23949,1
no_resource_shaping,46,24086,1
no_resource_shaping,46,24249,1
no_resource_shaping,46,24388,1
no_resource_shaping,46,24530,1
no_resource_shaping,46,24675,1
no_resource_shaping,46,24793,1
no_resource_shaping,46,24949,1
no_resource_shaping,46,25117,1
no_resource_shaping,46,25227,1
no_resource_shaping,46,25367,1
no_resource_shaping,46,25539,1
no_resource_shaping,46,25668,1
no_resource_shaping,46,25808,1
no_resource_shaping,46,25970,1
no_resource_shaping,46,26092,1
no_resource_shaping,46,26238,1
no_resource_shaping,46,26282,1
no_return_reserve,42,59,0.4375
no_return_reserve,42,114,0.5625
no_return_reserve,42,185,0.5625
no_return_reserve,42,220,0.6875
no_return_reserve,42,252,0.9375
no_return_reserve,42,280,1
no_return_reserve,42,310,1
no_return_reserve,42,341,0.8125
no_return_reserve,42,381,1
no_return_reserve,42,429,0.875
no_return_reserve,42,489,0.875
no_return_reserve,42,540,0.75
no_return_reserve,42,573,0.9375
no_return_reserve,42,594,1
no_return_reserve,42,632,0.9375
no_return_reserve,42,644,1
no_return_reserve,42,673,1
no_return_reserve,42,719,0.875
no_return_reserve,42,761,0.875
no_return_reserve,42,802,0.875
no_return_reserve,42,823,1
no_return_reserve,42,854,1
no_return_reserve,42,882,1
no_return_reserve,42,944,0.9375
no_return_reserve,42,988,0.875
no_return_reserve,42,1039,0.9375
no_return_reserve,42,1104,0.9375
no_return_reserve,42,1145,0.9375
no_return_reserve,42,1200,0.9375
no_return_reserve,42,1263,0.8125
no_return_reserve,42,1307,1
no_return_reserve,42,1339,1
no_return_reserve,42,1424,0.875
no_return_reserve,42,1485,0.875
no_return_reserve,42,1562,1
no_return_reserve,42,1662,0.8125
no_return_reserve,42,1727,0.9375
no_return_reserve,42,1805,0.9375
no_return_reserve,42,1901,0.875
no_return_reserve,42,1964,0.9375
no_return_reserve,42,2032,1
no_return_reserve,42,2110,1
no_return_reserve,42,2203,0.875
no_return_reserve,42,2309,0.6875
no_return_reserve,42,2406,0.875
no_return_reserve,42,2468,0.9375
no_return_reserve,42,2546,0.75
no_return_reserve,42,2630,0.6875
no_return_reserve,42,2686,0.9375
no_return_reserve,42,2739,1
no_return_reserve,42,2814,1
no_return_reserve,42,2877,1
no_return_reserve,42,2971,1
no_return_reserve,42,3102,0.625
no_return_reserve,42,3205,0.75
no_return_reserve,42,3313,0.9375
no_return_reserve,42,3429,0.9375
no_return_reserve,42,3503,0.9375
no_return_reserve,42,3591,0.9375
no_return_reserve,42,3697,0.875
no_return_reserve,42,3766,1
no_return_reserve,42,3878,0.9375
no_return_reserve,42,3996,0.875
no_return_reserve,42,4016,1
no_return_reserve,42,4120,0.9375
no_return_reserve,42,4250,0.75
no_return_reserve,42,4329,0.9375
no_return_reserve,42,4431,1
no_return_reserve,42,4557,0.5625
no_return_reserve,42,4648,0.75
no_return_reserve,42,4745,0.9375
no_return_reserve,42,4874,1
no_return_reserve,42,4980,0.9375
no_return_reserve,42,5099,0.875
no_return_reserve,42,5233,0.875
no_return_reserve,42,5323,0.6875
no_return_reserve,42,5434,0.9375
no_return_reserve,42,5554,0.8125
no_return_reserve,42,5648,0.9375
no_return_reserve,42,5762,0.9375
no_return_reserve,42,5874,1
no_return_reserve,42,5969,0.9375
no_return_reserve,42,6077,1
no_return_reserve,42,6210,0.9375
no_return_reserve,42,6310,0.625
no_return_reserve,42,6422,0.75
no_return_reserve,42,6536,0.9375
no_return_reserve,42,6627,1
no_return_reserve,42,6738,0.75
no_return_reserve,42,6855,0.875
no_return_reserve,42,6935,0.875
no_return_reserve,42,7046,0.9375
no_return_reserve,42,7174,1
no_return_reserve,42,7266,1
no_return_reserve,42,7381,1
no_return_reserve,42,7418,1
no_return_reserve,42,7526,0.875
no_return_reserve,42,7634,0.6875
no_return_reserve,42,7747,0.8125
no_return_reserve,42,7823,1
no_return_reserve,42,7922,1
no_return_reserve,42,8051,0.9375
no_return_reserve,42,8158,0.9375
no_return_reserve,42,8283,1
no_return_reserve,42,8399,0.625
no_return_reserve,42,8504,0.875
no_return_reserve,42,8613,0.75
no_return_reserve,42,8753,0.625
no_return_reserve,42,8857,0.9375
no_return_reserve,42,8981,0.6875
no_return_reserve,42,9124,0.75
no_return_reserve,42,9226,0.9375
no_return_reserve,42,9338,0.6875
no_return_reserve,42,9475,0.9375
no_return_reserve,42,9577,1
no_return_reserve,42,9701,0.8125
no_return_reserve,42,9829,0.6875
no_return_reserve,42,9937,1
no_return_reserve,42,10048,0.9375
no_return_reserve,42,10179,0.75
no_return_reserve,42,10275,1
no_return_reserve,42,10395,1
no_return_reserve,42,10547,0.625
no_return_reserve,42,10650,0.75
no_return_reserve,42,10777,1
no_return_reserve,42,10923,0.9375
no_return_reserve,42,11026,0.875
no_return_reserve,42,11055,1
no_return_reserve,42,11203,0.9375
no_return_reserve,42,11317,0.875
no_return_reserve,42,11439,0.6875
no_return_reserve,42,11589,0.875
no_return_reserve,42,11698,0.9375
no_return_reserve,42,11830,0.8125
no_return_reserve,42,11980,0.875
no_return_reserve,42,12084,1
no_return_reserve,42,12217,0.875
no_return_reserve,42,12368,0.9375
no_return_reserve,42,12458,0.9375
no_return_reserve,42,12564,0.875
no_return_reserve,42,12702,1
no_return_reserve,42,12794,1
no_return_reserve,42,12921,1
no_return_reserve,42,13078,0.8125
no_return_reserve,42,13185,1
no_return_reserve,42,13328,0.9375
no_return_reserve,42,13481,0.75
no_return_reserve,42,13585,0.875
no_return_reserve,42,13700,0.875
no_return_reserve,42,13838,1
no_return_reserve,42,13947,0.9375
no_return_reserve,42,14081,0.9375
no_return_reserve,42,14211,0.9375
no_return_reserve,42,14291,0.9375
no_return_reserve,42,14397,1
no_return_reserve,42,14523,0.9375
no_return_reserve,42,14613,0.9375
no_return_reserve,42,14726,1
no_return_reserve,42,14850,0.9375
no_return_reserve,42,14868,1
no_return_reserve,42,14981,1
no_return_reserve,42,15132,0.6875
no_return_reserve,42,15229,1
no_return_reserve,42,15339,0.625
no_return_reserve,42,15491,0.75
no_return_reserve,42,15580,0.9375
no_return_reserve,42,15678,1
no_return_reserve,42,15816,0.9375
no_return_reserve,42,15896,1
no_return_reserve,42,15997,0.9375
no_return_reserve,42,16137,0.9375
no_return_reserve,42,16232,0.875
no_return_reserve,42,16354,1
no_return_reserve,42,16500,0.875
no_return_reserve,42,16594,1
no_return_reserve,42,16715,1
no_return_reserve,42,16862,0.6875
no_return_reserve,42,16965,0.8125
no_return_reserve,42,17092,0.9375
no_return_reserve,42,17219,1
no_return_reserve,42,17313,0.9375
no_return_reserve,42,17431,1
no_return_reserve,42,17585,1
no_return_reserve,42,17686,1
no_return_reserve,42,17817,0.9375
no_return_reserve,42,17945,0.875
no_return_reserve,42,18050,0.9375
no_return_reserve,42,18166,0.9375
no_return_reserve,42,18302,0.8125
no_return_reserve,42,18395,0.875
no_return_reserve,42,18504,1
no_return_reserve,42,18540,1
no_return_reserve,43,67,0.25
no_return_reserve,43,122,0.375
no_return_reserve,43,162,0.4375
no_return_reserve,43,205,0.75
no_return_reserve,43,247,0.75
no_return_reserve,43,269,0.875
no_return_reserve,43,290,1
no_return_reserve,43,315,1
no_return_reserve,43,340,0.9375
no_return_reserve,43,361,1
no_return_reserve,43,395,0.9375
no_return_reserve,43,434,1
no_return_reserve,43,481,0.75
no_return_reserve,43,524,0.875
no_return_reserve,43,555,1
no_return_reserve,43,581,0.9
no_return_reserve,43,627,0.9375
no_return_reserve,43,684,0.875
no_return_reserve,43,739,0.9375
no_return_reserve,43,813,0.75
no_return_reserve,43,904,0.8125
no_return_reserve,43,951,0.9375
no_return_reserve,43,992,1
no_return_reserve,43,1040,1
no_return_reserve,43,1085,1
no_return_reserve,43,1144,0.8125
no_return_reserve,43,1223,0.625
no_return_reserve,43,1286,0.875
no_return_reserve,43,1328,1
no_return_reserve,43,1396,0.9375
no_return_reserve,43,1455,0.6875
no_return_reserve,43,1498,1
no_return_reserve,43,1594,0.625
no_return_reserve,43,1664,0.75
no_return_reserve,43,1731,0.875
no_return_reserve,43,1796,1
no_return_reserve,43,1855,0.75
no_return_reserve,43,1917,0.9375
no_return_reserve,43,1966,1
no_return_reserve,43,2011,1
no_return_reserve,43,2075,0.8125
no_return_reserve,43,2154,1
no_return_reserve,43,2220,0.75
no_return_reserve,43,2298,0.875
no_return_reserve,43,2386,0.9375
no_return_reserve,43,2444,0.875
no_return_reserve,43,2511,1
no_return_reserve,43,2583,0.875
no_return_reserve,43,2658,0.9375
no_return_reserve,43,2742,0.9375
no_return_reserve,43,2809,1
no_return_reserve,43,2879,1
no_return_reserve,43,2970,0.875
no_return_reserve,43,3086,0.8125
no_return_reserve,43,3145,0.9375
no_return_reserve,43,3222,0.9375
no_return_reserve,43,3291,1
no_return_reserve,43,3330,1
no_return_reserve,43,3387,1
no_return_reserve,43,3467,0.9375
no_return_reserve,43,3529,0.875
no_return_reserve,43,3610,1
no_return_reserve,43,3726,0.875
no_return_reserve,43,3747,0.75
no_return_reserve,43,3857,0.5
no_return_reserve,43,3990,0.4375
no_return_reserve,43,4076,0.75
no_return_reserve,43,4153,0.75
no_return_reserve,43,4259,0.875
no_return_reserve,43,4341,0.9375
no_return_reserve,43,4417,1
no_return_reserve,43,4512,0.9375
no_return_reserve,43,4584,1
no_return_reserve,43,4667,1
no_return_reserve,43,4781,0.875
no_return_reserve,43,4871,0.875
no_return_reserve,43,4990,0.875
no_return_reserve,43,5112,0.75
no_return_reserve,43,5187,0.9375
no_return_reserve,43,5272,0.8125
no_return_reserve,43,5356,0.8125
no_return_reserve,43,5424,1
no_return_reserve,43,5496,1
no_return_reserve,43,5603,1
no_return_reserve,43,5679,1
no_return_reserve,43,5778,0.9375
no_return_reserve,43,5908,0.8125
no_return_reserve,43,5996,0.75
no_return_reserve,43,6100,1
no_return_reserve,43,6223,0.8125
no_return_reserve,43,6320,1
no_return_reserve,43,6443,0.9375
no_return_reserve,43,6575,0.625
no_return_reserve,43,6675,0.9375
no_return_reserve,43,6786,0.8125
no_return_reserve,43,6821,1
no_return_reserve,43,6931,0.8125
no_return_reserve,43,7058,0.875
no_return_reserve,43,7198,0.9375
no_return_reserve,43,7295,0.9375
no_return_reserve,43,7413,0.8125
no_return_reserve,43,7539,0.875
no_return_reserve,43,7636,1
no_return_reserve,43,7734,0.875
no_return_reserve,43,7866,1
no_return_reserve,43,7957,0.875
no_return_reserve,43,8076,0.9375
no_return_reserve,43,8207,0.9375
no_return_reserve,43,8307,0.9375
no_return_reserve,43,8416,0.9375
no_return_reserve,43,8543,1
no_return_reserve,43,8637,0.875
no_return_reserve,43,8746,1
no_return_reserve,43,8875,0.8125
no_return_reserve,43,8972,0.9375
no_return_reserve,43,9095,0.875
no_return_reserve,43,9222,0.875
no_return_reserve,43,9317,1
no_return_reserve,43,9449,0.9375
no_return_reserve,43,9579,1
no_return_reserve,43,9672,1
no_return_reserve,43,9779,1
no_return_reserve,43,9915,0.75
no_return_reserve,43,9996,0.9375
no_return_reserve,43,10095,1
no_return_reserve,43,10205,0.8125
no_return_reserve,43,10286,1
no_return_reserve,43,10315,1
no_return_reserve,43,10453,0.8125
no_return_reserve,43,10553,1
no_return_reserve,43,10676,0.875
no_return_reserve,43,10817,0.75
no_return_reserve,43,10910,1
no_return_reserve,43,11035,0.875
no_return_reserve,43,11187,0.9375
no_return_reserve,43,11286,1
no_return_reserve,43,11395,0.8125
no_return_reserve,43,11546,0.8125
no_return_reserve,43,11637,1
no_return_reserve,43,11757,1
no_return_reserve,43,11914,0.75
no_return_reserve,43,12017,0.8125
no_return_reserve,43,12131,0.9375
no_return_reserve,43,12274,0.9375
no_return_reserve,43,12372,0.9375
no_return_reserve,43,12497,1
no_return_reserve,43,12632,0.75
no_return_reserve,43,12751,0.9375
no_return_reserve,43,12878,0.875
no_return_reserve,43,13009,1
no_return_reserve,43,13113,0.9375
no_return_reserve,43,13247,0.875
no_return_reserve,43,13376,0.9375
no_return_reserve,43,13473,1
no_return_reserve,43,13594,0.9375
no_return_reserve,43,13737,0.9375
no_return_reserve,43,13825,1
no_return_reserve,43,13926,1
no_return_reserve,43,14078,1
no_return_reserve,43,14107,1
no_return_reserve,43,14229,0.8125
no_return_reserve,43,14375,0.8125
