model,training_seed,environment_interactions,mean_weighted_coverage
traditional_ppo,46,2646,0.195
traditional_ppo,46,2752,0.243622449
traditional_ppo,46,2844,0.298828125
traditional_ppo,46,2930,0.215625
traditional_ppo,46,3028,0.2130102041
traditional_ppo,46,3110,0.28515625
traditional_ppo,46,3207,0.265625
traditional_ppo,46,3310,0.2334183673
traditional_ppo,46,3389,0.236328125
traditional_ppo,46,3485,0.2546875
traditional_ppo,46,3584,0.2168367347
traditional_ppo,46,3668,0.28515625
traditional_ppo,46,3763,0.246875
traditional_ppo,46,3867,0.2257653061
traditional_ppo,46,3952,0.29296875
traditional_ppo,46,4043,0.234375
traditional_ppo,46,4143,0.2295918367
traditional_ppo,46,4235,0.30859375
traditional_ppo,46,4329,0.2484375
traditional_ppo,46,4430,0.2244897959
traditional_ppo,46,4511,0.267578125
traditional_ppo,46,4601,0.2359375
traditional_ppo,46,4703,0.2308673469
traditional_ppo,46,4793,0.28515625
traditional_ppo,46,4896,0.275
traditional_ppo,46,5009,0.2691326531
traditional_ppo,46,5096,0.27734375
traditional_ppo,46,5194,0.253125
traditional_ppo,46,5293,0.2168367347
traditional_ppo,46,5378,0.26953125
traditional_ppo,46,5476,0.25625
traditional_ppo,46,5567,0.2066326531
traditional_ppo,46,5591,0.3203125
traditional_ppo,46,5702,0.3015625
traditional_ppo,46,5804,0.2308673469
traditional_ppo,46,5896,0.30859375
traditional_ppo,46,5995,0.25625
traditional_ppo,46,6107,0.2589285714
traditional_ppo,46,6207,0.314453125
traditional_ppo,46,6294,0.234375
traditional_ppo,46,6397,0.2270408163
traditional_ppo,46,6493,0.337890625
traditional_ppo,46,6590,0.278125
traditional_ppo,46,6689,0.2257653061
traditional_ppo,46,6776,0.3046875
traditional_ppo,46,6877,0.2890625
traditional_ppo,46,6975,0.2423469388
traditional_ppo,46,7065,0.294921875
traditional_ppo,46,7169,0.25
traditional_ppo,46,7268,0.2193877551
traditional_ppo,46,7347,0.236328125
traditional_ppo,46,7443,0.2515625
traditional_ppo,46,7542,0.2155612245
traditional_ppo,46,7628,0.271484375
traditional_ppo,46,7727,0.271875
traditional_ppo,46,7836,0.243622449
traditional_ppo,46,7926,0.28515625
traditional_ppo,46,8016,0.23125
traditional_ppo,46,8115,0.2219387755
traditional_ppo,46,8206,0.302734375
traditional_ppo,46,8314,0.303125
traditional_ppo,46,8426,0.2614795918
traditional_ppo,46,8530,0.34375
traditional_ppo,46,8619,0.2234375
traditional_ppo,46,8643,0.193877551
traditional_ppo,46,8732,0.26953125
traditional_ppo,46,8833,0.2703125
traditional_ppo,46,8945,0.2602040816
traditional_ppo,46,9028,0.279296875
traditional_ppo,46,9130,0.2875
traditional_ppo,46,9242,0.2614795918
traditional_ppo,46,9337,0.3046875
traditional_ppo,46,9432,0.2515625
traditional_ppo,46,9526,0.2053571429
traditional_ppo,46,9611,0.265625
traditional_ppo,46,9699,0.2484375
traditional_ppo,46,9806,0.2308673469
traditional_ppo,46,9896,0.283203125
traditional_ppo,46,9996,0.2703125
traditional_ppo,46,10105,0.2525510204
traditional_ppo,46,10197,0.294921875
traditional_ppo,46,10290,0.240625
traditional_ppo,46,10392,0.243622449
traditional_ppo,46,10487,0.314453125
traditional_ppo,46,10571,0.20625
traditional_ppo,46,10665,0.2181122449
traditional_ppo,46,10747,0.265625
traditional_ppo,46,10849,0.2890625
traditional_ppo,46,10944,0.2040816327
traditional_ppo,46,11042,0.30859375
traditional_ppo,46,11152,0.3078125
traditional_ppo,46,11245,0.200255102
traditional_ppo,46,11331,0.2890625
traditional_ppo,46,11431,0.25625
traditional_ppo,46,11518,0.1887755102
traditional_ppo,46,11604,0.287109375
traditional_ppo,46,11632,0.3125
traditional_ppo,46,11728,0.2066326531
traditional_ppo,46,11827,0.31640625
traditional_ppo,46,11920,0.2453125
traditional_ppo,46,12030,0.2525510204
traditional_ppo,46,12126,0.341796875
traditional_ppo,46,12226,0.275
traditional_ppo,46,12340,0.2665816327
traditional_ppo,46,12424,0.2578125
traditional_ppo,46,12519,0.246875
traditional_ppo,46,12624,0.2308673469
traditional_ppo,46,12707,0.2578125
traditional_ppo,46,12807,0.2640625
traditional_ppo,46,12901,0.2066326531
traditional_ppo,46,13002,0.302734375
traditional_ppo,46,13110,0.3
traditional_ppo,46,13223,0.2665816327
traditional_ppo,46,13312,0.28125
traditional_ppo,46,13408,0.2453125
traditional_ppo,46,13511,0.2295918367
traditional_ppo,46,13609,0.318359375
traditional_ppo,46,13702,0.2625
traditional_ppo,46,13799,0.2181122449
traditional_ppo,46,13887,0.275390625
traditional_ppo,46,13985,0.2671875
traditional_ppo,46,14086,0.2321428571
traditional_ppo,46,14178,0.28515625
traditional_ppo,46,14278,0.2765625
traditional_ppo,46,14375,0.2244897959
traditional_ppo,46,14467,0.318359375
traditional_ppo,46,14551,0.2328125
traditional_ppo,46,14661,0.2410714286
traditional_ppo,46,14683,0.2890625
traditional_ppo,46,14774,0.2625
traditional_ppo,46,14865,0.2066326531
traditional_ppo,46,14945,0.255859375
traditional_ppo,46,15054,0.3
traditional_ppo,46,15163,0.2551020408
traditional_ppo,46,15248,0.27734375
traditional_ppo,46,15351,0.3078125
traditional_ppo,46,15465,0.2525510204
traditional_ppo,46,15559,0.28515625
traditional_ppo,46,15663,0.2796875
traditional_ppo,46,15765,0.2461734694
traditional_ppo,46,15859,0.3125
traditional_ppo,46,15955,0.24375
traditional_ppo,46,16060,0.2538265306
traditional_ppo,46,16156,0.330078125
traditional_ppo,46,16248,0.2390625
traditional_ppo,46,16350,0.2308673469
traditional_ppo,46,16442,0.3046875
traditional_ppo,46,16545,0.278125
traditional_ppo,46,16645,0.2334183673
traditional_ppo,46,16737,0.298828125
traditional_ppo,46,16833,0.2671875
traditional_ppo,46,16941,0.2525510204
traditional_ppo,46,17022,0.228515625
traditional_ppo,46,17124,0.278125
traditional_ppo,46,17221,0.2321428571
traditional_ppo,46,17305,0.248046875
traditional_ppo,46,17395,0.2421875
traditional_ppo,46,17499,0.2385204082
traditional_ppo,46,17585,0.27734375
traditional_ppo,46,17681,0.265625
traditional_ppo,46,17709,0.2857142857
a2c_pointer,42,66,0.193359375
a2c_pointer,42,143,0.196875
a2c_pointer,42,239,0.2155612245
a2c_pointer,42,313,0.2421875
a2c_pointer,42,413,0.275
a2c_pointer,42,502,0.2015306122
a2c_pointer,42,586,0.3046875
a2c_pointer,42,685,0.284375
a2c_pointer,42,787,0.2397959184
a2c_pointer,42,865,0.27734375
a2c_pointer,42,968,0.321875
a2c_pointer,42,1082,0.2908163265
a2c_pointer,42,1173,0.34375
a2c_pointer,42,1268,0.290625
a2c_pointer,42,1383,0.3163265306
a2c_pointer,42,1438,0.3375
a2c_pointer,42,1534,0.2921875
a2c_pointer,42,1649,0.3137755102
a2c_pointer,42,1736,0.337890625
a2c_pointer,42,1828,0.3015625
a2c_pointer,42,1924,0.2704081633
a2c_pointer,42,2028,0.427734375
a2c_pointer,42,2135,0.3703125
a2c_pointer,42,2255,0.3405612245
a2c_pointer,42,2362,0.453125
a2c_pointer,42,2467,0.365625
a2c_pointer,42,2573,0.2895408163
a2c_pointer,42,2666,0.37109375
a2c_pointer,42,2775,0.3640625
a2c_pointer,42,2889,0.3316326531
a2c_pointer,42,2994,0.44140625
a2c_pointer,42,3065,0.4125
a2c_pointer,42,3187,0.3673469388
a2c_pointer,42,3278,0.376953125
a2c_pointer,42,3393,0.409375
a2c_pointer,42,3526,0.3890306122
a2c_pointer,42,3624,0.4140625
a2c_pointer,42,3732,0.36875
a2c_pointer,42,3850,0.3609693878
a2c_pointer,42,3947,0.412109375
a2c_pointer,42,4048,0.35625
a2c_pointer,42,4175,0.3724489796
a2c_pointer,42,4285,0.484375
a2c_pointer,42,4397,0.396875
a2c_pointer,42,4538,0.4145408163
a2c_pointer,42,4637,0.421875
a2c_pointer,42,4742,0.3609375
a2c_pointer,42,4869,0.3890306122
a2c_pointer,42,4979,0.46484375
a2c_pointer,42,5093,0.3953125
a2c_pointer,42,5224,0.3801020408
a2c_pointer,42,5337,0.458984375
a2c_pointer,42,5466,0.4546875
a2c_pointer,42,5615,0.4362244898
a2c_pointer,42,5724,0.45703125
a2c_pointer,42,5853,0.446875
a2c_pointer,42,5982,0.3788265306
a2c_pointer,42,6097,0.474609375
a2c_pointer,42,6229,0.41875
a2c_pointer,42,6386,0.4668367347
a2c_pointer,42,6497,0.4453125
a2c_pointer,42,6630,0.4640625
a2c_pointer,42,6771,0.3992346939
a2c_pointer,42,6804,0.546875
a2c_pointer,42,6919,0.378125
a2c_pointer,42,7051,0.3775510204
a2c_pointer,42,7155,0.4140625
a2c_pointer,42,7284,0.4375
a2c_pointer,42,7422,0.4030612245
a2c_pointer,42,7532,0.470703125
a2c_pointer,42,7656,0.4359375
a2c_pointer,42,7804,0.4068877551
a2c_pointer,42,7927,0.498046875
a2c_pointer,42,8067,0.4765625
a2c_pointer,42,8213,0.4158163265
a2c_pointer,42,8315,0.421875
a2c_pointer,42,8436,0.4046875
a2c_pointer,42,8573,0.387755102
a2c_pointer,42,8685,0.451171875
a2c_pointer,42,8821,0.459375
a2c_pointer,42,8967,0.4081632653
a2c_pointer,42,9078,0.435546875
a2c_pointer,42,9211,0.4265625
a2c_pointer,42,9357,0.4005102041
a2c_pointer,42,9474,0.47265625
a2c_pointer,42,9608,0.4375
a2c_pointer,42,9777,0.4617346939
a2c_pointer,42,9899,0.478515625
a2c_pointer,42,10040,0.4484375
a2c_pointer,42,10189,0.4132653061
a2c_pointer,42,10300,0.4375
a2c_pointer,42,10441,0.4609375
a2c_pointer,42,10617,0.4706632653
a2c_pointer,42,10737,0.470703125
a2c_pointer,42,10893,0.5078125
a2c_pointer,42,10935,0.4234693878
a2c_pointer,42,11065,0.517578125
a2c_pointer,42,11196,0.4046875
a2c_pointer,42,11357,0.4017857143
a2c_pointer,42,11472,0.44140625
a2c_pointer,42,11623,0.4890625
a2c_pointer,42,11791,0.4757653061
a2c_pointer,42,11931,0.515625
a2c_pointer,42,12082,0.4890625
a2c_pointer,42,12225,0.3801020408
a2c_pointer,42,12356,0.498046875
a2c_pointer,42,12503,0.4828125
a2c_pointer,42,12684,0.487244898
a2c_pointer,42,12815,0.478515625
a2c_pointer,42,12976,0.5
a2c_pointer,42,13148,0.4528061224
a2c_pointer,42,13272,0.474609375
a2c_pointer,42,13404,0.428125
a2c_pointer,42,13576,0.4540816327
a2c_pointer,42,13711,0.521484375
a2c_pointer,42,13868,0.48125
a2c_pointer,42,14043,0.4617346939
a2c_pointer,42,14181,0.494140625
a2c_pointer,42,14344,0.5265625
a2c_pointer,42,14504,0.4081632653
a2c_pointer,42,14629,0.451171875
a2c_pointer,42,14773,0.4703125
a2c_pointer,42,14946,0.4387755102
a2c_pointer,42,15070,0.48046875
a2c_pointer,42,15223,0.4578125
a2c_pointer,42,15409,0.4834183673
a2c_pointer,42,15545,0.529296875
a2c_pointer,42,15586,0.44375
a2c_pointer,42,15762,0.4681122449
a2c_pointer,42,15894,0.48046875
a2c_pointer,42,16030,0.409375
a2c_pointer,42,16231,0.5
a2c_pointer,42,16359,0.47265625
a2c_pointer,42,16510,0.475
a2c_pointer,42,16694,0.4630102041
a2c_pointer,42,16836,0.515625
a2c_pointer,42,16988,0.45625
a2c_pointer,42,17172,0.4821428571
a2c_pointer,42,17299,0.470703125
a2c_pointer,42,17451,0.490625
a2c_pointer,42,17630,0.4489795918
a2c_pointer,42,17759,0.484375
a2c_pointer,42,17934,0.5609375
a2c_pointer,42,18103,0.4272959184
a2c_pointer,42,18238,0.51171875
a2c_pointer,42,18407,0.5234375
a2c_pointer,42,18568,0.4477040816
a2c_pointer,42,18699,0.5078125
a2c_pointer,42,18847,0.484375
a2c_pointer,42,18995,0.4094387755
a2c_pointer,42,19133,0.556640625
a2c_pointer,42,19285,0.48125
a2c_pointer,42,19441,0.4426020408
a2c_pointer,42,19558,0.458984375
a2c_pointer,42,19700,0.46875
a2c_pointer,42,19857,0.4272959184
a2c_pointer,42,19988,0.498046875
a2c_pointer,42,20148,0.521875
a2c_pointer,42,20314,0.4375
a2c_pointer,42,20345,0.53125
a2c_pointer,42,20494,0.4953125
a2c_pointer,42,20658,0.4630102041
a2c_pointer,42,20787,0.484375
a2c_pointer,42,20910,0.3859375
a2c_pointer,42,21082,0.4579081633
a2c_pointer,42,21191,0.4453125
a2c_pointer,42,21329,0.44375
a2c_pointer,42,21484,0.4285714286
a2c_pointer,42,21593,0.427734375
a2c_pointer,42,21715,0.4
a2c_pointer,42,21871,0.4349489796
a2c_pointer,42,22002,0.48828125
a2c_pointer,42,22155,0.484375
a2c_pointer,42,22334,0.4566326531
a2c_pointer,42,22458,0.484375
a2c_pointer,42,22605,0.46875
a2c_pointer,42,22770,0.4209183673
a2c_pointer,42,22908,0.509765625
a2c_pointer,42,23065,0.4953125
a2c_pointer,42,23225,0.4068877551
a2c_pointer,42,23357,0.5078125
a2c_pointer,42,23509,0.4671875
a2c_pointer,42,23698,0.4770408163
a2c_pointer,42,23822,0.48046875
a2c_pointer,42,23979,0.496875
a2c_pointer,42,24133,0.3788265306
a2c_pointer,42,24279,0.537109375
a2c_pointer,42,24416,0.4390625
a2c_pointer,42,24572,0.4285714286
a2c_pointer,42,24696,0.4921875
a2c_pointer,42,24848,0.43125
a2c_pointer,42,24893,0.5408163265
a2c_pointer,43,78,0.224609375
a2c_pointer,43,166,0.221875
a2c_pointer,43,258,0.2015306122
a2c_pointer,43,337,0.26171875
a2c_pointer,43,429,0.25
a2c_pointer,43,525,0.2219387755
a2c_pointer,43,606,0.275390625
a2c_pointer,43,702,0.2765625
a2c_pointer,43,809,0.2576530612
a2c_pointer,43,900,0.314453125
a2c_pointer,43,988,0.2453125
a2c_pointer,43,1096,0.2678571429
a2c_pointer,43,1175,0.291015625
a2c_pointer,43,1279,0.31875
a2c_pointer,43,1377,0.2423469388
a2c_pointer,43,1443,0.390625
a2c_pointer,43,1539,0.29375
a2c_pointer,43,1655,0.2933673469
a2c_pointer,43,1752,0.361328125
a2c_pointer,43,1859,0.3265625
a2c_pointer,43,1967,0.2946428571
a2c_pointer,43,2067,0.373046875
a2c_pointer,43,2171,0.321875
a2c_pointer,43,2292,0.3290816327
a2c_pointer,43,2386,0.349609375
a2c_pointer,43,2492,0.334375
a2c_pointer,43,2617,0.3278061224
a2c_pointer,43,2718,0.400390625
a2c_pointer,43,2824,0.3234375
a2c_pointer,43,2941,0.3214285714
a2c_pointer,43,3044,0.431640625
a2c_pointer,43,3116,0.3675
a2c_pointer,43,3233,0.3239795918
a2c_pointer,43,3326,0.37890625
a2c_pointer,43,3435,0.36875
a2c_pointer,43,3551,0.3239795918
a2c_pointer,43,3656,0.412109375
a2c_pointer,43,3778,0.4265625
a2c_pointer,43,3905,0.3673469388
a2c_pointer,43,4012,0.453125
a2c_pointer,43,4129,0.396875
a2c_pointer,43,4253,0.3558673469
a2c_pointer,43,4352,0.41796875
a2c_pointer,43,4471,0.4171875
a2c_pointer,43,4607,0.4005102041
a2c_pointer,43,4721,0.48828125
a2c_pointer,43,4851,0.4515625
a2c_pointer,43,4971,0.3392857143
a2c_pointer,43,5089,0.486328125
a2c_pointer,43,5216,0.45
a2c_pointer,43,5352,0.3839285714
a2c_pointer,43,5458,0.435546875
a2c_pointer,43,5578,0.40625
a2c_pointer,43,5727,0.4323979592
a2c_pointer,43,5835,0.43359375
a2c_pointer,43,5965,0.43125
a2c_pointer,43,6126,0.4400510204
a2c_pointer,43,6252,0.484375
a2c_pointer,43,6384,0.4046875
a2c_pointer,43,6527,0.387755102
a2c_pointer,43,6645,0.4375
a2c_pointer,43,6804,0.4953125
a2c_pointer,43,6977,0.4515306122
a2c_pointer,43,7008,0.4921875
a2c_pointer,43,7163,0.490625
a2c_pointer,43,7348,0.4642857143
a2c_pointer,43,7470,0.46484375
a2c_pointer,43,7609,0.409375
a2c_pointer,43,7783,0.4400510204
a2c_pointer,43,7914,0.48046875
a2c_pointer,43,8028,0.3453125
a2c_pointer,43,8173,0.3507653061
a2c_pointer,43,8278,0.375
a2c_pointer,43,8397,0.3484375
a2c_pointer,43,8557,0.4323979592
a2c_pointer,43,8688,0.546875
a2c_pointer,43,8840,0.490625
a2c_pointer,43,9004,0.4477040816
a2c_pointer,43,9133,0.474609375
a2c_pointer,43,9272,0.421875
a2c_pointer,43,9429,0.4221938776
a2c_pointer,43,9549,0.455078125
a2c_pointer,43,9708,0.525
a2c_pointer,43,9876,0.4655612245
a2c_pointer,43,9992,0.45703125
a2c_pointer,43,10121,0.41875
a2c_pointer,43,10276,0.4387755102
a2c_pointer,43,10386,0.455078125
a2c_pointer,43,10536,0.5
a2c_pointer,43,10694,0.4362244898
a2c_pointer,43,10820,0.490234375
a2c_pointer,43,10968,0.509375
a2c_pointer,43,11111,0.4043367347
a2c_pointer,43,11230,0.48046875
a2c_pointer,43,11359,0.4390625
a2c_pointer,43,11401,0.4693877551
a2c_pointer,43,11529,0.517578125
a2c_pointer,43,11671,0.4640625
a2c_pointer,43,11855,0.5408163265
a2c_pointer,43,11971,0.46875
a2c_pointer,43,12112,0.4609375
a2c_pointer,43,12276,0.4489795918
a2c_pointer,43,12405,0.5
a2c_pointer,43,12535,0.4265625
a2c_pointer,43,12701,0.4464285714
a2c_pointer,43,12811,0.435546875
a2c_pointer,43,12947,0.4484375
a2c_pointer,43,13098,0.4132653061
a2c_pointer,43,13219,0.45703125
a2c_pointer,43,13350,0.4171875
a2c_pointer,43,13512,0.4489795918
a2c_pointer,43,13650,0.544921875
a2c_pointer,43,13785,0.4046875
a2c_pointer,43,13948,0.4387755102
a2c_pointer,43,14079,0.505859375
a2c_pointer,43,14227,0.465625
a2c_pointer,43,14382,0.4183673469
a2c_pointer,43,14516,0.513671875
a2c_pointer,43,14669,0.4796875
a2c_pointer,43,14840,0.4451530612
a2c_pointer,43,14973,0.501953125
a2c_pointer,43,15119,0.4625
a2c_pointer,43,15279,0.4400510204
a2c_pointer,43,15392,0.419921875
a2c_pointer,43,15534,0.4296875
a2c_pointer,43,15685,0.4107142857
a2c_pointer,43,15807,0.46484375
a2c_pointer,43,15848,0.50625
a2c_pointer,43,16026,0.4668367347
a2c_pointer,43,16148,0.447265625
a2c_pointer,43,16297,0.45
a2c_pointer,43,16475,0.4770408163
a2c_pointer,43,16598,0.47265625
a2c_pointer,43,16767,0.53125
a2c_pointer,43,16957,0.4617346939
a2c_pointer,43,17080,0.4921875
a2c_pointer,43,17223,0.4109375
a2c_pointer,43,17409,0.4808673469
a2c_pointer,43,17528,0.4140625
a2c_pointer,43,17677,0.4890625
a2c_pointer,43,17870,0.5114795918
a2c_pointer,43,18005,0.5078125
a2c_pointer,43,18165,0.5234375
a2c_pointer,43,18333,0.4451530612
a2c_pointer,43,18459,0.5
a2c_pointer,43,18617,0.5
a2c_pointer,43,18779,0.4451530612
a2c_pointer,43,18928,0.607421875
a2c_pointer,43,19076,0.4953125
a2c_pointer,43,19240,0.4477040816
a2c_pointer,43,19365,0.48828125
a2c_pointer,43,19515,0.496875
a2c_pointer,43,19679,0.4566326531
a2c_pointer,43,19800,0.45703125
a2c_pointer,43,19946,0.46875
a2c_pointer,43,20113,0.4196428571
a2c_pointer,43,20247,0.517578125
a2c_pointer,43,20379,0.4140625
a2c_pointer,43,20546,0.4413265306
a2c_pointer,43,20582,0.5390625
a2c_pointer,43,20713,0.3984375
a2c_pointer,43,20878,0.4553571429
a2c_pointer,43,21005,0.48828125
a2c_pointer,43,21171,0.5125
a2c_pointer,43,21342,0.4579081633
a2c_pointer,43,21478,0.513671875
a2c_pointer,43,21638,0.5140625
a2c_pointer,43,21800,0.431122449
a2c_pointer,43,21937,0.494140625
a2c_pointer,43,22075,0.4640625
a2c_pointer,43,22266,0.5076530612
a2c_pointer,43,22384,0.46484375
a2c_pointer,43,22560,0.5625
a2c_pointer,43,22729,0.4706632653
a2c_pointer,43,22861,0.50390625
a2c_pointer,43,23013,0.4625
a2c_pointer,43,23171,0.4272959184
a2c_pointer,43,23302,0.517578125
a2c_pointer,43,23453,0.4984375
a2c_pointer,43,23617,0.4706632653
a2c_pointer,43,23727,0.4453125
a2c_pointer,43,23871,0.453125
a2c_pointer,43,24036,0.4553571429
a2c_pointer,43,24164,0.501953125
a2c_pointer,43,24293,0.425
a2c_pointer,43,24450,0.4515306122
a2c_pointer,43,24562,0.47265625
a2c_pointer,43,24705,0.45625
a2c_pointer,43,24859,0.4209183673
a2c_pointer,43,24976,0.44921875
a2c_pointer,43,25128,0.4921875
a2c_pointer,43,25165,0.4489795918
a2c_pointer,44,76,0.236328125
a2c_pointer,44,152,0.178125
a2c_pointer,44,248,0.2168367347
a2c_pointer,44,334,0.263671875
a2c_pointer,44,428,0.259375
a2c_pointer,44,521,0.2028061224
a2c_pointer,44,604,0.275390625
a2c_pointer,44,705,0.296875
a2c_pointer,44,815,0.2716836735
a2c_pointer,44,910,0.35546875
a2c_pointer,44,1012,0.309375
a2c_pointer,44,1106,0.2346938776
a2c_pointer,44,1199,0.330078125
a2c_pointer,44,1305,0.325
a2c_pointer,44,1405,0.2385204082
a2c_pointer,44,1466,0.390625
a2c_pointer,44,1560,0.275
a2c_pointer,44,1652,0.2206632653
a2c_pointer,44,1751,0.3828125
a2c_pointer,44,1845,0.2984375
a2c_pointer,44,1954,0.2831632653
a2c_pointer,44,2048,0.36328125
a2c_pointer,44,2138,0.275
a2c_pointer,44,2239,0.2678571429
a2c_pointer,44,2331,0.349609375
a2c_pointer,44,2437,0.3515625
a2c_pointer,44,2556,0.3329081633
a2c_pointer,44,2644,0.34765625
a2c_pointer,44,2743,0.29375
a2c_pointer,44,2843,0.2767857143
a2c_pointer,44,2941,0.388671875
a2c_pointer,44,3009,0.3675
a2c_pointer,44,3132,0.3456632653
a2c_pointer,44,3218,0.341796875
a2c_pointer,44,3329,0.3734375
a2c_pointer,44,3451,0.3520408163
a2c_pointer,44,3545,0.369140625
a2c_pointer,44,3659,0.3828125
a2c_pointer,44,3792,0.387755102
a2c_pointer,44,3891,0.388671875
a2c_pointer,44,4017,0.428125
a2c_pointer,44,4151,0.3941326531
a2c_pointer,44,4263,0.4609375
a2c_pointer,44,4379,0.3953125
a2c_pointer,44,4513,0.3635204082
a2c_pointer,44,4616,0.412109375
a2c_pointer,44,4752,0.45625
a2c_pointer,44,4894,0.3915816327
a2c_pointer,44,5015,0.484375
a2c_pointer,44,5141,0.4171875
a2c_pointer,44,5282,0.4119897959
a2c_pointer,44,5406,0.455078125
a2c_pointer,44,5540,0.4421875
a2c_pointer,44,5688,0.4221938776
a2c_pointer,44,5809,0.443359375
a2c_pointer,44,5951,0.471875
a2c_pointer,44,6092,0.387755102
a2c_pointer,44,6216,0.478515625
a2c_pointer,44,6340,0.40625
a2c_pointer,44,6488,0.387755102
a2c_pointer,44,6608,0.46875
a2c_pointer,44,6746,0.45
a2c_pointer,44,6908,0.4553571429
a2c_pointer,44,6938,0.515625
a2c_pointer,44,7078,0.434375
a2c_pointer,44,7234,0.4362244898
a2c_pointer,44,7350,0.44921875
a2c_pointer,44,7499,0.496875
a2c_pointer,44,7668,0.4553571429
a2c_pointer,44,7785,0.431640625
a2c_pointer,44,7961,0.51875
a2c_pointer,44,8139,0.4757653061
a2c_pointer,44,8254,0.4453125
a2c_pointer,44,8385,0.4078125
a2c_pointer,44,8557,0.4515306122
a2c_pointer,44,8704,0.560546875
a2c_pointer,44,8861,0.484375
a2c_pointer,44,9052,0.4719387755
a2c_pointer,44,9186,0.47265625
a2c_pointer,44,9335,0.459375
a2c_pointer,44,9507,0.4553571429
a2c_pointer,44,9626,0.44140625
a2c_pointer,44,9767,0.41875
a2c_pointer,44,9931,0.4043367347
a2c_pointer,44,10066,0.52734375
a2c_pointer,44,10247,0.5484375
a2c_pointer,44,10409,0.4170918367
a2c_pointer,44,10539,0.45703125
a2c_pointer,44,10703,0.5203125
a2c_pointer,44,10883,0.4528061224
a2c_pointer,44,11015,0.4453125
a2c_pointer,44,11182,0.51875
a2c_pointer,44,11392,0.5306122449
a2c_pointer,44,11541,0.5546875
a2c_pointer,44,11701,0.490625
a2c_pointer,44,11729,0.2857142857
a2c_pointer,44,11873,0.5390625
a2c_pointer,44,12011,0.409375
a2c_pointer,44,12174,0.4336734694
a2c_pointer,44,12296,0.421875
a2c_pointer,44,12433,0.421875
a2c_pointer,44,12622,0.4834183673
a2c_pointer,44,12744,0.451171875
a2c_pointer,44,12880,0.3984375
a2c_pointer,44,13062,0.4961734694
a2c_pointer,44,13183,0.458984375
a2c_pointer,44,13334,0.440625
a2c_pointer,44,13494,0.4221938776
a2c_pointer,44,13615,0.46484375
a2c_pointer,44,13774,0.4859375
a2c_pointer,44,13956,0.4681122449
a2c_pointer,44,14100,0.52734375
a2c_pointer,44,14220,0.3484375
a2c_pointer,44,14396,0.4489795918
a2c_pointer,44,14506,0.4296875
a2c_pointer,44,14657,0.4515625
a2c_pointer,44,14818,0.4158163265
a2c_pointer,44,14942,0.478515625
a2c_pointer,44,15089,0.4953125
a2c_pointer,44,15253,0.443877551
a2c_pointer,44,15377,0.486328125
a2c_pointer,44,15526,0.5046875
a2c_pointer,44,15694,0.4732142857
a2c_pointer,44,15813,0.484375
a2c_pointer,44,15960,0.4578125
a2c_pointer,44,16118,0.4183673469
a2c_pointer,44,16254,0.51171875
a2c_pointer,44,16285,0.43125
a2c_pointer,44,16456,0.4630102041
a2c_pointer,44,16591,0.4921875
a2c_pointer,44,16750,0.525
a2c_pointer,44,16902,0.4196428571
a2c_pointer,44,17037,0.517578125
a2c_pointer,44,17181,0.4546875
a2c_pointer,44,17343,0.4362244898
a2c_pointer,44,17459,0.443359375
a2c_pointer,44,17608,0.490625
a2c_pointer,44,17768,0.4400510204
a2c_pointer,44,17887,0.44921875
a2c_pointer,44,18018,0.4328125
a2c_pointer,44,18167,0.4094387755
a2c_pointer,44,18286,0.48046875
a2c_pointer,44,18430,0.4546875
a2c_pointer,44,18590,0.4400510204
a2c_pointer,44,18728,0.537109375
a2c_pointer,44,18880,0.4671875
a2c_pointer,44,19024,0.362244898
a2c_pointer,44,19156,0.517578125
a2c_pointer,44,19323,0.5375
a2c_pointer,44,19502,0.4910714286
a2c_pointer,44,19638,0.50390625
a2c_pointer,44,19771,0.40625
a2c_pointer,44,19958,0.5165816327
a2c_pointer,44,20073,0.4375
a2c_pointer,44,20205,0.4453125
a2c_pointer,44,20354,0.4209183673
a2c_pointer,44,20472,0.470703125
a2c_pointer,44,20608,0.428125
a2c_pointer,44,20770,0.4260204082
a2c_pointer,44,20796,0.40625
a2c_pointer,44,20958,0.528125
a2c_pointer,44,21148,0.4948979592
a2c_pointer,44,21267,0.431640625
a2c_pointer,44,21425,0.49375
a2c_pointer,44,21604,0.4400510204
a2c_pointer,44,21732,0.48828125
a2c_pointer,44,21880,0.415625
a2c_pointer,44,22043,0.4145408163
a2c_pointer,44,22170,0.478515625
a2c_pointer,44,22320,0.459375
a2c_pointer,44,22493,0.4375
a2c_pointer,44,22614,0.435546875
a2c_pointer,44,22762,0.4515625
a2c_pointer,44,22947,0.487244898
a2c_pointer,44,23084,0.5390625
a2c_pointer,44,23242,0.509375
a2c_pointer,44,23405,0.431122449
a2c_pointer,44,23533,0.46875
a2c_pointer,44,23682,0.48125
a2c_pointer,44,23854,0.4668367347
a2c_pointer,44,23987,0.482421875
a2c_pointer,44,24159,0.553125
a2c_pointer,44,24345,0.5076530612
a2c_pointer,44,24477,0.4921875
a2c_pointer,44,24628,0.4828125
a2c_pointer,44,24795,0.4477040816
a2c_pointer,44,24913,0.44921875
a2c_pointer,44,25056,0.4578125
a2c_pointer,44,25232,0.4400510204
a2c_pointer,44,25356,0.45703125
a2c_pointer,44,25509,0.4609375
