model,training_seed,environment_interactions,mean_weighted_coverage
no_resource_shaping,45,19247,0.4125
no_resource_shaping,45,19428,0.5
no_resource_shaping,45,19575,0.5625
no_resource_shaping,45,19703,0.3984375
no_resource_shaping,45,19877,0.4604591837
no_resource_shaping,45,19986,0.4296875
no_resource_shaping,45,20137,0.4921875
no_resource_shaping,45,20287,0.4260204082
no_resource_shaping,45,20399,0.427734375
no_resource_shaping,45,20529,0.4265625
no_resource_shaping,45,20683,0.4158163265
no_resource_shaping,45,20816,0.552734375
no_resource_shaping,45,20958,0.48125
no_resource_shaping,45,21118,0.4285714286
no_resource_shaping,45,21261,0.546875
no_resource_shaping,45,21413,0.4984375
no_resource_shaping,45,21568,0.4400510204
no_resource_shaping,45,21678,0.439453125
no_resource_shaping,45,21826,0.4734375
no_resource_shaping,45,21996,0.4426020408
no_resource_shaping,45,22027,0.5
no_resource_shaping,45,22180,0.4765625
no_resource_shaping,45,22342,0.4094387755
no_resource_shaping,45,22467,0.486328125
no_resource_shaping,45,22622,0.4796875
no_resource_shaping,45,22799,0.4630102041
no_resource_shaping,45,22932,0.537109375
no_resource_shaping,45,23073,0.4375
no_resource_shaping,45,23245,0.4668367347
no_resource_shaping,45,23355,0.40234375
no_resource_shaping,45,23512,0.4828125
no_resource_shaping,45,23696,0.5025510204
no_resource_shaping,45,23828,0.53125
no_resource_shaping,45,23971,0.475
no_resource_shaping,45,24130,0.4655612245
no_resource_shaping,45,24257,0.51171875
no_resource_shaping,45,24400,0.4875
no_resource_shaping,45,24570,0.4795918367
no_resource_shaping,45,24688,0.455078125
no_resource_shaping,45,24826,0.4671875
no_resource_shaping,45,24964,0.3635204082
no_resource_shaping,45,25076,0.423828125
no_resource_shaping,45,25231,0.525
no_resource_shaping,45,25401,0.4757653061
no_resource_shaping,45,25536,0.537109375
no_resource_shaping,45,25687,0.49375
no_resource_shaping,45,25846,0.3839285714
no_resource_shaping,45,25962,0.4453125
no_resource_shaping,45,26107,0.4546875
no_resource_shaping,45,26282,0.493622449
no_resource_shaping,45,26416,0.521484375
no_resource_shaping,45,26551,0.453125
no_resource_shaping,45,26596,0.5051020408
no_resource_shaping,46,78,0.236328125
no_resource_shaping,46,169,0.234375
no_resource_shaping,46,271,0.25
no_resource_shaping,46,375,0.39453125
no_resource_shaping,46,472,0.3046875
no_resource_shaping,46,583,0.2895408163
no_resource_shaping,46,680,0.392578125
no_resource_shaping,46,783,0.3375
no_resource_shaping,46,916,0.3903061224
no_resource_shaping,46,1015,0.40625
no_resource_shaping,46,1124,0.36875
no_resource_shaping,46,1258,0.3992346939
no_resource_shaping,46,1368,0.474609375
no_resource_shaping,46,1485,0.4171875
no_resource_shaping,46,1624,0.4158163265
no_resource_shaping,46,1697,0.4875
no_resource_shaping,46,1819,0.4328125
no_resource_shaping,46,1965,0.4426020408
no_resource_shaping,46,2056,0.369140625
no_resource_shaping,46,2187,0.4703125
no_resource_shaping,46,2312,0.3545918367
no_resource_shaping,46,2422,0.458984375
no_resource_shaping,46,2539,0.4015625
no_resource_shaping,46,2686,0.4349489796
no_resource_shaping,46,2791,0.451171875
no_resource_shaping,46,2912,0.41875
no_resource_shaping,46,3051,0.3966836735
no_resource_shaping,46,3145,0.369140625
no_resource_shaping,46,3263,0.39375
no_resource_shaping,46,3398,0.3915816327
no_resource_shaping,46,3507,0.462890625
no_resource_shaping,46,3588,0.45
no_resource_shaping,46,3747,0.4706632653
no_resource_shaping,46,3869,0.505859375
no_resource_shaping,46,4001,0.4375
no_resource_shaping,46,4147,0.4119897959
no_resource_shaping,46,4254,0.43359375
no_resource_shaping,46,4391,0.4703125
no_resource_shaping,46,4545,0.4375
no_resource_shaping,46,4656,0.43359375
no_resource_shaping,46,4806,0.5171875
no_resource_shaping,46,4968,0.4528061224
no_resource_shaping,46,5090,0.490234375
no_resource_shaping,46,5221,0.45
no_resource_shaping,46,5385,0.4540816327
no_resource_shaping,46,5511,0.513671875
no_resource_shaping,46,5658,0.5
no_resource_shaping,46,5817,0.4323979592
no_resource_shaping,46,5940,0.470703125
no_resource_shaping,46,6086,0.465625
no_resource_shaping,46,6226,0.3711734694
no_resource_shaping,46,6336,0.431640625
no_resource_shaping,46,6471,0.4453125
no_resource_shaping,46,6640,0.4540816327
no_resource_shaping,46,6764,0.484375
no_resource_shaping,46,6911,0.4625
no_resource_shaping,46,7088,0.4706632653
no_resource_shaping,46,7209,0.443359375
no_resource_shaping,46,7348,0.4453125
no_resource_shaping,46,7507,0.4183673469
no_resource_shaping,46,7621,0.41796875
no_resource_shaping,46,7769,0.4765625
no_resource_shaping,46,7925,0.4158163265
no_resource_shaping,46,7958,0.515625
no_resource_shaping,46,8122,0.521875
no_resource_shaping,46,8288,0.4604591837
no_resource_shaping,46,8414,0.49609375
no_resource_shaping,46,8548,0.434375
no_resource_shaping,46,8738,0.5012755102
no_resource_shaping,46,8880,0.513671875
no_resource_shaping,46,9013,0.4203125
no_resource_shaping,46,9202,0.5102040816
no_resource_shaping,46,9337,0.517578125
no_resource_shaping,46,9504,0.5109375
no_resource_shaping,46,9678,0.4553571429
no_resource_shaping,46,9808,0.47265625
no_resource_shaping,46,9960,0.4796875
no_resource_shaping,46,10119,0.4464285714
no_resource_shaping,46,10256,0.541015625
no_resource_shaping,46,10409,0.490625
no_resource_shaping,46,10584,0.4821428571
no_resource_shaping,46,10705,0.458984375
no_resource_shaping,46,10855,0.4734375
no_resource_shaping,46,11015,0.4107142857
no_resource_shaping,46,11136,0.466796875
no_resource_shaping,46,11271,0.4265625
no_resource_shaping,46,11446,0.4757653061
no_resource_shaping,46,11551,0.388671875
no_resource_shaping,46,11700,0.4765625
no_resource_shaping,46,11862,0.4464285714
no_resource_shaping,46,11975,0.447265625
no_resource_shaping,46,12144,0.5421875
no_resource_shaping,46,12308,0.4464285714
no_resource_shaping,46,12452,0.580078125
no_resource_shaping,46,12596,0.4609375
no_resource_shaping,46,12641,0.4540816327
no_resource_shaping,46,12761,0.4453125
no_resource_shaping,46,12915,0.4625
no_resource_shaping,46,13088,0.4515306122
no_resource_shaping,46,13211,0.482421875
no_resource_shaping,46,13364,0.49375
no_resource_shaping,46,13535,0.4566326531
no_resource_shaping,46,13676,0.533203125
no_resource_shaping,46,13840,0.521875
no_resource_shaping,46,14001,0.4030612245
no_resource_shaping,46,14136,0.505859375
no_resource_shaping,46,14265,0.4265625
no_resource_shaping,46,14441,0.4693877551
no_resource_shaping,46,14572,0.47265625
no_resource_shaping,46,14724,0.4734375
no_resource_shaping,46,14910,0.487244898
no_resource_shaping,46,15036,0.484375
no_resource_shaping,46,15178,0.440625
no_resource_shaping,46,15355,0.4681122449
no_resource_shaping,46,15495,0.556640625
no_resource_shaping,46,15640,0.465625
no_resource_shaping,46,15803,0.4362244898
no_resource_shaping,46,15910,0.38671875
no_resource_shaping,46,16078,0.553125
no_resource_shaping,46,16261,0.4961734694
no_resource_shaping,46,16396,0.53125
no_resource_shaping,46,16552,0.478125
no_resource_shaping,46,16709,0.4005102041
no_resource_shaping,46,16834,0.48828125
no_resource_shaping,46,16997,0.4953125
no_resource_shaping,46,17146,0.387755102
no_resource_shaping,46,17259,0.40625
no_resource_shaping,46,17306,0.6125
no_resource_shaping,46,17482,0.493622449
no_resource_shaping,46,17613,0.505859375
no_resource_shaping,46,17745,0.4234375
no_resource_shaping,46,17917,0.4719387755
no_resource_shaping,46,18041,0.50390625
no_resource_shaping,46,18180,0.44375
no_resource_shaping,46,18347,0.4732142857
no_resource_shaping,46,18463,0.443359375
no_resource_shaping,46,18597,0.428125
no_resource_shaping,46,18762,0.4515306122
no_resource_shaping,46,18879,0.458984375
no_resource_shaping,46,19018,0.446875
no_resource_shaping,46,19159,0.3928571429
no_resource_shaping,46,19283,0.462890625
no_resource_shaping,46,19444,0.5453125
no_resource_shaping,46,19611,0.4630102041
no_resource_shaping,46,19732,0.482421875
no_resource_shaping,46,19878,0.5078125
no_resource_shaping,46,20054,0.4923469388
no_resource_shaping,46,20193,0.525390625
no_resource_shaping,46,20339,0.5171875
no_resource_shaping,46,20504,0.4579081633
no_resource_shaping,46,20630,0.525390625
no_resource_shaping,46,20763,0.44375
no_resource_shaping,46,20910,0.4272959184
no_resource_shaping,46,21030,0.46484375
no_resource_shaping,46,21177,0.459375
no_resource_shaping,46,21318,0.3979591837
no_resource_shaping,46,21439,0.486328125
no_resource_shaping,46,21573,0.4296875
no_resource_shaping,46,21743,0.4477040816
no_resource_shaping,46,21774,0.46875
no_resource_shaping,46,21896,0.403125
no_resource_shaping,46,22056,0.450255102
no_resource_shaping,46,22163,0.423828125
no_resource_shaping,46,22321,0.525
no_resource_shaping,46,22491,0.4668367347
no_resource_shaping,46,22624,0.52734375
no_resource_shaping,46,22779,0.50625
no_resource_shaping,46,22950,0.4681122449
no_resource_shaping,46,23076,0.482421875
no_resource_shaping,46,23225,0.4796875
no_resource_shaping,46,23397,0.4719387755
no_resource_shaping,46,23528,0.50390625
no_resource_shaping,46,23662,0.4
no_resource_shaping,46,23819,0.4375
no_resource_shaping,46,23949,0.53125
no_resource_shaping,46,24086,0.4375
no_resource_shaping,46,24249,0.4298469388
no_resource_shaping,46,24388,0.53515625
no_resource_shaping,46,24530,0.45
no_resource_shaping,46,24675,0.4017857143
no_resource_shaping,46,24793,0.46875
no_resource_shaping,46,24949,0.5125
no_resource_shaping,46,25117,0.4642857143
no_resource_shaping,46,25227,0.400390625
no_resource_shaping,46,25367,0.4546875
no_resource_shaping,46,25539,0.4706632653
no_resource_shaping,46,25668,0.521484375
no_resource_shaping,46,25808,0.4546875
no_resource_shaping,46,25970,0.4221938776
no_resource_shaping,46,26092,0.470703125
no_resource_shaping,46,26238,0.4484375
no_resource_shaping,46,26282,0.4744897959
no_return_reserve,42,59,0.154296875
no_return_reserve,42,114,0.1234375
no_return_reserve,42,185,0.1403061224
no_return_reserve,42,220,0.078125
no_return_reserve,42,252,0.0453125
no_return_reserve,42,280,0.03443877551
no_return_reserve,42,310,0.060546875
no_return_reserve,42,341,0.053125
no_return_reserve,42,381,0.07142857143
no_return_reserve,42,429,0.14453125
no_return_reserve,42,489,0.146875
no_return_reserve,42,540,0.09566326531
no_return_reserve,42,573,0.076171875
no_return_reserve,42,594,0.015625
no_return_reserve,42,632,0.0612244898
no_return_reserve,42,644,0.009375
no_return_reserve,42,673,0.04375
no_return_reserve,42,719,0.08163265306
no_return_reserve,42,761,0.109375
no_return_reserve,42,802,0.08125
no_return_reserve,42,823,0.01020408163
no_return_reserve,42,854,0.0625
no_return_reserve,42,882,0.0421875
no_return_reserve,42,944,0.1211734694
no_return_reserve,42,988,0.109375
no_return_reserve,42,1039,0.1234375
no_return_reserve,42,1104,0.1198979592
no_return_reserve,42,1145,0.103515625
no_return_reserve,42,1200,0.11875
no_return_reserve,42,1263,0.1428571429
no_return_reserve,42,1307,0.12109375
no_return_reserve,42,1339,0.12
no_return_reserve,42,1424,0.2168367347
no_return_reserve,42,1485,0.181640625
no_return_reserve,42,1562,0.225
no_return_reserve,42,1662,0.2295918367
no_return_reserve,42,1727,0.220703125
no_return_reserve,42,1805,0.225
no_return_reserve,42,1901,0.2359693878
no_return_reserve,42,1964,0.220703125
no_return_reserve,42,2032,0.1890625
no_return_reserve,42,2110,0.1849489796
no_return_reserve,42,2203,0.330078125
no_return_reserve,42,2309,0.3171875
no_return_reserve,42,2406,0.2474489796
no_return_reserve,42,2468,0.208984375
no_return_reserve,42,2546,0.2203125
no_return_reserve,42,2630,0.1964285714
no_return_reserve,42,2686,0.18359375
no_return_reserve,42,2739,0.134375
no_return_reserve,42,2814,0.1772959184
no_return_reserve,42,2877,0.205078125
no_return_reserve,42,2971,0.2953125
no_return_reserve,42,3102,0.3303571429
no_return_reserve,42,3205,0.392578125
no_return_reserve,42,3313,0.328125
no_return_reserve,42,3429,0.2959183673
no_return_reserve,42,3503,0.26953125
no_return_reserve,42,3591,0.246875
no_return_reserve,42,3697,0.2920918367
no_return_reserve,42,3766,0.244140625
no_return_reserve,42,3878,0.36875
no_return_reserve,42,3996,0.3048469388
no_return_reserve,42,4016,0.296875
no_return_reserve,42,4120,0.3
no_return_reserve,42,4250,0.3163265306
no_return_reserve,42,4329,0.287109375
no_return_reserve,42,4431,0.3140625
no_return_reserve,42,4557,0.3227040816
no_return_reserve,42,4648,0.341796875
no_return_reserve,42,4745,0.2953125
no_return_reserve,42,4874,0.3073979592
no_return_reserve,42,4980,0.3828125
no_return_reserve,42,5099,0.359375
no_return_reserve,42,5233,0.3290816327
no_return_reserve,42,5323,0.322265625
no_return_reserve,42,5434,0.3265625
no_return_reserve,42,5554,0.2933673469
no_return_reserve,42,5648,0.310546875
no_return_reserve,42,5762,0.33125
no_return_reserve,42,5874,0.2729591837
no_return_reserve,42,5969,0.34765625
no_return_reserve,42,6077,0.3234375
no_return_reserve,42,6210,0.3418367347
no_return_reserve,42,6310,0.380859375
no_return_reserve,42,6422,0.3546875
no_return_reserve,42,6536,0.2895408163
no_return_reserve,42,6627,0.306640625
no_return_reserve,42,6738,0.328125
no_return_reserve,42,6855,0.3022959184
no_return_reserve,42,6935,0.28125
no_return_reserve,42,7046,0.3140625
no_return_reserve,42,7174,0.3214285714
no_return_reserve,42,7266,0.310546875
no_return_reserve,42,7381,0.35
no_return_reserve,42,7418,0.3979591837
no_return_reserve,42,7526,0.42578125
no_return_reserve,42,7634,0.31875
no_return_reserve,42,7747,0.2729591837
no_return_reserve,42,7823,0.265625
no_return_reserve,42,7922,0.3
no_return_reserve,42,8051,0.3329081633
no_return_reserve,42,8158,0.40234375
no_return_reserve,42,8283,0.3984375
no_return_reserve,42,8399,0.2984693878
no_return_reserve,42,8504,0.40625
no_return_reserve,42,8613,0.3515625
no_return_reserve,42,8753,0.3788265306
no_return_reserve,42,8857,0.390625
no_return_reserve,42,8981,0.3859375
no_return_reserve,42,9124,0.3826530612
no_return_reserve,42,9226,0.40625
no_return_reserve,42,9338,0.359375
no_return_reserve,42,9475,0.3596938776
no_return_reserve,42,9577,0.384765625
no_return_reserve,42,9701,0.3859375
no_return_reserve,42,9829,0.3201530612
no_return_reserve,42,9937,0.37890625
no_return_reserve,42,10048,0.3390625
no_return_reserve,42,10179,0.3303571429
no_return_reserve,42,10275,0.369140625
no_return_reserve,42,10395,0.3703125
no_return_reserve,42,10547,0.4005102041
no_return_reserve,42,10650,0.375
no_return_reserve,42,10777,0.3859375
no_return_reserve,42,10923,0.3596938776
no_return_reserve,42,11026,0.390625
no_return_reserve,42,11055,0.325
no_return_reserve,42,11203,0.3890306122
no_return_reserve,42,11317,0.419921875
no_return_reserve,42,11439,0.35625
no_return_reserve,42,11589,0.3801020408
no_return_reserve,42,11698,0.404296875
no_return_reserve,42,11830,0.4234375
no_return_reserve,42,11980,0.4005102041
no_return_reserve,42,12084,0.3671875
no_return_reserve,42,12217,0.40625
no_return_reserve,42,12368,0.3839285714
no_return_reserve,42,12458,0.318359375
no_return_reserve,42,12564,0.31875
no_return_reserve,42,12702,0.3316326531
no_return_reserve,42,12794,0.314453125
no_return_reserve,42,12921,0.39375
no_return_reserve,42,13078,0.3711734694
no_return_reserve,42,13185,0.375
no_return_reserve,42,13328,0.421875
no_return_reserve,42,13481,0.387755102
no_return_reserve,42,13585,0.396484375
no_return_reserve,42,13700,0.3640625
no_return_reserve,42,13838,0.3584183673
no_return_reserve,42,13947,0.4375
no_return_reserve,42,14081,0.4046875
no_return_reserve,42,14211,0.3443877551
no_return_reserve,42,14291,0.291015625
no_return_reserve,42,14397,0.3265625
no_return_reserve,42,14523,0.3329081633
no_return_reserve,42,14613,0.32421875
no_return_reserve,42,14726,0.365625
no_return_reserve,42,14850,0.3303571429
no_return_reserve,42,14868,0.2734375
no_return_reserve,42,14981,0.3609375
no_return_reserve,42,15132,0.4170918367
no_return_reserve,42,15229,0.373046875
no_return_reserve,42,15339,0.35
no_return_reserve,42,15491,0.4043367347
no_return_reserve,42,15580,0.349609375
no_return_reserve,42,15678,0.3109375
no_return_reserve,42,15816,0.3903061224
no_return_reserve,42,15896,0.318359375
no_return_reserve,42,15997,0.3375
no_return_reserve,42,16137,0.3826530612
no_return_reserve,42,16232,0.34375
no_return_reserve,42,16354,0.3828125
no_return_reserve,42,16500,0.3775510204
no_return_reserve,42,16594,0.3515625
no_return_reserve,42,16715,0.3859375
no_return_reserve,42,16862,0.3992346939
no_return_reserve,42,16965,0.400390625
no_return_reserve,42,17092,0.415625
no_return_reserve,42,17219,0.3494897959
no_return_reserve,42,17313,0.365234375
no_return_reserve,42,17431,0.3875
no_return_reserve,42,17585,0.4260204082
no_return_reserve,42,17686,0.419921875
no_return_reserve,42,17817,0.44375
no_return_reserve,42,17945,0.3278061224
no_return_reserve,42,18050,0.392578125
no_return_reserve,42,18166,0.371875
no_return_reserve,42,18302,0.3762755102
no_return_reserve,42,18395,0.36328125
no_return_reserve,42,18504,0.30625
no_return_reserve,42,18540,0.4081632653
no_return_reserve,43,67,0.19140625
no_return_reserve,43,122,0.1140625
no_return_reserve,43,162,0.06887755102
no_return_reserve,43,205,0.123046875
no_return_reserve,43,247,0.090625
no_return_reserve,43,269,0.01403061224
no_return_reserve,43,290,0.025390625
no_return_reserve,43,315,0.0265625
no_return_reserve,43,340,0.02678571429
no_return_reserve,43,361,0.0234375
no_return_reserve,43,395,0.06875
no_return_reserve,43,434,0.07270408163
no_return_reserve,43,481,0.134765625
no_return_reserve,43,524,0.1046875
no_return_reserve,43,555,0.04591836735
no_return_reserve,43,581,0.128125
no_return_reserve,43,627,0.1140625
no_return_reserve,43,684,0.1326530612
no_return_reserve,43,739,0.177734375
no_return_reserve,43,813,0.2296875
no_return_reserve,43,904,0.2461734694
no_return_reserve,43,951,0.15234375
no_return_reserve,43,992,0.10625
no_return_reserve,43,1040,0.1058673469
no_return_reserve,43,1085,0.146484375
no_return_reserve,43,1144,0.1859375
no_return_reserve,43,1223,0.2079081633
no_return_reserve,43,1286,0.23828125
no_return_reserve,43,1328,0.1125
no_return_reserve,43,1396,0.1823979592
no_return_reserve,43,1455,0.228515625
no_return_reserve,43,1498,0.2175
no_return_reserve,43,1594,0.2576530612
no_return_reserve,43,1664,0.27734375
no_return_reserve,43,1731,0.21875
no_return_reserve,43,1796,0.174744898
no_return_reserve,43,1855,0.212890625
no_return_reserve,43,1917,0.1921875
no_return_reserve,43,1966,0.1084183673
no_return_reserve,43,2011,0.146484375
no_return_reserve,43,2075,0.1796875
no_return_reserve,43,2154,0.2040816327
no_return_reserve,43,2220,0.236328125
no_return_reserve,43,2298,0.2484375
no_return_reserve,43,2386,0.2283163265
no_return_reserve,43,2444,0.201171875
no_return_reserve,43,2511,0.1984375
no_return_reserve,43,2583,0.1760204082
no_return_reserve,43,2658,0.29296875
no_return_reserve,43,2742,0.2796875
no_return_reserve,43,2809,0.1645408163
no_return_reserve,43,2879,0.259765625
no_return_reserve,43,2970,0.290625
no_return_reserve,43,3086,0.3278061224
no_return_reserve,43,3145,0.21484375
no_return_reserve,43,3222,0.2421875
no_return_reserve,43,3291,0.1785714286
no_return_reserve,43,3330,0.111328125
no_return_reserve,43,3387,0.1546875
no_return_reserve,43,3467,0.2079081633
no_return_reserve,43,3529,0.2109375
no_return_reserve,43,3610,0.2453125
no_return_reserve,43,3726,0.3150510204
no_return_reserve,43,3747,0.328125
no_return_reserve,43,3857,0.365625
no_return_reserve,43,3990,0.3609693878
no_return_reserve,43,4076,0.349609375
no_return_reserve,43,4153,0.2328125
no_return_reserve,43,4259,0.2920918367
no_return_reserve,43,4341,0.3203125
no_return_reserve,43,4417,0.2359375
no_return_reserve,43,4512,0.2461734694
no_return_reserve,43,4584,0.26953125
no_return_reserve,43,4667,0.2640625
no_return_reserve,43,4781,0.3201530612
no_return_reserve,43,4871,0.375
no_return_reserve,43,4990,0.4015625
no_return_reserve,43,5112,0.3418367347
no_return_reserve,43,5187,0.263671875
no_return_reserve,43,5272,0.2578125
no_return_reserve,43,5356,0.1977040816
no_return_reserve,43,5424,0.2421875
no_return_reserve,43,5496,0.203125
no_return_reserve,43,5603,0.2806122449
no_return_reserve,43,5679,0.2734375
no_return_reserve,43,5778,0.3109375
no_return_reserve,43,5908,0.3507653061
no_return_reserve,43,5996,0.333984375
no_return_reserve,43,6100,0.31875
no_return_reserve,43,6223,0.3265306122
no_return_reserve,43,6320,0.35546875
no_return_reserve,43,6443,0.3859375
no_return_reserve,43,6575,0.3367346939
no_return_reserve,43,6675,0.37109375
no_return_reserve,43,6786,0.359375
no_return_reserve,43,6821,0.362244898
no_return_reserve,43,6931,0.423828125
no_return_reserve,43,7058,0.3859375
no_return_reserve,43,7198,0.3762755102
no_return_reserve,43,7295,0.37109375
no_return_reserve,43,7413,0.3625
no_return_reserve,43,7539,0.3150510204
no_return_reserve,43,7636,0.37109375
no_return_reserve,43,7734,0.3109375
no_return_reserve,43,7866,0.3584183673
no_return_reserve,43,7957,0.353515625
no_return_reserve,43,8076,0.384375
no_return_reserve,43,8207,0.3431122449
no_return_reserve,43,8307,0.3671875
no_return_reserve,43,8416,0.3421875
no_return_reserve,43,8543,0.3214285714
no_return_reserve,43,8637,0.375
no_return_reserve,43,8746,0.325
no_return_reserve,43,8875,0.3482142857
no_return_reserve,43,8972,0.36328125
no_return_reserve,43,9095,0.384375
no_return_reserve,43,9222,0.3214285714
no_return_reserve,43,9317,0.345703125
no_return_reserve,43,9449,0.4046875
no_return_reserve,43,9579,0.3214285714
no_return_reserve,43,9672,0.345703125
no_return_reserve,43,9779,0.3375
no_return_reserve,43,9915,0.368622449
no_return_reserve,43,9996,0.29296875
no_return_reserve,43,10095,0.290625
no_return_reserve,43,10205,0.2844387755
no_return_reserve,43,10286,0.291015625
no_return_reserve,43,10315,0.31875
no_return_reserve,43,10453,0.3533163265
no_return_reserve,43,10553,0.34765625
no_return_reserve,43,10676,0.3671875
no_return_reserve,43,10817,0.3852040816
no_return_reserve,43,10910,0.33984375
no_return_reserve,43,11035,0.3984375
no_return_reserve,43,11187,0.3915816327
no_return_reserve,43,11286,0.400390625
no_return_reserve,43,11395,0.334375
no_return_reserve,43,11546,0.4005102041
no_return_reserve,43,11637,0.31640625
no_return_reserve,43,11757,0.384375
no_return_reserve,43,11914,0.4285714286
no_return_reserve,43,12017,0.37890625
no_return_reserve,43,12131,0.36875
no_return_reserve,43,12274,0.381377551
no_return_reserve,43,12372,0.37109375
no_return_reserve,43,12497,0.4078125
no_return_reserve,43,12632,0.3737244898
no_return_reserve,43,12751,0.4765625
no_return_reserve,43,12878,0.4125
no_return_reserve,43,13009,0.3392857143
no_return_reserve,43,13113,0.392578125
no_return_reserve,43,13247,0.4109375
no_return_reserve,43,13376,0.3137755102
no_return_reserve,43,13473,0.33984375
no_return_reserve,43,13594,0.3578125
no_return_reserve,43,13737,0.3329081633
no_return_reserve,43,13825,0.3203125
no_return_reserve,43,13926,0.30625
no_return_reserve,43,14078,0.3762755102
no_return_reserve,43,14107,0.390625
no_return_reserve,43,14229,0.36875
no_return_reserve,43,14375,0.375
no_return_reserve,43,14484,0.41796875
no_return_reserve,43,14617,0.4109375
no_return_reserve,43,14764,0.3839285714
no_return_reserve,43,14876,0.4375
no_return_reserve,43,15007,0.38125
no_return_reserve,43,15141,0.3367346939
no_return_reserve,43,15242,0.33984375
no_return_reserve,43,15362,0.384375
no_return_reserve,43,15522,0.4043367347
no_return_reserve,43,15614,0.345703125
no_return_reserve,43,15757,0.428125
no_return_reserve,43,15921,0.4400510204
no_return_reserve,43,16055,0.486328125
no_return_reserve,43,16204,0.425
no_return_reserve,43,16348,0.3482142857
no_return_reserve,43,16470,0.431640625
no_return_reserve,43,16615,0.44375
no_return_reserve,43,16767,0.3928571429
no_return_reserve,43,16873,0.380859375
no_return_reserve,43,17005,0.390625
no_return_reserve,43,17166,0.4145408163
no_return_reserve,43,17276,0.388671875
no_return_reserve,43,17393,0.35625
no_return_reserve,43,17544,0.4132653061
no_return_reserve,43,17646,0.423828125
no_return_reserve,43,17781,0.415625
no_return_reserve,43,17930,0.381377551
no_return_reserve,43,18042,0.419921875
no_return_reserve,43,18189,0.465625
no_return_reserve,43,18222,0.3826530612
no_return_reserve,44,61,0.181640625
no_return_reserve,44,111,0.0984375
no_return_reserve,44,148,0.04081632653
no_return_reserve,44,179,0.041015625
no_return_reserve,44,215,0.0578125
no_return_reserve,44,246,0.0306122449
no_return_reserve,44,276,0.046875
no_return_reserve,44,312,0.05625
no_return_reserve,44,355,0.05739795918
no_return_reserve,44,379,0.025390625
no_return_reserve,44,407,0.0359375
no_return_reserve,44,439,0.04464285714
no_return_reserve,44,477,0.07421875
no_return_reserve,44,507,0.0390625
no_return_reserve,44,542,0.03826530612
no_return_reserve,44,574,0.11875
no_return_reserve,44,624,0.096875
no_return_reserve,44,687,0.1275510204
no_return_reserve,44,718,0.052734375
no_return_reserve,44,748,0.0453125
no_return_reserve,44,778,0.04081632653
no_return_reserve,44,816,0.08984375
no_return_reserve,44,848,0.0578125
no_return_reserve,44,898,0.09183673469
no_return_reserve,44,959,0.197265625
no_return_reserve,44,1027,0.18125
no_return_reserve,44,1076,0.09566326531
no_return_reserve,44,1101,0.0390625
no_return_reserve,44,1127,0.0375
no_return_reserve,44,1164,0.06505102041
no_return_reserve,44,1201,0.095703125
no_return_reserve,44,1247,0.22
no_return_reserve,44,1344,0.2448979592
no_return_reserve,44,1419,0.265625
no_return_reserve,44,1497,0.2390625
no_return_reserve,44,1585,0.2334183673
no_return_reserve,44,1623,0.099609375
no_return_reserve,44,1707,0.2484375
no_return_reserve,44,1799,0.2385204082
no_return_reserve,44,1847,0.14453125
no_return_reserve,44,1929,0.2515625
no_return_reserve,44,2022,0.243622449
no_return_reserve,44,2104,0.306640625
no_return_reserve,44,2181,0.221875
no_return_reserve,44,2254,0.1709183673
no_return_reserve,44,2295,0.109375
no_return_reserve,44,2375,0.2265625
no_return_reserve,44,2470,0.2448979592
no_return_reserve,44,2560,0.34375
no_return_reserve,44,2678,0.3703125
no_return_reserve,44,2799,0.3176020408
no_return_reserve,44,2888,0.3125
no_return_reserve,44,2986,0.2953125
no_return_reserve,44,3108,0.3290816327
no_return_reserve,44,3188,0.28515625
no_return_reserve,44,3296,0.328125
no_return_reserve,44,3399,0.2589285714
no_return_reserve,44,3480,0.298828125
no_return_reserve,44,3570,0.275
no_return_reserve,44,3659,0.2219387755
no_return_reserve,44,3735,0.2734375
no_return_reserve,44,3830,0.290625
no_return_reserve,44,3970,0.375
no_return_reserve,44,3998,0.4453125
no_return_reserve,44,4097,0.29375
no_return_reserve,44,4216,0.3125
no_return_reserve,44,4292,0.267578125
no_return_reserve,44,4396,0.3046875
no_return_reserve,44,4507,0.2678571429
no_return_reserve,44,4562,0.16796875
no_return_reserve,44,4655,0.2671875
no_return_reserve,44,4759,0.2474489796
no_return_reserve,44,4839,0.29296875
no_return_reserve,44,4948,0.334375
no_return_reserve,44,5085,0.3596938776
no_return_reserve,44,5181,0.3515625
no_return_reserve,44,5297,0.3671875
no_return_reserve,44,5447,0.4017857143
no_return_reserve,44,5546,0.37109375
no_return_reserve,44,5655,0.3421875
no_return_reserve,44,5800,0.3954081633
no_return_reserve,44,5899,0.38671875
no_return_reserve,44,5990,0.278125
no_return_reserve,44,6110,0.3010204082
no_return_reserve,44,6213,0.404296875
no_return_reserve,44,6352,0.44375
no_return_reserve,44,6486,0.3647959184
no_return_reserve,44,6580,0.376953125
no_return_reserve,44,6688,0.35625
no_return_reserve,44,6800,0.2959183673
no_return_reserve,44,6869,0.236328125
no_return_reserve,44,6948,0.2578125
no_return_reserve,44,7026,0.193877551
no_return_reserve,44,7097,0.26953125
no_return_reserve,44,7191,0.2984375
no_return_reserve,44,7206,0.1224489796
