record_type,model,training_seed,episodes_seen,environment_interactions,safe_weighted_coverage,median,q25,q75,validation_mode,validation_instance_count,validation_instances_hash,source_path,source_sha256
seed,full,45,16,70,0.408769132653061,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,160,957,0.467507558578987,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,250,1662,0.497679280045351,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,314,2168,0.489927012471655,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,474,3553,0.485433201058201,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,500,3764,0.484730489417989,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,628,4723,0.466964285714285,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,788,6031,0.482270408163265,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,948,7464,0.494301540060469,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,1000,7915,0.504052106953893,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,1096,8768,0.495323129251701,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,1256,10143,0.497301351095994,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,1416,11697,0.49718679138322,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,1500,12405,0.483690003779289,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,1564,12916,0.481414162887377,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,1724,14300,0.488625519652305,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,1884,15761,0.493568121693122,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,2000,16797,0.494698365457294,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,2032,17083,0.494984174225246,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,2192,18542,0.489888038548753,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,2352,19995,0.488507416855631,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,2500,21379,0.496834845049131,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,2660,22858,0.498107993197279,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,2820,24350,0.498505999622071,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,2980,25795,0.494397203325775,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,45,3000,25977,0.492664635298564,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed45_3000ep/training_metrics.jsonl,dc0755baec0d8585c68705de2b221b962250e8a84db4d8e7fd378d8906431dec
seed,full,46,16,78,0.407473544973545,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,160,1014,0.456995228647014,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,250,1740,0.46833664021164,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,314,2258,0.472430083144369,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,474,3547,0.483034533257747,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,500,3742,0.486088671579743,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,628,4893,0.486251653439153,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,788,6306,0.482001133786848,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,948,7667,0.481421249055178,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,1000,8068,0.484931264172336,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,1096,8946,0.489397911942555,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,1256,10437,0.493128779289494,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,1416,11923,0.497000188964475,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,1500,12717,0.492904383975812,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,1564,13283,0.493903533635676,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,1724,14737,0.492472127739985,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,1884,16145,0.491001747921391,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,2000,17145,0.498578042328042,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,2032,17459,0.499623252078609,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,2192,18947,0.49979332010582,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,2352,20509,0.499747260015117,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,2500,21800,0.499558295540438,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,2660,23270,0.494208238851096,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,2820,24729,0.495377456538171,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,2980,26144,0.495183767951625,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
seed,full,46,3000,26342,0.502608890778533,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_full_seed46_3000ep/training_metrics.jsonl,74478343a53449ac67b94aac32179abe67a4fe1767550926e216ce91b33636c0
summary,full,,16,,,0.370693972033258,0.368706301965231,0.407473544973545,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,160,,,0.467507558578987,0.462716128117914,0.471572656840514,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,250,,,0.483341600529101,0.469693641345427,0.490077003023432,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,314,,,0.482284580498866,0.475380291005291,0.489927012471655,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,474,,,0.485433201058201,0.483767951625094,0.490400604686319,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,500,,,0.486088671579743,0.484730489417989,0.492603221844293,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,628,,,0.487732662509448,0.486251653439153,0.492832341269841,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,788,,,0.482270408163265,0.482001133786848,0.495415249433106,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,948,,,0.49384802532124,0.486898856764928,0.494301540060469,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,1000,,,0.492287887377173,0.490003779289493,0.49504794973545,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,1096,,,0.495323129251701,0.489397911942555,0.499063444822373,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,1256,,,0.495175500755858,0.494273195389267,0.497301351095994,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,1416,,,0.497120653817082,0.497000188964475,0.49718679138322,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,1500,,,0.492904383975812,0.492411895313681,0.493791335978836,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,1564,,,0.491986725245654,0.488916052532124,0.493903533635676,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,1724,,,0.492472127739985,0.488625519652305,0.496834845049131,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,1884,,,0.493568121693122,0.491001747921391,0.495745937263794,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,2000,,,0.49568570483749,0.495222741874527,0.498578042328042,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,2032,,,0.496580924036281,0.494984174225246,0.499623252078609,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,2192,,,0.49979332010582,0.489888038548753,0.500090939153439,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,2352,,,0.495454223356009,0.488507416855631,0.498913454270597,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,2500,,,0.495505007558579,0.494444444444445,0.496834845049131,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,2660,,,0.497178524187453,0.496110874905518,0.498107993197279,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,2820,,,0.498674886621315,0.498505999622071,0.501286139455782,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,2980,,,0.495183767951625,0.494397203325775,0.49859339569161,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
summary,full,,3000,,,0.497039162887377,0.494172808012094,0.500511385109599,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,derived_from_five_seed_rows_at_same_recorded_episode,
seed,a2c_pointer,42,16,66,0.28245346749811,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_a2c_pointer_seed42_3000ep/training_metrics.jsonl,f187d3fcd0734379aea2baa60644426beda3dc456c92fc2a97204ca419757ddb
seed,a2c_pointer,42,160,865,0.415715939153439,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_a2c_pointer_seed42_3000ep/training_metrics.jsonl,f187d3fcd0734379aea2baa60644426beda3dc456c92fc2a97204ca419757ddb
seed,a2c_pointer,42,250,1438,0.433817554799698,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_a2c_pointer_seed42_3000ep/training_metrics.jsonl,f187d3fcd0734379aea2baa60644426beda3dc456c92fc2a97204ca419757ddb
seed,a2c_pointer,42,314,1828,0.437910997732426,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_a2c_pointer_seed42_3000ep/training_metrics.jsonl,f187d3fcd0734379aea2baa60644426beda3dc456c92fc2a97204ca419757ddb
seed,a2c_pointer,42,474,2889,0.445005432728647,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_a2c_pointer_seed42_3000ep/training_metrics.jsonl,f187d3fcd0734379aea2baa60644426beda3dc456c92fc2a97204ca419757ddb
seed,a2c_pointer,42,500,3065,0.447883597883598,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_a2c_pointer_seed42_3000ep/training_metrics.jsonl,f187d3fcd0734379aea2baa60644426beda3dc456c92fc2a97204ca419757ddb
seed,a2c_pointer,42,628,3947,0.452183720710506,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_a2c_pointer_seed42_3000ep/training_metrics.jsonl,f187d3fcd0734379aea2baa60644426beda3dc456c92fc2a97204ca419757ddb
seed,a2c_pointer,42,788,5093,0.467116638321995,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_a2c_pointer_seed42_3000ep/training_metrics.jsonl,f187d3fcd0734379aea2baa60644426beda3dc456c92fc2a97204ca419757ddb
seed,a2c_pointer,42,948,6386,0.480664210128496,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_a2c_pointer_seed42_3000ep/training_metrics.jsonl,f187d3fcd0734379aea2baa60644426beda3dc456c92fc2a97204ca419757ddb
seed,a2c_pointer,42,1000,6804,0.475823176492819,,,,external_multimap_v3_1,108,64b3e7eb929c5ddc5f8cd2efc3a4c199933c03d038bdbe8cd2ab5acb207388a5,paper_runs/multimap_v3_1/formal_training/formal_a2c_pointer_seed42_3000ep/training_metrics.jsonl,f187d3fcd0734379aea2baa60644426beda3dc456c92fc2a97204ca419757ddb
