task_id,map_id,model,route_found,display_rotation_deg,distance_m,energy_wh,time_s,weighted_coverage,returned,termination_reason
real_test__cn_guizhou_karst__road_00__task_08,cn_guizhou_karst,full,True,0,9500.792226,46.04833473,1005.983021,0.3469387755,True,returned_partial
