a2c_pointer_score,aggregation,full_minus_a2c_points,full_score,traditional_ppo_score
75.5320119762795,geometric,0.4952321352765239,76.02724411155603,48.457507047422766
79.14342017785575,arithmetic,0.7424122502583828,79.88583242811413,59.67521192431469
