aggregation,grid_id,is_first,model,rank,scope,score,score_0_to_1,score_0_to_100,weight_D1,weight_D2,weight_D3,weight_D4,weight_D5,weight_D6,weight_D7
geometric,623,0.0,a2c_pointer,2,core_learning_training_aware,0.6666914048155183,0.6666914048155183,66.66914048155182,0.25,0.2,0.25,0.1,0.05,0.05,0.1
arithmetic,623,0.0,a2c_pointer,2,core_learning_training_aware,0.71043602854773,0.71043602854773,71.043602854773,0.25,0.2,0.25,0.1,0.05,0.05,0.1
geometric,624,1.0,full,1,core_learning_training_aware,0.6678462927842207,0.6678462927842207,66.78462927842207,0.25,0.2,0.25,0.1,0.05,0.1,0.05
arithmetic,624,1.0,full,1,core_learning_training_aware,0.7135316009097159,0.7135316009097159,71.35316009097158,0.25,0.2,0.25,0.1,0.05,0.1,0.05
geometric,624,0.0,traditional_ppo,3,core_learning_training_aware,0.530115759279511,0.530115759279511,53.01157592795111,0.25,0.2,0.25,0.1,0.05,0.1,0.05
arithmetic,624,0.0,traditional_ppo,3,core_learning_training_aware,0.6147606923424418,0.6147606923424418,61.47606923424418,0.25,0.2,0.25,0.1,0.05,0.1,0.05
geometric,624,0.0,a2c_pointer,2,core_learning_training_aware,0.6675076833201817,0.6675076833201817,66.75076833201817,0.25,0.2,0.25,0.1,0.05,0.1,0.05
arithmetic,624,0.0,a2c_pointer,2,core_learning_training_aware,0.7116086518889242,0.7116086518889242,71.16086518889242,0.25,0.2,0.25,0.1,0.05,0.1,0.05
geometric,625,0.0,full,2,core_learning_training_aware,0.6459178522833358,0.6459178522833358,64.59178522833358,0.25,0.2,0.25,0.1,0.1,0.05,0.05
arithmetic,625,1.0,full,1,core_learning_training_aware,0.689515754915971,0.689515754915971,68.9515754915971,0.25,0.2,0.25,0.1,0.1,0.05,0.05
geometric,625,0.0,traditional_ppo,3,core_learning_training_aware,0.5185541546491174,0.5185541546491174,51.85541546491174,0.25,0.2,0.25,0.1,0.1,0.05,0.05
arithmetic,625,0.0,traditional_ppo,3,core_learning_training_aware,0.5971753353468484,0.5971753353468484,59.71753353468484,0.25,0.2,0.25,0.1,0.1,0.05,0.05
geometric,625,1.0,a2c_pointer,1,core_learning_training_aware,0.646649169581916,0.646649169581916,64.6649169581916,0.25,0.2,0.25,0.1,0.1,0.05,0.05
arithmetic,625,0.0,a2c_pointer,2,core_learning_training_aware,0.6888098461436917,0.6888098461436917,68.88098461436917,0.25,0.2,0.25,0.1,0.1,0.05,0.05
geometric,626,1.0,full,1,core_learning_training_aware,0.6655798308519151,0.6655798308519151,66.55798308519151,0.25,0.2,0.25,0.15,0.05,0.05,0.05
arithmetic,626,1.0,full,1,core_learning_training_aware,0.7102910311752895,0.7102910311752895,71.02910311752895,0.25,0.2,0.25,0.15,0.05,0.05,0.05
geometric,626,0.0,traditional_ppo,3,core_learning_training_aware,0.5290291582532153,0.5290291582532153,52.90291582532153,0.25,0.2,0.25,0.15,0.05,0.05,0.05
arithmetic,626,0.0,traditional_ppo,3,core_learning_training_aware,0.6127780668366335,0.6127780668366335,61.27780668366335,0.25,0.2,0.25,0.15,0.05,0.05,0.05
geometric,626,0.0,a2c_pointer,2,core_learning_training_aware,0.6652574600371087,0.6652574600371087,66.52574600371088,0.25,0.2,0.25,0.15,0.05,0.05,0.05
arithmetic,626,0.0,a2c_pointer,2,core_learning_training_aware,0.7084410264134756,0.7084410264134756,70.84410264134756,0.25,0.2,0.25,0.15,0.05,0.05,0.05
geometric,627,1.0,full,1,core_learning_training_aware,0.6412679987953818,0.6412679987953818,64.12679987953818,0.25,0.25,0.1,0.05,0.05,0.1,0.2
arithmetic,627,1.0,full,1,core_learning_training_aware,0.6913988414393655,0.6913988414393655,69.13988414393654,0.25,0.25,0.1,0.05,0.05,0.1,0.2
geometric,627,0.0,traditional_ppo,3,core_learning_training_aware,0.39496702027062564,0.39496702027062564,39.49670202706256,0.25,0.25,0.1,0.05,0.05,0.1,0.2
arithmetic,627,0.0,traditional_ppo,3,core_learning_training_aware,0.4732036557518713,0.4732036557518713,47.320365575187125,0.25,0.25,0.1,0.05,0.05,0.1,0.2
geometric,627,0.0,a2c_pointer,2,core_learning_training_aware,0.6395874523944457,0.6395874523944457,63.95874523944457,0.25,0.25,0.1,0.05,0.05,0.1,0.2
arithmetic,627,0.0,a2c_pointer,2,core_learning_training_aware,0.6873834883185761,0.6873834883185761,68.7383488318576,0.25,0.25,0.1,0.05,0.05,0.1,0.2
geometric,628,1.0,full,1,core_learning_training_aware,0.6419467107501144,0.6419467107501144,64.19467107501144,0.25,0.25,0.1,0.05,0.05,0.15,0.15
arithmetic,628,1.0,full,1,core_learning_training_aware,0.6924309412863722,0.6924309412863722,69.24309412863721,0.25,0.25,0.1,0.05,0.05,0.15,0.15
geometric,628,0.0,traditional_ppo,3,core_learning_training_aware,0.4300711105055709,0.4300711105055709,43.00711105055709,0.25,0.25,0.1,0.05,0.05,0.15,0.15
arithmetic,628,0.0,traditional_ppo,3,core_learning_training_aware,0.5135332684207063,0.5135332684207063,51.353326842070636,0.25,0.25,0.1,0.05,0.05,0.15,0.15
geometric,628,0.0,a2c_pointer,2,core_learning_training_aware,0.6403705455698956,0.6403705455698956,64.03705455698956,0.25,0.25,0.1,0.05,0.05,0.15,0.15
arithmetic,628,0.0,a2c_pointer,2,core_learning_training_aware,0.6885561116597702,0.6885561116597702,68.85561116597701,0.25,0.25,0.1,0.05,0.05,0.15,0.15
geometric,629,1.0,full,1,core_learning_training_aware,0.6426261410471291,0.6426261410471291,64.26261410471291,0.25,0.25,0.1,0.05,0.05,0.2,0.1
arithmetic,629,1.0,full,1,core_learning_training_aware,0.6934630411333788,0.6934630411333788,69.34630411333788,0.25,0.25,0.1,0.05,0.05,0.2,0.1
geometric,629,0.0,traditional_ppo,3,core_learning_training_aware,0.4682952008619917,0.4682952008619917,46.829520086199175,0.25,0.25,0.1,0.05,0.05,0.2,0.1
arithmetic,629,0.0,traditional_ppo,3,core_learning_training_aware,0.5538628810895412,0.5538628810895412,55.38628810895412,0.25,0.25,0.1,0.05,0.05,0.2,0.1
geometric,629,0.0,a2c_pointer,2,core_learning_training_aware,0.6411545975429565,0.6411545975429565,64.11545975429564,0.25,0.25,0.1,0.05,0.05,0.2,0.1
arithmetic,629,0.0,a2c_pointer,2,core_learning_training_aware,0.6897287350009641,0.6897287350009641,68.97287350009641,0.25,0.25,0.1,0.05,0.05,0.2,0.1
geometric,630,1.0,full,1,core_learning_training_aware,0.6202122449360886,0.6202122449360886,62.02122449360886,0.25,0.25,0.1,0.05,0.1,0.05,0.2
arithmetic,630,1.0,full,1,core_learning_training_aware,0.6673829954456206,0.6673829954456206,66.73829954456207,0.25,0.25,0.1,0.05,0.1,0.05,0.2
geometric,630,0.0,traditional_ppo,3,core_learning_training_aware,0.38635295353052346,0.38635295353052346,38.63529535305234,0.25,0.25,0.1,0.05,0.1,0.05,0.2
arithmetic,630,0.0,traditional_ppo,3,core_learning_training_aware,0.455618298756278,0.455618298756278,45.5618298756278,0.25,0.25,0.1,0.05,0.1,0.05,0.2
geometric,630,0.0,a2c_pointer,2,core_learning_training_aware,0.6196013998051563,0.6196013998051563,61.96013998051563,0.25,0.25,0.1,0.05,0.1,0.05,0.2
arithmetic,630,0.0,a2c_pointer,2,core_learning_training_aware,0.6645846825733435,0.6645846825733435,66.45846825733435,0.25,0.25,0.1,0.05,0.1,0.05,0.2
geometric,631,1.0,full,1,core_learning_training_aware,0.6208686716810696,0.6208686716810696,62.08686716810696,0.25,0.25,0.1,0.05,0.1,0.1,0.15
arithmetic,631,1.0,full,1,core_learning_training_aware,0.6684150952926273,0.6684150952926273,66.84150952926274,0.25,0.25,0.1,0.05,0.1,0.1,0.15
geometric,631,0.0,traditional_ppo,3,core_learning_training_aware,0.4206914381310357,0.4206914381310357,42.06914381310357,0.25,0.25,0.1,0.05,0.1,0.1,0.15
arithmetic,631,0.0,traditional_ppo,3,core_learning_training_aware,0.495947911425113,0.495947911425113,49.594791142511305,0.25,0.25,0.1,0.05,0.1,0.1,0.15
geometric,631,0.0,a2c_pointer,2,core_learning_training_aware,0.620360022610951,0.620360022610951,62.0360022610951,0.25,0.25,0.1,0.05,0.1,0.1,0.15
arithmetic,631,0.0,a2c_pointer,2,core_learning_training_aware,0.6657573059145375,0.6657573059145375,66.57573059145375,0.25,0.25,0.1,0.05,0.1,0.1,0.15
geometric,632,1.0,full,1,core_learning_training_aware,0.6215257931818782,0.6215257931818782,62.15257931818782,0.25,0.25,0.1,0.05,0.1,0.15,0.1
arithmetic,632,1.0,full,1,core_learning_training_aware,0.669447195139634,0.669447195139634,66.9447195139634,0.25,0.25,0.1,0.05,0.1,0.15,0.1
geometric,632,0.0,traditional_ppo,3,core_learning_training_aware,0.45808187694565355,0.45808187694565355,45.808187694565355,0.25,0.25,0.1,0.05,0.1,0.15,0.1
arithmetic,632,0.0,traditional_ppo,3,core_learning_training_aware,0.536277524093948,0.536277524093948,53.6277524093948,0.25,0.25,0.1,0.05,0.1,0.15,0.1
geometric,632,0.0,a2c_pointer,2,core_learning_training_aware,0.6211195742535134,0.6211195742535134,62.111957425351335,0.25,0.25,0.1,0.05,0.1,0.15,0.1
arithmetic,632,0.0,a2c_pointer,2,core_learning_training_aware,0.6669299292557318,0.6669299292557318,66.69299292557318,0.25,0.25,0.1,0.05,0.1,0.15,0.1
geometric,633,1.0,full,1,core_learning_training_aware,0.6221836101738374,0.6221836101738374,62.21836101738374,0.25,0.25,0.1,0.05,0.1,0.2,0.05
arithmetic,633,1.0,full,1,core_learning_training_aware,0.6704792949866407,0.6704792949866407,67.04792949866408,0.25,0.25,0.1,0.05,0.1,0.2,0.05
geometric,633,0.0,traditional_ppo,3,core_learning_training_aware,0.4987955231945863,0.4987955231945863,49.87955231945863,0.25,0.25,0.1,0.05,0.1,0.2,0.05
arithmetic,633,0.0,traditional_ppo,3,core_learning_training_aware,0.5766071367627831,0.5766071367627831,57.660713676278306,0.25,0.25,0.1,0.05,0.1,0.2,0.05
geometric,633,0.0,a2c_pointer,2,core_learning_training_aware,0.6218800558700855,0.6218800558700855,62.188005587008554,0.25,0.25,0.1,0.05,0.1,0.2,0.05
arithmetic,633,0.0,a2c_pointer,2,core_learning_training_aware,0.6681025525969259,0.6681025525969259,66.81025525969258,0.25,0.25,0.1,0.05,0.1,0.2,0.05
geometric,634,0.0,full,2,core_learning_training_aware,0.6004827207924861,0.6004827207924861,60.04827207924861,0.25,0.25,0.1,0.05,0.15,0.05,0.15
arithmetic,634,1.0,full,1,core_learning_training_aware,0.6443992492988824,0.6443992492988824,64.43992492988824,0.25,0.25,0.1,0.05,0.15,0.05,0.15
geometric,634,0.0,traditional_ppo,3,core_learning_training_aware,0.411516332516984,0.411516332516984,41.1516332516984,0.25,0.25,0.1,0.05,0.15,0.05,0.15
arithmetic,634,0.0,traditional_ppo,3,core_learning_training_aware,0.4783625544295197,0.4783625544295197,47.836255442951966,0.25,0.25,0.1,0.05,0.15,0.05,0.15
geometric,634,1.0,a2c_pointer,1,core_learning_training_aware,0.6009747954777757,0.6009747954777757,60.09747954777757,0.25,0.25,0.1,0.05,0.15,0.05,0.15
arithmetic,634,0.0,a2c_pointer,2,core_learning_training_aware,0.642958500169305,0.642958500169305,64.2958500169305,0.25,0.25,0.1,0.05,0.15,0.05,0.15
geometric,635,0.0,full,2,core_learning_training_aware,0.6011182659966408,0.6011182659966408,60.11182659966408,0.25,0.25,0.1,0.05,0.15,0.1,0.1
arithmetic,635,1.0,full,1,core_learning_training_aware,0.6454313491458892,0.6454313491458892,64.54313491458892,0.25,0.25,0.1,0.05,0.15,0.1,0.1
geometric,635,0.0,traditional_ppo,3,core_learning_training_aware,0.44809130138383213,0.44809130138383213,44.80913013838321,0.25,0.25,0.1,0.05,0.15,0.1,0.1
arithmetic,635,0.0,traditional_ppo,3,core_learning_training_aware,0.5186921670983546,0.5186921670983546,51.86921670983546,0.25,0.25,0.1,0.05,0.15,0.1,0.1
geometric,635,1.0,a2c_pointer,1,core_learning_training_aware,0.601710612384743,0.601710612384743,60.1710612384743,0.25,0.25,0.1,0.05,0.15,0.1,0.1
arithmetic,635,0.0,a2c_pointer,2,core_learning_training_aware,0.6441311235104992,0.6441311235104992,64.41311235104992,0.25,0.25,0.1,0.05,0.15,0.1,0.1
geometric,636,0.0,full,2,core_learning_training_aware,0.6017544838557987,0.6017544838557987,60.17544838557987,0.25,0.25,0.1,0.05,0.15,0.15,0.05
arithmetic,636,1.0,full,1,core_learning_training_aware,0.6464634489928958,0.6464634489928958,64.64634489928957,0.25,0.25,0.1,0.05,0.15,0.15,0.05
geometric,636,0.0,traditional_ppo,3,core_learning_training_aware,0.48791699991049453,0.48791699991049453,48.791699991049455,0.25,0.25,0.1,0.05,0.15,0.15,0.05
arithmetic,636,0.0,traditional_ppo,3,core_learning_training_aware,0.5590217797671898,0.5590217797671898,55.90217797671898,0.25,0.25,0.1,0.05,0.15,0.15,0.05
geometric,636,1.0,a2c_pointer,1,core_learning_training_aware,0.6024473302055666,0.6024473302055666,60.244733020556666,0.25,0.25,0.1,0.05,0.15,0.15,0.05
arithmetic,636,0.0,a2c_pointer,2,core_learning_training_aware,0.6453037468516933,0.6453037468516933,64.53037468516933,0.25,0.25,0.1,0.05,0.15,0.15,0.05
geometric,637,1.0,full,1,core_learning_training_aware,0.6390917352997557,0.6390917352997557,63.90917352997557,0.25,0.25,0.1,0.1,0.05,0.05,0.2
arithmetic,637,1.0,full,1,core_learning_training_aware,0.688158271704939,0.688158271704939,68.8158271704939,0.25,0.25,0.1,0.1,0.05,0.05,0.2
geometric,637,0.0,traditional_ppo,3,core_learning_training_aware,0.3941574394157529,0.3941574394157529,39.415743941575286,0.25,0.25,0.1,0.1,0.05,0.05,0.2
arithmetic,637,0.0,traditional_ppo,3,core_learning_training_aware,0.4712210302460631,0.4712210302460631,47.12210302460631,0.25,0.25,0.1,0.1,0.05,0.05,0.2
geometric,637,0.0,a2c_pointer,2,core_learning_training_aware,0.6374313505054298,0.6374313505054298,63.743135050542975,0.25,0.25,0.1,0.1,0.05,0.05,0.2
arithmetic,637,0.0,a2c_pointer,2,core_learning_training_aware,0.6842158628431275,0.6842158628431275,68.42158628431275,0.25,0.25,0.1,0.1,0.05,0.05,0.2
geometric,638,1.0,full,1,core_learning_training_aware,0.6397681439178898,0.6397681439178898,63.976814391788984,0.25,0.25,0.1,0.1,0.05,0.1,0.15
arithmetic,638,1.0,full,1,core_learning_training_aware,0.6891903715519458,0.6891903715519458,68.91903715519459,0.25,0.25,0.1,0.1,0.05,0.1,0.15
geometric,638,0.0,traditional_ppo,3,core_learning_training_aware,0.429189575290148,0.429189575290148,42.918957529014804,0.25,0.25,0.1,0.1,0.05,0.1,0.15
arithmetic,638,0.0,traditional_ppo,3,core_learning_training_aware,0.5115506429148982,0.5115506429148982,51.155064291489815,0.25,0.25,0.1,0.1,0.05,0.1,0.15
geometric,638,0.0,a2c_pointer,2,core_learning_training_aware,0.6382118038093991,0.6382118038093991,63.821180380939914,0.25,0.25,0.1,0.1,0.05,0.1,0.15
arithmetic,638,0.0,a2c_pointer,2,core_learning_training_aware,0.6853884861843216,0.6853884861843216,68.53884861843216,0.25,0.25,0.1,0.1,0.05,0.1,0.15
geometric,639,1.0,full,1,core_learning_training_aware,0.6404452684404762,0.6404452684404762,64.04452684404762,0.25,0.25,0.1,0.1,0.05,0.15,0.1
arithmetic,639,1.0,full,1,core_learning_training_aware,0.6902224713989524,0.6902224713989524,69.02224713989524,0.25,0.25,0.1,0.1,0.05,0.15,0.1
geometric,639,0.0,traditional_ppo,3,core_learning_training_aware,0.46733531608784795,0.46733531608784795,46.733531608784794,0.25,0.25,0.1,0.1,0.05,0.15,0.1
arithmetic,639,0.0,traditional_ppo,3,core_learning_training_aware,0.5518802555837331,0.5518802555837331,55.18802555837331,0.25,0.25,0.1,0.1,0.05,0.15,0.1
geometric,639,0.0,a2c_pointer,2,core_learning_training_aware,0.6389932126787939,0.6389932126787939,63.899321267879394,0.25,0.25,0.1,0.1,0.05,0.15,0.1
arithmetic,639,0.0,a2c_pointer,2,core_learning_training_aware,0.6865611095255157,0.6865611095255157,68.65611095255157,0.25,0.25,0.1,0.1,0.05,0.15,0.1
geometric,640,1.0,full,1,core_learning_training_aware,0.6411231096252212,0.6411231096252212,64.11231096252212,0.25,0.25,0.1,0.1,0.05,0.2,0.05
arithmetic,640,1.0,full,1,core_learning_training_aware,0.6912545712459592,0.6912545712459592,69.12545712459593,0.25,0.25,0.1,0.1,0.05,0.2,0.05
geometric,640,0.0,traditional_ppo,3,core_learning_training_aware,0.5088713944537929,0.5088713944537929,50.88713944537929,0.25,0.25,0.1,0.1,0.05,0.2,0.05
arithmetic,640,0.0,traditional_ppo,3,core_learning_training_aware,0.5922098682525683,0.5922098682525683,59.22098682525683,0.25,0.25,0.1,0.1,0.05,0.2,0.05
geometric,640,0.0,a2c_pointer,2,core_learning_training_aware,0.6397755782835821,0.6397755782835821,63.977557828358215,0.25,0.25,0.1,0.1,0.05,0.2,0.05
arithmetic,640,0.0,a2c_pointer,2,core_learning_training_aware,0.6877337328667099,0.6877337328667099,68.77337328667099,0.25,0.25,0.1,0.1,0.05,0.2,0.05
geometric,641,1.0,full,1,core_learning_training_aware,0.6187616371365491,0.6187616371365491,61.87616371365491,0.25,0.25,0.1,0.1,0.1,0.05,0.15
arithmetic,641,1.0,full,1,core_learning_training_aware,0.6651745255582009,0.6651745255582009,66.51745255582009,0.25,0.25,0.1,0.1,0.1,0.05,0.15
geometric,641,0.0,traditional_ppo,3,core_learning_training_aware,0.4198291288326887,0.4198291288326887,41.98291288326887,0.25,0.25,0.1,0.1,0.1,0.05,0.15
arithmetic,641,0.0,traditional_ppo,3,core_learning_training_aware,0.49396528591930483,0.49396528591930483,49.39652859193048,0.25,0.25,0.1,0.1,0.1,0.05,0.15
geometric,641,0.0,a2c_pointer,2,core_learning_training_aware,0.6182687379686179,0.6182687379686179,61.82687379686179,0.25,0.25,0.1,0.1,0.1,0.05,0.15
arithmetic,641,0.0,a2c_pointer,2,core_learning_training_aware,0.6625896804390891,0.6625896804390891,66.25896804390891,0.25,0.25,0.1,0.1,0.1,0.05,0.15
geometric,642,1.0,full,1,core_learning_training_aware,0.619416528572023,0.619416528572023,61.9416528572023,0.25,0.25,0.1,0.1,0.1,0.1,0.1
arithmetic,642,1.0,full,1,core_learning_training_aware,0.6662066254052078,0.6662066254052078,66.62066254052078,0.25,0.25,0.1,0.1,0.1,0.1,0.1
geometric,642,0.0,traditional_ppo,3,core_learning_training_aware,0.45714292685993424,0.45714292685993424,45.71429268599342,0.25,0.25,0.1,0.1,0.1,0.1,0.1
arithmetic,642,0.0,traditional_ppo,3,core_learning_training_aware,0.5342948985881399,0.5342948985881399,53.429489858813994,0.25,0.25,0.1,0.1,0.1,0.1,0.1
geometric,642,0.0,a2c_pointer,2,core_learning_training_aware,0.6190257291001428,0.6190257291001428,61.90257291001428,0.25,0.25,0.1,0.1,0.1,0.1,0.1
arithmetic,642,0.0,a2c_pointer,2,core_learning_training_aware,0.6637623037802832,0.6637623037802832,66.37623037802832,0.25,0.25,0.1,0.1,0.1,0.1,0.1
geometric,643,1.0,full,1,core_learning_training_aware,0.6200721131383675,0.6200721131383675,62.00721131383675,0.25,0.25,0.1,0.1,0.1,0.15,0.05
arithmetic,643,1.0,full,1,core_learning_training_aware,0.6672387252522143,0.6672387252522143,66.72387252522142,0.25,0.25,0.1,0.1,0.1,0.15,0.05
geometric,643,0.0,traditional_ppo,3,core_learning_training_aware,0.4977731206005725,0.4977731206005725,49.77731206005725,0.25,0.25,0.1,0.1,0.1,0.15,0.05
arithmetic,643,0.0,traditional_ppo,3,core_learning_training_aware,0.5746245112569749,0.5746245112569749,57.46245112569749,0.25,0.25,0.1,0.1,0.1,0.15,0.05
geometric,643,0.0,a2c_pointer,2,core_learning_training_aware,0.6197836470706586,0.6197836470706586,61.97836470706586,0.25,0.25,0.1,0.1,0.1,0.15,0.05
arithmetic,643,0.0,a2c_pointer,2,core_learning_training_aware,0.6649349271214773,0.6649349271214773,66.49349271214773,0.25,0.25,0.1,0.1,0.1,0.15,0.05
geometric,644,0.0,full,2,core_learning_training_aware,0.5990782581663733,0.5990782581663733,59.90782581663733,0.25,0.25,0.1,0.1,0.15,0.05,0.1
arithmetic,644,1.0,full,1,core_learning_training_aware,0.6421907794114627,0.6421907794114627,64.21907794114628,0.25,0.25,0.1,0.1,0.15,0.05,0.1
geometric,644,0.0,traditional_ppo,3,core_learning_training_aware,0.4471728294096739,0.4471728294096739,44.71728294096739,0.25,0.25,0.1,0.1,0.15,0.05,0.1
arithmetic,644,0.0,traditional_ppo,3,core_learning_training_aware,0.5167095415925466,0.5167095415925466,51.670954159254656,0.25,0.25,0.1,0.1,0.15,0.05,0.1
geometric,644,1.0,a2c_pointer,1,core_learning_training_aware,0.5996821964376404,0.5996821964376404,59.968219643764044,0.25,0.25,0.1,0.1,0.15,0.05,0.1
arithmetic,644,0.0,a2c_pointer,2,core_learning_training_aware,0.6409634980350507,0.6409634980350507,64.09634980350506,0.25,0.25,0.1,0.1,0.15,0.05,0.1
geometric,645,0.0,full,2,core_learning_training_aware,0.5997123169006338,0.5997123169006338,59.97123169006338,0.25,0.25,0.1,0.1,0.15,0.1,0.05
arithmetic,645,1.0,full,1,core_learning_training_aware,0.6432228792584694,0.6432228792584694,64.32228792584695,0.25,0.25,0.1,0.1,0.15,0.1,0.05
geometric,645,0.0,traditional_ppo,3,core_learning_training_aware,0.486916895492602,0.486916895492602,48.6916895492602,0.25,0.25,0.1,0.1,0.15,0.1,0.05
arithmetic,645,0.0,traditional_ppo,3,core_learning_training_aware,0.5570391542613816,0.5570391542613816,55.70391542613816,0.25,0.25,0.1,0.1,0.15,0.1,0.05
geometric,645,1.0,a2c_pointer,1,core_learning_training_aware,0.6004164307221169,0.6004164307221169,60.04164307221169,0.25,0.25,0.1,0.1,0.15,0.1,0.05
arithmetic,645,0.0,a2c_pointer,2,core_learning_training_aware,0.6421361213762448,0.6421361213762448,64.21361213762448,0.25,0.25,0.1,0.1,0.15,0.1,0.05
geometric,646,1.0,full,1,core_learning_training_aware,0.6375969704617243,0.6375969704617243,63.75969704617243,0.25,0.25,0.1,0.15,0.05,0.05,0.15
arithmetic,646,1.0,full,1,core_learning_training_aware,0.6859498018175194,0.6859498018175194,68.59498018175194,0.25,0.25,0.1,0.15,0.05,0.05,0.15
geometric,646,0.0,traditional_ppo,3,core_learning_training_aware,0.42830984699529495,0.42830984699529495,42.830984699529495,0.25,0.25,0.1,0.15,0.05,0.05,0.15
arithmetic,646,0.0,traditional_ppo,3,core_learning_training_aware,0.50956801740909,0.50956801740909,50.956801740909,0.25,0.25,0.1,0.15,0.05,0.05,0.15
geometric,646,0.0,a2c_pointer,2,core_learning_training_aware,0.6360603393448695,0.6360603393448695,63.60603393448695,0.25,0.25,0.1,0.15,0.05,0.05,0.15
arithmetic,646,0.0,a2c_pointer,2,core_learning_training_aware,0.682220860708873,0.682220860708873,68.2220860708873,0.25,0.25,0.1,0.15,0.05,0.05,0.15
geometric,647,1.0,full,1,core_learning_training_aware,0.6382717970349614,0.6382717970349614,63.82717970349614,0.25,0.25,0.1,0.15,0.05,0.1,0.1
arithmetic,647,1.0,full,1,core_learning_training_aware,0.6869819016645261,0.6869819016645261,68.6981901664526,0.25,0.25,0.1,0.15,0.05,0.1,0.1
geometric,647,0.0,traditional_ppo,3,core_learning_training_aware,0.4663773988307276,0.4663773988307276,46.63773988307276,0.25,0.25,0.1,0.15,0.05,0.1,0.1
arithmetic,647,0.0,traditional_ppo,3,core_learning_training_aware,0.5498976300779249,0.5498976300779249,54.98976300779249,0.25,0.25,0.1,0.15,0.05,0.1,0.1
geometric,647,0.0,a2c_pointer,2,core_learning_training_aware,0.6368391140207179,0.6368391140207179,63.68391140207179,0.25,0.25,0.1,0.15,0.05,0.1,0.1
arithmetic,647,0.0,a2c_pointer,2,core_learning_training_aware,0.6833934840500673,0.6833934840500673,68.33934840500673,0.25,0.25,0.1,0.15,0.05,0.1,0.1
geometric,648,1.0,full,1,core_learning_training_aware,0.6389473378382295,0.6389473378382295,63.89473378382296,0.25,0.25,0.1,0.15,0.05,0.15,0.05
arithmetic,648,1.0,full,1,core_learning_training_aware,0.6880140015115328,0.6880140015115328,68.80140015115327,0.25,0.25,0.1,0.15,0.05,0.15,0.05
geometric,648,0.0,traditional_ppo,3,core_learning_training_aware,0.507828338913966,0.507828338913966,50.78283389139659,0.25,0.25,0.1,0.15,0.05,0.15,0.05
arithmetic,648,0.0,traditional_ppo,3,core_learning_training_aware,0.59022724274676,0.59022724274676,59.022724274675994,0.25,0.25,0.1,0.15,0.05,0.15,0.05
geometric,648,0.0,a2c_pointer,2,core_learning_training_aware,0.6376188422067262,0.6376188422067262,63.76188422067261,0.25,0.25,0.1,0.15,0.05,0.15,0.05
arithmetic,648,0.0,a2c_pointer,2,core_learning_training_aware,0.6845661073912613,0.6845661073912613,68.45661073912613,0.25,0.25,0.1,0.15,0.05,0.15,0.05
geometric,649,1.0,full,1,core_learning_training_aware,0.6173144221481083,0.6173144221481083,61.731442214810826,0.25,0.25,0.1,0.15,0.1,0.05,0.1
arithmetic,649,1.0,full,1,core_learning_training_aware,0.6629660556707812,0.6629660556707812,66.29660556707812,0.25,0.25,0.1,0.15,0.1,0.05,0.1
geometric,649,0.0,traditional_ppo,3,core_learning_training_aware,0.4562059013805089,0.4562059013805089,45.62059013805089,0.25,0.25,0.1,0.15,0.1,0.05,0.1
arithmetic,649,0.0,traditional_ppo,3,core_learning_training_aware,0.5323122730823315,0.5323122730823315,53.23122730823315,0.25,0.25,0.1,0.15,0.1,0.05,0.1
geometric,649,0.0,a2c_pointer,2,core_learning_training_aware,0.6169389424709405,0.6169389424709405,61.69389424709405,0.25,0.25,0.1,0.15,0.1,0.05,0.1
arithmetic,649,0.0,a2c_pointer,2,core_learning_training_aware,0.6605946783048346,0.6605946783048346,66.05946783048347,0.25,0.25,0.1,0.15,0.1,0.05,0.1
geometric,650,1.0,full,1,core_learning_training_aware,0.617967781864994,0.617967781864994,61.7967781864994,0.25,0.25,0.1,0.15,0.1,0.1,0.05
arithmetic,650,1.0,full,1,core_learning_training_aware,0.6639981555177878,0.6639981555177878,66.39981555177879,0.25,0.25,0.1,0.15,0.1,0.1,0.05
geometric,650,0.0,traditional_ppo,3,core_learning_training_aware,0.49675281366904095,0.49675281366904095,49.675281366904095,0.25,0.25,0.1,0.15,0.1,0.1,0.05
arithmetic,650,0.0,traditional_ppo,3,core_learning_training_aware,0.5726418857511667,0.5726418857511667,57.26418857511667,0.25,0.25,0.1,0.15,0.1,0.1,0.05
geometric,650,0.0,a2c_pointer,2,core_learning_training_aware,0.6176943054376616,0.6176943054376616,61.769430543766155,0.25,0.25,0.1,0.15,0.1,0.1,0.05
arithmetic,650,0.0,a2c_pointer,2,core_learning_training_aware,0.6617673016460288,0.6617673016460288,66.17673016460289,0.25,0.25,0.1,0.15,0.1,0.1,0.05
geometric,651,0.0,full,2,core_learning_training_aware,0.5976770804229056,0.5976770804229056,59.76770804229056,0.25,0.25,0.1,0.15,0.15,0.05,0.05
arithmetic,651,1.0,full,1,core_learning_training_aware,0.639982309524043,0.639982309524043,63.9982309524043,0.25,0.25,0.1,0.15,0.15,0.05,0.05
geometric,651,0.0,traditional_ppo,3,core_learning_training_aware,0.485918841031663,0.485918841031663,48.5918841031663,0.25,0.25,0.1,0.15,0.15,0.05,0.05
arithmetic,651,0.0,traditional_ppo,3,core_learning_training_aware,0.5550565287555733,0.5550565287555733,55.50565287555733,0.25,0.25,0.1,0.15,0.15,0.05,0.05
