aggregation,grid_id,is_first,model,rank,scope,score,score_0_to_1,score_0_to_100,weight_D1,weight_D2,weight_D3,weight_D4,weight_D5,weight_D6,weight_D7
arithmetic,346,0.0,a2c_pointer,2,core_learning_training_aware,0.7034654876525079,0.7034654876525079,70.34654876525079,0.2,0.25,0.25,0.05,0.05,0.15,0.05
geometric,347,0.0,full,2,core_learning_training_aware,0.6321802960962246,0.6321802960962246,63.21802960962246,0.2,0.25,0.25,0.05,0.1,0.05,0.1
arithmetic,347,1.0,full,1,core_learning_training_aware,0.6806924411599901,0.6806924411599901,68.06924411599901,0.2,0.25,0.25,0.05,0.1,0.05,0.1
geometric,347,0.0,traditional_ppo,3,core_learning_training_aware,0.48161446413342923,0.48161446413342923,48.16144641334292,0.2,0.25,0.25,0.05,0.1,0.05,0.1
arithmetic,347,0.0,traditional_ppo,3,core_learning_training_aware,0.5618853964696608,0.5618853964696608,56.188539646966085,0.2,0.25,0.25,0.05,0.1,0.05,0.1
geometric,347,1.0,a2c_pointer,1,core_learning_training_aware,0.6324896660083326,0.6324896660083326,63.248966600833256,0.2,0.25,0.25,0.05,0.1,0.05,0.1
arithmetic,347,0.0,a2c_pointer,2,core_learning_training_aware,0.6794940585660811,0.6794940585660811,67.94940585660811,0.2,0.25,0.25,0.05,0.1,0.05,0.1
geometric,348,0.0,full,2,core_learning_training_aware,0.6328493897127982,0.6328493897127982,63.28493897127983,0.2,0.25,0.25,0.05,0.1,0.1,0.05
arithmetic,348,1.0,full,1,core_learning_training_aware,0.6817245410069968,0.6817245410069968,68.17245410069968,0.2,0.25,0.25,0.05,0.1,0.1,0.05
geometric,348,0.0,traditional_ppo,3,core_learning_training_aware,0.524419652262328,0.524419652262328,52.4419652262328,0.2,0.25,0.25,0.05,0.1,0.1,0.05
arithmetic,348,0.0,traditional_ppo,3,core_learning_training_aware,0.6022150091384959,0.6022150091384959,60.22150091384959,0.2,0.25,0.25,0.05,0.1,0.1,0.05
geometric,348,1.0,a2c_pointer,1,core_learning_training_aware,0.6332640688505699,0.6332640688505699,63.32640688505698,0.2,0.25,0.25,0.05,0.1,0.1,0.05
arithmetic,348,0.0,a2c_pointer,2,core_learning_training_aware,0.6806666819072753,0.6806666819072753,68.06666819072753,0.2,0.25,0.25,0.05,0.1,0.1,0.05
geometric,349,0.0,full,2,core_learning_training_aware,0.6120700571953052,0.6120700571953052,61.207005719530514,0.2,0.25,0.25,0.05,0.15,0.05,0.05
arithmetic,349,0.0,full,2,core_learning_training_aware,0.6577086950132519,0.6577086950132519,65.7708695013252,0.2,0.25,0.25,0.05,0.15,0.05,0.05
geometric,349,0.0,traditional_ppo,3,core_learning_training_aware,0.5129822773612195,0.5129822773612195,51.29822773612195,0.2,0.25,0.25,0.05,0.15,0.05,0.05
arithmetic,349,0.0,traditional_ppo,3,core_learning_training_aware,0.5846296521429025,0.5846296521429025,58.46296521429025,0.2,0.25,0.25,0.05,0.15,0.05,0.05
geometric,349,1.0,a2c_pointer,1,core_learning_training_aware,0.6134756115636539,0.6134756115636539,61.347561156365394,0.2,0.25,0.25,0.05,0.15,0.05,0.05
arithmetic,349,1.0,a2c_pointer,1,core_learning_training_aware,0.6578678761620428,0.6578678761620428,65.78678761620428,0.2,0.25,0.25,0.05,0.15,0.05,0.05
geometric,350,1.0,full,1,core_learning_training_aware,0.6514240983682658,0.6514240983682658,65.14240983682657,0.2,0.25,0.25,0.1,0.05,0.05,0.1
arithmetic,350,1.0,full,1,core_learning_training_aware,0.7014677174193086,0.7014677174193086,70.14677174193086,0.2,0.25,0.25,0.1,0.05,0.05,0.1
geometric,350,0.0,traditional_ppo,3,core_learning_training_aware,0.491343271052346,0.491343271052346,49.1343271052346,0.2,0.25,0.25,0.1,0.05,0.05,0.1
arithmetic,350,0.0,traditional_ppo,3,core_learning_training_aware,0.5774881279594459,0.5774881279594459,57.748812795944595,0.2,0.25,0.25,0.1,0.05,0.05,0.1
geometric,350,0.0,a2c_pointer,2,core_learning_training_aware,0.6506904957141844,0.6506904957141844,65.06904957141843,0.2,0.25,0.25,0.1,0.05,0.05,0.1
arithmetic,350,0.0,a2c_pointer,2,core_learning_training_aware,0.6991252388358651,0.6991252388358651,69.9125238835865,0.2,0.25,0.25,0.1,0.05,0.05,0.1
geometric,351,1.0,full,1,core_learning_training_aware,0.6521135594422537,0.6521135594422537,65.21135594422537,0.2,0.25,0.25,0.1,0.05,0.1,0.05
arithmetic,351,1.0,full,1,core_learning_training_aware,0.7024998172663153,0.7024998172663153,70.24998172663153,0.2,0.25,0.25,0.1,0.05,0.1,0.05
geometric,351,0.0,traditional_ppo,3,core_learning_training_aware,0.5350131412899585,0.5350131412899585,53.501314128995844,0.2,0.25,0.25,0.1,0.05,0.1,0.05
arithmetic,351,0.0,traditional_ppo,3,core_learning_training_aware,0.6178177406282811,0.6178177406282811,61.78177406282811,0.2,0.25,0.25,0.1,0.05,0.1,0.05
geometric,351,0.0,a2c_pointer,2,core_learning_training_aware,0.6514871831485862,0.6514871831485862,65.14871831485863,0.2,0.25,0.25,0.1,0.05,0.1,0.05
arithmetic,351,0.0,a2c_pointer,2,core_learning_training_aware,0.7002978621770592,0.7002978621770592,70.02978621770592,0.2,0.25,0.25,0.1,0.05,0.1,0.05
geometric,352,0.0,full,2,core_learning_training_aware,0.6307016963495736,0.6307016963495736,63.07016963495736,0.2,0.25,0.25,0.1,0.1,0.05,0.05
arithmetic,352,1.0,full,1,core_learning_training_aware,0.6784839712725703,0.6784839712725703,67.84839712725703,0.2,0.25,0.25,0.1,0.1,0.05,0.05
geometric,352,0.0,traditional_ppo,3,core_learning_training_aware,0.523344726791083,0.523344726791083,52.3344726791083,0.2,0.25,0.25,0.1,0.1,0.05,0.05
arithmetic,352,0.0,traditional_ppo,3,core_learning_training_aware,0.6002323836326877,0.6002323836326877,60.023238363268774,0.2,0.25,0.25,0.1,0.1,0.05,0.05
geometric,352,1.0,a2c_pointer,1,core_learning_training_aware,0.6311292836073902,0.6311292836073902,63.11292836073902,0.2,0.25,0.25,0.1,0.1,0.05,0.05
arithmetic,352,0.0,a2c_pointer,2,core_learning_training_aware,0.6774990564318267,0.6774990564318267,67.74990564318267,0.2,0.25,0.25,0.1,0.1,0.05,0.05
geometric,353,1.0,full,1,core_learning_training_aware,0.649900489497889,0.649900489497889,64.9900489497889,0.2,0.25,0.25,0.15,0.05,0.05,0.05
arithmetic,353,1.0,full,1,core_learning_training_aware,0.699259247531889,0.699259247531889,69.9259247531889,0.2,0.25,0.25,0.15,0.05,0.05,0.05
geometric,353,0.0,traditional_ppo,3,core_learning_training_aware,0.5339165018895425,0.5339165018895425,53.39165018895425,0.2,0.25,0.25,0.15,0.05,0.05,0.05
arithmetic,353,0.0,traditional_ppo,3,core_learning_training_aware,0.6158351151224728,0.6158351151224728,61.58351151224728,0.2,0.25,0.25,0.15,0.05,0.05,0.05
geometric,353,0.0,a2c_pointer,2,core_learning_training_aware,0.6492909662888001,0.6492909662888001,64.92909662888002,0.2,0.25,0.25,0.15,0.05,0.05,0.05
arithmetic,353,0.0,a2c_pointer,2,core_learning_training_aware,0.6971302367016108,0.6971302367016108,69.71302367016108,0.2,0.25,0.25,0.15,0.05,0.05,0.05
geometric,354,1.0,full,1,core_learning_training_aware,0.7210528754116483,0.7210528754116483,72.10528754116483,0.25,0.1,0.1,0.05,0.1,0.2,0.2
arithmetic,354,1.0,full,1,core_learning_training_aware,0.7611122999111426,0.7611122999111426,76.11122999111426,0.25,0.1,0.1,0.05,0.1,0.2,0.2
geometric,354,0.0,traditional_ppo,3,core_learning_training_aware,0.44866869628037365,0.44866869628037365,44.866869628037364,0.25,0.1,0.1,0.05,0.1,0.2,0.2
arithmetic,354,0.0,traditional_ppo,3,core_learning_training_aware,0.5489607984190675,0.5489607984190675,54.896079841906754,0.25,0.1,0.1,0.05,0.1,0.2,0.2
geometric,354,0.0,a2c_pointer,2,core_learning_training_aware,0.7184528916592882,0.7184528916592882,71.84528916592882,0.25,0.1,0.1,0.05,0.1,0.2,0.2
arithmetic,354,0.0,a2c_pointer,2,core_learning_training_aware,0.7558572481654009,0.7558572481654009,75.5857248165401,0.25,0.1,0.1,0.05,0.1,0.2,0.2
geometric,355,1.0,full,1,core_learning_training_aware,0.6973774200751537,0.6973774200751537,69.73774200751537,0.25,0.1,0.1,0.05,0.15,0.15,0.2
arithmetic,355,1.0,full,1,core_learning_training_aware,0.7370964539173976,0.7370964539173976,73.70964539173977,0.25,0.1,0.1,0.05,0.15,0.15,0.2
geometric,355,0.0,traditional_ppo,3,core_learning_training_aware,0.4388834182809457,0.4388834182809457,43.88834182809457,0.25,0.1,0.1,0.05,0.15,0.15,0.2
arithmetic,355,0.0,traditional_ppo,3,core_learning_training_aware,0.5313754414234741,0.5313754414234741,53.137544142347416,0.25,0.1,0.1,0.05,0.15,0.15,0.2
geometric,355,0.0,a2c_pointer,2,core_learning_training_aware,0.6960024242183258,0.6960024242183258,69.60024242183258,0.25,0.1,0.1,0.05,0.15,0.15,0.2
arithmetic,355,0.0,a2c_pointer,2,core_learning_training_aware,0.7330584424201684,0.7330584424201684,73.30584424201683,0.25,0.1,0.1,0.05,0.15,0.15,0.2
geometric,356,1.0,full,1,core_learning_training_aware,0.6981155177080541,0.6981155177080541,69.81155177080541,0.25,0.1,0.1,0.05,0.15,0.2,0.15
arithmetic,356,1.0,full,1,core_learning_training_aware,0.7381285537644044,0.7381285537644044,73.81285537644044,0.25,0.1,0.1,0.05,0.15,0.2,0.15
geometric,356,0.0,traditional_ppo,3,core_learning_training_aware,0.4778907336446414,0.4778907336446414,47.789073364464144,0.25,0.1,0.1,0.05,0.15,0.2,0.15
arithmetic,356,0.0,traditional_ppo,3,core_learning_training_aware,0.5717050540923093,0.5717050540923093,57.170505409230934,0.25,0.1,0.1,0.05,0.15,0.2,0.15
geometric,356,0.0,a2c_pointer,2,core_learning_training_aware,0.6968545903239324,0.6968545903239324,69.68545903239324,0.25,0.1,0.1,0.05,0.15,0.2,0.15
arithmetic,356,0.0,a2c_pointer,2,core_learning_training_aware,0.7342310657613625,0.7342310657613625,73.42310657613625,0.25,0.1,0.1,0.05,0.15,0.2,0.15
geometric,357,1.0,full,1,core_learning_training_aware,0.7430019919022965,0.7430019919022965,74.30019919022965,0.25,0.1,0.1,0.1,0.05,0.2,0.2
arithmetic,357,1.0,full,1,core_learning_training_aware,0.781887576170461,0.781887576170461,78.18875761704611,0.25,0.1,0.1,0.1,0.05,0.2,0.2
geometric,357,0.0,traditional_ppo,3,core_learning_training_aware,0.4577319853668587,0.4577319853668587,45.773198536685875,0.25,0.1,0.1,0.1,0.05,0.2,0.2
arithmetic,357,0.0,traditional_ppo,3,core_learning_training_aware,0.5645635299088526,0.5645635299088526,56.456352990885264,0.25,0.1,0.1,0.1,0.05,0.2,0.2
geometric,357,0.0,a2c_pointer,2,core_learning_training_aware,0.7391274408820342,0.7391274408820342,73.91274408820343,0.25,0.1,0.1,0.1,0.05,0.2,0.2
arithmetic,357,0.0,a2c_pointer,2,core_learning_training_aware,0.775488428435185,0.775488428435185,77.5488428435185,0.25,0.1,0.1,0.1,0.05,0.2,0.2
geometric,358,1.0,full,1,core_learning_training_aware,0.718605846939742,0.718605846939742,71.8605846939742,0.25,0.1,0.1,0.1,0.1,0.15,0.2
arithmetic,358,1.0,full,1,core_learning_training_aware,0.7578717301767162,0.7578717301767162,75.78717301767162,0.25,0.1,0.1,0.1,0.1,0.15,0.2
geometric,358,0.0,traditional_ppo,3,core_learning_training_aware,0.447749040795112,0.447749040795112,44.7749040795112,0.25,0.1,0.1,0.1,0.1,0.15,0.2
arithmetic,358,0.0,traditional_ppo,3,core_learning_training_aware,0.5469781729132592,0.5469781729132592,54.697817291325926,0.25,0.1,0.1,0.1,0.1,0.15,0.2
geometric,358,0.0,a2c_pointer,2,core_learning_training_aware,0.71603092789018,0.71603092789018,71.60309278901799,0.25,0.1,0.1,0.1,0.1,0.15,0.2
arithmetic,358,0.0,a2c_pointer,2,core_learning_training_aware,0.7526896226899524,0.7526896226899524,75.26896226899524,0.25,0.1,0.1,0.1,0.1,0.15,0.2
geometric,359,1.0,full,1,core_learning_training_aware,0.7193664125378617,0.7193664125378617,71.93664125378618,0.25,0.1,0.1,0.1,0.1,0.2,0.15
arithmetic,359,1.0,full,1,core_learning_training_aware,0.758903830023723,0.758903830023723,75.8903830023723,0.25,0.1,0.1,0.1,0.1,0.2,0.15
geometric,359,0.0,traditional_ppo,3,core_learning_training_aware,0.48754431970197404,0.48754431970197404,48.7544319701974,0.25,0.1,0.1,0.1,0.1,0.2,0.15
arithmetic,359,0.0,traditional_ppo,3,core_learning_training_aware,0.5873077855820944,0.5873077855820944,58.73077855820944,0.25,0.1,0.1,0.1,0.1,0.2,0.15
geometric,359,0.0,a2c_pointer,2,core_learning_training_aware,0.7169076163413725,0.7169076163413725,71.69076163413725,0.25,0.1,0.1,0.1,0.1,0.2,0.15
arithmetic,359,0.0,a2c_pointer,2,core_learning_training_aware,0.7538622460311466,0.7538622460311466,75.38622460311466,0.25,0.1,0.1,0.1,0.1,0.2,0.15
geometric,360,1.0,full,1,core_learning_training_aware,0.6950107387113021,0.6950107387113021,69.50107387113022,0.25,0.1,0.1,0.1,0.15,0.1,0.2
arithmetic,360,1.0,full,1,core_learning_training_aware,0.7338558841829712,0.7338558841829712,73.38558841829712,0.25,0.1,0.1,0.1,0.15,0.1,0.2
geometric,360,0.0,traditional_ppo,3,core_learning_training_aware,0.43798382010001924,0.43798382010001924,43.79838201000192,0.25,0.1,0.1,0.1,0.15,0.1,0.2
arithmetic,360,0.0,traditional_ppo,3,core_learning_training_aware,0.529392815917666,0.529392815917666,52.939281591766594,0.25,0.1,0.1,0.1,0.15,0.1,0.2
geometric,360,0.0,a2c_pointer,2,core_learning_training_aware,0.6936561428208424,0.6936561428208424,69.36561428208424,0.25,0.1,0.1,0.1,0.15,0.1,0.2
arithmetic,360,0.0,a2c_pointer,2,core_learning_training_aware,0.7298908169447199,0.7298908169447199,72.98908169447199,0.25,0.1,0.1,0.1,0.15,0.1,0.2
geometric,361,1.0,full,1,core_learning_training_aware,0.6957463314711421,0.6957463314711421,69.57463314711421,0.25,0.1,0.1,0.1,0.15,0.15,0.15
arithmetic,361,1.0,full,1,core_learning_training_aware,0.7348879840299779,0.7348879840299779,73.48879840299779,0.25,0.1,0.1,0.1,0.15,0.15,0.15
geometric,361,0.0,traditional_ppo,3,core_learning_training_aware,0.47691118049507797,0.47691118049507797,47.6911180495078,0.25,0.1,0.1,0.1,0.15,0.15,0.15
arithmetic,361,0.0,traditional_ppo,3,core_learning_training_aware,0.5697224285865009,0.5697224285865009,56.97224285865009,0.25,0.1,0.1,0.1,0.15,0.15,0.15
geometric,361,0.0,a2c_pointer,2,core_learning_training_aware,0.6945054362044419,0.6945054362044419,69.4505436204442,0.25,0.1,0.1,0.1,0.15,0.15,0.15
arithmetic,361,0.0,a2c_pointer,2,core_learning_training_aware,0.731063440285914,0.731063440285914,73.1063440285914,0.25,0.1,0.1,0.1,0.15,0.15,0.15
geometric,362,1.0,full,1,core_learning_training_aware,0.6964827027753674,0.6964827027753674,69.64827027753674,0.25,0.1,0.1,0.1,0.15,0.2,0.1
arithmetic,362,1.0,full,1,core_learning_training_aware,0.7359200838769847,0.7359200838769847,73.59200838769847,0.25,0.1,0.1,0.1,0.15,0.2,0.1
geometric,362,0.0,traditional_ppo,3,core_learning_training_aware,0.5192983476633201,0.5192983476633201,51.92983476633201,0.25,0.1,0.1,0.1,0.15,0.2,0.1
arithmetic,362,0.0,traditional_ppo,3,core_learning_training_aware,0.6100520412553361,0.6100520412553361,61.00520412553361,0.25,0.1,0.1,0.1,0.15,0.2,0.1
geometric,362,0.0,a2c_pointer,2,core_learning_training_aware,0.6953557694393552,0.6953557694393552,69.53557694393552,0.25,0.1,0.1,0.1,0.15,0.2,0.1
arithmetic,362,0.0,a2c_pointer,2,core_learning_training_aware,0.7322360636271082,0.7322360636271082,73.22360636271083,0.25,0.1,0.1,0.1,0.15,0.2,0.1
geometric,363,1.0,full,1,core_learning_training_aware,0.7404804749777161,0.7404804749777161,74.0480474977716,0.25,0.1,0.1,0.15,0.05,0.15,0.2
arithmetic,363,1.0,full,1,core_learning_training_aware,0.7786470064360346,0.7786470064360346,77.86470064360346,0.25,0.1,0.1,0.15,0.05,0.15,0.2
geometric,363,0.0,traditional_ppo,3,core_learning_training_aware,0.4567937524689271,0.4567937524689271,45.67937524689271,0.25,0.1,0.1,0.15,0.05,0.15,0.2
arithmetic,363,0.0,traditional_ppo,3,core_learning_training_aware,0.5625809044030443,0.5625809044030443,56.25809044030443,0.25,0.1,0.1,0.15,0.05,0.15,0.2
geometric,363,0.0,a2c_pointer,2,core_learning_training_aware,0.7366357815076311,0.7366357815076311,73.66357815076312,0.25,0.1,0.1,0.15,0.05,0.15,0.2
arithmetic,363,0.0,a2c_pointer,2,core_learning_training_aware,0.7723208029597365,0.7723208029597365,77.23208029597365,0.25,0.1,0.1,0.15,0.05,0.15,0.2
geometric,364,1.0,full,1,core_learning_training_aware,0.7412641924742348,0.7412641924742348,74.12641924742348,0.25,0.1,0.1,0.15,0.05,0.2,0.15
arithmetic,364,1.0,full,1,core_learning_training_aware,0.7796791062830413,0.7796791062830413,77.96791062830412,0.25,0.1,0.1,0.15,0.05,0.2,0.15
geometric,364,0.0,traditional_ppo,3,core_learning_training_aware,0.4973929121011447,0.4973929121011447,49.73929121011447,0.25,0.1,0.1,0.15,0.05,0.2,0.15
arithmetic,364,0.0,traditional_ppo,3,core_learning_training_aware,0.6029105170718794,0.6029105170718794,60.29105170718794,0.25,0.1,0.1,0.15,0.05,0.2,0.15
geometric,364,0.0,a2c_pointer,2,core_learning_training_aware,0.7375376979713315,0.7375376979713315,73.75376979713315,0.25,0.1,0.1,0.15,0.05,0.2,0.15
arithmetic,364,0.0,a2c_pointer,2,core_learning_training_aware,0.7734934263009305,0.7734934263009305,77.34934263009305,0.25,0.1,0.1,0.15,0.05,0.2,0.15
geometric,365,1.0,full,1,core_learning_training_aware,0.7161671229189331,0.7161671229189331,71.61671229189331,0.25,0.1,0.1,0.15,0.1,0.1,0.2
arithmetic,365,1.0,full,1,core_learning_training_aware,0.7546311604422897,0.7546311604422897,75.46311604422897,0.25,0.1,0.1,0.15,0.1,0.1,0.2
geometric,365,0.0,traditional_ppo,3,core_learning_training_aware,0.4468312703671735,0.4468312703671735,44.68312703671735,0.25,0.1,0.1,0.15,0.1,0.1,0.2
arithmetic,365,0.0,traditional_ppo,3,core_learning_training_aware,0.544995547407451,0.544995547407451,54.499554740745104,0.25,0.1,0.1,0.15,0.1,0.1,0.2
geometric,365,0.0,a2c_pointer,2,core_learning_training_aware,0.7136171287600718,0.7136171287600718,71.36171287600718,0.25,0.1,0.1,0.15,0.1,0.1,0.2
arithmetic,365,0.0,a2c_pointer,2,core_learning_training_aware,0.7495219972145039,0.7495219972145039,74.95219972145038,0.25,0.1,0.1,0.15,0.1,0.1,0.2
geometric,366,1.0,full,1,core_learning_training_aware,0.716925107394729,0.716925107394729,71.69251073947291,0.25,0.1,0.1,0.15,0.1,0.15,0.15
arithmetic,366,1.0,full,1,core_learning_training_aware,0.7556632602892964,0.7556632602892964,75.56632602892964,0.25,0.1,0.1,0.15,0.1,0.15,0.15
geometric,366,0.0,traditional_ppo,3,core_learning_training_aware,0.4865449791827018,0.4865449791827018,48.65449791827018,0.25,0.1,0.1,0.15,0.1,0.15,0.15
arithmetic,366,0.0,traditional_ppo,3,core_learning_training_aware,0.585325160076286,0.585325160076286,58.5325160076286,0.25,0.1,0.1,0.15,0.1,0.15,0.15
geometric,366,0.0,a2c_pointer,2,core_learning_training_aware,0.7144908618224138,0.7144908618224138,71.44908618224139,0.25,0.1,0.1,0.15,0.1,0.15,0.15
arithmetic,366,0.0,a2c_pointer,2,core_learning_training_aware,0.750694620555698,0.750694620555698,75.0694620555698,0.25,0.1,0.1,0.15,0.1,0.15,0.15
geometric,367,1.0,full,1,core_learning_training_aware,0.7176838941140895,0.7176838941140895,71.76838941140895,0.25,0.1,0.1,0.15,0.1,0.2,0.1
arithmetic,367,1.0,full,1,core_learning_training_aware,0.7566953601363032,0.7566953601363032,75.66953601363032,0.25,0.1,0.1,0.15,0.1,0.2,0.1
geometric,367,0.0,traditional_ppo,3,core_learning_training_aware,0.5297883842672233,0.5297883842672233,52.978838426722334,0.25,0.1,0.1,0.15,0.1,0.2,0.1
arithmetic,367,0.0,traditional_ppo,3,core_learning_training_aware,0.6256547727451212,0.6256547727451212,62.56547727451212,0.25,0.1,0.1,0.15,0.1,0.2,0.1
geometric,367,0.0,a2c_pointer,2,core_learning_training_aware,0.7153656646593357,0.7153656646593357,71.53656646593357,0.25,0.1,0.1,0.15,0.1,0.2,0.1
arithmetic,367,0.0,a2c_pointer,2,core_learning_training_aware,0.7518672438968922,0.7518672438968922,75.18672438968922,0.25,0.1,0.1,0.15,0.1,0.2,0.1
geometric,368,1.0,full,1,core_learning_training_aware,0.6926520891255333,0.6926520891255333,69.26520891255333,0.25,0.1,0.1,0.15,0.15,0.05,0.2
arithmetic,368,1.0,full,1,core_learning_training_aware,0.7306153144485448,0.7306153144485448,73.06153144485448,0.25,0.1,0.1,0.15,0.15,0.05,0.2
geometric,368,0.0,traditional_ppo,3,core_learning_training_aware,0.4370860658640983,0.4370860658640983,43.70860658640983,0.25,0.1,0.1,0.15,0.15,0.05,0.2
arithmetic,368,0.0,traditional_ppo,3,core_learning_training_aware,0.5274101904118577,0.5274101904118577,52.741019041185766,0.25,0.1,0.1,0.15,0.15,0.05,0.2
geometric,368,0.0,a2c_pointer,2,core_learning_training_aware,0.6913177709308619,0.6913177709308619,69.13177709308619,0.25,0.1,0.1,0.15,0.15,0.05,0.2
arithmetic,368,0.0,a2c_pointer,2,core_learning_training_aware,0.7267231914692713,0.7267231914692713,72.67231914692714,0.25,0.1,0.1,0.15,0.15,0.05,0.2
geometric,369,1.0,full,1,core_learning_training_aware,0.6933851855130705,0.6933851855130705,69.33851855130705,0.25,0.1,0.1,0.15,0.15,0.1,0.15
arithmetic,369,1.0,full,1,core_learning_training_aware,0.7316474142955516,0.7316474142955516,73.16474142955516,0.25,0.1,0.1,0.15,0.15,0.1,0.15
geometric,369,0.0,traditional_ppo,3,core_learning_training_aware,0.4759336351776511,0.4759336351776511,47.593363517765106,0.25,0.1,0.1,0.15,0.15,0.1,0.15
arithmetic,369,0.0,traditional_ppo,3,core_learning_training_aware,0.5677398030806927,0.5677398030806927,56.77398030806927,0.25,0.1,0.1,0.15,0.15,0.1,0.15
geometric,369,0.0,a2c_pointer,2,core_learning_training_aware,0.6921642012766361,0.6921642012766361,69.21642012766361,0.25,0.1,0.1,0.15,0.15,0.1,0.15
arithmetic,369,0.0,a2c_pointer,2,core_learning_training_aware,0.7278958148104654,0.7278958148104654,72.78958148104654,0.25,0.1,0.1,0.15,0.15,0.1,0.15
geometric,370,1.0,full,1,core_learning_training_aware,0.6941190578028562,0.6941190578028562,69.41190578028562,0.25,0.1,0.1,0.15,0.15,0.15,0.1
arithmetic,370,1.0,full,1,core_learning_training_aware,0.7326795141425582,0.7326795141425582,73.26795141425582,0.25,0.1,0.1,0.15,0.15,0.15,0.1
geometric,370,0.0,traditional_ppo,3,core_learning_training_aware,0.5182339195499367,0.5182339195499367,51.82339195499367,0.25,0.1,0.1,0.15,0.15,0.15,0.1
arithmetic,370,0.0,traditional_ppo,3,core_learning_training_aware,0.6080694157495277,0.6080694157495277,60.806941574952766,0.25,0.1,0.1,0.15,0.15,0.15,0.1
geometric,370,0.0,a2c_pointer,2,core_learning_training_aware,0.6930116679682999,0.6930116679682999,69.30116679682999,0.25,0.1,0.1,0.15,0.15,0.15,0.1
arithmetic,370,0.0,a2c_pointer,2,core_learning_training_aware,0.7290684381516597,0.7290684381516597,72.90684381516597,0.25,0.1,0.1,0.15,0.15,0.15,0.1
geometric,371,1.0,full,1,core_learning_training_aware,0.6948537068160981,0.6948537068160981,69.48537068160981,0.25,0.1,0.1,0.15,0.15,0.2,0.05
arithmetic,371,1.0,full,1,core_learning_training_aware,0.733711613989565,0.733711613989565,73.3711613989565,0.25,0.1,0.1,0.15,0.15,0.2,0.05
geometric,371,0.0,traditional_ppo,3,core_learning_training_aware,0.5642937912380218,0.5642937912380218,56.42937912380218,0.25,0.1,0.1,0.15,0.15,0.2,0.05
arithmetic,371,0.0,traditional_ppo,3,core_learning_training_aware,0.6483990284183628,0.6483990284183628,64.83990284183628,0.25,0.1,0.1,0.15,0.15,0.2,0.05
geometric,371,0.0,a2c_pointer,2,core_learning_training_aware,0.6938601722747264,0.6938601722747264,69.38601722747264,0.25,0.1,0.1,0.15,0.15,0.2,0.05
arithmetic,371,0.0,a2c_pointer,2,core_learning_training_aware,0.7302410614928537,0.7302410614928537,73.02410614928537,0.25,0.1,0.1,0.15,0.15,0.2,0.05
geometric,372,1.0,full,1,core_learning_training_aware,0.7432046166301007,0.7432046166301007,74.32046166301008,0.25,0.1,0.15,0.05,0.05,0.2,0.2
arithmetic,372,1.0,full,1,core_learning_training_aware,0.7821394552966372,0.7821394552966372,78.21394552966372,0.25,0.1,0.15,0.05,0.05,0.2,0.2
geometric,372,0.0,traditional_ppo,3,core_learning_training_aware,0.4573066671685555,0.4573066671685555,45.73066671685555,0.25,0.1,0.15,0.05,0.05,0.2,0.2
arithmetic,372,0.0,traditional_ppo,3,core_learning_training_aware,0.563691707926531,0.563691707926531,56.3691707926531,0.25,0.1,0.15,0.05,0.05,0.2,0.2
geometric,372,0.0,a2c_pointer,2,core_learning_training_aware,0.7399218182715389,0.7399218182715389,73.99218182715389,0.25,0.1,0.15,0.05,0.05,0.2,0.2
arithmetic,372,0.0,a2c_pointer,2,core_learning_training_aware,0.7764729640744763,0.7764729640744763,77.64729640744763,0.25,0.1,0.15,0.05,0.05,0.2,0.2
geometric,373,1.0,full,1,core_learning_training_aware,0.7188018185733602,0.7188018185733602,71.88018185733603,0.25,0.1,0.15,0.05,0.1,0.15,0.2
arithmetic,373,1.0,full,1,core_learning_training_aware,0.7581236093028922,0.7581236093028922,75.81236093028923,0.25,0.1,0.15,0.05,0.1,0.15,0.2
geometric,373,0.0,traditional_ppo,3,core_learning_training_aware,0.44733299861014136,0.44733299861014136,44.73329986101414,0.25,0.1,0.15,0.05,0.1,0.15,0.2
arithmetic,373,0.0,traditional_ppo,3,core_learning_training_aware,0.5461063509309376,0.5461063509309376,54.61063509309376,0.25,0.1,0.15,0.05,0.1,0.15,0.2
geometric,373,0.0,a2c_pointer,2,core_learning_training_aware,0.7168004822969589,0.7168004822969589,71.6800482296959,0.25,0.1,0.15,0.05,0.1,0.15,0.2
arithmetic,373,0.0,a2c_pointer,2,core_learning_training_aware,0.7536741583292438,0.7536741583292438,75.36741583292438,0.25,0.1,0.15,0.05,0.1,0.15,0.2
geometric,374,1.0,full,1,core_learning_training_aware,0.7195625915859943,0.7195625915859943,71.95625915859944,0.25,0.1,0.15,0.05,0.1,0.2,0.15
arithmetic,374,1.0,full,1,core_learning_training_aware,0.759155709149899,0.759155709149899,75.9155709149899,0.25,0.1,0.15,0.05,0.1,0.2,0.15
geometric,374,0.0,traditional_ppo,3,core_learning_training_aware,0.4870913002969997,0.4870913002969997,48.70913002969997,0.25,0.1,0.15,0.05,0.1,0.2,0.15
arithmetic,374,0.0,traditional_ppo,3,core_learning_training_aware,0.5864359635997727,0.5864359635997727,58.643596359977266,0.25,0.1,0.15,0.05,0.1,0.2,0.15
geometric,374,0.0,a2c_pointer,2,core_learning_training_aware,0.7176781129692688,0.7176781129692688,71.76781129692688,0.25,0.1,0.15,0.05,0.1,0.2,0.15
