task_id,map_id,model,route_found,display_rotation_deg,distance_m,energy_wh,time_s,weighted_coverage,returned,termination_reason
real_test__global_southern_alps_nz__road_00__task_08,global_southern_alps_nz,full,True,0,3482.985717,20.03889572,433.4009087,0.2653061224,True,returned_partial
