aggregation,grid_id,is_first,model,operational_floor,rank,score_0_to_100,weight_D1,weight_D2,weight_D3,weight_D4,weight_D5,weight_D6,weight_D7
arithmetic,371,0.0,traditional_ppo,0.0,3,65.44278172509689,0.25,0.1,0.1,0.15,0.15,0.2,0.05
geometric,372,1.0,full,0.0,1,64.97494667076658,0.25,0.1,0.15,0.05,0.05,0.2,0.2
arithmetic,372,1.0,full,0.0,1,68.8862541312587,0.25,0.1,0.15,0.05,0.05,0.2,0.2
geometric,372,0.0,a2c_pointer,0.0,2,64.8993266509945,0.25,0.1,0.15,0.05,0.05,0.2,0.2
arithmetic,372,0.0,a2c_pointer,0.0,2,68.81708306507615,0.25,0.1,0.15,0.05,0.05,0.2,0.2
geometric,372,0.0,traditional_ppo,0.0,3,49.60831083834175,0.25,0.1,0.15,0.05,0.05,0.2,0.2
arithmetic,372,0.0,traditional_ppo,0.0,3,58.292148370197104,0.25,0.1,0.15,0.05,0.05,0.2,0.2
geometric,373,1.0,full,0.0,1,62.80423424438615,0.25,0.1,0.15,0.05,0.1,0.15,0.2
arithmetic,373,1.0,full,0.0,1,66.42579478559684,0.25,0.1,0.15,0.05,0.1,0.15,0.2
geometric,373,0.0,a2c_pointer,0.0,2,62.78501198434255,0.25,0.1,0.15,0.05,0.1,0.15,0.2
arithmetic,373,0.0,a2c_pointer,0.0,2,66.40207605179734,0.25,0.1,0.15,0.05,0.1,0.15,0.2
geometric,373,0.0,traditional_ppo,0.0,3,48.506428780701675,0.25,0.1,0.15,0.05,0.1,0.15,0.2
arithmetic,373,0.0,traditional_ppo,0.0,3,56.49290117434623,0.25,0.1,0.15,0.05,0.1,0.15,0.2
geometric,374,0.0,full,0.0,2,65.09602989925682,0.25,0.1,0.15,0.05,0.1,0.2,0.15
arithmetic,374,0.0,full,0.0,2,68.9786771124735,0.25,0.1,0.15,0.05,0.1,0.2,0.15
geometric,374,1.0,a2c_pointer,0.0,1,65.13540746437508,0.25,0.1,0.15,0.05,0.1,0.2,0.15
arithmetic,374,1.0,a2c_pointer,0.0,1,68.99714459902071,0.25,0.1,0.15,0.05,0.1,0.2,0.15
geometric,374,0.0,traditional_ppo,0.0,3,51.79634249744879,0.25,0.1,0.15,0.05,0.1,0.2,0.15
arithmetic,374,0.0,traditional_ppo,0.0,3,60.12654103942682,0.25,0.1,0.15,0.05,0.1,0.2,0.15
geometric,375,0.0,full,0.0,2,60.70604196122213,0.25,0.1,0.15,0.05,0.15,0.1,0.2
arithmetic,375,0.0,full,0.0,2,63.96533543993497,0.25,0.1,0.15,0.05,0.15,0.1,0.2
geometric,375,1.0,a2c_pointer,0.0,1,60.73957825591142,0.25,0.1,0.15,0.05,0.15,0.1,0.2
arithmetic,375,1.0,a2c_pointer,0.0,1,63.98706903851853,0.25,0.1,0.15,0.05,0.15,0.1,0.2
geometric,375,0.0,traditional_ppo,0.0,3,47.429021333231375,0.25,0.1,0.15,0.05,0.15,0.1,0.2
arithmetic,375,0.0,traditional_ppo,0.0,3,54.69365397849537,0.25,0.1,0.15,0.05,0.15,0.1,0.2
geometric,376,0.0,full,0.0,2,62.921272269576065,0.25,0.1,0.15,0.05,0.15,0.15,0.15
arithmetic,376,0.0,full,0.0,2,66.51821776681163,0.25,0.1,0.15,0.05,0.15,0.15,0.15
geometric,376,1.0,a2c_pointer,0.0,1,63.01340166821527,0.25,0.1,0.15,0.05,0.15,0.15,0.15
arithmetic,376,1.0,a2c_pointer,0.0,1,66.5821375857419,0.25,0.1,0.15,0.05,0.15,0.15,0.15
geometric,376,0.0,traditional_ppo,0.0,3,50.64586066315889,0.25,0.1,0.15,0.05,0.15,0.15,0.15
arithmetic,376,0.0,traditional_ppo,0.0,3,58.327293843575944,0.25,0.1,0.15,0.05,0.15,0.15,0.15
geometric,377,0.0,full,0.0,2,65.21733877084446,0.25,0.1,0.15,0.05,0.15,0.2,0.1
arithmetic,377,0.0,full,0.0,2,69.07110009368832,0.25,0.1,0.15,0.05,0.15,0.2,0.1
geometric,377,1.0,a2c_pointer,0.0,1,65.37234705631815,0.25,0.1,0.15,0.05,0.15,0.2,0.1
arithmetic,377,1.0,a2c_pointer,0.0,1,69.1772061329653,0.25,0.1,0.15,0.05,0.15,0.2,0.1
geometric,377,0.0,traditional_ppo,0.0,3,54.0808798117646,0.25,0.1,0.15,0.05,0.15,0.2,0.1
arithmetic,377,0.0,traditional_ppo,0.0,3,61.960933708656505,0.25,0.1,0.15,0.05,0.15,0.2,0.1
geometric,378,1.0,full,0.0,1,64.7160183874686,0.25,0.1,0.15,0.1,0.05,0.15,0.2
arithmetic,378,1.0,full,0.0,1,68.50332241152867,0.25,0.1,0.15,0.1,0.05,0.15,0.2
geometric,378,0.0,a2c_pointer,0.0,2,64.59174397163137,0.25,0.1,0.15,0.1,0.05,0.15,0.2
arithmetic,378,0.0,a2c_pointer,0.0,2,68.36519407877574,0.25,0.1,0.15,0.1,0.05,0.15,0.2
geometric,378,0.0,traditional_ppo,0.0,3,49.4862782559095,0.25,0.1,0.15,0.1,0.05,0.15,0.2
arithmetic,378,0.0,traditional_ppo,0.0,3,58.05317432332474,0.25,0.1,0.15,0.1,0.05,0.15,0.2
geometric,379,1.0,full,0.0,1,67.07757715058953,0.25,0.1,0.15,0.1,0.05,0.2,0.15
arithmetic,379,1.0,full,0.0,1,71.05620473840536,0.25,0.1,0.15,0.1,0.05,0.2,0.15
geometric,379,0.0,a2c_pointer,0.0,2,67.00977557312572,0.25,0.1,0.15,0.1,0.05,0.2,0.15
arithmetic,379,0.0,a2c_pointer,0.0,2,70.96026262599912,0.25,0.1,0.15,0.1,0.05,0.2,0.15
geometric,379,0.0,traditional_ppo,0.0,3,52.84264956002935,0.25,0.1,0.15,0.1,0.05,0.2,0.15
arithmetic,379,0.0,traditional_ppo,0.0,3,61.68681418840533,0.25,0.1,0.15,0.1,0.05,0.2,0.15
geometric,380,1.0,full,0.0,1,62.55395635436888,0.25,0.1,0.15,0.1,0.1,0.1,0.2
arithmetic,380,1.0,full,0.0,1,66.04286306586683,0.25,0.1,0.15,0.1,0.1,0.1,0.2
geometric,380,0.0,a2c_pointer,0.0,2,62.487449849162935,0.25,0.1,0.15,0.1,0.1,0.1,0.2
arithmetic,380,0.0,a2c_pointer,0.0,2,65.95018706549692,0.25,0.1,0.15,0.1,0.1,0.1,0.2
geometric,380,0.0,traditional_ppo,0.0,3,48.387106742344734,0.25,0.1,0.15,0.1,0.1,0.1,0.2
arithmetic,380,0.0,traditional_ppo,0.0,3,56.25392712747388,0.25,0.1,0.15,0.1,0.1,0.1,0.2
geometric,381,1.0,full,0.0,1,64.83661909347754,0.25,0.1,0.15,0.1,0.1,0.15,0.15
arithmetic,381,1.0,full,0.0,1,68.5957453927435,0.25,0.1,0.15,0.1,0.1,0.15,0.15
geometric,381,0.0,a2c_pointer,0.0,2,64.82670590793153,0.25,0.1,0.15,0.1,0.1,0.15,0.15
arithmetic,381,0.0,a2c_pointer,0.0,2,68.54525561272031,0.25,0.1,0.15,0.1,0.1,0.15,0.15
geometric,381,0.0,traditional_ppo,0.0,3,51.668927527483234,0.25,0.1,0.15,0.1,0.1,0.15,0.15
arithmetic,381,0.0,traditional_ppo,0.0,3,59.887566992554454,0.25,0.1,0.15,0.1,0.1,0.15,0.15
geometric,382,0.0,full,0.0,2,67.20257870914179,0.25,0.1,0.15,0.1,0.1,0.2,0.1
arithmetic,382,1.0,full,0.0,1,71.14862771962018,0.25,0.1,0.15,0.1,0.1,0.2,0.1
geometric,382,1.0,a2c_pointer,0.0,1,67.25353345380185,0.25,0.1,0.15,0.1,0.1,0.2,0.1
arithmetic,382,0.0,a2c_pointer,0.0,2,71.14032415994372,0.25,0.1,0.15,0.1,0.1,0.2,0.1
geometric,382,0.0,traditional_ppo,0.0,3,55.173335451859394,0.25,0.1,0.15,0.1,0.1,0.2,0.1
arithmetic,382,0.0,traditional_ppo,0.0,3,63.521206857635036,0.25,0.1,0.15,0.1,0.1,0.2,0.1
geometric,383,1.0,full,0.0,1,60.46412546823164,0.25,0.1,0.15,0.1,0.15,0.05,0.2
arithmetic,383,1.0,full,0.0,1,63.58240372020495,0.25,0.1,0.15,0.1,0.15,0.05,0.2
geometric,383,0.0,a2c_pointer,0.0,2,60.45171021185903,0.25,0.1,0.15,0.1,0.15,0.05,0.2
arithmetic,383,0.0,a2c_pointer,0.0,2,63.535180052218124,0.25,0.1,0.15,0.1,0.15,0.05,0.2
geometric,383,0.0,traditional_ppo,0.0,3,47.3123496333142,0.25,0.1,0.15,0.1,0.15,0.05,0.2
arithmetic,383,0.0,traditional_ppo,0.0,3,54.454679931623005,0.25,0.1,0.15,0.1,0.15,0.05,0.2
geometric,384,0.0,full,0.0,2,62.67052797740696,0.25,0.1,0.15,0.1,0.15,0.1,0.15
arithmetic,384,1.0,full,0.0,1,66.13528604708162,0.25,0.1,0.15,0.1,0.15,0.1,0.15
geometric,384,1.0,a2c_pointer,0.0,1,62.71475710715346,0.25,0.1,0.15,0.1,0.15,0.1,0.15
arithmetic,384,0.0,a2c_pointer,0.0,2,66.1302485994415,0.25,0.1,0.15,0.1,0.15,0.1,0.15
geometric,384,0.0,traditional_ppo,0.0,3,50.52127578893549,0.25,0.1,0.15,0.1,0.15,0.1,0.15
arithmetic,384,0.0,traditional_ppo,0.0,3,58.088319796703594,0.25,0.1,0.15,0.1,0.15,0.1,0.15
geometric,385,0.0,full,0.0,2,64.95744454338531,0.25,0.1,0.15,0.1,0.15,0.15,0.1
arithmetic,385,0.0,full,0.0,2,68.6881683739583,0.25,0.1,0.15,0.1,0.15,0.15,0.1
geometric,385,1.0,a2c_pointer,0.0,1,65.06252255271477,0.25,0.1,0.15,0.1,0.15,0.15,0.1
arithmetic,385,1.0,a2c_pointer,0.0,1,68.7253171466649,0.25,0.1,0.15,0.1,0.15,0.15,0.1
geometric,385,0.0,traditional_ppo,0.0,3,53.94784505786732,0.25,0.1,0.15,0.1,0.15,0.15,0.1
arithmetic,385,0.0,traditional_ppo,0.0,3,61.721959661784155,0.25,0.1,0.15,0.1,0.15,0.15,0.1
geometric,386,0.0,full,0.0,2,67.3278132127452,0.25,0.1,0.15,0.1,0.15,0.2,0.05
arithmetic,386,0.0,full,0.0,2,71.24105070083499,0.25,0.1,0.15,0.1,0.15,0.2,0.05
geometric,386,1.0,a2c_pointer,0.0,1,67.498178039498,0.25,0.1,0.15,0.1,0.15,0.2,0.05
arithmetic,386,1.0,a2c_pointer,0.0,1,71.32038569388828,0.25,0.1,0.15,0.1,0.15,0.2,0.05
geometric,386,0.0,traditional_ppo,0.0,3,57.60681892805744,0.25,0.1,0.15,0.1,0.15,0.2,0.05
arithmetic,386,0.0,traditional_ppo,0.0,3,65.35559952686474,0.25,0.1,0.15,0.1,0.15,0.2,0.05
geometric,387,1.0,full,0.0,1,64.45812194581615,0.25,0.1,0.15,0.15,0.05,0.1,0.2
arithmetic,387,1.0,full,0.0,1,68.12039069179866,0.25,0.1,0.15,0.15,0.05,0.1,0.2
geometric,387,0.0,a2c_pointer,0.0,2,64.28561904398198,0.25,0.1,0.15,0.15,0.05,0.1,0.2
arithmetic,387,0.0,a2c_pointer,0.0,2,67.91330509247533,0.25,0.1,0.15,0.15,0.05,0.1,0.2
geometric,387,0.0,traditional_ppo,0.0,3,49.36454586412923,0.25,0.1,0.15,0.15,0.05,0.1,0.2
arithmetic,387,0.0,traditional_ppo,0.0,3,57.81420027645239,0.25,0.1,0.15,0.15,0.05,0.1,0.2
geometric,388,1.0,full,0.0,1,66.81026978383791,0.25,0.1,0.15,0.15,0.05,0.15,0.15
arithmetic,388,1.0,full,0.0,1,70.67327301867535,0.25,0.1,0.15,0.15,0.05,0.15,0.15
geometric,388,0.0,a2c_pointer,0.0,2,66.69219067081784,0.25,0.1,0.15,0.15,0.05,0.15,0.15
arithmetic,388,0.0,a2c_pointer,0.0,2,70.5083736396987,0.25,0.1,0.15,0.15,0.05,0.15,0.15
geometric,388,0.0,traditional_ppo,0.0,3,52.71266075614955,0.25,0.1,0.15,0.15,0.05,0.15,0.15
arithmetic,388,0.0,traditional_ppo,0.0,3,61.447840141532964,0.25,0.1,0.15,0.15,0.05,0.15,0.15
geometric,389,1.0,full,0.0,1,69.24825008617752,0.25,0.1,0.15,0.15,0.05,0.2,0.1
arithmetic,389,1.0,full,0.0,1,73.22615534555202,0.25,0.1,0.15,0.15,0.05,0.2,0.1
geometric,389,0.0,a2c_pointer,0.0,2,69.18885378438466,0.25,0.1,0.15,0.15,0.05,0.2,0.1
arithmetic,389,0.0,a2c_pointer,0.0,2,73.1034421869221,0.25,0.1,0.15,0.15,0.05,0.2,0.1
geometric,389,0.0,traditional_ppo,0.0,3,56.287859137624494,0.25,0.1,0.15,0.15,0.05,0.2,0.1
arithmetic,389,0.0,traditional_ppo,0.0,3,65.08148000661352,0.25,0.1,0.15,0.15,0.05,0.2,0.1
geometric,390,1.0,full,0.0,1,62.30467583376444,0.25,0.1,0.15,0.15,0.1,0.05,0.2
arithmetic,390,1.0,full,0.0,1,65.6599313461368,0.25,0.1,0.15,0.15,0.1,0.05,0.2
geometric,390,0.0,a2c_pointer,0.0,2,62.191297974513574,0.25,0.1,0.15,0.15,0.1,0.05,0.2
arithmetic,390,0.0,a2c_pointer,0.0,2,65.49829807919652,0.25,0.1,0.15,0.15,0.1,0.05,0.2
geometric,390,0.0,traditional_ppo,0.0,3,48.2680782269124,0.25,0.1,0.15,0.15,0.1,0.05,0.2
arithmetic,390,0.0,traditional_ppo,0.0,3,56.014953080601515,0.25,0.1,0.15,0.15,0.1,0.05,0.2
geometric,391,1.0,full,0.0,1,64.57824205221905,0.25,0.1,0.15,0.15,0.1,0.1,0.15
arithmetic,391,1.0,full,0.0,1,68.21281367301347,0.25,0.1,0.15,0.15,0.1,0.1,0.15
geometric,391,0.0,a2c_pointer,0.0,2,64.51946740598721,0.25,0.1,0.15,0.15,0.1,0.1,0.15
arithmetic,391,0.0,a2c_pointer,0.0,2,68.09336662641991,0.25,0.1,0.15,0.15,0.1,0.1,0.15
geometric,391,0.0,traditional_ppo,0.0,3,51.54182598842395,0.25,0.1,0.15,0.15,0.1,0.1,0.15
arithmetic,391,0.0,traditional_ppo,0.0,3,59.6485929456821,0.25,0.1,0.15,0.15,0.1,0.1,0.15
geometric,392,0.0,full,0.0,2,66.93477320517538,0.25,0.1,0.15,0.15,0.1,0.15,0.1
arithmetic,392,1.0,full,0.0,1,70.76569599989014,0.25,0.1,0.15,0.15,0.1,0.15,0.1
geometric,392,1.0,a2c_pointer,0.0,1,66.93479328986149,0.25,0.1,0.15,0.15,0.1,0.15,0.1
arithmetic,392,0.0,a2c_pointer,0.0,2,70.6884351736433,0.25,0.1,0.15,0.15,0.1,0.15,0.1
geometric,392,0.0,traditional_ppo,0.0,3,55.03761334214008,0.25,0.1,0.15,0.15,0.1,0.15,0.1
arithmetic,392,0.0,traditional_ppo,0.0,3,63.282232810762665,0.25,0.1,0.15,0.15,0.1,0.15,0.1
geometric,393,0.0,full,0.0,2,69.37729677443753,0.25,0.1,0.15,0.15,0.1,0.2,0.05
arithmetic,393,1.0,full,0.0,1,73.31857832676684,0.25,0.1,0.15,0.15,0.1,0.2,0.05
geometric,393,1.0,a2c_pointer,0.0,1,69.44053838145494,0.25,0.1,0.15,0.15,0.1,0.2,0.05
arithmetic,393,0.0,a2c_pointer,0.0,2,73.28350372086668,0.25,0.1,0.15,0.15,0.1,0.2,0.05
geometric,393,0.0,traditional_ppo,0.0,3,58.770499964033974,0.25,0.1,0.15,0.15,0.1,0.2,0.05
arithmetic,393,0.0,traditional_ppo,0.0,3,66.91587267584325,0.25,0.1,0.15,0.15,0.1,0.2,0.05
geometric,394,1.0,full,0.0,1,62.42078291328566,0.25,0.1,0.15,0.15,0.15,0.05,0.15
arithmetic,394,1.0,full,0.0,1,65.75235432735161,0.25,0.1,0.15,0.15,0.15,0.05,0.15
geometric,394,0.0,a2c_pointer,0.0,2,62.41752793665128,0.25,0.1,0.15,0.15,0.15,0.05,0.15
arithmetic,394,0.0,a2c_pointer,0.0,2,65.6783596131411,0.25,0.1,0.15,0.15,0.15,0.05,0.15
geometric,394,0.0,traditional_ppo,0.0,3,50.396997383803196,0.25,0.1,0.15,0.15,0.15,0.05,0.15
arithmetic,394,0.0,traditional_ppo,0.0,3,57.84934574983123,0.25,0.1,0.15,0.15,0.15,0.05,0.15
geometric,395,0.0,full,0.0,2,64.69858600690559,0.25,0.1,0.15,0.15,0.15,0.1,0.1
arithmetic,395,1.0,full,0.0,1,68.30523665422828,0.25,0.1,0.15,0.15,0.15,0.1,0.1
geometric,395,1.0,a2c_pointer,0.0,1,64.75416642568582,0.25,0.1,0.15,0.15,0.15,0.1,0.1
arithmetic,395,0.0,a2c_pointer,0.0,2,68.27342816036449,0.25,0.1,0.15,0.15,0.15,0.1,0.1
geometric,395,0.0,traditional_ppo,0.0,3,53.815137559107285,0.25,0.1,0.15,0.15,0.15,0.1,0.1
arithmetic,395,0.0,traditional_ppo,0.0,3,61.4829856149118,0.25,0.1,0.15,0.15,0.15,0.1,0.1
geometric,396,0.0,full,0.0,2,67.05950864326678,0.25,0.1,0.15,0.15,0.15,0.15,0.05
arithmetic,396,0.0,full,0.0,2,70.85811898110497,0.25,0.1,0.15,0.15,0.15,0.15,0.05
geometric,396,1.0,a2c_pointer,0.0,1,67.17827841149163,0.25,0.1,0.15,0.15,0.15,0.15,0.05
arithmetic,396,1.0,a2c_pointer,0.0,1,70.86849670758787,0.25,0.1,0.15,0.15,0.15,0.15,0.05
geometric,396,0.0,traditional_ppo,0.0,3,57.46511063844431,0.25,0.1,0.15,0.15,0.15,0.15,0.05
arithmetic,396,0.0,traditional_ppo,0.0,3,65.11662547999238,0.25,0.1,0.15,0.15,0.15,0.15,0.05
geometric,397,1.0,full,0.0,1,64.73366714985853,0.25,0.1,0.2,0.05,0.05,0.15,0.2
arithmetic,397,1.0,full,0.0,1,68.5285103241463,0.25,0.1,0.2,0.05,0.05,0.15,0.2
geometric,397,0.0,a2c_pointer,0.0,2,64.66116396353226,0.25,0.1,0.2,0.05,0.05,0.15,0.2
arithmetic,397,0.0,a2c_pointer,0.0,2,68.46364764270486,0.25,0.1,0.2,0.05,0.05,0.15,0.2
geometric,397,0.0,traditional_ppo,0.0,3,49.440296294016086,0.25,0.1,0.2,0.05,0.05,0.15,0.2
arithmetic,397,0.0,traditional_ppo,0.0,3,57.96599212509257,0.25,0.1,0.2,0.05,0.05,0.15,0.2
geometric,398,1.0,full,0.0,1,67.09586993575031,0.25,0.1,0.2,0.05,0.05,0.2,0.15
arithmetic,398,1.0,full,0.0,1,71.081392651023,0.25,0.1,0.2,0.05,0.05,0.2,0.15
geometric,398,0.0,a2c_pointer,0.0,2,67.08179434505435,0.25,0.1,0.2,0.05,0.05,0.2,0.15
arithmetic,398,0.0,a2c_pointer,0.0,2,71.05871618992826,0.25,0.1,0.2,0.05,0.05,0.2,0.15
geometric,398,0.0,traditional_ppo,0.0,3,52.793548904573896,0.25,0.1,0.2,0.05,0.05,0.2,0.15
arithmetic,398,0.0,traditional_ppo,0.0,3,61.599631990173165,0.25,0.1,0.2,0.05,0.05,0.2,0.15
geometric,399,1.0,full,0.0,1,62.571015498916985,0.25,0.1,0.2,0.05,0.1,0.1,0.2
arithmetic,399,1.0,full,0.0,1,66.06805097848444,0.25,0.1,0.2,0.05,0.1,0.1,0.2
geometric,399,0.0,a2c_pointer,0.0,2,62.5546082504648,0.25,0.1,0.2,0.05,0.1,0.1,0.2
arithmetic,399,0.0,a2c_pointer,0.0,2,66.04864062942607,0.25,0.1,0.2,0.05,0.1,0.1,0.2
geometric,399,0.0,traditional_ppo,0.0,3,48.34214611534319,0.25,0.1,0.2,0.05,0.1,0.1,0.2
arithmetic,399,0.0,traditional_ppo,0.0,3,56.166744929241716,0.25,0.1,0.2,0.05,0.1,0.1,0.2
geometric,400,0.0,full,0.0,2,64.85430074499226,0.25,0.1,0.2,0.05,0.1,0.15,0.15
arithmetic,400,0.0,full,0.0,2,68.62093330536112,0.25,0.1,0.2,0.05,0.1,0.15,0.15
geometric,400,1.0,a2c_pointer,0.0,1,64.89637842522824,0.25,0.1,0.2,0.05,0.1,0.15,0.15
arithmetic,400,1.0,a2c_pointer,0.0,1,68.64370917664945,0.25,0.1,0.2,0.05,0.1,0.15,0.15
geometric,400,0.0,traditional_ppo,0.0,3,51.620917478225614,0.25,0.1,0.2,0.05,0.1,0.15,0.15
arithmetic,400,0.0,traditional_ppo,0.0,3,59.80038479432229,0.25,0.1,0.2,0.05,0.1,0.15,0.15
geometric,401,0.0,full,0.0,2,67.22090558358774,0.25,0.1,0.2,0.05,0.1,0.2,0.1
arithmetic,401,0.0,full,0.0,2,71.17381563223779,0.25,0.1,0.2,0.05,0.1,0.2,0.1
geometric,401,1.0,a2c_pointer,0.0,1,67.3258142045696,0.25,0.1,0.2,0.05,0.1,0.2,0.1
arithmetic,401,1.0,a2c_pointer,0.0,1,71.23877772387284,0.25,0.1,0.2,0.05,0.1,0.2,0.1
geometric,401,0.0,traditional_ppo,0.0,3,55.12206915546992,0.25,0.1,0.2,0.05,0.1,0.2,0.1
arithmetic,401,0.0,traditional_ppo,0.0,3,63.43402465940285,0.25,0.1,0.2,0.05,0.1,0.2,0.1
geometric,402,0.0,full,0.0,2,60.48061469315762,0.25,0.1,0.2,0.05,0.15,0.05,0.2
arithmetic,402,0.0,full,0.0,2,63.60759163282257,0.25,0.1,0.2,0.05,0.15,0.05,0.2
geometric,402,1.0,a2c_pointer,0.0,1,60.516680701510836,0.25,0.1,0.2,0.05,0.15,0.05,0.2
arithmetic,402,1.0,a2c_pointer,0.0,1,63.63363361614724,0.25,0.1,0.2,0.05,0.15,0.05,0.2
geometric,402,0.0,traditional_ppo,0.0,3,47.268387655679184,0.25,0.1,0.2,0.05,0.15,0.05,0.2
arithmetic,402,0.0,traditional_ppo,0.0,3,54.367497733390834,0.25,0.1,0.2,0.05,0.15,0.05,0.2
geometric,403,0.0,full,0.0,2,62.687618912305076,0.25,0.1,0.2,0.05,0.15,0.1,0.15
arithmetic,403,0.0,full,0.0,2,66.16047395969925,0.25,0.1,0.2,0.05,0.15,0.1,0.15
geometric,403,1.0,a2c_pointer,0.0,1,62.782159806983884,0.25,0.1,0.2,0.05,0.15,0.1,0.15
arithmetic,403,1.0,a2c_pointer,0.0,1,66.22870216337064,0.25,0.1,0.2,0.05,0.15,0.1,0.15
geometric,403,0.0,traditional_ppo,0.0,3,50.47433212172091,0.25,0.1,0.2,0.05,0.15,0.1,0.15
arithmetic,403,0.0,traditional_ppo,0.0,3,58.00113759847143,0.25,0.1,0.2,0.05,0.15,0.1,0.15
geometric,404,0.0,full,0.0,2,64.97515914531493,0.25,0.1,0.2,0.05,0.15,0.15,0.1
arithmetic,404,0.0,full,0.0,2,68.71335628657592,0.25,0.1,0.2,0.05,0.15,0.15,0.1
geometric,404,1.0,a2c_pointer,0.0,1,65.13244851400547,0.25,0.1,0.2,0.05,0.15,0.15,0.1
arithmetic,404,1.0,a2c_pointer,0.0,1,68.82377071059402,0.25,0.1,0.2,0.05,0.15,0.15,0.1
geometric,404,0.0,traditional_ppo,0.0,3,53.89771747011757,0.25,0.1,0.2,0.05,0.15,0.15,0.1
arithmetic,404,0.0,traditional_ppo,0.0,3,61.634777463551984,0.25,0.1,0.2,0.05,0.15,0.15,0.1
geometric,405,0.0,full,0.0,2,67.34617424000297,0.25,0.1,0.2,0.05,0.15,0.2,0.05
arithmetic,405,0.0,full,0.0,2,71.2662386134526,0.25,0.1,0.2,0.05,0.15,0.2,0.05
geometric,405,1.0,a2c_pointer,0.0,1,67.5707217220913,0.25,0.1,0.2,0.05,0.15,0.2,0.05
arithmetic,405,1.0,a2c_pointer,0.0,1,71.41883925781741,0.25,0.1,0.2,0.05,0.15,0.2,0.05
geometric,405,0.0,traditional_ppo,0.0,3,57.55329147264744,0.25,0.1,0.2,0.05,0.15,0.2,0.05
arithmetic,405,0.0,traditional_ppo,0.0,3,65.26841732863257,0.25,0.1,0.2,0.05,0.15,0.2,0.05
geometric,406,1.0,full,0.0,1,64.47570037704027,0.25,0.1,0.2,0.1,0.05,0.1,0.2
arithmetic,406,1.0,full,0.0,1,68.14557860441629,0.25,0.1,0.2,0.1,0.05,0.1,0.2
geometric,406,0.0,a2c_pointer,0.0,2,64.35471002804545,0.25,0.1,0.2,0.1,0.05,0.1,0.2
arithmetic,406,0.0,a2c_pointer,0.0,2,68.01175865640447,0.25,0.1,0.2,0.1,0.05,0.1,0.2
geometric,406,0.0,traditional_ppo,0.0,3,49.31867701428217,0.25,0.1,0.2,0.1,0.05,0.1,0.2
arithmetic,406,0.0,traditional_ppo,0.0,3,57.727018078220226,0.25,0.1,0.2,0.1,0.05,0.1,0.2
geometric,407,1.0,full,0.0,1,66.82848967137119,0.25,0.1,0.2,0.1,0.05,0.15,0.15
arithmetic,407,1.0,full,0.0,1,70.69846093129296,0.25,0.1,0.2,0.1,0.05,0.15,0.15
geometric,407,0.0,a2c_pointer,0.0,2,66.76386811829863,0.25,0.1,0.2,0.1,0.05,0.15,0.15
arithmetic,407,0.0,a2c_pointer,0.0,2,70.60682720362786,0.25,0.1,0.2,0.1,0.05,0.15,0.15
geometric,407,0.0,traditional_ppo,0.0,3,52.66368088448381,0.25,0.1,0.2,0.1,0.05,0.15,0.15
arithmetic,407,0.0,traditional_ppo,0.0,3,61.3606579433008,0.25,0.1,0.2,0.1,0.05,0.15,0.15
geometric,408,1.0,full,0.0,1,69.26713483746695,0.25,0.1,0.2,0.1,0.05,0.2,0.1
arithmetic,408,1.0,full,0.0,1,73.25134325816963,0.25,0.1,0.2,0.1,0.05,0.2,0.1
geometric,408,0.0,a2c_pointer,0.0,2,69.26321452112916,0.25,0.1,0.2,0.1,0.05,0.2,0.1
arithmetic,408,0.0,a2c_pointer,0.0,2,73.20189575085124,0.25,0.1,0.2,0.1,0.05,0.2,0.1
geometric,408,0.0,traditional_ppo,0.0,3,56.23555724131813,0.25,0.1,0.2,0.1,0.05,0.2,0.1
arithmetic,408,0.0,traditional_ppo,0.0,3,64.99429780838136,0.25,0.1,0.2,0.1,0.05,0.2,0.1
geometric,409,1.0,full,0.0,1,62.32166699680215,0.25,0.1,0.2,0.1,0.1,0.05,0.2
arithmetic,409,1.0,full,0.0,1,65.68511925875443,0.25,0.1,0.2,0.1,0.1,0.05,0.2
geometric,409,0.0,a2c_pointer,0.0,2,62.258138086519075,0.25,0.1,0.2,0.1,0.1,0.05,0.2
arithmetic,409,0.0,a2c_pointer,0.0,2,65.59675164312566,0.25,0.1,0.2,0.1,0.1,0.05,0.2
geometric,409,0.0,traditional_ppo,0.0,3,48.223228199552885,0.25,0.1,0.2,0.1,0.1,0.05,0.2
arithmetic,409,0.0,traditional_ppo,0.0,3,55.92777088236935,0.25,0.1,0.2,0.1,0.1,0.05,0.2
geometric,410,1.0,full,0.0,1,64.59585324150324,0.25,0.1,0.2,0.1,0.1,0.1,0.15
arithmetic,410,1.0,full,0.0,1,68.2380015856311,0.25,0.1,0.2,0.1,0.1,0.1,0.15
geometric,410,0.0,a2c_pointer,0.0,2,64.5888097186323,0.25,0.1,0.2,0.1,0.1,0.1,0.15
arithmetic,410,0.0,a2c_pointer,0.0,2,68.19182019034905,0.25,0.1,0.2,0.1,0.1,0.1,0.15
geometric,410,0.0,traditional_ppo,0.0,3,51.49393404014971,0.25,0.1,0.2,0.1,0.1,0.1,0.15
arithmetic,410,0.0,traditional_ppo,0.0,3,59.56141074744994,0.25,0.1,0.2,0.1,0.1,0.1,0.15
geometric,411,0.0,full,0.0,2,66.95302704614639,0.25,0.1,0.2,0.1,0.1,0.15,0.1
