D6_training_stability,D7_sample_efficiency,mean_validation_auc,model,seed_consistency,seed_count,temporal_consistency,validation_auc_sd
0.9978080836976099,0.48723161832227396,0.48723161832227396,full,0.9983090514501396,5,0.9970566320688153,0.003212851921138885
0.9971198170749926,0.4781061076303148,0.4781061076303148,a2c_pointer,0.9971477734931614,5,0.9970778824477394,0.003119411154042031
0.9943681901350083,0.2676402171188932,0.2676402171188932,traditional_ppo,0.9931249321733945,5,0.9962330770774289,0.004506396174274527
