task_id,map_id,model,route_found,display_rotation_deg,distance_m,energy_wh,time_s,weighted_coverage,returned,termination_reason
synthetic_test__synthetic_test__map_003__task_08,synthetic_test__map_003,full,True,0,5566.539623,39.46631863,789.571385,0.2448979592,True,returned_partial
