best_episode_mean,best_episode_sample_sd,environment_interactions_mean,environment_interactions_sample_sd,formal_nominal_safe_rate_mean,formal_nominal_safe_rate_sample_sd,formal_nominal_safe_weighted_coverage_mean,formal_nominal_safe_weighted_coverage_sample_sd,formal_real_safe_rate_mean,formal_real_safe_rate_sample_sd,formal_real_safe_weighted_coverage_mean,formal_real_safe_weighted_coverage_sample_sd,formal_synthetic_safe_rate_mean,formal_synthetic_safe_rate_sample_sd,formal_synthetic_safe_weighted_coverage_mean,formal_synthetic_safe_weighted_coverage_sample_sd,model,seed_count,tail_mean_approx_kl_mean,tail_mean_approx_kl_sample_sd,tail_mean_entropy_mean,tail_mean_entropy_sample_sd,tail_mean_gradient_norm_pre_clip_mean,tail_mean_gradient_norm_pre_clip_sample_sd,tail_mean_ratio_deviation_mean,tail_mean_ratio_deviation_sample_sd,tail_mean_weighted_coverage_mean,tail_mean_weighted_coverage_sample_sd
1696.0,738.4307685897169,49611.8,281.27335458589033,1.0,0.0,0.4941210199357521,0.0012161656696337733,1.0,0.0,0.5024440192743764,0.0033730323532470082,1.0,0.0,0.4857980205971278,0.00198024897442038,full,5,0.02844123851173208,0.004359991398184332,0.28453390816753704,0.02344992813395516,3.7338324141486856,0.5770585173095131,1.786560457199812,0.1588231936667022,0.988232421875,0.004233570205389296
1920.0,542.5863986500215,48803.6,163.77515074027562,1.0,0.0,0.4937347056878306,0.0025174018523330816,1.0,0.0,0.5024567743764173,0.002723033841066304,1.0,0.0,0.48501263699924413,0.0026888598034673803,a2c_pointer,5,0.049781695388628575,0.019600207916240626,0.5707974819903029,0.14559248239950073,4.4646686842354635,0.6803342891387743,2.125185628980398,0.3896016051503059,0.97779541015625,0.022881769934725064
