task_id,map_id,model,route_found,display_rotation_deg,distance_m,energy_wh,time_s,weighted_coverage,returned,termination_reason
real_test__cn_hengduan__road_00__task_08,cn_hengduan,full,True,0,4600.538264,26.95336071,566.2226851,0.3673469388,True,returned_partial
