domain,model,map_id,safe_weighted_coverage,weighted_coverage,safe_rate,return_rate,planning_time_s
未见合成,traditional_ppo,synthetic_test__map_008,0.2974178005,0.2974178005,1,1,0.7278539511
未见合成,traditional_ppo,synthetic_test__map_009,0.2543764172,0.2543764172,1,1,0.6639232133
未见合成,traditional_ppo,synthetic_test__map_010,0.2415617914,0.2415617914,1,1,0.6026848378
未见合成,traditional_ppo,synthetic_test__map_011,0.2783361678,0.2783361678,1,1,0.7625603822
未见合成,traditional_ppo,synthetic_test__map_012,0.2917687075,0.2917687075,1,1,0.7103048022
未见合成,traditional_ppo,synthetic_test__map_013,0.2609410431,0.2609410431,1,1,0.6119122244
未见合成,traditional_ppo,synthetic_test__map_014,0.2335260771,0.2335260771,1,1,0.5582169156
未见合成,traditional_ppo,synthetic_test__map_015,0.2513151927,0.2513151927,1,1,0.6925500867
未见合成,traditional_ppo,synthetic_test__map_016,0.2853628118,0.2853628118,1,1,0.7433432867
未见合成,traditional_ppo,synthetic_test__map_017,0.2791099773,0.2791099773,1,1,0.7126311533
未见合成,traditional_ppo,synthetic_test__map_018,0.2462726757,0.2462726757,1,1,0.6426250489
未见合成,traditional_ppo,synthetic_test__map_019,0.257675737,0.257675737,1,1,0.7154355244
未见合成,traditional_ppo,synthetic_test__map_020,0.3040419501,0.3040419501,1,1,0.7254653867
未见合成,traditional_ppo,synthetic_test__map_021,0.2829365079,0.2829365079,1,1,0.6639552889
未见合成,traditional_ppo,synthetic_test__map_022,0.2728486395,0.2728486395,1,1,0.6300946267
未见合成,traditional_ppo,synthetic_test__map_023,0.2648214286,0.2648214286,1,1,0.7788537867
真实DSM,a2c_pointer,cn_guizhou_karst,0.4921768707,0.4921768707,1,1,1.26714294
真实DSM,a2c_pointer,cn_hengduan,0.4913435374,0.4913435374,1,1,1.175467187
真实DSM,a2c_pointer,cn_qinling,0.5220068027,0.5220068027,1,1,0.9905315178
真实DSM,a2c_pointer,cn_taihang,0.4972859977,0.4972859977,1,1,1.213032572
真实DSM,a2c_pointer,global_alps,0.5060274943,0.5060274943,1,1,1.129919222
真实DSM,a2c_pointer,global_colorado_rockies,0.5261678005,0.5261678005,1,1,1.341672913
真实DSM,a2c_pointer,global_peruvian_andes,0.4976842404,0.4976842404,1,1,1.373686206
真实DSM,a2c_pointer,global_southern_alps_nz,0.4869614512,0.4869614512,1,1,1.140324953
真实DSM,aco,cn_guizhou_karst,0.5490929705,0.5490929705,1,1,46.3854353
真实DSM,aco,cn_hengduan,0.5606972789,0.5606972789,1,1,46.95393403
真实DSM,aco,cn_qinling,0.5771485261,0.5771485261,1,1,46.66578049
真实DSM,aco,cn_taihang,0.5599206349,0.5599206349,1,1,46.15838825
真实DSM,aco,global_alps,0.5607851474,0.5607851474,1,1,47.7408336
真实DSM,aco,global_colorado_rockies,0.5813081066,0.5813081066,1,1,45.56245201
真实DSM,aco,global_peruvian_andes,0.5449263039,0.5449263039,1,1,42.42490089
真实DSM,aco,global_southern_alps_nz,0.5455626417,0.5455626417,1,1,46.54086475
真实DSM,full,cn_guizhou_karst,0.4937514172,0.4937514172,1,1,1.298274121
真实DSM,full,cn_hengduan,0.5018339002,0.5018339002,1,1,1.211548924
真实DSM,full,cn_qinling,0.5151799887,0.5151799887,1,1,1.009881784
真实DSM,full,cn_taihang,0.4994430272,0.4994430272,1,1,1.212424226
真实DSM,full,global_alps,0.5063888889,0.5063888889,1,1,1.148453586
真实DSM,full,global_colorado_rockies,0.5160898526,0.5160898526,1,1,1.308358769
真实DSM,full,global_peruvian_andes,0.4967871315,0.4967871315,1,1,1.410347809
真实DSM,full,global_southern_alps_nz,0.4900779478,0.4900779478,1,1,1.182470846
真实DSM,milp,cn_guizhou_karst,0.5799886621,0.5799886621,1,1,9.249556478
真实DSM,milp,cn_hengduan,0.5852891156,0.5852891156,1,1,11.48245524
真实DSM,milp,cn_qinling,0.6047548186,0.6047548186,1,1,8.027997117
真实DSM,milp,cn_taihang,0.5848001701,0.5848001701,1,1,15.08970145
真实DSM,milp,global_alps,0.5890376984,0.5890376984,1,1,9.69022155
真实DSM,milp,global_colorado_rockies,0.5886904762,0.5886904762,1,1,19.46529137
真实DSM,milp,global_peruvian_andes,0.5577947846,0.5577947846,1,1,35.2288573
真实DSM,milp,global_southern_alps_nz,0.5731363379,0.5731363379,1,1,16.57123504
真实DSM,nearest_feasible,cn_guizhou_karst,0.4307256236,0.4307256236,1,1,3.337918472
真实DSM,nearest_feasible,cn_hengduan,0.5057610544,0.5057610544,1,1,3.184654761
真实DSM,nearest_feasible,cn_qinling,0.5006023243,0.5006023243,1,1,2.314503606
真实DSM,nearest_feasible,cn_taihang,0.4654478458,0.4654478458,1,1,2.945516944
真实DSM,nearest_feasible,global_alps,0.4889597506,0.4889597506,1,1,2.8464317
真实DSM,nearest_feasible,global_colorado_rockies,0.5199971655,0.5199971655,1,1,3.233334389
真实DSM,nearest_feasible,global_peruvian_andes,0.4814413265,0.4814413265,1,1,3.424910178
真实DSM,nearest_feasible,global_southern_alps_nz,0.4818310658,0.4818310658,1,1,3.07216165
真实DSM,no_domain_randomization,cn_guizhou_karst,0.4906717687,0.4906717687,1,1,1.343616983
真实DSM,no_domain_randomization,cn_hengduan,0.5062032313,0.5062032313,1,1,1.276916696
真实DSM,no_domain_randomization,cn_qinling,0.5148568594,0.5148568594,1,1,1.014674098
真实DSM,no_domain_randomization,cn_taihang,0.4840008503,0.4840008503,1,1,1.236833051
真实DSM,no_domain_randomization,global_alps,0.5108971088,0.5108971088,1,1,1.194796722
真实DSM,no_domain_randomization,global_colorado_rockies,0.5161366213,0.5161366213,1,1,1.322090308
真实DSM,no_domain_randomization,global_peruvian_andes,0.48986678,0.48986678,1,1,1.438129179
真实DSM,no_domain_randomization,global_southern_alps_nz,0.4994827098,0.4994827098,1,1,1.225156769
真实DSM,no_priority_bias,cn_guizhou_karst,0.4885345805,0.4885345805,1,1,1.31926191
真实DSM,no_priority_bias,cn_hengduan,0.501832483,0.501832483,1,1,1.237157257
真实DSM,no_priority_bias,cn_qinling,0.5083205782,0.5083205782,1,1,0.9946157789
真实DSM,no_priority_bias,cn_taihang,0.5014838435,0.5014838435,1,1,1.17970427
真实DSM,no_priority_bias,global_alps,0.5009722222,0.5009722222,1,1,1.16499768
真实DSM,no_priority_bias,global_colorado_rockies,0.5235161565,0.5235161565,1,1,1.346045473
真实DSM,no_priority_bias,global_peruvian_andes,0.5027480159,0.5027480159,1,1,1.422957862
真实DSM,no_priority_bias,global_southern_alps_nz,0.4971471088,0.4971471088,1,1,1.194227364
真实DSM,no_resource_shaping,cn_guizhou_karst,0.4885700113,0.4885700113,1,1,1.308165536
真实DSM,no_resource_shaping,cn_hengduan,0.4968891723,0.4968891723,1,1,1.214417711
真实DSM,no_resource_shaping,cn_qinling,0.5175269274,0.5175269274,1,1,1.010591727
真实DSM,no_resource_shaping,cn_taihang,0.4997434807,0.4997434807,1,1,1.208745482
真实DSM,no_resource_shaping,global_alps,0.5092361111,0.5092361111,1,1,1.142534396
真实DSM,no_resource_shaping,global_colorado_rockies,0.5163081066,0.5163081066,1,1,1.315272423
真实DSM,no_resource_shaping,global_peruvian_andes,0.5003316327,0.5003316327,1,1,1.405283726
真实DSM,no_resource_shaping,global_southern_alps_nz,0.4901884921,0.4901884921,1,1,1.149058124
真实DSM,no_return_reserve,cn_guizhou_karst,0.1202040816,0.1202040816,1,1,0.4685376267
真实DSM,no_return_reserve,cn_hengduan,0.1004280045,0.1004280045,1,1,0.4033925256
真实DSM,no_return_reserve,cn_qinling,0.09957624717,0.102524093,0.9888888889,0.9888888889,0.3909075422
真实DSM,no_return_reserve,cn_taihang,0.1042346939,0.1042346939,1,1,0.4110806922
真实DSM,no_return_reserve,global_alps,0.1049560658,0.1049560658,1,1,0.3996882722
真实DSM,no_return_reserve,global_colorado_rockies,0.130952381,0.1337301587,0.9888888889,0.9888888889,0.5296408111
真实DSM,no_return_reserve,global_peruvian_andes,0.1426232993,0.1426232993,1,1,0.5576231689
真实DSM,no_return_reserve,global_southern_alps_nz,0.09357851474,0.09357851474,1,1,0.3809993389
真实DSM,priority_resource_greedy,cn_guizhou_karst,0.472087585,0.472087585,1,1,3.334018528
真实DSM,priority_resource_greedy,cn_hengduan,0.4611181973,0.4611181973,1,1,3.045492239
真实DSM,priority_resource_greedy,cn_qinling,0.4371173469,0.4371173469,1,1,2.245789033
真实DSM,priority_resource_greedy,cn_taihang,0.4794075964,0.4794075964,1,1,2.870521128
真实DSM,priority_resource_greedy,global_alps,0.4719529478,0.4719529478,1,1,2.668087744
真实DSM,priority_resource_greedy,global_colorado_rockies,0.4852111678,0.4852111678,1,1,3.149747783
真实DSM,priority_resource_greedy,global_peruvian_andes,0.4970663265,0.4970663265,1,1,3.318750006
真实DSM,priority_resource_greedy,global_southern_alps_nz,0.4393424036,0.4393424036,1,1,2.951196244
真实DSM,traditional_ppo,cn_guizhou_karst,0.2487514172,0.2487514172,1,1,0.7699363056
真实DSM,traditional_ppo,cn_hengduan,0.2769855442,0.2769855442,1,1,0.77640156
真实DSM,traditional_ppo,cn_qinling,0.2713647959,0.2713647959,1,1,0.6195342456
真实DSM,traditional_ppo,cn_taihang,0.2549631519,0.2549631519,1,1,0.7077261144
真实DSM,traditional_ppo,global_alps,0.269763322,0.269763322,1,1,0.7439770611
真实DSM,traditional_ppo,global_colorado_rockies,0.2718877551,0.2718877551,1,1,0.75542354
真实DSM,traditional_ppo,global_peruvian_andes,0.2564611678,0.2564611678,1,1,0.7539762722
真实DSM,traditional_ppo,global_southern_alps_nz,0.2763052721,0.2763052721,1,1,0.7044339067
