aggregation,grid_id,is_first,model,rank,score_0_to_100,weight_D1,weight_D2,weight_D3,weight_D4,weight_D5,weight_D6,weight_D7
arithmetic,758,0.0,traditional_ppo,3,61.95877868365653,0.3,0.1,0.2,0.15,0.05,0.15,0.05
geometric,758,0.0,a2c_pointer,2,69.19118797650422,0.3,0.1,0.2,0.15,0.05,0.15,0.05
arithmetic,758,0.0,a2c_pointer,2,72.06454727359119,0.3,0.1,0.2,0.15,0.05,0.15,0.05
geometric,759,1.0,full,1,67.60081175316692,0.3,0.1,0.2,0.15,0.1,0.05,0.1
arithmetic,759,1.0,full,1,70.65427082268175,0.3,0.1,0.2,0.15,0.1,0.05,0.1
geometric,759,0.0,traditional_ppo,3,0.0,0.3,0.1,0.2,0.15,0.1,0.05,0.1
arithmetic,759,0.0,traditional_ppo,3,55.475725166563194,0.3,0.1,0.2,0.15,0.1,0.05,0.1
geometric,759,0.0,a2c_pointer,2,66.96837198449377,0.3,0.1,0.2,0.15,0.1,0.05,0.1
arithmetic,759,0.0,a2c_pointer,2,69.7158018938403,0.3,0.1,0.2,0.15,0.1,0.05,0.1
geometric,760,1.0,full,1,67.78681669440498,0.3,0.1,0.2,0.15,0.1,0.1,0.05
arithmetic,760,1.0,full,1,70.91229578443344,0.3,0.1,0.2,0.15,0.1,0.1,0.05
geometric,760,0.0,traditional_ppo,3,0.0,0.3,0.1,0.2,0.15,0.1,0.1,0.05
arithmetic,760,0.0,traditional_ppo,3,60.30354880252196,0.3,0.1,0.2,0.15,0.1,0.1,0.05
geometric,760,0.0,a2c_pointer,2,67.1879378082432,0.3,0.1,0.2,0.15,0.1,0.1,0.05
arithmetic,760,0.0,a2c_pointer,2,70.00895772913883,0.3,0.1,0.2,0.15,0.1,0.1,0.05
geometric,761,1.0,full,1,65.6315036116086,0.3,0.1,0.2,0.15,0.15,0.05,0.05
arithmetic,761,1.0,full,1,68.61546267675793,0.3,0.1,0.2,0.15,0.15,0.05,0.05
geometric,761,0.0,traditional_ppo,3,0.0,0.3,0.1,0.2,0.15,0.15,0.05,0.05
arithmetic,761,0.0,traditional_ppo,3,58.648318921387364,0.3,0.1,0.2,0.15,0.15,0.05,0.05
geometric,761,0.0,a2c_pointer,2,65.24268651749824,0.3,0.1,0.2,0.15,0.15,0.05,0.05
arithmetic,761,0.0,a2c_pointer,2,67.95336818468644,0.3,0.1,0.2,0.15,0.15,0.05,0.05
geometric,762,1.0,full,1,70.5811133433306,0.3,0.1,0.25,0.05,0.05,0.05,0.2
arithmetic,762,1.0,full,1,73.86122130494105,0.3,0.1,0.25,0.05,0.05,0.05,0.2
geometric,762,0.0,traditional_ppo,3,0.0,0.3,0.1,0.25,0.05,0.05,0.05,0.2
arithmetic,762,0.0,traditional_ppo,3,48.28448159829614,0.3,0.1,0.25,0.05,0.05,0.05,0.2
geometric,762,0.0,a2c_pointer,2,69.81810813921062,0.3,0.1,0.25,0.05,0.05,0.05,0.2
arithmetic,762,0.0,a2c_pointer,2,72.77487455187504,0.3,0.1,0.25,0.05,0.05,0.05,0.2
geometric,763,1.0,full,1,70.77531864204622,0.3,0.1,0.25,0.05,0.05,0.1,0.15
arithmetic,763,1.0,full,1,74.11924626669273,0.3,0.1,0.25,0.05,0.05,0.1,0.15
geometric,763,0.0,traditional_ppo,3,0.0,0.3,0.1,0.25,0.05,0.05,0.1,0.15
arithmetic,763,0.0,traditional_ppo,3,53.11230523425491,0.3,0.1,0.25,0.05,0.05,0.1,0.15
geometric,763,0.0,a2c_pointer,2,70.04701724916723,0.3,0.1,0.25,0.05,0.05,0.1,0.15
arithmetic,763,0.0,a2c_pointer,2,73.0680303871736,0.3,0.1,0.25,0.05,0.05,0.1,0.15
geometric,764,1.0,full,1,70.97005830039805,0.3,0.1,0.25,0.05,0.05,0.15,0.1
arithmetic,764,1.0,full,1,74.37727122844441,0.3,0.1,0.25,0.05,0.05,0.15,0.1
geometric,764,0.0,traditional_ppo,3,0.0,0.3,0.1,0.25,0.05,0.05,0.15,0.1
arithmetic,764,0.0,traditional_ppo,3,57.940128870213655,0.3,0.1,0.25,0.05,0.05,0.15,0.1
geometric,764,0.0,a2c_pointer,2,70.27667687187787,0.3,0.1,0.25,0.05,0.05,0.15,0.1
arithmetic,764,0.0,a2c_pointer,2,73.3611862224721,0.3,0.1,0.25,0.05,0.05,0.15,0.1
geometric,765,1.0,full,1,71.16533378868697,0.3,0.1,0.25,0.05,0.05,0.2,0.05
arithmetic,765,1.0,full,1,74.63529619019607,0.3,0.1,0.25,0.05,0.05,0.2,0.05
geometric,765,0.0,traditional_ppo,3,0.0,0.3,0.1,0.25,0.05,0.05,0.2,0.05
arithmetic,765,0.0,traditional_ppo,3,62.767952506172406,0.3,0.1,0.25,0.05,0.05,0.2,0.05
geometric,765,0.0,a2c_pointer,2,70.50708946801086,0.3,0.1,0.25,0.05,0.05,0.2,0.05
arithmetic,765,0.0,a2c_pointer,2,73.65434205777063,0.3,0.1,0.25,0.05,0.05,0.2,0.05
geometric,766,1.0,full,1,68.52498476228939,0.3,0.1,0.25,0.05,0.1,0.05,0.15
arithmetic,766,1.0,full,1,71.82241315901723,0.3,0.1,0.25,0.05,0.1,0.05,0.15
geometric,766,0.0,traditional_ppo,3,0.0,0.3,0.1,0.25,0.05,0.1,0.05,0.15
arithmetic,766,0.0,traditional_ppo,3,51.45707535312033,0.3,0.1,0.25,0.05,0.1,0.05,0.15
geometric,766,0.0,a2c_pointer,2,68.01898877915127,0.3,0.1,0.25,0.05,0.1,0.05,0.15
arithmetic,766,0.0,a2c_pointer,2,71.01244084272122,0.3,0.1,0.25,0.05,0.1,0.05,0.15
geometric,767,1.0,full,1,68.71353258343966,0.3,0.1,0.25,0.05,0.1,0.1,0.1
arithmetic,767,1.0,full,1,72.0804381207689,0.3,0.1,0.25,0.05,0.1,0.1,0.1
geometric,767,0.0,traditional_ppo,3,0.0,0.3,0.1,0.25,0.05,0.1,0.1,0.1
arithmetic,767,0.0,traditional_ppo,3,56.28489898907908,0.3,0.1,0.25,0.05,0.1,0.1,0.1
geometric,767,0.0,a2c_pointer,2,68.24199920719866,0.3,0.1,0.25,0.05,0.1,0.1,0.1
arithmetic,767,0.0,a2c_pointer,2,71.30559667801974,0.3,0.1,0.25,0.05,0.1,0.1,0.1
geometric,768,1.0,full,1,68.90259919756716,0.3,0.1,0.25,0.05,0.1,0.15,0.05
arithmetic,768,1.0,full,1,72.33846308252059,0.3,0.1,0.25,0.05,0.1,0.15,0.05
geometric,768,0.0,traditional_ppo,3,0.0,0.3,0.1,0.25,0.05,0.1,0.15,0.05
arithmetic,768,0.0,traditional_ppo,3,61.11272262503784,0.3,0.1,0.25,0.05,0.1,0.15,0.05
geometric,768,0.0,a2c_pointer,2,68.46574080828918,0.3,0.1,0.25,0.05,0.1,0.15,0.05
arithmetic,768,0.0,a2c_pointer,2,71.59875251331826,0.3,0.1,0.25,0.05,0.1,0.15,0.05
geometric,769,1.0,full,1,66.52875414178632,0.3,0.1,0.25,0.05,0.15,0.05,0.1
arithmetic,769,1.0,full,1,69.7836050130934,0.3,0.1,0.25,0.05,0.15,0.05,0.1
geometric,769,0.0,traditional_ppo,3,0.0,0.3,0.1,0.25,0.05,0.15,0.05,0.1
arithmetic,769,0.0,traditional_ppo,3,54.62966910794449,0.3,0.1,0.25,0.05,0.15,0.05,0.1
geometric,769,0.0,a2c_pointer,2,66.26623032112735,0.3,0.1,0.25,0.05,0.15,0.05,0.1
arithmetic,769,0.0,a2c_pointer,2,69.25000713356737,0.3,0.1,0.25,0.05,0.15,0.05,0.1
geometric,770,1.0,full,1,66.7118092957683,0.3,0.1,0.25,0.05,0.15,0.1,0.05
arithmetic,770,1.0,full,1,70.0416299748451,0.3,0.1,0.25,0.05,0.15,0.1,0.05
geometric,770,0.0,traditional_ppo,3,0.0,0.3,0.1,0.25,0.05,0.15,0.1,0.05
arithmetic,770,0.0,traditional_ppo,3,59.45749274390325,0.3,0.1,0.25,0.05,0.15,0.1,0.05
geometric,770,0.0,a2c_pointer,2,66.48349406841685,0.3,0.1,0.25,0.05,0.15,0.1,0.05
arithmetic,770,0.0,a2c_pointer,2,69.5431629688659,0.3,0.1,0.25,0.05,0.15,0.1,0.05
geometric,771,1.0,full,1,70.12790268447942,0.3,0.1,0.25,0.1,0.05,0.05,0.15
arithmetic,771,1.0,full,1,73.30910383308614,0.3,0.1,0.25,0.1,0.05,0.05,0.15
geometric,771,0.0,traditional_ppo,3,0.0,0.3,0.1,0.25,0.1,0.05,0.05,0.15
arithmetic,771,0.0,traditional_ppo,3,52.61664885780286,0.3,0.1,0.25,0.1,0.05,0.05,0.15
geometric,771,0.0,a2c_pointer,2,69.39252286981495,0.3,0.1,0.25,0.1,0.05,0.05,0.15
arithmetic,771,0.0,a2c_pointer,2,72.27612401831145,0.3,0.1,0.25,0.1,0.05,0.05,0.15
geometric,772,1.0,full,1,70.32086096530013,0.3,0.1,0.25,0.1,0.05,0.1,0.1
arithmetic,772,1.0,full,1,73.56712879483783,0.3,0.1,0.25,0.1,0.05,0.1,0.1
geometric,772,0.0,traditional_ppo,3,0.0,0.3,0.1,0.25,0.1,0.05,0.1,0.1
arithmetic,772,0.0,traditional_ppo,3,57.44447249376161,0.3,0.1,0.25,0.1,0.05,0.1,0.1
geometric,772,0.0,a2c_pointer,2,69.62003663481273,0.3,0.1,0.25,0.1,0.05,0.1,0.1
arithmetic,772,0.0,a2c_pointer,2,72.56927985360997,0.3,0.1,0.25,0.1,0.05,0.1,0.1
geometric,773,1.0,full,1,70.51435017456316,0.3,0.1,0.25,0.1,0.05,0.15,0.05
arithmetic,773,1.0,full,1,73.8251537565895,0.3,0.1,0.25,0.1,0.05,0.15,0.05
geometric,773,0.0,traditional_ppo,3,0.0,0.3,0.1,0.25,0.1,0.05,0.15,0.05
arithmetic,773,0.0,traditional_ppo,3,62.272296129720374,0.3,0.1,0.25,0.1,0.05,0.15,0.05
geometric,773,0.0,a2c_pointer,2,69.84829633771739,0.3,0.1,0.25,0.1,0.05,0.15,0.05
arithmetic,773,0.0,a2c_pointer,2,72.8624356889085,0.3,0.1,0.25,0.1,0.05,0.15,0.05
geometric,774,1.0,full,1,68.08497677685547,0.3,0.1,0.25,0.1,0.1,0.05,0.1
arithmetic,774,1.0,full,1,71.27029568716232,0.3,0.1,0.25,0.1,0.1,0.05,0.1
geometric,774,0.0,traditional_ppo,3,0.0,0.3,0.1,0.25,0.1,0.1,0.05,0.1
arithmetic,774,0.0,traditional_ppo,3,55.789242612627035,0.3,0.1,0.25,0.1,0.1,0.05,0.1
geometric,774,0.0,a2c_pointer,2,67.60437027350692,0.3,0.1,0.25,0.1,0.1,0.05,0.1
arithmetic,774,0.0,a2c_pointer,2,70.51369030915761,0.3,0.1,0.25,0.1,0.1,0.05,0.1
geometric,775,1.0,full,1,68.2723139075221,0.3,0.1,0.25,0.1,0.1,0.1,0.05
arithmetic,775,1.0,full,1,71.52832064891399,0.3,0.1,0.25,0.1,0.1,0.1,0.05
geometric,775,0.0,traditional_ppo,3,0.0,0.3,0.1,0.25,0.1,0.1,0.1,0.05
arithmetic,775,0.0,traditional_ppo,3,60.617066248585786,0.3,0.1,0.25,0.1,0.1,0.1,0.05
geometric,775,0.0,a2c_pointer,2,67.82602131277068,0.3,0.1,0.25,0.1,0.1,0.1,0.05
arithmetic,775,0.0,a2c_pointer,2,70.80684614445613,0.3,0.1,0.25,0.1,0.1,0.1,0.05
geometric,776,1.0,full,1,66.10156421704711,0.3,0.1,0.25,0.1,0.15,0.05,0.05
arithmetic,776,1.0,full,1,69.23148754123851,0.3,0.1,0.25,0.1,0.15,0.05,0.05
geometric,776,0.0,traditional_ppo,3,0.0,0.3,0.1,0.25,0.1,0.15,0.05,0.05
arithmetic,776,0.0,traditional_ppo,3,58.961836367451205,0.3,0.1,0.25,0.1,0.15,0.05,0.05
geometric,776,0.0,a2c_pointer,2,65.86229598038555,0.3,0.1,0.25,0.1,0.15,0.05,0.05
arithmetic,776,0.0,a2c_pointer,2,68.75125660000376,0.3,0.1,0.25,0.1,0.15,0.05,0.05
geometric,777,1.0,full,1,69.67760215117839,0.3,0.1,0.25,0.15,0.05,0.05,0.1
arithmetic,777,1.0,full,1,72.75698636123123,0.3,0.1,0.25,0.15,0.05,0.05,0.1
geometric,777,0.0,traditional_ppo,3,0.0,0.3,0.1,0.25,0.15,0.05,0.05,0.1
arithmetic,777,0.0,traditional_ppo,3,56.94881611730954,0.3,0.1,0.25,0.15,0.05,0.05,0.1
geometric,777,0.0,a2c_pointer,2,68.96953181023613,0.3,0.1,0.25,0.15,0.05,0.05,0.1
arithmetic,777,0.0,a2c_pointer,2,71.77737348474783,0.3,0.1,0.25,0.15,0.05,0.05,0.1
geometric,778,1.0,full,1,69.8693214213709,0.3,0.1,0.25,0.15,0.05,0.1,0.05
arithmetic,778,1.0,full,1,73.0150113229829,0.3,0.1,0.25,0.15,0.05,0.1,0.05
geometric,778,0.0,traditional_ppo,3,0.0,0.3,0.1,0.25,0.15,0.05,0.1,0.05
arithmetic,778,0.0,traditional_ppo,3,61.776639753268306,0.3,0.1,0.25,0.15,0.05,0.1,0.05
geometric,778,0.0,a2c_pointer,2,69.19565873577996,0.3,0.1,0.25,0.15,0.05,0.1,0.05
arithmetic,778,0.0,a2c_pointer,2,72.07052932004638,0.3,0.1,0.25,0.15,0.05,0.1,0.05
geometric,779,1.0,full,1,67.6477941408604,0.3,0.1,0.25,0.15,0.1,0.05,0.05
arithmetic,779,1.0,full,1,70.7181782153074,0.3,0.1,0.25,0.15,0.1,0.05,0.05
geometric,779,0.0,traditional_ppo,3,0.0,0.3,0.1,0.25,0.15,0.1,0.05,0.05
arithmetic,779,0.0,traditional_ppo,3,60.121409872133725,0.3,0.1,0.25,0.15,0.1,0.05,0.05
geometric,779,0.0,a2c_pointer,2,67.19227912835865,0.3,0.1,0.25,0.15,0.1,0.05,0.05
arithmetic,779,0.0,a2c_pointer,2,70.014939775594,0.3,0.1,0.25,0.15,0.1,0.05,0.05
geometric,780,1.0,full,1,67.61152393896127,0.3,0.15,0.1,0.05,0.05,0.15,0.2
arithmetic,780,1.0,full,1,71.4240153551674,0.3,0.15,0.1,0.05,0.05,0.15,0.2
geometric,780,0.0,traditional_ppo,3,0.0,0.3,0.15,0.1,0.05,0.05,0.15,0.2
arithmetic,780,0.0,traditional_ppo,3,45.822787552459296,0.3,0.15,0.1,0.05,0.05,0.15,0.2
geometric,780,0.0,a2c_pointer,2,66.60139525924646,0.3,0.15,0.1,0.05,0.05,0.15,0.2
arithmetic,780,0.0,a2c_pointer,2,69.93880058951186,0.3,0.15,0.1,0.05,0.05,0.15,0.2
geometric,781,1.0,full,1,67.79755835498575,0.3,0.15,0.1,0.05,0.05,0.2,0.15
arithmetic,781,1.0,full,1,71.68204031691909,0.3,0.15,0.1,0.05,0.05,0.2,0.15
geometric,781,0.0,traditional_ppo,3,0.0,0.3,0.15,0.1,0.05,0.05,0.2,0.15
arithmetic,781,0.0,traditional_ppo,3,50.65061118841806,0.3,0.15,0.1,0.05,0.05,0.2,0.15
geometric,781,0.0,a2c_pointer,2,66.81975789491489,0.3,0.15,0.1,0.05,0.05,0.2,0.15
arithmetic,781,0.0,a2c_pointer,2,70.23195642481038,0.3,0.15,0.1,0.05,0.05,0.2,0.15
geometric,782,1.0,full,1,65.46178437012455,0.3,0.15,0.1,0.05,0.1,0.1,0.2
arithmetic,782,1.0,full,1,69.1271822474919,0.3,0.15,0.1,0.05,0.1,0.1,0.2
geometric,782,0.0,traditional_ppo,3,0.0,0.3,0.15,0.1,0.05,0.1,0.1,0.2
arithmetic,782,0.0,traditional_ppo,3,44.16755767132472,0.3,0.15,0.1,0.05,0.1,0.1,0.2
geometric,782,0.0,a2c_pointer,2,64.6731257763636,0.3,0.15,0.1,0.05,0.1,0.1,0.2
arithmetic,782,0.0,a2c_pointer,2,67.88321104505948,0.3,0.15,0.1,0.05,0.1,0.1,0.2
geometric,783,1.0,full,1,65.6419037361399,0.3,0.15,0.1,0.05,0.1,0.15,0.15
arithmetic,783,1.0,full,1,69.38520720924359,0.3,0.15,0.1,0.05,0.1,0.15,0.15
geometric,783,0.0,traditional_ppo,3,0.0,0.3,0.15,0.1,0.05,0.1,0.15,0.15
arithmetic,783,0.0,traditional_ppo,3,48.995381307283466,0.3,0.15,0.1,0.05,0.1,0.15,0.15
geometric,783,0.0,a2c_pointer,2,64.88516629212867,0.3,0.15,0.1,0.05,0.1,0.15,0.15
arithmetic,783,0.0,a2c_pointer,2,68.176366880358,0.3,0.15,0.1,0.05,0.1,0.15,0.15
geometric,784,1.0,full,1,65.82251870407515,0.3,0.15,0.1,0.05,0.1,0.2,0.1
arithmetic,784,1.0,full,1,69.64323217099529,0.3,0.15,0.1,0.05,0.1,0.2,0.1
geometric,784,0.0,traditional_ppo,3,0.0,0.3,0.15,0.1,0.05,0.1,0.2,0.1
arithmetic,784,0.0,traditional_ppo,3,53.823204943242246,0.3,0.15,0.1,0.05,0.1,0.2,0.1
geometric,784,0.0,a2c_pointer,2,65.09790201443873,0.3,0.15,0.1,0.05,0.1,0.2,0.1
arithmetic,784,0.0,a2c_pointer,2,68.46952271565655,0.3,0.15,0.1,0.05,0.1,0.2,0.1
geometric,785,1.0,full,1,63.38039676179081,0.3,0.15,0.1,0.05,0.15,0.05,0.2
arithmetic,785,1.0,full,1,66.8303491398164,0.3,0.15,0.1,0.05,0.15,0.05,0.2
geometric,785,0.0,traditional_ppo,3,0.0,0.3,0.15,0.1,0.05,0.15,0.05,0.2
arithmetic,785,0.0,traditional_ppo,3,42.51232779019013,0.3,0.15,0.1,0.05,0.15,0.05,0.2
geometric,785,0.0,a2c_pointer,2,62.800684301049436,0.3,0.15,0.1,0.05,0.15,0.05,0.2
arithmetic,785,0.0,a2c_pointer,2,65.82762150060711,0.3,0.15,0.1,0.05,0.15,0.05,0.2
geometric,786,1.0,full,1,63.55478914953857,0.3,0.15,0.1,0.05,0.15,0.1,0.15
arithmetic,786,1.0,full,1,67.08837410156808,0.3,0.15,0.1,0.05,0.15,0.1,0.15
geometric,786,0.0,traditional_ppo,3,0.0,0.3,0.15,0.1,0.05,0.15,0.1,0.15
arithmetic,786,0.0,traditional_ppo,3,47.34015142614889,0.3,0.15,0.1,0.05,0.15,0.1,0.15
geometric,786,0.0,a2c_pointer,2,63.006585737383915,0.3,0.15,0.1,0.05,0.15,0.1,0.15
arithmetic,786,0.0,a2c_pointer,2,66.12077733590563,0.3,0.15,0.1,0.05,0.15,0.1,0.15
geometric,787,1.0,full,1,63.72966138131475,0.3,0.15,0.1,0.05,0.15,0.15,0.1
arithmetic,787,1.0,full,1,67.34639906331978,0.3,0.15,0.1,0.05,0.15,0.15,0.1
geometric,787,0.0,traditional_ppo,3,0.0,0.3,0.15,0.1,0.05,0.15,0.15,0.1
arithmetic,787,0.0,traditional_ppo,3,52.167975062107644,0.3,0.15,0.1,0.05,0.15,0.15,0.1
geometric,787,0.0,a2c_pointer,2,63.21316225237329,0.3,0.15,0.1,0.05,0.15,0.15,0.1
arithmetic,787,0.0,a2c_pointer,2,66.41393317120416,0.3,0.15,0.1,0.05,0.15,0.15,0.1
geometric,788,1.0,full,1,63.905014777419446,0.3,0.15,0.1,0.05,0.15,0.2,0.05
arithmetic,788,1.0,full,1,67.60442402507145,0.3,0.15,0.1,0.05,0.15,0.2,0.05
geometric,788,0.0,traditional_ppo,3,0.0,0.3,0.15,0.1,0.05,0.15,0.2,0.05
arithmetic,788,0.0,traditional_ppo,3,56.9957986980664,0.3,0.15,0.1,0.05,0.15,0.2,0.05
geometric,788,0.0,a2c_pointer,2,63.420416059363895,0.3,0.15,0.1,0.05,0.15,0.2,0.05
arithmetic,788,0.0,a2c_pointer,2,66.7070890065027,0.3,0.15,0.1,0.05,0.15,0.2,0.05
geometric,789,1.0,full,1,66.99304873668237,0.3,0.15,0.1,0.1,0.05,0.1,0.2
arithmetic,789,1.0,full,1,70.61387292156081,0.3,0.15,0.1,0.1,0.05,0.1,0.2
geometric,789,0.0,traditional_ppo,3,0.0,0.3,0.15,0.1,0.1,0.05,0.1,0.2
arithmetic,789,0.0,traditional_ppo,3,45.32713117600724,0.3,0.15,0.1,0.1,0.05,0.1,0.2
geometric,789,0.0,a2c_pointer,2,65.97909554448289,0.3,0.15,0.1,0.1,0.05,0.1,0.2
arithmetic,789,0.0,a2c_pointer,2,69.14689422064973,0.3,0.15,0.1,0.1,0.05,0.1,0.2
geometric,790,1.0,full,1,67.17738140622374,0.3,0.15,0.1,0.1,0.05,0.15,0.15
arithmetic,790,1.0,full,1,70.87189788331249,0.3,0.15,0.1,0.1,0.05,0.15,0.15
geometric,790,0.0,traditional_ppo,3,0.0,0.3,0.15,0.1,0.1,0.05,0.15,0.15
arithmetic,790,0.0,traditional_ppo,3,50.154954811966,0.3,0.15,0.1,0.1,0.05,0.15,0.15
geometric,790,0.0,a2c_pointer,2,66.19541787746154,0.3,0.15,0.1,0.1,0.05,0.15,0.15
arithmetic,790,0.0,a2c_pointer,2,69.44005005594825,0.3,0.15,0.1,0.1,0.05,0.15,0.15
geometric,791,1.0,full,1,67.36222127067117,0.3,0.15,0.1,0.1,0.05,0.2,0.1
arithmetic,791,1.0,full,1,71.12992284506419,0.3,0.15,0.1,0.1,0.05,0.2,0.1
geometric,791,0.0,traditional_ppo,3,0.0,0.3,0.15,0.1,0.1,0.05,0.2,0.1
arithmetic,791,0.0,traditional_ppo,3,54.98277844792477,0.3,0.15,0.1,0.1,0.05,0.2,0.1
geometric,791,0.0,a2c_pointer,2,66.41244945556333,0.3,0.15,0.1,0.1,0.05,0.2,0.1
arithmetic,791,0.0,a2c_pointer,2,69.73320589124678,0.3,0.15,0.1,0.1,0.05,0.2,0.1
geometric,792,1.0,full,1,64.86297387198519,0.3,0.15,0.1,0.1,0.1,0.05,0.2
arithmetic,792,1.0,full,1,68.3170398138853,0.3,0.15,0.1,0.1,0.1,0.05,0.2
geometric,792,0.0,traditional_ppo,3,0.0,0.3,0.15,0.1,0.1,0.1,0.05,0.2
arithmetic,792,0.0,traditional_ppo,3,43.671901294872654,0.3,0.15,0.1,0.1,0.1,0.05,0.2
geometric,792,0.0,a2c_pointer,2,64.06884312482394,0.3,0.15,0.1,0.1,0.1,0.05,0.2
arithmetic,792,0.0,a2c_pointer,2,67.09130467619735,0.3,0.15,0.1,0.1,0.1,0.05,0.2
geometric,793,1.0,full,1,65.04144559933127,0.3,0.15,0.1,0.1,0.1,0.1,0.15
arithmetic,793,1.0,full,1,68.575064775637,0.3,0.15,0.1,0.1,0.1,0.1,0.15
geometric,793,0.0,traditional_ppo,3,0.0,0.3,0.15,0.1,0.1,0.1,0.1,0.15
arithmetic,793,0.0,traditional_ppo,3,48.49972493083142,0.3,0.15,0.1,0.1,0.1,0.1,0.15
geometric,793,0.0,a2c_pointer,2,64.27890240953572,0.3,0.15,0.1,0.1,0.1,0.1,0.15
arithmetic,793,0.0,a2c_pointer,2,67.38446051149589,0.3,0.15,0.1,0.1,0.1,0.1,0.15
geometric,794,1.0,full,1,65.22040839508757,0.3,0.15,0.1,0.1,0.1,0.15,0.1
arithmetic,794,1.0,full,1,68.83308973738869,0.3,0.15,0.1,0.1,0.1,0.15,0.1
geometric,794,0.0,traditional_ppo,3,0.0,0.3,0.15,0.1,0.1,0.1,0.15,0.1
arithmetic,794,0.0,traditional_ppo,3,53.327548566790185,0.3,0.15,0.1,0.1,0.1,0.15,0.1
geometric,794,0.0,a2c_pointer,2,64.48965040503019,0.3,0.15,0.1,0.1,0.1,0.15,0.1
arithmetic,794,0.0,a2c_pointer,2,67.67761634679441,0.3,0.15,0.1,0.1,0.1,0.15,0.1
geometric,795,1.0,full,1,65.39986361043833,0.3,0.15,0.1,0.1,0.1,0.2,0.05
arithmetic,795,1.0,full,1,69.09111469914035,0.3,0.15,0.1,0.1,0.1,0.2,0.05
geometric,795,0.0,traditional_ppo,3,0.0,0.3,0.15,0.1,0.1,0.1,0.2,0.05
arithmetic,795,0.0,traditional_ppo,3,58.155372202748936,0.3,0.15,0.1,0.1,0.1,0.2,0.05
geometric,795,0.0,a2c_pointer,2,64.70108936934865,0.3,0.15,0.1,0.1,0.1,0.2,0.05
arithmetic,795,0.0,a2c_pointer,2,67.97077218209293,0.3,0.15,0.1,0.1,0.1,0.2,0.05
geometric,796,1.0,full,1,62.97342285596799,0.3,0.15,0.1,0.1,0.15,0.05,0.15
arithmetic,796,1.0,full,1,66.27823166796149,0.3,0.15,0.1,0.1,0.15,0.05,0.15
geometric,796,0.0,traditional_ppo,3,0.0,0.3,0.15,0.1,0.1,0.15,0.05,0.15
arithmetic,796,0.0,traditional_ppo,3,46.844495049696825,0.3,0.15,0.1,0.1,0.15,0.05,0.15
geometric,796,0.0,a2c_pointer,2,62.41787464236887,0.3,0.15,0.1,0.1,0.15,0.05,0.15
arithmetic,796,0.0,a2c_pointer,2,65.3288709670435,0.3,0.15,0.1,0.1,0.15,0.05,0.15
geometric,797,1.0,full,1,63.1466954471412,0.3,0.15,0.1,0.1,0.15,0.1,0.1
arithmetic,797,1.0,full,1,66.5362566297132,0.3,0.15,0.1,0.1,0.15,0.1,0.1
geometric,797,0.0,traditional_ppo,3,0.0,0.3,0.15,0.1,0.1,0.15,0.1,0.1
arithmetic,797,0.0,traditional_ppo,3,51.6723186856556,0.3,0.15,0.1,0.1,0.15,0.1,0.1
geometric,797,0.0,a2c_pointer,2,62.62252097998202,0.3,0.15,0.1,0.1,0.15,0.1,0.1
arithmetic,797,0.0,a2c_pointer,2,65.62202680234205,0.3,0.15,0.1,0.1,0.15,0.1,0.1
geometric,798,1.0,full,1,63.32044480120088,0.3,0.15,0.1,0.1,0.15,0.15,0.05
arithmetic,798,1.0,full,1,66.79428159146485,0.3,0.15,0.1,0.1,0.15,0.15,0.05
geometric,798,0.0,traditional_ppo,3,0.0,0.3,0.15,0.1,0.1,0.15,0.15,0.05
arithmetic,798,0.0,traditional_ppo,3,56.50014232161434,0.3,0.15,0.1,0.1,0.15,0.15,0.05
geometric,798,0.0,a2c_pointer,2,62.82783828122118,0.3,0.15,0.1,0.1,0.15,0.15,0.05
arithmetic,798,0.0,a2c_pointer,2,65.91518263764056,0.3,0.15,0.1,0.1,0.15,0.15,0.05
geometric,799,1.0,full,1,66.38023102522087,0.3,0.15,0.1,0.15,0.05,0.05,0.2
arithmetic,799,1.0,full,1,69.80373048795421,0.3,0.15,0.1,0.15,0.05,0.05,0.2
geometric,799,0.0,traditional_ppo,3,0.0,0.3,0.15,0.1,0.15,0.05,0.05,0.2
arithmetic,799,0.0,traditional_ppo,3,44.83147479955519,0.3,0.15,0.1,0.15,0.05,0.05,0.2
geometric,799,0.0,a2c_pointer,2,65.36261037659914,0.3,0.15,0.1,0.15,0.05,0.05,0.2
arithmetic,799,0.0,a2c_pointer,2,68.35498785178758,0.3,0.15,0.1,0.15,0.05,0.05,0.2
geometric,800,1.0,full,1,66.56287751497455,0.3,0.15,0.1,0.15,0.05,0.1,0.15
arithmetic,800,1.0,full,1,70.0617554497059,0.3,0.15,0.1,0.15,0.05,0.1,0.15
geometric,800,0.0,traditional_ppo,3,0.0,0.3,0.15,0.1,0.15,0.05,0.1,0.15
arithmetic,800,0.0,traditional_ppo,3,49.659298435513946,0.3,0.15,0.1,0.15,0.05,0.1,0.15
geometric,800,0.0,a2c_pointer,2,65.5769114707496,0.3,0.15,0.1,0.15,0.05,0.1,0.15
arithmetic,800,0.0,a2c_pointer,2,68.64814368708612,0.3,0.15,0.1,0.15,0.05,0.1,0.15
geometric,801,1.0,full,1,66.74602656007798,0.3,0.15,0.1,0.15,0.05,0.15,0.1
