aggregation,grid_id,is_first,model,rank,score_0_to_100,weight_D1,weight_D2,weight_D3,weight_D4,weight_D5,weight_D6,weight_D7
arithmetic,100,0.0,a2c_pointer,2,71.26329079513708,0.2,0.15,0.15,0.05,0.1,0.15,0.2
geometric,101,1.0,full,1,68.90776270461141,0.2,0.15,0.15,0.05,0.1,0.2,0.15
arithmetic,101,1.0,full,1,73.02385022574093,0.2,0.15,0.15,0.05,0.1,0.2,0.15
geometric,101,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.05,0.1,0.2,0.15
arithmetic,101,0.0,traditional_ppo,3,55.44087370806623,0.2,0.15,0.15,0.05,0.1,0.2,0.15
geometric,101,0.0,a2c_pointer,2,67.9006341413189,0.2,0.15,0.15,0.05,0.1,0.2,0.15
arithmetic,101,0.0,a2c_pointer,2,71.55644663043562,0.2,0.15,0.15,0.05,0.1,0.2,0.15
geometric,102,1.0,full,1,66.53373975473353,0.2,0.15,0.15,0.05,0.15,0.1,0.2
arithmetic,102,1.0,full,1,70.46899215631375,0.2,0.15,0.15,0.05,0.15,0.1,0.2
geometric,102,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.05,0.15,0.1,0.2
arithmetic,102,0.0,traditional_ppo,3,48.95782019097289,0.2,0.15,0.15,0.05,0.15,0.1,0.2
geometric,102,0.0,a2c_pointer,2,65.71927810667144,0.2,0.15,0.15,0.05,0.15,0.1,0.2
arithmetic,102,0.0,a2c_pointer,2,69.20770125068472,0.2,0.15,0.15,0.05,0.15,0.1,0.2
geometric,103,1.0,full,1,66.716808626726,0.2,0.15,0.15,0.05,0.15,0.15,0.15
arithmetic,103,1.0,full,1,70.72701711806543,0.2,0.15,0.15,0.05,0.15,0.15,0.15
geometric,103,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.05,0.15,0.15,0.15
arithmetic,103,0.0,traditional_ppo,3,53.78564382693164,0.2,0.15,0.15,0.05,0.15,0.15,0.15
geometric,103,0.0,a2c_pointer,2,65.93474858932035,0.2,0.15,0.15,0.05,0.15,0.15,0.15
arithmetic,103,0.0,a2c_pointer,2,69.50085708598324,0.2,0.15,0.15,0.05,0.15,0.15,0.15
geometric,104,1.0,full,1,66.90038121626112,0.2,0.15,0.15,0.05,0.15,0.2,0.1
arithmetic,104,1.0,full,1,70.9850420798171,0.2,0.15,0.15,0.05,0.15,0.2,0.1
geometric,104,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.05,0.15,0.2,0.1
arithmetic,104,0.0,traditional_ppo,3,58.61346746289039,0.2,0.15,0.15,0.05,0.15,0.2,0.1
geometric,104,0.0,a2c_pointer,2,66.15092552417369,0.2,0.15,0.15,0.05,0.15,0.2,0.1
arithmetic,104,0.0,a2c_pointer,2,69.79401292128176,0.2,0.15,0.15,0.05,0.15,0.2,0.1
geometric,105,1.0,full,1,70.32613075577511,0.2,0.15,0.15,0.1,0.05,0.15,0.2
arithmetic,105,1.0,full,1,74.25251593805815,0.2,0.15,0.15,0.1,0.05,0.15,0.2
geometric,105,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.1,0.05,0.15,0.2
arithmetic,105,0.0,traditional_ppo,3,51.77262357679,0.2,0.15,0.15,0.1,0.05,0.15,0.2
geometric,105,0.0,a2c_pointer,2,69.04540257122738,0.2,0.15,0.15,0.1,0.05,0.15,0.2
arithmetic,105,0.0,a2c_pointer,2,72.52697397072733,0.2,0.15,0.15,0.1,0.05,0.15,0.2
geometric,106,1.0,full,1,70.51963446496859,0.2,0.15,0.15,0.1,0.05,0.2,0.15
arithmetic,106,1.0,full,1,74.51054089980983,0.2,0.15,0.15,0.1,0.05,0.2,0.15
geometric,106,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.1,0.05,0.2,0.15
arithmetic,106,0.0,traditional_ppo,3,56.60044721274875,0.2,0.15,0.15,0.1,0.05,0.2,0.15
geometric,106,0.0,a2c_pointer,2,69.2717782504088,0.2,0.15,0.15,0.1,0.05,0.2,0.15
arithmetic,106,0.0,a2c_pointer,2,72.82012980602585,0.2,0.15,0.15,0.1,0.05,0.2,0.15
geometric,107,1.0,full,1,68.0900790119132,0.2,0.15,0.15,0.1,0.1,0.1,0.2
arithmetic,107,1.0,full,1,71.95568283038266,0.2,0.15,0.15,0.1,0.1,0.1,0.2
geometric,107,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.1,0.1,0.1,0.2
arithmetic,107,0.0,traditional_ppo,3,50.11739369565541,0.2,0.15,0.15,0.1,0.1,0.1,0.2
geometric,107,0.0,a2c_pointer,2,67.04637323868538,0.2,0.15,0.15,0.1,0.1,0.1,0.2
arithmetic,107,0.0,a2c_pointer,2,70.47138442627495,0.2,0.15,0.15,0.1,0.1,0.1,0.2
geometric,108,1.0,full,1,68.27743018147831,0.2,0.15,0.15,0.1,0.1,0.15,0.15
arithmetic,108,1.0,full,1,72.21370779213433,0.2,0.15,0.15,0.1,0.1,0.15,0.15
geometric,108,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.1,0.1,0.15,0.15
arithmetic,108,0.0,traditional_ppo,3,54.945217331614174,0.2,0.15,0.15,0.1,0.1,0.15,0.15
geometric,108,0.0,a2c_pointer,2,67.26619480121303,0.2,0.15,0.15,0.1,0.1,0.15,0.15
arithmetic,108,0.0,a2c_pointer,2,70.76454026157349,0.2,0.15,0.15,0.1,0.1,0.15,0.15
geometric,109,1.0,full,1,68.46529685141066,0.2,0.15,0.15,0.1,0.1,0.2,0.1
arithmetic,109,1.0,full,1,72.47173275388603,0.2,0.15,0.15,0.1,0.1,0.2,0.1
geometric,109,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.1,0.1,0.2,0.1
arithmetic,109,0.0,traditional_ppo,3,59.77304096757293,0.2,0.15,0.15,0.1,0.1,0.2,0.1
geometric,109,0.0,a2c_pointer,2,67.48673708161128,0.2,0.15,0.15,0.1,0.1,0.2,0.1
arithmetic,109,0.0,a2c_pointer,2,71.05769609687201,0.2,0.15,0.15,0.1,0.1,0.2,0.1
geometric,110,1.0,full,1,65.92512356394438,0.2,0.15,0.15,0.1,0.15,0.05,0.2
arithmetic,110,1.0,full,1,69.65884972270715,0.2,0.15,0.15,0.1,0.15,0.05,0.2
geometric,110,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.1,0.15,0.05,0.2
arithmetic,110,0.0,traditional_ppo,3,48.46216381452083,0.2,0.15,0.15,0.1,0.15,0.05,0.2
geometric,110,0.0,a2c_pointer,2,65.10522058038305,0.2,0.15,0.15,0.1,0.15,0.05,0.2
arithmetic,110,0.0,a2c_pointer,2,68.41579488182258,0.2,0.15,0.15,0.1,0.15,0.05,0.2
geometric,111,1.0,full,1,66.10651781671457,0.2,0.15,0.15,0.1,0.15,0.1,0.15
arithmetic,111,1.0,full,1,69.91687468445883,0.2,0.15,0.15,0.1,0.15,0.1,0.15
geometric,111,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.1,0.15,0.1,0.15
arithmetic,111,0.0,traditional_ppo,3,53.28998745047958,0.2,0.15,0.15,0.1,0.15,0.1,0.15
geometric,111,0.0,a2c_pointer,2,65.31867778358982,0.2,0.15,0.15,0.1,0.15,0.1,0.15
arithmetic,111,0.0,a2c_pointer,2,68.70895071712111,0.2,0.15,0.15,0.1,0.15,0.1,0.15
geometric,112,1.0,full,1,66.28841117928022,0.2,0.15,0.15,0.1,0.15,0.15,0.1
arithmetic,112,1.0,full,1,70.17489964621052,0.2,0.15,0.15,0.1,0.15,0.15,0.1
geometric,112,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.1,0.15,0.15,0.1
arithmetic,112,0.0,traditional_ppo,3,58.117811086438344,0.2,0.15,0.15,0.1,0.15,0.15,0.1
geometric,112,0.0,a2c_pointer,2,65.53283483816328,0.2,0.15,0.15,0.1,0.15,0.15,0.1
arithmetic,112,0.0,a2c_pointer,2,69.00210655241963,0.2,0.15,0.15,0.1,0.15,0.15,0.1
geometric,113,1.0,full,1,66.47080502495157,0.2,0.15,0.15,0.1,0.15,0.2,0.05
arithmetic,113,1.0,full,1,70.4329246079622,0.2,0.15,0.15,0.1,0.15,0.2,0.05
geometric,113,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.1,0.15,0.2,0.05
arithmetic,113,0.0,traditional_ppo,3,62.945634722397095,0.2,0.15,0.15,0.1,0.15,0.2,0.05
geometric,113,0.0,a2c_pointer,2,65.74769403867077,0.2,0.15,0.15,0.1,0.15,0.2,0.05
arithmetic,113,0.0,a2c_pointer,2,69.29526238771815,0.2,0.15,0.15,0.1,0.15,0.2,0.05
geometric,114,1.0,full,1,69.68282373633954,0.2,0.15,0.15,0.15,0.05,0.1,0.2
arithmetic,114,1.0,full,1,73.44237350445155,0.2,0.15,0.15,0.15,0.05,0.1,0.2
geometric,114,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.15,0.05,0.1,0.2
arithmetic,114,0.0,traditional_ppo,3,51.27696720033794,0.2,0.15,0.15,0.15,0.05,0.1,0.2
geometric,114,0.0,a2c_pointer,2,68.40026692266386,0.2,0.15,0.15,0.15,0.05,0.1,0.2
arithmetic,114,0.0,a2c_pointer,2,71.73506760186518,0.2,0.15,0.15,0.15,0.05,0.1,0.2
geometric,115,1.0,full,1,69.87455737382463,0.2,0.15,0.15,0.15,0.05,0.15,0.15
arithmetic,115,1.0,full,1,73.70039846620323,0.2,0.15,0.15,0.15,0.05,0.15,0.15
geometric,115,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.15,0.05,0.15,0.15
arithmetic,115,0.0,traditional_ppo,3,56.1047908362967,0.2,0.15,0.15,0.15,0.05,0.15,0.15
geometric,115,0.0,a2c_pointer,2,68.62452742813103,0.2,0.15,0.15,0.15,0.05,0.15,0.15
arithmetic,115,0.0,a2c_pointer,2,72.02822343716372,0.2,0.15,0.15,0.15,0.05,0.15,0.15
geometric,116,1.0,full,1,70.06681857012225,0.2,0.15,0.15,0.15,0.05,0.2,0.1
arithmetic,116,1.0,full,1,73.95842342795491,0.2,0.15,0.15,0.15,0.05,0.2,0.1
geometric,116,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.15,0.05,0.2,0.1
arithmetic,116,0.0,traditional_ppo,3,60.93261447225545,0.2,0.15,0.15,0.15,0.05,0.2,0.1
geometric,116,0.0,a2c_pointer,2,68.84952320520715,0.2,0.15,0.15,0.15,0.05,0.2,0.1
arithmetic,116,0.0,a2c_pointer,2,72.32137927246224,0.2,0.15,0.15,0.15,0.05,0.2,0.1
geometric,117,1.0,full,1,67.46722623568978,0.2,0.15,0.15,0.15,0.1,0.05,0.2
arithmetic,117,1.0,full,1,71.14554039677606,0.2,0.15,0.15,0.15,0.1,0.05,0.2
geometric,117,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.15,0.1,0.05,0.2
arithmetic,117,0.0,traditional_ppo,3,49.621737319203355,0.2,0.15,0.15,0.15,0.1,0.05,0.2
geometric,117,0.0,a2c_pointer,2,66.41991580817724,0.2,0.15,0.15,0.15,0.1,0.05,0.2
arithmetic,117,0.0,a2c_pointer,2,69.67947805741282,0.2,0.15,0.15,0.15,0.1,0.05,0.2
geometric,118,1.0,full,1,67.65286361379236,0.2,0.15,0.15,0.15,0.1,0.1,0.15
arithmetic,118,1.0,full,1,71.40356535852774,0.2,0.15,0.15,0.15,0.1,0.1,0.15
geometric,118,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.15,0.1,0.1,0.15
arithmetic,118,0.0,traditional_ppo,3,54.44956095516211,0.2,0.15,0.15,0.15,0.1,0.1,0.15
geometric,118,0.0,a2c_pointer,2,66.63768343632216,0.2,0.15,0.15,0.15,0.1,0.1,0.15
arithmetic,118,0.0,a2c_pointer,2,69.97263389271134,0.2,0.15,0.15,0.15,0.1,0.1,0.15
geometric,119,1.0,full,1,67.83901177673185,0.2,0.15,0.15,0.15,0.1,0.15,0.1
arithmetic,119,1.0,full,1,71.66159032027942,0.2,0.15,0.15,0.15,0.1,0.15,0.1
geometric,119,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.15,0.1,0.15,0.1
arithmetic,119,0.0,traditional_ppo,3,59.27738459112087,0.2,0.15,0.15,0.15,0.1,0.15,0.1
geometric,119,0.0,a2c_pointer,2,66.85616504820663,0.2,0.15,0.15,0.15,0.1,0.15,0.1
arithmetic,119,0.0,a2c_pointer,2,70.26578972800988,0.2,0.15,0.15,0.15,0.1,0.15,0.1
geometric,120,1.0,full,1,68.02567212994259,0.2,0.15,0.15,0.15,0.1,0.2,0.05
arithmetic,120,1.0,full,1,71.9196152820311,0.2,0.15,0.15,0.15,0.1,0.2,0.05
geometric,120,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.15,0.1,0.2,0.05
arithmetic,120,0.0,traditional_ppo,3,64.10520822707963,0.2,0.15,0.15,0.15,0.1,0.2,0.05
geometric,120,0.0,a2c_pointer,2,67.0753629847331,0.2,0.15,0.15,0.15,0.1,0.2,0.05
arithmetic,120,0.0,a2c_pointer,2,70.55894556330841,0.2,0.15,0.15,0.15,0.1,0.2,0.05
geometric,121,1.0,full,1,65.50180963093908,0.2,0.15,0.15,0.15,0.15,0.05,0.15
arithmetic,121,1.0,full,1,69.10673225085225,0.2,0.15,0.15,0.15,0.15,0.05,0.15
geometric,121,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.15,0.15,0.05,0.15
arithmetic,121,0.0,traditional_ppo,3,52.79433107402753,0.2,0.15,0.15,0.15,0.15,0.05,0.15
geometric,121,0.0,a2c_pointer,2,64.70836332403175,0.2,0.15,0.15,0.15,0.15,0.05,0.15
arithmetic,121,0.0,a2c_pointer,2,67.91704434825898,0.2,0.15,0.15,0.15,0.15,0.05,0.15
geometric,122,1.0,full,1,65.68203912723382,0.2,0.15,0.15,0.15,0.15,0.1,0.1
arithmetic,122,1.0,full,1,69.36475721260392,0.2,0.15,0.15,0.15,0.15,0.1,0.1
geometric,122,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.15,0.15,0.1,0.1
arithmetic,122,0.0,traditional_ppo,3,57.62215470998628,0.2,0.15,0.15,0.15,0.15,0.1,0.1
geometric,122,0.0,a2c_pointer,2,64.92051937136719,0.2,0.15,0.15,0.15,0.15,0.1,0.1
arithmetic,122,0.0,a2c_pointer,2,68.2102001835575,0.2,0.15,0.15,0.15,0.15,0.1,0.1
geometric,123,1.0,full,1,65.86276452847406,0.2,0.15,0.15,0.15,0.15,0.15,0.05
arithmetic,123,1.0,full,1,69.6227821743556,0.2,0.15,0.15,0.15,0.15,0.15,0.05
geometric,123,0.0,traditional_ppo,3,0.0,0.2,0.15,0.15,0.15,0.15,0.15,0.05
arithmetic,123,0.0,traditional_ppo,3,62.44997834594505,0.2,0.15,0.15,0.15,0.15,0.15,0.05
geometric,123,0.0,a2c_pointer,2,65.13337100403517,0.2,0.15,0.15,0.15,0.15,0.15,0.05
arithmetic,123,0.0,a2c_pointer,2,68.50335601885604,0.2,0.15,0.15,0.15,0.15,0.15,0.05
geometric,124,1.0,full,1,70.82981483707906,0.2,0.15,0.2,0.05,0.05,0.15,0.2
arithmetic,124,1.0,full,1,74.8685408025387,0.2,0.15,0.2,0.05,0.05,0.15,0.2
geometric,124,0.0,traditional_ppo,3,0.0,0.2,0.15,0.2,0.05,0.05,0.15,0.2
arithmetic,124,0.0,traditional_ppo,3,52.0861410228538,0.2,0.15,0.2,0.05,0.05,0.15,0.2
geometric,124,0.0,a2c_pointer,2,69.7011264091862,0.2,0.15,0.2,0.05,0.05,0.15,0.2
arithmetic,124,0.0,a2c_pointer,2,73.32486238604461,0.2,0.15,0.2,0.05,0.05,0.15,0.2
geometric,125,1.0,full,1,71.02470444276571,0.2,0.15,0.2,0.05,0.05,0.2,0.15
arithmetic,125,1.0,full,1,75.1265657642904,0.2,0.15,0.2,0.05,0.05,0.2,0.15
geometric,125,0.0,traditional_ppo,3,0.0,0.2,0.15,0.2,0.05,0.05,0.2,0.15
arithmetic,125,0.0,traditional_ppo,3,56.913964658812574,0.2,0.15,0.2,0.05,0.05,0.2,0.15
geometric,125,0.0,a2c_pointer,2,69.92965197704441,0.2,0.15,0.2,0.05,0.05,0.2,0.15
arithmetic,125,0.0,a2c_pointer,2,73.61801822134315,0.2,0.15,0.2,0.05,0.05,0.2,0.15
geometric,126,1.0,full,1,68.5777482256814,0.2,0.15,0.2,0.05,0.1,0.1,0.2
arithmetic,126,1.0,full,1,72.57170769486324,0.2,0.15,0.2,0.05,0.1,0.1,0.2
geometric,126,0.0,traditional_ppo,3,0.0,0.2,0.15,0.2,0.05,0.1,0.1,0.2
arithmetic,126,0.0,traditional_ppo,3,50.430911141719236,0.2,0.15,0.2,0.05,0.1,0.1,0.2
geometric,126,0.0,a2c_pointer,2,67.6831123052139,0.2,0.15,0.2,0.05,0.1,0.1,0.2
arithmetic,126,0.0,a2c_pointer,2,71.26927284159225,0.2,0.15,0.2,0.05,0.1,0.1,0.2
geometric,127,1.0,full,1,68.76644122652186,0.2,0.15,0.2,0.05,0.1,0.15,0.15
arithmetic,127,1.0,full,1,72.8297326566149,0.2,0.15,0.2,0.05,0.1,0.15,0.15
geometric,127,0.0,traditional_ppo,3,0.0,0.2,0.15,0.2,0.05,0.1,0.15,0.15
arithmetic,127,0.0,traditional_ppo,3,55.25873477767799,0.2,0.15,0.2,0.05,0.1,0.15,0.15
geometric,127,0.0,a2c_pointer,2,67.90502151200575,0.2,0.15,0.2,0.05,0.1,0.15,0.15
arithmetic,127,0.0,a2c_pointer,2,71.56242867689078,0.2,0.15,0.2,0.05,0.1,0.15,0.15
geometric,128,1.0,full,1,68.95565341980429,0.2,0.15,0.2,0.05,0.1,0.2,0.1
arithmetic,128,1.0,full,1,73.08775761836658,0.2,0.15,0.2,0.05,0.1,0.2,0.1
geometric,128,0.0,traditional_ppo,3,0.0,0.2,0.15,0.2,0.05,0.1,0.2,0.1
arithmetic,128,0.0,traditional_ppo,3,60.08655841363674,0.2,0.15,0.2,0.05,0.1,0.2,0.1
geometric,128,0.0,a2c_pointer,2,68.12765828132216,0.2,0.15,0.2,0.05,0.1,0.2,0.1
arithmetic,128,0.0,a2c_pointer,2,71.8555845121893,0.2,0.15,0.2,0.05,0.1,0.2,0.1
geometric,129,1.0,full,1,66.39728711027212,0.2,0.15,0.2,0.05,0.15,0.05,0.2
arithmetic,129,1.0,full,1,70.27487458718772,0.2,0.15,0.2,0.05,0.15,0.05,0.2
geometric,129,0.0,traditional_ppo,3,0.0,0.2,0.15,0.2,0.05,0.15,0.05,0.2
arithmetic,129,0.0,traditional_ppo,3,48.77568126058463,0.2,0.15,0.2,0.05,0.15,0.05,0.2
geometric,129,0.0,a2c_pointer,2,65.72352452996294,0.2,0.15,0.2,0.05,0.15,0.05,0.2
arithmetic,129,0.0,a2c_pointer,2,69.21368329713987,0.2,0.15,0.2,0.05,0.15,0.05,0.2
geometric,130,1.0,full,1,66.57998053017374,0.2,0.15,0.2,0.05,0.15,0.1,0.15
arithmetic,130,1.0,full,1,70.5328995489394,0.2,0.15,0.2,0.05,0.15,0.1,0.15
geometric,130,0.0,traditional_ppo,3,0.0,0.2,0.15,0.2,0.05,0.15,0.1,0.15
arithmetic,130,0.0,traditional_ppo,3,53.603504896543406,0.2,0.15,0.2,0.05,0.15,0.1,0.15
geometric,130,0.0,a2c_pointer,2,65.93900893514572,0.2,0.15,0.2,0.05,0.15,0.1,0.15
arithmetic,130,0.0,a2c_pointer,2,69.50683913243842,0.2,0.15,0.2,0.05,0.15,0.1,0.15
geometric,131,1.0,full,1,66.76317663455434,0.2,0.15,0.2,0.05,0.15,0.15,0.1
arithmetic,131,1.0,full,1,70.79092451069108,0.2,0.15,0.2,0.05,0.15,0.15,0.1
geometric,131,0.0,traditional_ppo,3,0.0,0.2,0.15,0.2,0.05,0.15,0.15,0.1
arithmetic,131,0.0,traditional_ppo,3,58.43132853250215,0.2,0.15,0.2,0.05,0.15,0.15,0.1
geometric,131,0.0,a2c_pointer,2,66.15519983818007,0.2,0.15,0.2,0.05,0.15,0.15,0.1
arithmetic,131,0.0,a2c_pointer,2,69.79999496773692,0.2,0.15,0.2,0.05,0.15,0.15,0.1
geometric,132,1.0,full,1,66.94687680655996,0.2,0.15,0.2,0.05,0.15,0.2,0.05
arithmetic,132,1.0,full,1,71.04894947244274,0.2,0.15,0.2,0.05,0.15,0.2,0.05
geometric,132,0.0,traditional_ppo,3,0.0,0.2,0.15,0.2,0.05,0.15,0.2,0.05
arithmetic,132,0.0,traditional_ppo,3,63.25915216846091,0.2,0.15,0.2,0.05,0.15,0.2,0.05
geometric,132,0.0,a2c_pointer,2,66.37209955542482,0.2,0.15,0.2,0.05,0.15,0.2,0.05
arithmetic,132,0.0,a2c_pointer,2,70.09315080303546,0.2,0.15,0.2,0.05,0.15,0.2,0.05
geometric,133,1.0,full,1,70.18190037654584,0.2,0.15,0.2,0.1,0.05,0.1,0.2
arithmetic,133,1.0,full,1,74.05839836893213,0.2,0.15,0.2,0.1,0.05,0.1,0.2
geometric,133,0.0,traditional_ppo,3,0.0,0.2,0.15,0.2,0.1,0.05,0.1,0.2
arithmetic,133,0.0,traditional_ppo,3,51.590484646401755,0.2,0.15,0.2,0.1,0.05,0.1,0.2
geometric,133,0.0,a2c_pointer,2,69.04986391064097,0.2,0.15,0.2,0.1,0.05,0.1,0.2
arithmetic,133,0.0,a2c_pointer,2,72.5329560171825,0.2,0.15,0.2,0.1,0.05,0.1,0.2
geometric,134,1.0,full,1,70.37500723306083,0.2,0.15,0.2,0.1,0.05,0.15,0.15
arithmetic,134,1.0,full,1,74.3164233306838,0.2,0.15,0.2,0.1,0.05,0.15,0.15
geometric,134,0.0,traditional_ppo,3,0.0,0.2,0.15,0.2,0.1,0.05,0.15,0.15
arithmetic,134,0.0,traditional_ppo,3,56.41830828236052,0.2,0.15,0.2,0.1,0.05,0.15,0.15
geometric,134,0.0,a2c_pointer,2,69.27625421699092,0.2,0.15,0.2,0.1,0.05,0.15,0.15
arithmetic,134,0.0,a2c_pointer,2,72.82611185248102,0.2,0.15,0.2,0.1,0.05,0.15,0.15
geometric,135,1.0,full,1,70.56864542682705,0.2,0.15,0.2,0.1,0.05,0.2,0.1
arithmetic,135,1.0,full,1,74.57444829243548,0.2,0.15,0.2,0.1,0.05,0.2,0.1
geometric,135,0.0,traditional_ppo,3,0.0,0.2,0.15,0.2,0.1,0.05,0.2,0.1
arithmetic,135,0.0,traditional_ppo,3,61.24613191831926,0.2,0.15,0.2,0.1,0.05,0.2,0.1
geometric,135,0.0,a2c_pointer,2,69.50338677782054,0.2,0.15,0.2,0.1,0.05,0.2,0.1
arithmetic,135,0.0,a2c_pointer,2,73.11926768777953,0.2,0.15,0.2,0.1,0.05,0.2,0.1
geometric,136,1.0,full,1,67.95043450407383,0.2,0.15,0.2,0.1,0.1,0.05,0.2
arithmetic,136,1.0,full,1,71.76156526125664,0.2,0.15,0.2,0.1,0.1,0.05,0.2
geometric,136,0.0,traditional_ppo,3,0.0,0.2,0.15,0.2,0.1,0.1,0.05,0.2
arithmetic,136,0.0,traditional_ppo,3,49.935254765267175,0.2,0.15,0.2,0.1,0.1,0.05,0.2
geometric,136,0.0,a2c_pointer,2,67.05070541166617,0.2,0.15,0.2,0.1,0.1,0.05,0.2
arithmetic,136,0.0,a2c_pointer,2,70.47736647273013,0.2,0.15,0.2,0.1,0.1,0.05,0.2
geometric,137,1.0,full,1,68.13740143907427,0.2,0.15,0.2,0.1,0.1,0.1,0.15
arithmetic,137,1.0,full,1,72.01959022300831,0.2,0.15,0.2,0.1,0.1,0.1,0.15
geometric,137,0.0,traditional_ppo,3,0.0,0.2,0.15,0.2,0.1,0.1,0.1,0.15
arithmetic,137,0.0,traditional_ppo,3,54.763078401225926,0.2,0.15,0.2,0.1,0.1,0.1,0.15
geometric,137,0.0,a2c_pointer,2,67.2705411778709,0.2,0.15,0.2,0.1,0.1,0.1,0.15
arithmetic,137,0.0,a2c_pointer,2,70.77052230802865,0.2,0.15,0.2,0.1,0.1,0.1,0.15
geometric,138,1.0,full,1,68.32488281721312,0.2,0.15,0.2,0.1,0.1,0.15,0.1
arithmetic,138,1.0,full,1,72.27761518476,0.2,0.15,0.2,0.1,0.1,0.15,0.1
geometric,138,0.0,traditional_ppo,3,0.0,0.2,0.15,0.2,0.1,0.1,0.15,0.1
arithmetic,138,0.0,traditional_ppo,3,59.59090203718469,0.2,0.15,0.2,0.1,0.1,0.15,0.1
geometric,138,0.0,a2c_pointer,2,67.49109770851508,0.2,0.15,0.2,0.1,0.1,0.15,0.1
arithmetic,138,0.0,a2c_pointer,2,71.06367814332718,0.2,0.15,0.2,0.1,0.1,0.15,0.1
geometric,139,1.0,full,1,68.51288005399063,0.2,0.15,0.2,0.1,0.1,0.2,0.05
arithmetic,139,1.0,full,1,72.53564014651167,0.2,0.15,0.2,0.1,0.1,0.2,0.05
geometric,139,0.0,traditional_ppo,3,0.0,0.2,0.15,0.2,0.1,0.1,0.2,0.05
arithmetic,139,0.0,traditional_ppo,3,64.41872567314344,0.2,0.15,0.2,0.1,0.1,0.2,0.05
geometric,139,0.0,a2c_pointer,2,67.71237736673278,0.2,0.15,0.2,0.1,0.1,0.2,0.05
arithmetic,139,0.0,a2c_pointer,2,71.3568339786257,0.2,0.15,0.2,0.1,0.1,0.2,0.05
geometric,140,1.0,full,1,65.97094135272083,0.2,0.15,0.2,0.1,0.15,0.05,0.15
arithmetic,140,1.0,full,1,69.72275711533281,0.2,0.15,0.2,0.1,0.15,0.05,0.15
geometric,140,0.0,traditional_ppo,3,0.0,0.2,0.15,0.2,0.1,0.15,0.05,0.15
arithmetic,140,0.0,traditional_ppo,3,53.10784852009135,0.2,0.15,0.2,0.1,0.15,0.05,0.15
geometric,140,0.0,a2c_pointer,2,65.3228983222613,0.2,0.15,0.2,0.1,0.15,0.05,0.15
arithmetic,140,0.0,a2c_pointer,2,68.71493276357629,0.2,0.15,0.2,0.1,0.15,0.05,0.15
geometric,141,1.0,full,1,66.15246167402313,0.2,0.15,0.2,0.1,0.15,0.1,0.1
arithmetic,141,1.0,full,1,69.98078207708448,0.2,0.15,0.2,0.1,0.15,0.1,0.1
geometric,141,0.0,traditional_ppo,3,0.0,0.2,0.15,0.2,0.1,0.15,0.1,0.1
arithmetic,141,0.0,traditional_ppo,3,57.9356721560501,0.2,0.15,0.2,0.1,0.15,0.1,0.1
geometric,141,0.0,a2c_pointer,2,65.53706921450203,0.2,0.15,0.2,0.1,0.15,0.1,0.1
arithmetic,141,0.0,a2c_pointer,2,69.00808859887482,0.2,0.15,0.2,0.1,0.15,0.1,0.1
geometric,142,1.0,full,1,66.33448145200092,0.2,0.15,0.2,0.1,0.15,0.15,0.05
arithmetic,142,1.0,full,1,70.23880703883617,0.2,0.15,0.2,0.1,0.15,0.15,0.05
geometric,142,0.0,traditional_ppo,3,0.0,0.2,0.15,0.2,0.1,0.15,0.15,0.05
arithmetic,142,0.0,traditional_ppo,3,62.76349579200886,0.2,0.15,0.2,0.1,0.15,0.15,0.05
geometric,142,0.0,a2c_pointer,2,65.75194229804568,0.2,0.15,0.2,0.1,0.15,0.15,0.05
arithmetic,142,0.0,a2c_pointer,2,69.30124443417334,0.2,0.15,0.2,0.1,0.15,0.15,0.05
geometric,143,1.0,full,1,69.5399127019168,0.2,0.15,0.2,0.15,0.05,0.05,0.2
arithmetic,143,1.0,full,1,73.24825593532552,0.2,0.15,0.2,0.15,0.05,0.05,0.2
geometric,143,0.0,traditional_ppo,3,0.0,0.2,0.15,0.2,0.15,0.05,0.05,0.2
