task_id,map_id,model,route_found,display_rotation_deg,distance_m,energy_wh,time_s,weighted_coverage,returned,termination_reason
real_test__global_colorado_rockies__road_00__task_08,global_colorado_rockies,full,True,0,2521.962851,18.52275923,385.7522471,0.387755102,True,returned_partial
