D6,model,seed_consistency,tail_fraction,tail_start_episode,temporal_consistency
0.9973299266673259,full,0.9973312015192195,0.1,2700.0,0.9973280143894856
0.9967294810513543,a2c_pointer,0.9962138122009807,0.1,2700.0,0.9975029843269146
0.9943746468894803,traditional_ppo,0.9925999839116493,0.1,2700.0,0.9970366413562268
0.9978080836976099,full,0.9983090514501396,0.2,2400.0,0.9970566320688153
0.9971198170749926,a2c_pointer,0.9971477734931614,0.2,2400.0,0.9970778824477394
0.9943681901350083,traditional_ppo,0.9931249321733945,0.2,2400.0,0.9962330770774289
0.9969246517404401,full,0.9974021990091658,0.3,2100.0,0.9962083308373515
0.9974490704340191,a2c_pointer,0.9975146315246322,0.3,2100.0,0.9973507287980994
0.9939518024043068,traditional_ppo,0.9924046773382331,0.3,2100.0,0.9962724900034173
