aggregation,grid_id,is_first,model,rank,scope,score,weight_D1,weight_D2,weight_D3,weight_D4,weight_D5,weight_D6,weight_D7
geometric,147,1.0,full,1,core_learning_training_corrected_v6,0.6282278833159097,0.2,0.15,0.2,0.15,0.1,0.05,0.15
arithmetic,147,1.0,full,1,core_learning_training_corrected_v6,0.6675189150156103,0.2,0.15,0.2,0.15,0.1,0.05,0.15
geometric,147,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6273988351914371,0.2,0.15,0.2,0.15,0.1,0.05,0.15
arithmetic,147,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6660885223286216,0.2,0.15,0.2,0.15,0.1,0.05,0.15
geometric,147,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5184181047394582,0.2,0.15,0.2,0.15,0.1,0.05,0.15
arithmetic,147,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.596281415291615,0.2,0.15,0.2,0.15,0.1,0.05,0.15
geometric,148,1.0,full,1,core_learning_training_corrected_v6,0.6511526104553175,0.2,0.15,0.2,0.15,0.1,0.1,0.1
arithmetic,148,1.0,full,1,core_learning_training_corrected_v6,0.693047738284377,0.2,0.15,0.2,0.15,0.1,0.1,0.1
geometric,148,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6508858958736805,0.2,0.15,0.2,0.15,0.1,0.1,0.1
arithmetic,148,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6920392078008556,0.2,0.15,0.2,0.15,0.1,0.1,0.1
geometric,148,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5535794406007973,0.2,0.15,0.2,0.15,0.1,0.1,0.1
arithmetic,148,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6326178139424208,0.2,0.15,0.2,0.15,0.1,0.1,0.1
geometric,149,0.0,full,2,core_learning_training_corrected_v6,0.674913886128105,0.2,0.15,0.2,0.15,0.1,0.15,0.05
arithmetic,149,1.0,full,1,core_learning_training_corrected_v6,0.7185765615531439,0.2,0.15,0.2,0.15,0.1,0.15,0.05
geometric,149,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6752522090960136,0.2,0.15,0.2,0.15,0.1,0.15,0.05
arithmetic,149,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.7179898932730894,0.2,0.15,0.2,0.15,0.1,0.15,0.05
geometric,149,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5911255688300174,0.2,0.15,0.2,0.15,0.1,0.15,0.05
arithmetic,149,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6689542125932265,0.2,0.15,0.2,0.15,0.1,0.15,0.05
geometric,150,0.0,full,2,core_learning_training_corrected_v6,0.6293986093301214,0.2,0.15,0.2,0.15,0.15,0.05,0.1
arithmetic,150,1.0,full,1,core_learning_training_corrected_v6,0.6684431448277584,0.2,0.15,0.2,0.15,0.15,0.05,0.1
geometric,150,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6296810904160953,0.2,0.15,0.2,0.15,0.15,0.05,0.1
arithmetic,150,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6678891376680673,0.2,0.15,0.2,0.15,0.15,0.05,0.1
geometric,150,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5412835320570822,0.2,0.15,0.2,0.15,0.15,0.05,0.1
arithmetic,150,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6146253419839119,0.2,0.15,0.2,0.15,0.15,0.05,0.1
geometric,151,0.0,full,2,core_learning_training_corrected_v6,0.6523660575507537,0.2,0.15,0.2,0.15,0.15,0.1,0.05
arithmetic,151,1.0,full,1,core_learning_training_corrected_v6,0.6939719680965253,0.2,0.15,0.2,0.15,0.15,0.1,0.05
geometric,151,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6532535887242111,0.2,0.15,0.2,0.15,0.15,0.1,0.05
arithmetic,151,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6938398231403013,0.2,0.15,0.2,0.15,0.15,0.1,0.05
geometric,151,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5779956991146661,0.2,0.15,0.2,0.15,0.15,0.1,0.05
arithmetic,151,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6509617406347179,0.2,0.15,0.2,0.15,0.15,0.1,0.05
geometric,152,1.0,full,1,core_learning_training_corrected_v6,0.6297398845256247,0.2,0.15,0.25,0.05,0.05,0.1,0.2
arithmetic,152,1.0,full,1,core_learning_training_corrected_v6,0.6706758815269386,0.2,0.15,0.25,0.05,0.05,0.1,0.2
geometric,152,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6287767178480775,0.2,0.15,0.25,0.05,0.05,0.1,0.2
arithmetic,152,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6697913324914713,0.2,0.15,0.25,0.05,0.05,0.1,0.2
geometric,152,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.4972804942583449,0.2,0.15,0.25,0.05,0.05,0.1,0.2
arithmetic,152,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5794554070857199,0.2,0.15,0.25,0.05,0.05,0.1,0.2
geometric,153,1.0,full,1,core_learning_training_corrected_v6,0.652719786253884,0.2,0.15,0.25,0.05,0.05,0.15,0.15
arithmetic,153,1.0,full,1,core_learning_training_corrected_v6,0.6962047047957053,0.2,0.15,0.25,0.05,0.05,0.15,0.15
geometric,153,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6523153604137327,0.2,0.15,0.25,0.05,0.05,0.15,0.15
arithmetic,153,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.695742017963705,0.2,0.15,0.25,0.05,0.05,0.15,0.15
geometric,153,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5310081868602419,0.2,0.15,0.25,0.05,0.05,0.15,0.15
arithmetic,153,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6157918057365256,0.2,0.15,0.25,0.05,0.05,0.15,0.15
geometric,154,0.0,full,2,core_learning_training_corrected_v6,0.6765382498970177,0.2,0.15,0.25,0.05,0.05,0.2,0.1
arithmetic,154,1.0,full,1,core_learning_training_corrected_v6,0.7217335280644719,0.2,0.15,0.25,0.05,0.05,0.2,0.1
geometric,154,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6767351865189596,0.2,0.15,0.25,0.05,0.05,0.2,0.1
arithmetic,154,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.7216927034359389,0.2,0.15,0.25,0.05,0.05,0.2,0.1
geometric,154,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.56702343600494,0.2,0.15,0.25,0.05,0.05,0.2,0.1
arithmetic,154,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6521282043873312,0.2,0.15,0.25,0.05,0.05,0.2,0.1
geometric,155,1.0,full,1,core_learning_training_corrected_v6,0.6087012494398003,0.2,0.15,0.25,0.05,0.1,0.05,0.2
arithmetic,155,1.0,full,1,core_learning_training_corrected_v6,0.6460712880703199,0.2,0.15,0.25,0.05,0.1,0.05,0.2
geometric,155,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6082921935055575,0.2,0.15,0.25,0.05,0.1,0.05,0.2
arithmetic,155,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6456412623586831,0.2,0.15,0.25,0.05,0.1,0.05,0.2
geometric,155,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.48623507777514235,0.2,0.15,0.25,0.05,0.1,0.05,0.2
arithmetic,155,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5614629351272111,0.2,0.15,0.25,0.05,0.1,0.05,0.2
geometric,156,0.0,full,2,core_learning_training_corrected_v6,0.6309134282102974,0.2,0.15,0.25,0.05,0.1,0.1,0.15
arithmetic,156,1.0,full,1,core_learning_training_corrected_v6,0.6716001113390867,0.2,0.15,0.25,0.05,0.1,0.1,0.15
geometric,156,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6310639853228639,0.2,0.15,0.25,0.05,0.1,0.1,0.15
arithmetic,156,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.671591947830917,0.2,0.15,0.25,0.05,0.1,0.1,0.15
geometric,156,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5192136229318715,0.2,0.15,0.25,0.05,0.1,0.1,0.15
arithmetic,156,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.597799333778017,0.2,0.15,0.25,0.05,0.1,0.1,0.15
geometric,157,0.0,full,2,core_learning_training_corrected_v6,0.6539361538396788,0.2,0.15,0.25,0.05,0.1,0.15,0.1
arithmetic,157,0.0,full,2,core_learning_training_corrected_v6,0.6971289346078534,0.2,0.15,0.25,0.05,0.1,0.15,0.1
geometric,157,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6546882531510531,0.2,0.15,0.25,0.05,0.1,0.15,0.1
arithmetic,157,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6975426333031509,0.2,0.15,0.25,0.05,0.1,0.15,0.1
geometric,157,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.554428914243631,0.2,0.15,0.25,0.05,0.1,0.15,0.1
arithmetic,157,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6341357324288226,0.2,0.15,0.25,0.05,0.1,0.15,0.1
geometric,158,0.0,full,2,core_learning_training_corrected_v6,0.6777990040752356,0.2,0.15,0.25,0.05,0.1,0.2,0.05
arithmetic,158,0.0,full,2,core_learning_training_corrected_v6,0.7226577578766202,0.2,0.15,0.25,0.05,0.1,0.2,0.05
geometric,158,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6791969099530997,0.2,0.15,0.25,0.05,0.1,0.2,0.05
arithmetic,158,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.7234933187753848,0.2,0.15,0.25,0.05,0.1,0.2,0.05
geometric,158,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5920326574129698,0.2,0.15,0.25,0.05,0.1,0.2,0.05
arithmetic,158,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6704721310796284,0.2,0.15,0.25,0.05,0.1,0.2,0.05
geometric,159,0.0,full,2,core_learning_training_corrected_v6,0.6098355868459034,0.2,0.15,0.25,0.05,0.15,0.05,0.15
arithmetic,159,0.0,full,2,core_learning_training_corrected_v6,0.6469955178824679,0.2,0.15,0.25,0.05,0.15,0.05,0.15
geometric,159,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6105049455205069,0.2,0.15,0.25,0.05,0.15,0.05,0.15
arithmetic,159,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6474418776981289,0.2,0.15,0.25,0.05,0.15,0.05,0.15
geometric,159,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5076810356390837,0.2,0.15,0.25,0.05,0.15,0.05,0.15
arithmetic,159,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5798068618195082,0.2,0.15,0.25,0.05,0.15,0.05,0.15
geometric,160,0.0,full,2,core_learning_training_corrected_v6,0.6320891588372516,0.2,0.15,0.25,0.05,0.15,0.1,0.1
arithmetic,160,0.0,full,2,core_learning_training_corrected_v6,0.6725243411512347,0.2,0.15,0.25,0.05,0.15,0.1,0.1
geometric,160,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6333595730683483,0.2,0.15,0.25,0.05,0.15,0.1,0.1
arithmetic,160,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6733925631703629,0.2,0.15,0.25,0.05,0.15,0.1,0.1
geometric,160,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5421141374951803,0.2,0.15,0.25,0.05,0.15,0.1,0.1
arithmetic,160,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.616143260470314,0.2,0.15,0.25,0.05,0.15,0.1,0.1
geometric,161,0.0,full,2,core_learning_training_corrected_v6,0.655154788171687,0.2,0.15,0.25,0.05,0.15,0.15,0.05
arithmetic,161,0.0,full,2,core_learning_training_corrected_v6,0.6980531644200015,0.2,0.15,0.25,0.05,0.15,0.15,0.05
geometric,161,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6570697776335147,0.2,0.15,0.25,0.05,0.15,0.15,0.05
arithmetic,161,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6993432486425967,0.2,0.15,0.25,0.05,0.15,0.15,0.05
geometric,161,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5788826397704395,0.2,0.15,0.25,0.05,0.15,0.15,0.05
arithmetic,161,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6524796591211197,0.2,0.15,0.25,0.05,0.15,0.15,0.05
geometric,162,1.0,full,1,core_learning_training_corrected_v6,0.6272303408387214,0.2,0.15,0.25,0.1,0.05,0.05,0.2
arithmetic,162,1.0,full,1,core_learning_training_corrected_v6,0.6668465643296383,0.2,0.15,0.25,0.1,0.05,0.05,0.2
geometric,162,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6257967049946793,0.2,0.15,0.25,0.1,0.05,0.05,0.2
arithmetic,162,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6652724426284672,0.2,0.15,0.25,0.1,0.05,0.05,0.2
geometric,162,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.4960572229579919,0.2,0.15,0.25,0.1,0.05,0.05,0.2
arithmetic,162,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5770656666169962,0.2,0.15,0.25,0.1,0.05,0.05,0.2
geometric,163,1.0,full,1,core_learning_training_corrected_v6,0.650118666554845,0.2,0.15,0.25,0.1,0.05,0.1,0.15
arithmetic,163,1.0,full,1,core_learning_training_corrected_v6,0.6923753875984051,0.2,0.15,0.25,0.1,0.05,0.1,0.15
geometric,163,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6492237889491358,0.2,0.15,0.25,0.1,0.05,0.1,0.15
arithmetic,163,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6912231281007011,0.2,0.15,0.25,0.1,0.05,0.1,0.15
geometric,163,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5297019480619407,0.2,0.15,0.25,0.1,0.05,0.1,0.15
arithmetic,163,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.613402065267802,0.2,0.15,0.25,0.1,0.05,0.1,0.15
geometric,164,1.0,full,1,core_learning_training_corrected_v6,0.6738422124763348,0.2,0.15,0.25,0.1,0.05,0.15,0.1
arithmetic,164,1.0,full,1,core_learning_training_corrected_v6,0.7179042108671718,0.2,0.15,0.25,0.1,0.05,0.15,0.1
geometric,164,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6735278801780454,0.2,0.15,0.25,0.1,0.05,0.15,0.1
arithmetic,164,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.717173813572935,0.2,0.15,0.25,0.1,0.05,0.15,0.1
geometric,164,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5656286024976919,0.2,0.15,0.25,0.1,0.05,0.15,0.1
arithmetic,164,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6497384639186077,0.2,0.15,0.25,0.1,0.05,0.15,0.1
geometric,165,0.0,full,2,core_learning_training_corrected_v6,0.6984314567080602,0.2,0.15,0.25,0.1,0.05,0.2,0.05
arithmetic,165,1.0,full,1,core_learning_training_corrected_v6,0.7434330341359388,0.2,0.15,0.25,0.1,0.05,0.2,0.05
geometric,165,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6987418099872992,0.2,0.15,0.25,0.1,0.05,0.2,0.05
arithmetic,165,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.7431244990451689,0.2,0.15,0.25,0.1,0.05,0.2,0.05
geometric,165,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6039919564843288,0.2,0.15,0.25,0.1,0.05,0.2,0.05
arithmetic,165,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6860748625694135,0.2,0.15,0.25,0.1,0.05,0.2,0.05
geometric,166,1.0,full,1,core_learning_training_corrected_v6,0.6283992078954442,0.2,0.15,0.25,0.1,0.1,0.05,0.15
arithmetic,166,1.0,full,1,core_learning_training_corrected_v6,0.6677707941417864,0.2,0.15,0.25,0.1,0.1,0.05,0.15
geometric,166,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6280731322359129,0.2,0.15,0.25,0.1,0.1,0.05,0.15
arithmetic,166,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6670730579679129,0.2,0.15,0.25,0.1,0.1,0.05,0.15
geometric,166,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5179363978425743,0.2,0.15,0.25,0.1,0.1,0.05,0.15
arithmetic,166,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5954095933092933,0.2,0.15,0.25,0.1,0.1,0.05,0.15
geometric,167,0.0,full,2,core_learning_training_corrected_v6,0.651330186857387,0.2,0.15,0.25,0.1,0.1,0.1,0.1
arithmetic,167,1.0,full,1,core_learning_training_corrected_v6,0.6932996174105533,0.2,0.15,0.25,0.1,0.1,0.1,0.1
geometric,167,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6515854356421033,0.2,0.15,0.25,0.1,0.1,0.1,0.1
arithmetic,167,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.693023743440147,0.2,0.15,0.25,0.1,0.1,0.1,0.1
geometric,167,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5530650622793756,0.2,0.15,0.25,0.1,0.1,0.1,0.1
arithmetic,167,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6317459919600992,0.2,0.15,0.25,0.1,0.1,0.1,0.1
geometric,168,0.0,full,2,core_learning_training_corrected_v6,0.6750979424885972,0.2,0.15,0.25,0.1,0.1,0.15,0.05
arithmetic,168,0.0,full,2,core_learning_training_corrected_v6,0.7188284406793201,0.2,0.15,0.25,0.1,0.1,0.15,0.05
geometric,168,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.675977936565256,0.2,0.15,0.25,0.1,0.1,0.15,0.05
arithmetic,168,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.7189744289123807,0.2,0.15,0.25,0.1,0.1,0.15,0.05
geometric,168,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5905763031681384,0.2,0.15,0.25,0.1,0.1,0.15,0.05
arithmetic,168,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6680823906109048,0.2,0.15,0.25,0.1,0.1,0.15,0.05
geometric,169,0.0,full,2,core_learning_training_corrected_v6,0.6295702531793784,0.2,0.15,0.25,0.1,0.15,0.05,0.1
arithmetic,169,0.0,full,2,core_learning_training_corrected_v6,0.6686950239539345,0.2,0.15,0.25,0.1,0.15,0.05,0.1
geometric,169,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6303578403149062,0.2,0.15,0.25,0.1,0.15,0.05,0.1
arithmetic,169,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6688736733073588,0.2,0.15,0.25,0.1,0.15,0.05,0.1
geometric,169,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5407805789229655,0.2,0.15,0.25,0.1,0.15,0.05,0.1
arithmetic,169,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6137535200015903,0.2,0.15,0.25,0.1,0.15,0.05,0.1
geometric,170,0.0,full,2,core_learning_training_corrected_v6,0.6525439648730498,0.2,0.15,0.25,0.1,0.15,0.1,0.05
arithmetic,170,0.0,full,2,core_learning_training_corrected_v6,0.6942238472227015,0.2,0.15,0.25,0.1,0.15,0.1,0.05
geometric,170,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6539556731710774,0.2,0.15,0.25,0.1,0.15,0.1,0.05
arithmetic,170,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6948243587795927,0.2,0.15,0.25,0.1,0.15,0.1,0.05
geometric,170,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5774586335452205,0.2,0.15,0.25,0.1,0.15,0.1,0.05
arithmetic,170,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6500899186523962,0.2,0.15,0.25,0.1,0.15,0.1,0.05
geometric,171,1.0,full,1,core_learning_training_corrected_v6,0.647527912442741,0.2,0.15,0.25,0.15,0.05,0.05,0.15
arithmetic,171,1.0,full,1,core_learning_training_corrected_v6,0.6885460704011049,0.2,0.15,0.25,0.15,0.05,0.05,0.15
geometric,171,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.646146869621681,0.2,0.15,0.25,0.15,0.05,0.05,0.15
arithmetic,171,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6867042382376969,0.2,0.15,0.25,0.15,0.05,0.05,0.15
geometric,171,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5283989225093867,0.2,0.15,0.25,0.15,0.05,0.05,0.15
arithmetic,171,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6110123247990784,0.2,0.15,0.25,0.15,0.05,0.05,0.15
geometric,172,1.0,full,1,core_learning_training_corrected_v6,0.6711569188942669,0.2,0.15,0.25,0.15,0.05,0.1,0.1
arithmetic,172,1.0,full,1,core_learning_training_corrected_v6,0.7140748936698718,0.2,0.15,0.25,0.15,0.05,0.1,0.1
geometric,172,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6703357744860251,0.2,0.15,0.25,0.15,0.05,0.1,0.1
arithmetic,172,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.7126549237099309,0.2,0.15,0.25,0.15,0.05,0.1,0.1
geometric,172,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5642372001722775,0.2,0.15,0.25,0.15,0.05,0.1,0.1
arithmetic,172,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6473487234498841,0.2,0.15,0.25,0.15,0.05,0.1,0.1
geometric,173,1.0,full,1,core_learning_training_corrected_v6,0.6956481738066815,0.2,0.15,0.25,0.15,0.05,0.15,0.05
arithmetic,173,1.0,full,1,core_learning_training_corrected_v6,0.7396037169386386,0.2,0.15,0.25,0.15,0.05,0.15,0.05
geometric,173,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6954302058584197,0.2,0.15,0.25,0.15,0.05,0.15,0.05
arithmetic,173,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.7386056091821647,0.2,0.15,0.25,0.15,0.05,0.15,0.05
geometric,173,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6025061832948669,0.2,0.15,0.25,0.15,0.05,0.15,0.05
arithmetic,173,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6836851221006899,0.2,0.15,0.25,0.15,0.05,0.15,0.05
geometric,174,1.0,full,1,core_learning_training_corrected_v6,0.6487346047786868,0.2,0.15,0.25,0.15,0.1,0.05,0.1
arithmetic,174,1.0,full,1,core_learning_training_corrected_v6,0.6894703002132531,0.2,0.15,0.25,0.15,0.1,0.05,0.1
geometric,174,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6484973235695921,0.2,0.15,0.25,0.15,0.1,0.05,0.1
arithmetic,174,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6885048535771428,0.2,0.15,0.25,0.15,0.1,0.05,0.1
geometric,174,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5517045652847703,0.2,0.15,0.25,0.15,0.1,0.05,0.1
arithmetic,174,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6293562514913754,0.2,0.15,0.25,0.15,0.1,0.05,0.1
geometric,175,0.0,full,2,core_learning_training_corrected_v6,0.6724076447621165,0.2,0.15,0.25,0.15,0.1,0.1,0.05
arithmetic,175,1.0,full,1,core_learning_training_corrected_v6,0.7149991234820199,0.2,0.15,0.25,0.15,0.1,0.1,0.05
geometric,175,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6727742191208947,0.2,0.15,0.25,0.15,0.1,0.1,0.05
arithmetic,175,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.7144555390493766,0.2,0.15,0.25,0.15,0.1,0.1,0.05
geometric,175,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5891235314413654,0.2,0.15,0.25,0.15,0.1,0.1,0.05
arithmetic,175,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6656926501421813,0.2,0.15,0.25,0.15,0.1,0.1,0.05
geometric,176,0.0,full,2,core_learning_training_corrected_v6,0.6499435458306582,0.2,0.15,0.25,0.15,0.15,0.05,0.05
arithmetic,176,1.0,full,1,core_learning_training_corrected_v6,0.6903945300254013,0.2,0.15,0.25,0.15,0.15,0.05,0.05
geometric,176,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6508563276382592,0.2,0.15,0.25,0.15,0.15,0.05,0.05
arithmetic,176,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6903054689165885,0.2,0.15,0.25,0.15,0.15,0.05,0.05
geometric,176,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5760381302644505,0.2,0.15,0.25,0.15,0.15,0.05,0.05
arithmetic,176,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.6477001781836725,0.2,0.15,0.25,0.15,0.15,0.05,0.05
geometric,177,1.0,full,1,core_learning_training_corrected_v6,0.605259567347219,0.2,0.2,0.1,0.05,0.05,0.2,0.2
arithmetic,177,1.0,full,1,core_learning_training_corrected_v6,0.6495763467889294,0.2,0.2,0.1,0.05,0.05,0.2,0.2
geometric,177,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6043119337944786,0.2,0.2,0.1,0.05,0.05,0.2,0.2
arithmetic,177,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.648618942244368,0.2,0.2,0.1,0.05,0.05,0.2,0.2
geometric,177,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.4777446473125134,0.2,0.2,0.1,0.05,0.05,0.2,0.2
arithmetic,177,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.557718812921677,0.2,0.2,0.1,0.05,0.05,0.2,0.2
geometric,178,1.0,full,1,core_learning_training_corrected_v6,0.5850387817776115,0.2,0.2,0.1,0.05,0.1,0.15,0.2
arithmetic,178,1.0,full,1,core_learning_training_corrected_v6,0.6249717533323108,0.2,0.2,0.1,0.05,0.1,0.15,0.2
geometric,178,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.584624432385943,0.2,0.2,0.1,0.05,0.1,0.15,0.2
arithmetic,178,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6244688721115799,0.2,0.2,0.1,0.05,0.1,0.15,0.2
geometric,178,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.4671331540745623,0.2,0.2,0.1,0.05,0.1,0.15,0.2
arithmetic,178,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5397263409631683,0.2,0.2,0.1,0.05,0.1,0.15,0.2
geometric,179,0.0,full,2,core_learning_training_corrected_v6,0.606387491050802,0.2,0.2,0.1,0.05,0.1,0.2,0.15
arithmetic,179,1.0,full,1,core_learning_training_corrected_v6,0.6505005766010775,0.2,0.2,0.1,0.05,0.1,0.2,0.15
geometric,179,1.0,a2c_pointer,1,core_learning_training_corrected_v6,0.6065102070313183,0.2,0.2,0.1,0.05,0.1,0.2,0.15
arithmetic,179,0.0,a2c_pointer,2,core_learning_training_corrected_v6,0.6504195575838138,0.2,0.2,0.1,0.05,0.1,0.2,0.15
geometric,179,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.49881612496663236,0.2,0.2,0.1,0.05,0.1,0.2,0.15
arithmetic,179,0.0,traditional_ppo,3,core_learning_training_corrected_v6,0.5760627396139741,0.2,0.2,0.1,0.05,0.1,0.2,0.15
geometric,180,0.0,full,2,core_learning_training_corrected_v6,0.5654935413643476,0.2,0.2,0.1,0.05,0.15,0.1,0.2
