task_id,map_id,model,route_found,display_rotation_deg,distance_m,energy_wh,time_s,weighted_coverage,returned,termination_reason
real_test__cn_taihang__road_00__task_08,cn_taihang,traditional_ppo,True,90,4490.579619,20.64251939,458.077365,0.1632653061,True,returned_partial
