record_type,model,training_seed,episodes_seen,mean_weighted_coverage,median,q25,q75,source_path,source_sha256
seed,full,42,1708,0.46484375,,,,paper_runs/multimap_v3_1/formal_training/formal_full_seed42_3000ep/training_metrics.jsonl,e62401924ecbbdc68af1cf978825a8d45f7bf20d18c9315faa95d3c4867e9075
seed,full,42,1724,0.45625,,,,paper_runs/multimap_v3_1/formal_training/formal_full_seed42_3000ep/training_metrics.jsonl,e62401924ecbbdc68af1cf978825a8d45f7bf20d18c9315faa95d3c4867e9075
seed,full,42,1740,0.459183673469388,,,,paper_runs/multimap_v3_1/formal_training/formal_full_seed42_3000ep/training_metrics.jsonl,e62401924ecbbdc68af1cf978825a8d45f7bf20d18c9315faa95d3c4867e9075
seed,full,42,1756,0.521484375,,,,paper_runs/multimap_v3_1/formal_training/formal_full_seed42_3000ep/training_metrics.jsonl,e62401924ecbbdc68af1cf978825a8d45f7bf20d18c9315faa95d3c4867e9075
seed,full,42,1772,0.44375,,,,paper_runs/multimap_v3_1/formal_training/formal_full_seed42_3000ep/training_metrics.jsonl,e62401924ecbbdc68af1cf978825a8d45f7bf20d18c9315faa95d3c4867e9075
seed,full,42,1788,0.466836734693878,,,,paper_runs/multimap_v3_1/formal_training/formal_full_seed42_3000ep/training_metrics.jsonl,e62401924ecbbdc68af1cf978825a8d45f7bf20d18c9315faa95d3c4867e9075
seed,full,42,1804,0.50390625,,,,paper_runs/multimap_v3_1/formal_training/formal_full_seed42_3000ep/training_metrics.jsonl,e62401924ecbbdc68af1cf978825a8d45f7bf20d18c9315faa95d3c4867e9075
seed,full,42,1820,0.4765625,,,,paper_runs/multimap_v3_1/formal_training/formal_full_seed42_3000ep/training_metrics.jsonl,e62401924ecbbdc68af1cf978825a8d45f7bf20d18c9315faa95d3c4867e9075
seed,full,42,1836,0.434948979591837,,,,paper_runs/multimap_v3_1/formal_training/formal_full_seed42_3000ep/training_metrics.jsonl,e62401924ecbbdc68af1cf978825a8d45f7bf20d18c9315faa95d3c4867e9075
seed,full,42,1852,0.48828125,,,,paper_runs/multimap_v3_1/formal_training/formal_full_seed42_3000ep/training_metrics.jsonl,e62401924ecbbdc68af1cf978825a8d45f7bf20d18c9315faa95d3c4867e9075
seed,full,42,1868,0.521875,,,,paper_runs/multimap_v3_1/formal_training/formal_full_seed42_3000ep/training_metrics.jsonl,e62401924ecbbdc68af1cf978825a8d45f7bf20d18c9315faa95d3c4867e9075
seed,full,42,1884,0.447704081632653,,,,paper_runs/multimap_v3_1/formal_training/formal_full_seed42_3000ep/training_metrics.jsonl,e62401924ecbbdc68af1cf978825a8d45f7bf20d18c9315faa95d3c4867e9075
seed,full,42,1900,0.45703125,,,,paper_runs/multimap_v3_1/formal_training/formal_full_seed42_3000ep/training_metrics.jsonl,e62401924ecbbdc68af1cf978825a8d45f7bf20d18c9315faa95d3c4867e9075
seed,full,42,1916,0.465625,,,,paper_runs/multimap_v3_1/formal_training/formal_full_seed42_3000ep/training_metrics.jsonl,e62401924ecbbdc68af1cf978825a8d45f7bf20d18c9315faa95d3c4867e9075
seed,full,42,1932,0.450255102040816,,,,paper_runs/multimap_v3_1/formal_training/formal_full_seed42_3000ep/training_metrics.jsonl,e62401924ecbbdc68af1cf978825a8d45f7bf20d18c9315faa95d3c4867e9075
seed,full,42,1948,0.466796875,,,,paper_runs/multimap_v3_1/formal_training/formal_full_seed42_3000ep/training_metrics.jsonl,e62401924ecbbdc68af1cf978825a8d45f7bf20d18c9315faa95d3c4867e9075
seed,full,42,1964,0.4640625,,,,paper_runs/multimap_v3_1/formal_training/formal_full_seed42_3000ep/training_metrics.jsonl,e62401924ecbbdc68af1cf978825a8d45f7bf20d18c9315faa95d3c4867e9075
seed,full,42,1980,0.477040816326531,,,,paper_runs/multimap_v3_1/formal_training/formal_full_seed42_3000ep/training_metrics.jsonl,e62401924ecbbdc68af1cf978825a8d45f7bf20d18c9315faa95d3c4867e9075
seed,full,42,1996,0.537109375,,,,paper_runs/multimap_v3_1/formal_training/formal_full_seed42_3000ep/training_metrics.jsonl,e62401924ecbbdc68af1cf978825a8d45f7bf20d18c9315faa95d3c4867e9075
seed,full,42,2000,0.58125,,,,paper_runs/multimap_v3_1/formal_training/formal_full_seed42_3000ep/training_metrics.jsonl,e62401924ecbbdc68af1cf978825a8d45f7bf20d18c9315faa95d3c4867e9075
