task_id,map_id,model,route_found,distance_m,energy_wh,time_s,weighted_coverage,returned,termination_reason
synthetic_test__synthetic_test__map_003__task_08,synthetic_test__map_003,full,True,5566.539623,39.46631863,789.571385,0.2448979592,True,returned_partial
synthetic_test__synthetic_test__map_003__task_08,synthetic_test__map_003,a2c_pointer,True,5566.539623,39.46631863,789.571385,0.2448979592,True,returned_partial
synthetic_test__synthetic_test__map_003__task_08,synthetic_test__map_003,traditional_ppo,True,6223.745223,40.89865697,823.0369828,0.2040816327,True,returned_partial
synthetic_test__synthetic_test__map_003__task_08,synthetic_test__map_003,milp,True,,,,,False,unknown
real_test__cn_taihang__road_00__task_08,cn_taihang,full,True,4744.170214,25.49010249,550.3439227,0.3673469388,True,returned_partial
real_test__cn_taihang__road_00__task_08,cn_taihang,a2c_pointer,True,4744.170214,25.49010249,550.3439227,0.3673469388,True,returned_partial
real_test__cn_taihang__road_00__task_08,cn_taihang,traditional_ppo,True,4490.579619,20.64251939,458.077365,0.1632653061,True,returned_partial
real_test__cn_taihang__road_00__task_08,cn_taihang,milp,True,,,,,False,unknown
