task_id,map_id,model,route_found,display_rotation_deg,distance_m,energy_wh,time_s,weighted_coverage,returned,termination_reason
real_test__cn_qinling__road_00__task_08,cn_qinling,full,True,0,3629.097214,21.34518781,457.1250188,0.3469387755,True,returned_partial
