bootstrap_ci_high,bootstrap_ci_low,comparator,hodges_lehmann,map_count,mean_difference,median_difference,metric,p_holm,p_value,rank_biserial,reference,significant_holm,statistical_family,wilcoxon_statistic,domain,label
0.009492547714,-0.007059630102,no_domain_randomization,0.001222363946,24,0.001194373583,0.001466836735,safe_weighted_coverage,1,0.5838061571,0.1333333333,full,False,synthetic_ablations,130,未见合成,合成·域随机化
0.01211665161,-0.008755000177,no_domain_randomization,0.0002306547619,8,0.0009295280612,0.0001381802721,safe_weighted_coverage,1,0.9453125,0.05555555556,full,False,real_ablations,17,真实DSM,DSM·域随机化
0.008687931075,-0.00657782679,no_priority_bias,0.001327947846,24,0.001015684051,0.002463151927,safe_weighted_coverage,1,0.5838061571,0.1333333333,full,False,synthetic_ablations,130,未见合成,合成·优先偏置
0.008525727218,-0.009738236961,no_priority_bias,-0.0005991354875,8,-0.0006253543084,-0.001019699546,safe_weighted_coverage,1,0.640625,-0.2222222222,full,False,real_ablations,14,真实DSM,DSM·优先偏置
0.008313066893,-0.004989539045,no_resource_shaping,0.001810515873,24,0.001768825586,0.001913265306,safe_weighted_coverage,0.506428957,0.1688096523,0.3266666667,full,False,synthetic_ablations,101,未见合成,合成·资源塑形
0.008189683425,-0.008274575716,no_resource_shaping,-0.0002118764172,8,9.477749433e-05,-0.0002593537415,safe_weighted_coverage,1,0.7421875,-0.1666666667,full,False,real_ablations,15,真实DSM,DSM·资源塑形
0.4018417127,0.3434034362,no_return_reserve,0.371468254,24,0.3724521684,0.3732893991,safe_weighted_coverage,4.768371582e-07,1.192092896e-07,1,full,True,synthetic_ablations,0,未见合成,合成·返航储备*
0.4244682894,0.3562892972,no_return_reserve,0.3932784155,8,0.3903748583,0.3958538832,safe_weighted_coverage,0.03125,0.0078125,1,full,True,real_ablations,0,真实DSM,DSM·返航储备*
