task_id,map_id,model,route_found,display_rotation_deg,distance_m,energy_wh,time_s,weighted_coverage,returned,termination_reason
real_test__cn_taihang__road_00__task_08,cn_taihang,a2c_pointer,True,90,4744.170214,25.49010249,550.3439227,0.3673469388,True,returned_partial
