condition,constraint_type,coverage,dangerous_action_proposal_rate,difficulty,environment_interception_rate,family,high_priority_coverage,low_priority_coverage,map_id,medium_priority_coverage,model,node_count,oracle_attainment_lower,oracle_attainment_upper,oracle_regret_lower,oracle_regret_upper,planner_seed,planning_time_s,priority_layout,return_rate,road_index,robustness_drop,safe_distance_utilization,safe_energy_utilization,safe_rate,safe_time_utilization,safe_weighted_coverage,stranded_rate,task_id,task_index,termination_reason,training_seed,violation_rate,visited_count,weighted_coverage
nominal,energy,0.625,0.0,moderate,0.0,synthetic_learning,1.0,0.0,synthetic_test__map_000,0.8333333333333334,a2c_pointer,16,1.0,1.0,0.0,0.0,,1.576076699999998,clustered,1.0,,,0.8414663669233718,0.9923087098964137,1.0,0.3526521398731813,0.78125,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,42,0.0,10,0.78125
nominal,energy,0.625,0.0,moderate,0.0,synthetic_learning,1.0,0.0,synthetic_test__map_000,0.8333333333333334,a2c_pointer,16,1.0,1.0,0.0,0.0,,1.6106504000000008,clustered,1.0,,,0.8414663669233718,0.9923087098964137,1.0,0.3526521398731813,0.78125,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,43,0.0,10,0.78125
nominal,energy,0.625,0.0,moderate,0.0,synthetic_learning,1.0,0.2,synthetic_test__map_000,0.6666666666666666,a2c_pointer,16,0.96,0.96,0.03125,0.03125,,1.6152799000000009,clustered,1.0,,,0.8907253179352191,0.9835616772112844,1.0,0.35517352013345627,0.75,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,44,0.0,10,0.75
nominal,energy,0.625,0.0,moderate,0.0,synthetic_learning,1.0,0.0,synthetic_test__map_000,0.8333333333333334,a2c_pointer,16,1.0,1.0,0.0,0.0,,1.6517504999999986,clustered,1.0,,,0.8414663669233718,0.9923087098964137,1.0,0.3526521398731813,0.78125,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,45,0.0,10,0.78125
nominal,energy,0.625,0.0,moderate,0.0,synthetic_learning,1.0,0.0,synthetic_test__map_000,0.8333333333333334,a2c_pointer,16,1.0,1.0,0.0,0.0,,0.8053322000000094,clustered,1.0,,,0.8414663669233718,0.9923087098964137,1.0,0.3526521398731813,0.78125,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,46,0.0,10,0.78125
nominal,energy,0.625,0.0,moderate,0.0,synthetic_learning,1.0,0.2,synthetic_test__map_000,0.6666666666666666,no_priority_bias,16,0.96,0.96,0.03125,0.03125,,0.9067997999999307,clustered,1.0,,,0.8548057578087637,0.9705848875134703,1.0,0.34860489741182826,0.75,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,42,0.0,10,0.75
nominal,energy,0.625,0.0,moderate,0.0,synthetic_learning,1.0,0.0,synthetic_test__map_000,0.8333333333333334,no_priority_bias,16,1.0,1.0,0.0,0.0,,0.7860591999999542,clustered,1.0,,,0.8414663669233718,0.9923087098964137,1.0,0.3526521398731813,0.78125,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,43,0.0,10,0.78125
nominal,energy,0.625,0.0,moderate,0.0,synthetic_learning,1.0,0.2,synthetic_test__map_000,0.6666666666666666,no_priority_bias,16,0.96,0.96,0.03125,0.03125,,1.0383421000001363,clustered,1.0,,,0.8907253179352191,0.9835616772112844,1.0,0.35517352013345627,0.75,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,44,0.0,10,0.75
nominal,energy,0.625,0.0,moderate,0.0,synthetic_learning,1.0,0.2,synthetic_test__map_000,0.6666666666666666,no_priority_bias,16,0.96,0.96,0.03125,0.03125,,0.8308855000000079,clustered,1.0,,,0.8907253179352191,0.9835616772112844,1.0,0.35517352013345627,0.75,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,45,0.0,10,0.75
nominal,energy,0.625,0.0,moderate,0.0,synthetic_learning,1.0,0.2,synthetic_test__map_000,0.6666666666666666,no_priority_bias,16,0.96,0.96,0.03125,0.03125,,0.797011300000122,clustered,1.0,,,0.8907253179352191,0.9835616772112844,1.0,0.35517352013345627,0.75,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,46,0.0,10,0.75
nominal,energy,0.625,0.0,moderate,0.0,synthetic_learning,1.0,0.2,synthetic_test__map_000,0.6666666666666666,no_domain_randomization,16,0.96,0.96,0.03125,0.03125,,0.8547522000000072,clustered,1.0,,,0.8907253179352191,0.9835616772112844,1.0,0.35517352013345627,0.75,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,42,0.0,10,0.75
nominal,energy,0.5,0.0,moderate,0.0,synthetic_learning,1.0,0.4,synthetic_test__map_000,0.16666666666666666,no_domain_randomization,16,0.76,0.76,0.1875,0.1875,,0.9359374000000571,clustered,1.0,,,0.780724897971885,0.9535037517621309,1.0,0.33357324863880894,0.59375,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,43,0.0,8,0.59375
nominal,energy,0.5,0.0,moderate,0.0,synthetic_learning,1.0,0.4,synthetic_test__map_000,0.16666666666666666,no_domain_randomization,16,0.76,0.76,0.1875,0.1875,,0.7181468999999652,clustered,1.0,,,0.780724897971885,0.9535037517621309,1.0,0.33357324863880894,0.59375,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,44,0.0,8,0.59375
nominal,energy,0.625,0.0,moderate,0.0,synthetic_learning,0.6,0.4,synthetic_test__map_000,0.8333333333333334,no_domain_randomization,16,0.84,0.84,0.125,0.125,,0.8647194000000127,clustered,1.0,,,0.8378932938319685,0.9391841777405604,1.0,0.3384394113196381,0.65625,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,45,0.0,10,0.65625
nominal,energy,0.5,0.0,moderate,0.0,synthetic_learning,1.0,0.4,synthetic_test__map_000,0.16666666666666666,no_domain_randomization,16,0.76,0.76,0.1875,0.1875,,0.7741371000000754,clustered,1.0,,,0.780724897971885,0.9535037517621309,1.0,0.33357324863880894,0.59375,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,46,0.0,8,0.59375
nominal,energy,0.625,0.0,moderate,0.0,synthetic_learning,1.0,0.0,synthetic_test__map_000,0.8333333333333334,no_resource_shaping,16,1.0,1.0,0.0,0.0,,0.8513580000001184,clustered,1.0,,,0.8414663669233718,0.9923087098964137,1.0,0.3526521398731813,0.78125,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,42,0.0,10,0.78125
nominal,energy,0.625,0.0,moderate,0.0,synthetic_learning,1.0,0.0,synthetic_test__map_000,0.8333333333333334,no_resource_shaping,16,1.0,1.0,0.0,0.0,,0.8697448999998869,clustered,1.0,,,0.8414663669233718,0.9923087098964137,1.0,0.3526521398731813,0.78125,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,43,0.0,10,0.78125
nominal,energy,0.625,0.0,moderate,0.0,synthetic_learning,1.0,0.0,synthetic_test__map_000,0.8333333333333334,no_resource_shaping,16,1.0,1.0,0.0,0.0,,0.8205076000000417,clustered,1.0,,,0.8414663669233718,0.9923087098964137,1.0,0.3526521398731813,0.78125,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,44,0.0,10,0.78125
nominal,energy,0.625,0.0,moderate,0.0,synthetic_learning,0.6,0.4,synthetic_test__map_000,0.8333333333333334,no_resource_shaping,16,0.84,0.84,0.125,0.125,,0.8752852000000075,clustered,1.0,,,0.8183382834947939,0.9339667315621774,1.0,0.3350118421365256,0.65625,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,45,0.0,10,0.65625
nominal,energy,0.625,0.0,moderate,0.0,synthetic_learning,1.0,0.0,synthetic_test__map_000,0.8333333333333334,no_resource_shaping,16,1.0,1.0,0.0,0.0,,0.7870430000000397,clustered,1.0,,,0.8414663669233718,0.9923087098964137,1.0,0.3526521398731813,0.78125,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,46,0.0,10,0.78125
nominal,energy,0.125,0.0,moderate,0.0,synthetic_learning,0.4,0.0,synthetic_test__map_000,0.0,no_return_reserve,16,0.24,0.24,0.59375,0.59375,,0.25823529999979655,clustered,1.0,,,0.1404613734421692,0.154983785857247,1.0,0.05659931720733846,0.1875,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,42,0.0,2,0.1875
nominal,energy,0.0,0.0,moderate,0.0,synthetic_learning,0.0,0.0,synthetic_test__map_000,0.0,no_return_reserve,16,0.0,0.0,0.78125,0.78125,,0.12744720000000598,clustered,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,43,0.0,0,0.0
nominal,energy,0.375,0.0,moderate,0.0,synthetic_learning,0.4,0.0,synthetic_test__map_000,0.6666666666666666,no_return_reserve,16,0.56,0.56,0.34375,0.34375,,0.48775910000017575,clustered,1.0,,,0.4174156071604112,0.46137374886947796,1.0,0.16881497198011614,0.4375,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,44,0.0,6,0.4375
nominal,energy,0.3125,0.0,moderate,0.0,synthetic_learning,0.6,0.0,synthetic_test__map_000,0.3333333333333333,no_return_reserve,16,0.52,0.52,0.375,0.375,,0.4327665999999226,clustered,1.0,,,0.3163565745325331,0.3890183775145051,1.0,0.1383836966542749,0.40625,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,45,0.0,5,0.40625
nominal,energy,0.0,0.0,moderate,0.0,synthetic_learning,0.0,0.0,synthetic_test__map_000,0.0,no_return_reserve,16,0.0,0.0,0.78125,0.78125,,0.12058030000002873,clustered,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,synthetic_test__synthetic_test__map_000__task_00,0,returned_partial,46,0.0,0,0.0
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,full,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.6558782000000178,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,42,0.0,8,0.46875
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,full,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.638171600000021,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,43,0.0,8,0.46875
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,full,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.6795194000000038,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,44,0.0,8,0.46875
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,full,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.6451246999999967,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,45,0.0,8,0.46875
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,full,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.8200397000000521,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,46,0.0,8,0.46875
nominal,distance,0.25,0.0,hard,0.0,synthetic_learning,0.2,0.0,synthetic_test__map_000,0.5,traditional_ppo,16,0.5,0.5,0.28125,0.28125,,0.3988438999999744,dispersed,1.0,,,0.9764998273464673,0.3831473326133681,1.0,0.24320724078774636,0.28125,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,42,0.0,4,0.28125
nominal,distance,0.3125,0.0,hard,0.0,synthetic_learning,0.0,0.2,synthetic_test__map_000,0.6666666666666666,traditional_ppo,16,0.5,0.5,0.28125,0.28125,,0.431406399999787,dispersed,1.0,,,0.9664297105948838,0.3943826138058603,1.0,0.24921180184798256,0.28125,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,43,0.0,5,0.28125
nominal,distance,0.3125,0.0,hard,0.0,synthetic_learning,0.0,0.2,synthetic_test__map_000,0.6666666666666666,traditional_ppo,16,0.5,0.5,0.28125,0.28125,,0.4239387000000079,dispersed,1.0,,,0.949068252034666,0.3909556717115069,1.0,0.24647451864296122,0.28125,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,44,0.0,5,0.28125
nominal,distance,0.3125,0.0,hard,0.0,synthetic_learning,0.2,0.0,synthetic_test__map_000,0.6666666666666666,traditional_ppo,16,0.6111111111111112,0.6111111111111112,0.21875,0.21875,,0.4571609999998145,dispersed,1.0,,,0.9441443984794389,0.3855222869706936,1.0,0.24347443383502881,0.34375,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,45,0.0,5,0.34375
nominal,distance,0.375,0.0,hard,0.0,synthetic_learning,0.0,0.2,synthetic_test__map_000,0.8333333333333334,traditional_ppo,16,0.6111111111111112,0.6111111111111112,0.21875,0.21875,,0.4106357000000571,dispersed,1.0,,,0.9138680858688188,0.41721659007817474,1.0,0.2579839820181946,0.34375,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,46,0.0,6,0.34375
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,a2c_pointer,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.6971108000000008,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,42,0.0,8,0.46875
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,a2c_pointer,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.6615660999999982,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,43,0.0,8,0.46875
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,a2c_pointer,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.6611422000000005,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,44,0.0,8,0.46875
nominal,distance,0.4375,0.0,hard,0.0,synthetic_learning,0.2,0.2,synthetic_test__map_000,0.8333333333333334,a2c_pointer,16,0.7777777777777778,0.7777777777777778,0.125,0.125,,0.5766369000000005,dispersed,1.0,,,0.9588284604063508,0.4041502442828119,1.0,0.25546534728962733,0.4375,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,45,0.0,7,0.4375
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,a2c_pointer,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.8980391999999711,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,46,0.0,8,0.46875
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,no_priority_bias,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.9094584000000623,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,42,0.0,8,0.46875
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,no_priority_bias,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.6807842999999139,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,43,0.0,8,0.46875
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,no_priority_bias,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.7114312999999584,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,44,0.0,8,0.46875
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,no_priority_bias,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.6762778000000083,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,45,0.0,8,0.46875
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,no_priority_bias,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.9709224999999151,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,46,0.0,8,0.46875
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,no_domain_randomization,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.7675009000000728,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,42,0.0,8,0.46875
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,no_domain_randomization,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.6930667999999969,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,43,0.0,8,0.46875
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,no_domain_randomization,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.8671140999999807,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,44,0.0,8,0.46875
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,no_domain_randomization,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.6861512000000403,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,45,0.0,8,0.46875
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,no_domain_randomization,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.6917958999999883,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,46,0.0,8,0.46875
nominal,distance,0.4375,0.0,hard,0.0,synthetic_learning,0.2,0.2,synthetic_test__map_000,0.8333333333333334,no_resource_shaping,16,0.7777777777777778,0.7777777777777778,0.125,0.125,,0.6285390000000461,dispersed,1.0,,,0.9588284604063508,0.4041502442828119,1.0,0.25546534728962733,0.4375,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,42,0.0,7,0.4375
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,no_resource_shaping,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,1.1113694999999097,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,43,0.0,8,0.46875
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,no_resource_shaping,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.811182400000007,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,44,0.0,8,0.46875
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,no_resource_shaping,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.6732315000001563,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,45,0.0,8,0.46875
nominal,distance,0.5,0.0,hard,0.0,synthetic_learning,0.2,0.4,synthetic_test__map_000,0.8333333333333334,no_resource_shaping,16,0.8333333333333334,0.8333333333333334,0.09375,0.09375,,0.8207400999999663,dispersed,1.0,,,0.9790061658186809,0.40764340061932536,1.0,0.2594613245006697,0.46875,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,46,0.0,8,0.46875
nominal,distance,0.0625,0.0,hard,0.0,synthetic_learning,0.0,0.0,synthetic_test__map_000,0.16666666666666666,no_return_reserve,16,0.1111111111111111,0.1111111111111111,0.5,0.5,,0.18137060000003657,dispersed,1.0,,,0.11494051129999734,0.05478568701757989,1.0,0.03376976686140848,0.0625,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,42,0.0,1,0.0625
nominal,distance,0.0,0.0,hard,0.0,synthetic_learning,0.0,0.0,synthetic_test__map_000,0.0,no_return_reserve,16,0.0,0.0,0.5625,0.5625,,0.1276449000000639,dispersed,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,43,0.0,0,0.0
nominal,distance,0.3125,0.0,hard,0.0,synthetic_learning,0.0,0.0,synthetic_test__map_000,0.8333333333333334,no_return_reserve,16,0.5555555555555556,0.5555555555555556,0.25,0.25,,0.6180068999999548,dispersed,1.0,,,0.5025069346556311,0.23827392917701967,1.0,0.14810496132206435,0.3125,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,44,0.0,5,0.3125
nominal,distance,0.25,0.0,hard,0.0,synthetic_learning,0.0,0.0,synthetic_test__map_000,0.6666666666666666,no_return_reserve,16,0.4444444444444444,0.4444444444444444,0.3125,0.3125,,0.37853339999992386,dispersed,1.0,,,0.3643110887734203,0.17383508456285557,1.0,0.10828242799991593,0.25,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,45,0.0,4,0.25
nominal,distance,0.0,0.0,hard,0.0,synthetic_learning,0.0,0.0,synthetic_test__map_000,0.0,no_return_reserve,16,0.0,0.0,0.5625,0.5625,,0.11122769999997217,dispersed,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,synthetic_test__synthetic_test__map_000__task_01,1,returned_partial,46,0.0,0,0.0
