algorithm,mean,median,metric,q25,q75,result_family,valid_run_count
no_resource_shaping,0.1781569664902998,0.14285714285714285,low_priority_coverage,0.0,0.3333333333333333,synthetic_learning,1080
no_resource_shaping,0.819818863241692,0.8333333333333334,oracle_attainment_lower,0.7434065934065934,0.9047619047619047,synthetic_learning,1080
no_resource_shaping,0.8516583932512816,0.8702664796633941,oracle_attainment_upper,0.7857142857142858,0.9285714285714287,synthetic_learning,1080
no_resource_shaping,0.08481304327286471,0.07499999999999996,oracle_regret_lower,0.040816326530612235,0.125,synthetic_learning,1080
no_resource_shaping,0.10765636810279655,0.09999999999999998,oracle_regret_upper,0.050000000000000044,0.15000000000000002,synthetic_learning,1080
no_resource_shaping,0.6455326104262404,0.6052052026261558,safe_energy_utilization,0.41448790030098515,0.9167419873162412,synthetic_learning,1080
no_resource_shaping,0.7690432277469229,0.8455840096797084,safe_distance_utilization,0.6005642648216281,0.9497218363094921,synthetic_learning,1080
no_resource_shaping,0.5644525643810214,0.4327145418352012,safe_time_utilization,0.2682261720234451,0.9183495442932353,synthetic_learning,1080
no_resource_shaping,0.0,0.0,dangerous_action_proposal_rate,0.0,0.0,synthetic_learning,1080
no_resource_shaping,0.0,0.0,environment_interception_rate,0.0,0.0,synthetic_learning,1080
no_resource_shaping,1.1715348847222222,1.0763814500000422,planning_time_s,0.7777201999999761,1.4915143000000626,synthetic_learning,1080
no_return_reserve,0.1133458522297808,0.09375,safe_weighted_coverage,0.0,0.1875,synthetic_learning,1080
no_return_reserve,1.0,1.0,safe_rate,1.0,1.0,synthetic_learning,1080
no_return_reserve,1.0,1.0,return_rate,1.0,1.0,synthetic_learning,1080
no_return_reserve,0.0,0.0,violation_rate,0.0,0.0,synthetic_learning,1080
no_return_reserve,0.0,0.0,stranded_rate,0.0,0.0,synthetic_learning,1080
no_return_reserve,0.09863040123456791,0.08333333333333333,coverage,0.0,0.16666666666666666,synthetic_learning,1080
no_return_reserve,0.1133458522297808,0.09375,weighted_coverage,0.0,0.1875,synthetic_learning,1080
no_return_reserve,1.9768518518518519,2.0,visited_count,0.0,3.0,synthetic_learning,1080
no_return_reserve,0.09812499999999999,0.0,high_priority_coverage,0.0,0.16666666666666666,synthetic_learning,1080
no_return_reserve,0.1763503086419753,0.1111111111111111,medium_priority_coverage,0.0,0.3333333333333333,synthetic_learning,1080
no_return_reserve,0.0,0.0,low_priority_coverage,0.0,0.0,synthetic_learning,1080
no_return_reserve,0.19486997741763776,0.16666666666666666,oracle_attainment_lower,0.0,0.3333333333333333,synthetic_learning,1080
no_return_reserve,0.2028763926641889,0.17267080745341615,oracle_attainment_upper,0.0,0.34615384615384615,synthetic_learning,1080
no_return_reserve,0.4552842734315949,0.4489795918367347,oracle_regret_lower,0.3125,0.5792091836734694,synthetic_learning,1080
no_return_reserve,0.47833971088435356,0.4721938775510204,oracle_regret_upper,0.326530612244898,0.6122448979591837,synthetic_learning,1080
no_return_reserve,0.13843185813637093,0.10762811913749576,safe_energy_utilization,0.0,0.2218136503114989,synthetic_learning,1080
no_return_reserve,0.15828590343616003,0.14060113388834258,safe_distance_utilization,0.0,0.26545942379725973,synthetic_learning,1080
no_return_reserve,0.12132693787731731,0.07404215964915424,safe_time_utilization,0.0,0.17254106382614087,synthetic_learning,1080
no_return_reserve,0.0,0.0,dangerous_action_proposal_rate,0.0,0.0,synthetic_learning,1080
no_return_reserve,0.0,0.0,environment_interception_rate,0.0,0.0,synthetic_learning,1080
no_return_reserve,0.38406637703703944,0.2911733500000082,planning_time_s,0.19446427500014352,0.503104325000038,synthetic_learning,1080
aco,0.5525048422146637,0.5510204081632653,safe_weighted_coverage,0.40816326530612246,0.6938775510204082,synthetic_main_baselines,1080
aco,1.0,1.0,safe_rate,1.0,1.0,synthetic_main_baselines,1080
aco,1.0,1.0,return_rate,1.0,1.0,synthetic_main_baselines,1080
aco,0.0,0.0,violation_rate,0.0,0.0,synthetic_main_baselines,1080
aco,0.0,0.0,stranded_rate,0.0,0.0,synthetic_main_baselines,1080
aco,0.48844521604938274,0.5,coverage,0.35,0.625,synthetic_main_baselines,1080
aco,0.5525048422146637,0.5510204081632653,weighted_coverage,0.40816326530612246,0.6938775510204082,synthetic_main_baselines,1080
aco,9.707407407407407,10.0,visited_count,7.0,12.0,synthetic_main_baselines,1080
aco,0.5962808641975309,0.6,high_priority_coverage,0.4,0.8,synthetic_main_baselines,1080
aco,0.6472608024691359,0.6666666666666666,medium_priority_coverage,0.5,0.8333333333333334,synthetic_main_baselines,1080
aco,0.17291446208112876,0.14285714285714285,low_priority_coverage,0.0,0.3333333333333333,synthetic_main_baselines,1080
aco,0.936498822575509,0.957427536231878,oracle_attainment_lower,0.9,1.0,synthetic_main_baselines,1080
aco,0.9704109622758612,1.0,oracle_attainment_upper,0.9473684210526316,1.0,synthetic_main_baselines,1080
aco,0.017275132275132277,0.0,oracle_regret_lower,0.0,0.03125,synthetic_main_baselines,1080
aco,0.03918072089947115,0.025000000000000022,oracle_regret_upper,0.0,0.0625,synthetic_main_baselines,1080
aco,0.6598513800442414,0.6164127095889187,safe_energy_utilization,0.43468276025311053,0.9360450344350043,synthetic_main_baselines,1080
aco,0.7734834626056047,0.8617120500201456,safe_distance_utilization,0.5917095099538489,0.958792074767331,synthetic_main_baselines,1080
aco,0.5756619741431649,0.44296689415659124,safe_time_utilization,0.27542223767545587,0.9407778021184864,synthetic_main_baselines,1080
aco,0.0,0.0,dangerous_action_proposal_rate,0.0,0.0,synthetic_main_baselines,1080
aco,0.0,0.0,environment_interception_rate,0.0,0.0,synthetic_main_baselines,1080
aco,76.70111468398152,69.08861069999944,planning_time_s,45.48175792500024,98.00038417500059,synthetic_main_baselines,1080
ga,0.4869523573318216,0.4897959183673469,safe_weighted_coverage,0.375,0.625,synthetic_main_baselines,1080
ga,1.0,1.0,safe_rate,1.0,1.0,synthetic_main_baselines,1080
ga,1.0,1.0,return_rate,1.0,1.0,synthetic_main_baselines,1080
ga,0.0,0.0,violation_rate,0.0,0.0,synthetic_main_baselines,1080
ga,0.0,0.0,stranded_rate,0.0,0.0,synthetic_main_baselines,1080
ga,0.41230324074074076,0.4166666666666667,coverage,0.3125,0.5,synthetic_main_baselines,1080
ga,0.4869523573318216,0.4897959183673469,weighted_coverage,0.375,0.625,synthetic_main_baselines,1080
ga,8.178703703703704,8.0,visited_count,6.0,10.0,synthetic_main_baselines,1080
ga,0.531875,0.6,high_priority_coverage,0.3333333333333333,0.8,synthetic_main_baselines,1080
ga,0.6077932098765433,0.625,medium_priority_coverage,0.4444444444444444,0.8333333333333334,synthetic_main_baselines,1080
ga,0.03903880070546738,0.0,low_priority_coverage,0.0,0.0,synthetic_main_baselines,1080
ga,0.8184813104475535,0.8461538461538461,oracle_attainment_lower,0.7647058823529412,0.9142857142857151,synthetic_main_baselines,1080
ga,0.8493385042903491,0.8823529411764706,oracle_attainment_upper,0.8041666666666666,0.9285714285714287,synthetic_main_baselines,1080
ga,0.0820793178382464,0.0625,oracle_regret_lower,0.03125,0.1224489795918367,synthetic_main_baselines,1080
ga,0.10473320578231288,0.09375,oracle_regret_upper,0.050000000000000044,0.1499999999999999,synthetic_main_baselines,1080
ga,0.592757774286196,0.543431275227322,safe_energy_utilization,0.38406876325254324,0.8521643580228998,synthetic_main_baselines,1080
ga,0.7171705481503585,0.7771243108174197,safe_distance_utilization,0.5560330260283891,0.9070783031545571,synthetic_main_baselines,1080
ga,0.522150436007479,0.3886427704647072,safe_time_utilization,0.24310165987633367,0.876332848436169,synthetic_main_baselines,1080
ga,0.0,0.0,dangerous_action_proposal_rate,0.0,0.0,synthetic_main_baselines,1080
ga,0.0,0.0,environment_interception_rate,0.0,0.0,synthetic_main_baselines,1080
ga,5.514779837685186,5.411619200000082,planning_time_s,4.839269999999985,6.134599250000008,synthetic_main_baselines,1080
milp,0.5710677673847316,0.5732142857142857,safe_weighted_coverage,0.42857142857142855,0.71875,synthetic_main_baselines,216
milp,1.0,1.0,safe_rate,1.0,1.0,synthetic_main_baselines,216
milp,1.0,1.0,return_rate,1.0,1.0,synthetic_main_baselines,216
milp,0.0,0.0,violation_rate,0.0,0.0,synthetic_main_baselines,216
milp,0.0,0.0,stranded_rate,0.0,0.0,synthetic_main_baselines,216
milp,0.5129436728395061,0.5,coverage,0.375,0.6666666666666666,synthetic_main_baselines,216
milp,0.5710677673847316,0.5732142857142857,weighted_coverage,0.42857142857142855,0.71875,synthetic_main_baselines,216
milp,10.217592592592593,10.0,visited_count,7.0,13.0,synthetic_main_baselines,216
milp,0.5989197530864198,0.6,high_priority_coverage,0.4,0.8,synthetic_main_baselines,216
milp,0.6760545267489712,0.75,medium_priority_coverage,0.5,0.875,synthetic_main_baselines,216
milp,0.21466049382716046,0.16666666666666666,low_priority_coverage,0.0,0.4,synthetic_main_baselines,216
milp,0.9669126990361666,1.0,oracle_attainment_lower,0.9626068376068377,1.0,synthetic_main_baselines,216
milp,0.9991868471035138,1.0,oracle_attainment_upper,1.0,1.0,synthetic_main_baselines,216
milp,0.0003047052154195012,0.0,oracle_regret_lower,0.0,0.0,synthetic_main_baselines,216
milp,0.02061779572940315,0.0,oracle_regret_upper,0.0,0.024999999999999828,synthetic_main_baselines,216
