task_id,map_id,model,seed,task_hash,map_hash,vertical_exaggeration,element_type,element_id,sequence,raw_x_grid,raw_y_grid,raw_z_m,display_x_m,display_y_m,display_z_m,priority,visited,note
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4948,184,52,657.14630126953125,1140,2460,725.71945190429688,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4950,186,52,657.87872314453125,1140,2400,726.81808471679688,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4952,188,52,660.289794921875,1140,2340,730.4346923828125,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4954,190,52,667.78546142578125,1140,2280,741.67819213867188,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4956,192,52,672.97076416015625,1140,2220,749.45614624023438,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4958,194,52,678.22027587890625,1140,2160,757.33041381835938,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4960,196,52,691.43353271484375,1140,2100,777.15029907226562,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4962,198,52,696.10260009765625,1140,2040,784.15390014648438,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4964,200,52,678.61474609375,1140,1980,757.922119140625,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4966,202,52,667.59326171875,1140,1920,741.389892578125,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4968,204,52,646.1942138671875,1140,1860,709.29132080078125,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4970,206,52,618.840087890625,1140,1800,668.2601318359375,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4972,208,52,606.7384033203125,1140,1740,650.10760498046875,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4974,210,52,597.46484375,1140,1680,636.197265625,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4976,212,52,580.05194091796875,1140,1620,610.07791137695312,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4978,214,52,575.3807373046875,1140,1560,603.07110595703125,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4980,216,52,576.49847412109375,1140,1500,604.74771118164062,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4982,218,52,570.49359130859375,1140,1440,595.74038696289062,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4984,220,52,562.48876953125,1140,1380,583.733154296875,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4986,222,52,561.0213623046875,1140,1320,581.53204345703125,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4988,224,52,558.60577392578125,1140,1260,577.90866088867188,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4990,226,52,557.3758544921875,1140,1200,576.06378173828125,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4992,228,52,558.1197509765625,1140,1140,577.17962646484375,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4994,230,52,555.78717041015625,1140,1080,573.68075561523438,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4996,232,52,555.01470947265625,1140,1020,572.52206420898438,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,4998,234,52,557.958984375,1140,960,576.9384765625,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5000,236,52,554.413330078125,1140,900,571.6199951171875,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5002,238,52,555.26220703125,1140,840,572.893310546875,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5004,240,52,552.28753662109375,1140,780,568.43130493164062,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5006,242,52,551.12786865234375,1140,720,566.69180297851562,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5008,244,52,548.073974609375,1140,660,562.1109619140625,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5010,246,52,547.85687255859375,1140,600,561.78530883789062,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5012,248,52,550.2288818359375,1140,540,565.34332275390625,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5014,250,52,549.94818115234375,1140,480,564.92227172851562,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5016,252,52,549.30950927734375,1140,420,563.96426391601562,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5018,254,52,549.10076904296875,1140,360,563.65115356445312,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5020,256,52,551.4764404296875,1140,300,567.21466064453125,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5022,258,52,551.85491943359375,1140,240,567.78237915039062,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5024,260,52,554.52447509765625,1140,180,571.78671264648438,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5026,262,52,555.03125,1140,120,572.546875,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5028,264,52,558.23443603515625,1140,60,577.35165405273438,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5030,266,52,560.75286865234375,1140,0,581.12930297851562,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5160,138,54,837.8543701171875,1200,3840,996.78155517578125,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5162,140,54,855.15484619140625,1200,3780,1022.7322692871094,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5164,142,54,877.37493896484375,1200,3720,1056.0624084472656,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5166,144,54,877.03802490234375,1200,3660,1055.5570373535156,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5168,146,54,837.591064453125,1200,3600,996.3865966796875,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5170,148,54,801.85284423828125,1200,3540,942.77926635742188,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5172,150,54,770.1575927734375,1200,3480,895.23638916015625,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5174,152,54,742.7564697265625,1200,3420,854.13470458984375,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5176,154,54,722.3682861328125,1200,3360,823.55242919921875,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5178,156,54,706.88946533203125,1200,3300,800.33419799804688,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5180,158,54,705.6466064453125,1200,3240,798.46990966796875,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5182,160,54,699.8590087890625,1200,3180,789.78851318359375,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5184,162,54,692.12603759765625,1200,3120,778.18905639648438,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5186,164,54,677.652099609375,1200,3060,756.4781494140625,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5188,166,54,663.114013671875,1200,3000,734.6710205078125,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5190,168,54,656.0986328125,1200,2940,724.14794921875,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5192,170,54,650.68646240234375,1200,2880,716.02969360351562,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5194,172,54,645.75152587890625,1200,2820,708.62728881835938,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5196,174,54,639.46417236328125,1200,2760,699.19625854492188,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5198,176,54,637.0589599609375,1200,2700,695.58843994140625,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5200,178,54,640.9530029296875,1200,2640,701.42950439453125,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5202,180,54,646.9866943359375,1200,2580,710.48004150390625,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5204,182,54,650.29046630859375,1200,2520,715.43569946289062,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5206,184,54,661.6822509765625,1200,2460,732.52337646484375,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5208,186,54,670.4193115234375,1200,2400,745.62896728515625,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5210,188,54,670.86370849609375,1200,2340,746.29556274414062,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5212,190,54,681.07745361328125,1200,2280,761.61618041992188,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5214,192,54,689.86669921875,1200,2220,774.800048828125,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5216,194,54,691.97088623046875,1200,2160,777.95632934570312,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5218,196,54,702.7735595703125,1200,2100,794.16033935546875,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5220,198,54,702.00555419921875,1200,2040,793.00833129882812,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5222,200,54,682.71636962890625,1200,1980,764.07455444335938,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
real_test__cn_taihang__road_00__task_08,cn_taihang,full,42,882fced2679a3d4795cb31c736f65c2b8d8d894b8564d2b25960329969ea2a71,727201fbb5cf39471bae328e85c1c5d9eaa3069df13d93048e713bd81b1de903,1.5,dsm_sample,terrain,5224,202,54,672.5235595703125,1200,1920,748.78533935546875,,,稀疏source-data样本；正式曲面使用完整裁剪DSM
