D6_training_stability,D7_sample_efficiency,mean_learning_curve_auc,mean_threshold_efficiency,model,seed_consistency,seed_count,temporal_consistency
0.9860331344401345,0.9653911374999999,0.973065625,0.947484,full,0.9957664297946107,5,0.9714331914084203
0.9862258908767005,0.17963363750000003,0.2566194821428572,0.0,traditional_ppo,0.9978790384207763,5,0.9687461695605869
0.9700945293238822,0.9466420624999999,0.961934375,0.91096,a2c_pointer,0.977118230065275,5,0.9595589782117929
