aggregation,grid_id,is_first,model,rank,scope,score,weight_D1,weight_D2,weight_D3,weight_D4,weight_D5,weight_D6,weight_D7
geometric,275,0.0,traditional_ppo,3,core_learning_training_aware,0.409850197541208,0.2,0.25,0.1,0.05,0.1,0.1,0.2
arithmetic,275,0.0,traditional_ppo,3,core_learning_training_aware,0.48978951359638045,0.2,0.25,0.1,0.05,0.1,0.1,0.2
geometric,275,0.0,a2c_pointer,2,core_learning_training_aware,0.6353172290221935,0.2,0.25,0.1,0.05,0.1,0.1,0.2
arithmetic,275,0.0,a2c_pointer,2,core_learning_training_aware,0.6836980813921645,0.2,0.25,0.1,0.05,0.1,0.1,0.2
geometric,276,1.0,full,1,core_learning_training_aware,0.6374635882807679,0.2,0.25,0.1,0.05,0.1,0.15,0.15
arithmetic,276,1.0,full,1,core_learning_training_aware,0.6886264131377341,0.2,0.25,0.1,0.05,0.1,0.15,0.15
geometric,276,0.0,traditional_ppo,3,core_learning_training_aware,0.4462770827718752,0.2,0.25,0.1,0.05,0.1,0.15,0.15
arithmetic,276,0.0,traditional_ppo,3,core_learning_training_aware,0.5301191262652154,0.2,0.25,0.1,0.05,0.1,0.15,0.15
geometric,276,0.0,a2c_pointer,2,core_learning_training_aware,0.6360950938543293,0.2,0.25,0.1,0.05,0.1,0.15,0.15
arithmetic,276,0.0,a2c_pointer,2,core_learning_training_aware,0.6848707047333586,0.2,0.25,0.1,0.05,0.1,0.15,0.15
geometric,277,1.0,full,1,core_learning_training_aware,0.6381382736835726,0.2,0.25,0.1,0.05,0.1,0.2,0.1
arithmetic,277,1.0,full,1,core_learning_training_aware,0.6896585129847407,0.2,0.25,0.1,0.05,0.1,0.2,0.1
geometric,277,0.0,traditional_ppo,3,core_learning_training_aware,0.4859415362056779,0.2,0.25,0.1,0.05,0.1,0.2,0.1
arithmetic,277,0.0,traditional_ppo,3,core_learning_training_aware,0.5704487389340503,0.2,0.25,0.1,0.05,0.1,0.2,0.1
geometric,277,0.0,a2c_pointer,2,core_learning_training_aware,0.6368739110826372,0.2,0.25,0.1,0.05,0.1,0.2,0.1
arithmetic,277,0.0,a2c_pointer,2,core_learning_training_aware,0.6860433280745527,0.2,0.25,0.1,0.05,0.1,0.2,0.1
geometric,278,1.0,full,1,core_learning_training_aware,0.6158809080751397,0.2,0.25,0.1,0.05,0.15,0.05,0.2
arithmetic,278,1.0,full,1,core_learning_training_aware,0.6635784672969823,0.2,0.25,0.1,0.05,0.15,0.05,0.2
geometric,278,0.0,traditional_ppo,3,core_learning_training_aware,0.40091153488363984,0.2,0.25,0.1,0.05,0.15,0.05,0.2
arithmetic,278,0.0,traditional_ppo,3,core_learning_training_aware,0.47220415660078696,0.2,0.25,0.1,0.05,0.15,0.05,0.2
geometric,278,0.0,a2c_pointer,2,core_learning_training_aware,0.6154646138675604,0.2,0.25,0.1,0.05,0.15,0.05,0.2
arithmetic,278,0.0,a2c_pointer,2,core_learning_training_aware,0.6608992756469318,0.2,0.25,0.1,0.05,0.15,0.05,0.2
geometric,279,1.0,full,1,core_learning_training_aware,0.616532750574356,0.2,0.25,0.1,0.05,0.15,0.1,0.15
arithmetic,279,1.0,full,1,core_learning_training_aware,0.6646105671439893,0.2,0.25,0.1,0.05,0.15,0.1,0.15
geometric,279,0.0,traditional_ppo,3,core_learning_training_aware,0.4365439648701805,0.2,0.25,0.1,0.05,0.15,0.1,0.15
arithmetic,279,0.0,traditional_ppo,3,core_learning_training_aware,0.5125337692696221,0.2,0.25,0.1,0.05,0.15,0.1,0.15
geometric,279,0.0,a2c_pointer,2,core_learning_training_aware,0.6162181717071429,0.2,0.25,0.1,0.05,0.15,0.1,0.15
arithmetic,279,0.0,a2c_pointer,2,core_learning_training_aware,0.6620718989881261,0.2,0.25,0.1,0.05,0.15,0.1,0.15
geometric,280,1.0,full,1,core_learning_training_aware,0.6171852829774779,0.2,0.25,0.1,0.05,0.15,0.15,0.1
arithmetic,280,1.0,full,1,core_learning_training_aware,0.6656426669909957,0.2,0.25,0.1,0.05,0.15,0.15,0.1
geometric,280,0.0,traditional_ppo,3,core_learning_training_aware,0.4753433530414346,0.2,0.25,0.1,0.05,0.15,0.15,0.1
arithmetic,280,0.0,traditional_ppo,3,core_learning_training_aware,0.552863381938457,0.2,0.25,0.1,0.05,0.15,0.15,0.1
geometric,280,0.0,a2c_pointer,2,core_learning_training_aware,0.6169726521820889,0.2,0.25,0.1,0.05,0.15,0.15,0.1
arithmetic,280,0.0,a2c_pointer,2,core_learning_training_aware,0.6632445223293201,0.2,0.25,0.1,0.05,0.15,0.15,0.1
geometric,281,1.0,full,1,core_learning_training_aware,0.6178385060146929,0.2,0.25,0.1,0.05,0.15,0.2,0.05
arithmetic,281,1.0,full,1,core_learning_training_aware,0.6666747668380025,0.2,0.25,0.1,0.05,0.15,0.2,0.05
geometric,281,0.0,traditional_ppo,3,core_learning_training_aware,0.5175911740020672,0.2,0.25,0.1,0.05,0.15,0.2,0.05
arithmetic,281,0.0,traditional_ppo,3,core_learning_training_aware,0.5931929946072921,0.2,0.25,0.1,0.05,0.15,0.2,0.05
geometric,281,0.0,a2c_pointer,2,core_learning_training_aware,0.6177280564220473,0.2,0.25,0.1,0.05,0.15,0.2,0.05
arithmetic,281,0.0,a2c_pointer,2,core_learning_training_aware,0.6644171456705142,0.2,0.25,0.1,0.05,0.15,0.2,0.05
geometric,282,1.0,full,1,core_learning_training_aware,0.6561737278862715,0.2,0.25,0.1,0.1,0.05,0.1,0.2
arithmetic,282,1.0,full,1,core_learning_training_aware,0.7083695895500459,0.2,0.25,0.1,0.1,0.05,0.1,0.2
geometric,282,0.0,traditional_ppo,3,core_learning_training_aware,0.41812933725669127,0.2,0.25,0.1,0.1,0.05,0.1,0.2
arithmetic,282,0.0,traditional_ppo,3,core_learning_training_aware,0.5053922450861655,0.2,0.25,0.1,0.1,0.05,0.1,0.2
geometric,282,0.0,a2c_pointer,2,core_learning_training_aware,0.6535994260541276,0.2,0.25,0.1,0.1,0.05,0.1,0.2
arithmetic,282,0.0,a2c_pointer,2,core_learning_training_aware,0.7033292616619485,0.2,0.25,0.1,0.1,0.05,0.1,0.2
geometric,283,1.0,full,1,core_learning_training_aware,0.6568682159229964,0.2,0.25,0.1,0.1,0.05,0.15,0.15
arithmetic,283,1.0,full,1,core_learning_training_aware,0.7094016893970525,0.2,0.25,0.1,0.1,0.05,0.15,0.15
geometric,283,0.0,traditional_ppo,3,core_learning_training_aware,0.45529206029842667,0.2,0.25,0.1,0.1,0.05,0.15,0.15
arithmetic,283,0.0,traditional_ppo,3,core_learning_training_aware,0.5457218577550005,0.2,0.25,0.1,0.1,0.05,0.15,0.15
geometric,283,0.0,a2c_pointer,2,core_learning_training_aware,0.6543996751023301,0.2,0.25,0.1,0.1,0.05,0.15,0.15
arithmetic,283,0.0,a2c_pointer,2,core_learning_training_aware,0.7045018850031426,0.2,0.25,0.1,0.1,0.05,0.15,0.15
geometric,284,1.0,full,1,core_learning_training_aware,0.6575634389992585,0.2,0.25,0.1,0.1,0.05,0.2,0.1
arithmetic,284,1.0,full,1,core_learning_training_aware,0.7104337892440592,0.2,0.25,0.1,0.1,0.05,0.2,0.1
geometric,284,0.0,traditional_ppo,3,core_learning_training_aware,0.49575775173012915,0.2,0.25,0.1,0.1,0.05,0.2,0.1
arithmetic,284,0.0,traditional_ppo,3,core_learning_training_aware,0.5860514704238354,0.2,0.25,0.1,0.1,0.05,0.2,0.1
geometric,284,0.0,a2c_pointer,2,core_learning_training_aware,0.6552009039533195,0.2,0.25,0.1,0.1,0.05,0.2,0.1
arithmetic,284,0.0,a2c_pointer,2,core_learning_training_aware,0.7056745083443366,0.2,0.25,0.1,0.1,0.05,0.2,0.1
geometric,285,1.0,full,1,core_learning_training_aware,0.6346285509411222,0.2,0.25,0.1,0.1,0.1,0.05,0.2
arithmetic,285,1.0,full,1,core_learning_training_aware,0.684353743556301,0.2,0.25,0.1,0.1,0.1,0.05,0.2
geometric,285,0.0,traditional_ppo,3,core_learning_training_aware,0.40901010999904347,0.2,0.25,0.1,0.1,0.1,0.05,0.2
arithmetic,285,0.0,traditional_ppo,3,core_learning_training_aware,0.48780688809057215,0.2,0.25,0.1,0.1,0.1,0.05,0.2
geometric,285,0.0,a2c_pointer,2,core_learning_training_aware,0.6331755224072639,0.2,0.25,0.1,0.1,0.1,0.05,0.2
arithmetic,285,0.0,a2c_pointer,2,core_learning_training_aware,0.680530455916716,0.2,0.25,0.1,0.1,0.1,0.05,0.2
geometric,286,1.0,full,1,core_learning_training_aware,0.6353002357673534,0.2,0.25,0.1,0.1,0.1,0.1,0.15
arithmetic,286,1.0,full,1,core_learning_training_aware,0.6853858434033078,0.2,0.25,0.1,0.1,0.1,0.1,0.15
geometric,286,0.0,traditional_ppo,3,core_learning_training_aware,0.4453623294794787,0.2,0.25,0.1,0.1,0.1,0.1,0.15
arithmetic,286,0.0,traditional_ppo,3,core_learning_training_aware,0.5281365007594072,0.2,0.25,0.1,0.1,0.1,0.1,0.15
geometric,286,0.0,a2c_pointer,2,core_learning_training_aware,0.6339507649930943,0.2,0.25,0.1,0.1,0.1,0.1,0.15
arithmetic,286,0.0,a2c_pointer,2,core_learning_training_aware,0.6817030792579101,0.2,0.25,0.1,0.1,0.1,0.1,0.15
geometric,287,1.0,full,1,core_learning_training_aware,0.6359726314984202,0.2,0.25,0.1,0.1,0.1,0.15,0.1
arithmetic,287,1.0,full,1,core_learning_training_aware,0.6864179432503144,0.2,0.25,0.1,0.1,0.1,0.15,0.1
geometric,287,0.0,traditional_ppo,3,core_learning_training_aware,0.4849454809805352,0.2,0.25,0.1,0.1,0.1,0.15,0.1
arithmetic,287,0.0,traditional_ppo,3,core_learning_training_aware,0.5684661134282422,0.2,0.25,0.1,0.1,0.1,0.15,0.1
geometric,287,0.0,a2c_pointer,2,core_learning_training_aware,0.6347269567644913,0.2,0.25,0.1,0.1,0.1,0.15,0.1
arithmetic,287,0.0,a2c_pointer,2,core_learning_training_aware,0.6828757025991041,0.2,0.25,0.1,0.1,0.1,0.15,0.1
geometric,288,1.0,full,1,core_learning_training_aware,0.6366457388867379,0.2,0.25,0.1,0.1,0.1,0.2,0.05
arithmetic,288,1.0,full,1,core_learning_training_aware,0.6874500430973212,0.2,0.25,0.1,0.1,0.1,0.2,0.05
geometric,288,0.0,traditional_ppo,3,core_learning_training_aware,0.5280467250077082,0.2,0.25,0.1,0.1,0.1,0.2,0.05
arithmetic,288,0.0,traditional_ppo,3,core_learning_training_aware,0.6087957260970773,0.2,0.25,0.1,0.1,0.1,0.2,0.05
geometric,288,0.0,a2c_pointer,2,core_learning_training_aware,0.6355040988836111,0.2,0.25,0.1,0.1,0.1,0.2,0.05
arithmetic,288,0.0,a2c_pointer,2,core_learning_training_aware,0.6840483259402983,0.2,0.25,0.1,0.1,0.1,0.2,0.05
geometric,289,1.0,full,1,core_learning_training_aware,0.6144404307931516,0.2,0.25,0.1,0.1,0.15,0.05,0.15
arithmetic,289,1.0,full,1,core_learning_training_aware,0.6613699974095628,0.2,0.25,0.1,0.1,0.15,0.05,0.15
geometric,289,0.0,traditional_ppo,3,core_learning_training_aware,0.435649161967328,0.2,0.25,0.1,0.1,0.15,0.05,0.15
arithmetic,289,0.0,traditional_ppo,3,core_learning_training_aware,0.5105511437638139,0.2,0.25,0.1,0.1,0.15,0.05,0.15
geometric,289,0.0,a2c_pointer,2,core_learning_training_aware,0.6141408495847503,0.2,0.25,0.1,0.1,0.15,0.05,0.15
arithmetic,289,0.0,a2c_pointer,2,core_learning_training_aware,0.6589042735126776,0.2,0.25,0.1,0.1,0.15,0.05,0.15
geometric,290,1.0,full,1,core_learning_training_aware,0.6150907487049043,0.2,0.25,0.1,0.1,0.15,0.1,0.1
arithmetic,290,1.0,full,1,core_learning_training_aware,0.6624020972565695,0.2,0.25,0.1,0.1,0.15,0.1,0.1
geometric,290,0.0,traditional_ppo,3,core_learning_training_aware,0.4743690213672363,0.2,0.25,0.1,0.1,0.15,0.1,0.1
arithmetic,290,0.0,traditional_ppo,3,core_learning_training_aware,0.5508807564326489,0.2,0.25,0.1,0.1,0.15,0.1,0.1
geometric,290,0.0,a2c_pointer,2,core_learning_training_aware,0.6148927866439816,0.2,0.25,0.1,0.1,0.15,0.1,0.1
arithmetic,290,0.0,a2c_pointer,2,core_learning_training_aware,0.6600768968538717,0.2,0.25,0.1,0.1,0.15,0.1,0.1
geometric,291,1.0,full,1,core_learning_training_aware,0.6157417549069536,0.2,0.25,0.1,0.1,0.15,0.15,0.05
arithmetic,291,1.0,full,1,core_learning_training_aware,0.6634341971035762,0.2,0.25,0.1,0.1,0.15,0.15,0.05
geometric,291,0.0,traditional_ppo,3,core_learning_training_aware,0.5165302451558155,0.2,0.25,0.1,0.1,0.15,0.15,0.05
arithmetic,291,0.0,traditional_ppo,3,core_learning_training_aware,0.591210369101484,0.2,0.25,0.1,0.1,0.15,0.15,0.05
geometric,291,0.0,a2c_pointer,2,core_learning_training_aware,0.6156456443541377,0.2,0.25,0.1,0.1,0.15,0.15,0.05
arithmetic,291,0.0,a2c_pointer,2,core_learning_training_aware,0.6612495201950658,0.2,0.25,0.1,0.1,0.15,0.15,0.05
geometric,292,1.0,full,1,core_learning_training_aware,0.6539468789970859,0.2,0.25,0.1,0.15,0.05,0.05,0.2
arithmetic,292,1.0,full,1,core_learning_training_aware,0.7051290198156194,0.2,0.25,0.1,0.15,0.05,0.05,0.2
geometric,292,0.0,traditional_ppo,3,core_learning_training_aware,0.41727227960648117,0.2,0.25,0.1,0.15,0.05,0.05,0.2
arithmetic,292,0.0,traditional_ppo,3,core_learning_training_aware,0.5034096195803571,0.2,0.25,0.1,0.15,0.05,0.05,0.2
geometric,292,0.0,a2c_pointer,2,core_learning_training_aware,0.651396088649838,0.2,0.25,0.1,0.15,0.05,0.05,0.2
arithmetic,292,0.0,a2c_pointer,2,core_learning_training_aware,0.7001616361864998,0.2,0.25,0.1,0.15,0.05,0.05,0.2
geometric,293,1.0,full,1,core_learning_training_aware,0.6546390101581124,0.2,0.25,0.1,0.15,0.05,0.1,0.15
arithmetic,293,1.0,full,1,core_learning_training_aware,0.7061611196626262,0.2,0.25,0.1,0.15,0.05,0.1,0.15
geometric,293,0.0,traditional_ppo,3,core_learning_training_aware,0.4543588286196383,0.2,0.25,0.1,0.15,0.05,0.1,0.15
arithmetic,293,0.0,traditional_ppo,3,core_learning_training_aware,0.5437392322491923,0.2,0.25,0.1,0.15,0.05,0.1,0.15
geometric,293,0.0,a2c_pointer,2,core_learning_training_aware,0.6521936399927023,0.2,0.25,0.1,0.15,0.05,0.1,0.15
arithmetic,293,0.0,a2c_pointer,2,core_learning_training_aware,0.701334259527694,0.2,0.25,0.1,0.15,0.05,0.1,0.15
geometric,294,1.0,full,1,core_learning_training_aware,0.6553318738641813,0.2,0.25,0.1,0.15,0.05,0.15,0.1
arithmetic,294,1.0,full,1,core_learning_training_aware,0.7071932195096328,0.2,0.25,0.1,0.15,0.05,0.15,0.1
geometric,294,0.0,traditional_ppo,3,core_learning_training_aware,0.49474157578667827,0.2,0.25,0.1,0.15,0.05,0.15,0.1
arithmetic,294,0.0,traditional_ppo,3,core_learning_training_aware,0.5840688449180271,0.2,0.25,0.1,0.15,0.05,0.15,0.1
geometric,294,0.0,a2c_pointer,2,core_learning_training_aware,0.6529921678353579,0.2,0.25,0.1,0.15,0.05,0.15,0.1
arithmetic,294,0.0,a2c_pointer,2,core_learning_training_aware,0.7025068828688882,0.2,0.25,0.1,0.15,0.05,0.15,0.1
geometric,295,1.0,full,1,core_learning_training_aware,0.6560254708906111,0.2,0.25,0.1,0.15,0.05,0.2,0.05
arithmetic,295,1.0,full,1,core_learning_training_aware,0.7082253193566396,0.2,0.25,0.1,0.15,0.05,0.2,0.05
geometric,295,0.0,traditional_ppo,3,core_learning_training_aware,0.538713482371422,0.2,0.25,0.1,0.15,0.05,0.2,0.05
arithmetic,295,0.0,traditional_ppo,3,core_learning_training_aware,0.6243984575868623,0.2,0.25,0.1,0.15,0.05,0.2,0.05
geometric,295,0.0,a2c_pointer,2,core_learning_training_aware,0.6537916733734037,0.2,0.25,0.1,0.15,0.05,0.2,0.05
arithmetic,295,0.0,a2c_pointer,2,core_learning_training_aware,0.7036795062100822,0.2,0.25,0.1,0.15,0.05,0.2,0.05
geometric,296,1.0,full,1,core_learning_training_aware,0.6331442249973472,0.2,0.25,0.1,0.15,0.1,0.05,0.15
arithmetic,296,1.0,full,1,core_learning_training_aware,0.6821452736688813,0.2,0.25,0.1,0.15,0.1,0.05,0.15
geometric,296,0.0,traditional_ppo,3,core_learning_training_aware,0.4444494511961702,0.2,0.25,0.1,0.15,0.1,0.05,0.15
arithmetic,296,0.0,traditional_ppo,3,core_learning_training_aware,0.526153875253599,0.2,0.25,0.1,0.15,0.1,0.05,0.15
geometric,296,0.0,a2c_pointer,2,core_learning_training_aware,0.6318136648407578,0.2,0.25,0.1,0.15,0.1,0.05,0.15
arithmetic,296,0.0,a2c_pointer,2,core_learning_training_aware,0.6785354537824615,0.2,0.25,0.1,0.15,0.1,0.05,0.15
geometric,297,1.0,full,1,core_learning_training_aware,0.6338143388271079,0.2,0.25,0.1,0.15,0.1,0.1,0.1
arithmetic,297,1.0,full,1,core_learning_training_aware,0.683177373515888,0.2,0.25,0.1,0.15,0.1,0.1,0.1
geometric,297,0.0,traditional_ppo,3,core_learning_training_aware,0.4839514674125418,0.2,0.25,0.1,0.15,0.1,0.1,0.1
arithmetic,297,0.0,traditional_ppo,3,core_learning_training_aware,0.566483487922434,0.2,0.25,0.1,0.15,0.1,0.1,0.1
geometric,297,0.0,a2c_pointer,2,core_learning_training_aware,0.6325872400058747,0.2,0.25,0.1,0.15,0.1,0.1,0.1
arithmetic,297,0.0,a2c_pointer,2,core_learning_training_aware,0.6797080771236557,0.2,0.25,0.1,0.15,0.1,0.1,0.1
geometric,298,1.0,full,1,core_learning_training_aware,0.6344851618989765,0.2,0.25,0.1,0.15,0.1,0.15,0.05
arithmetic,298,1.0,full,1,core_learning_training_aware,0.6842094733628947,0.2,0.25,0.1,0.15,0.1,0.15,0.05
geometric,298,0.0,traditional_ppo,3,core_learning_training_aware,0.5269643649697698,0.2,0.25,0.1,0.15,0.1,0.15,0.05
arithmetic,298,0.0,traditional_ppo,3,core_learning_training_aware,0.606813100591269,0.2,0.25,0.1,0.15,0.1,0.15,0.05
geometric,298,0.0,a2c_pointer,2,core_learning_training_aware,0.6333617623150143,0.2,0.25,0.1,0.15,0.1,0.15,0.05
arithmetic,298,0.0,a2c_pointer,2,core_learning_training_aware,0.6808807004648498,0.2,0.25,0.1,0.15,0.1,0.15,0.05
geometric,299,1.0,full,1,core_learning_training_aware,0.6130033226281029,0.2,0.25,0.1,0.15,0.15,0.05,0.1
arithmetic,299,1.0,full,1,core_learning_training_aware,0.659161527522143,0.2,0.25,0.1,0.15,0.15,0.05,0.1
geometric,299,0.0,traditional_ppo,3,core_learning_training_aware,0.4733966868224926,0.2,0.25,0.1,0.15,0.15,0.05,0.1
arithmetic,299,0.0,traditional_ppo,3,core_learning_training_aware,0.5488981309268405,0.2,0.25,0.1,0.15,0.15,0.05,0.1
geometric,299,0.0,a2c_pointer,2,core_learning_training_aware,0.6128199325036104,0.2,0.25,0.1,0.15,0.15,0.05,0.1
arithmetic,299,0.0,a2c_pointer,2,core_learning_training_aware,0.6569092713784229,0.2,0.25,0.1,0.15,0.15,0.05,0.1
geometric,300,1.0,full,1,core_learning_training_aware,0.6136521195182332,0.2,0.25,0.1,0.15,0.15,0.1,0.05
arithmetic,300,1.0,full,1,core_learning_training_aware,0.6601936273691498,0.2,0.25,0.1,0.15,0.15,0.1,0.05
geometric,300,0.0,traditional_ppo,3,core_learning_training_aware,0.5154714909409588,0.2,0.25,0.1,0.15,0.15,0.1,0.05
arithmetic,300,0.0,traditional_ppo,3,core_learning_training_aware,0.5892277435956758,0.2,0.25,0.1,0.15,0.15,0.1,0.05
geometric,300,0.0,a2c_pointer,2,core_learning_training_aware,0.6135702522685254,0.2,0.25,0.1,0.15,0.15,0.1,0.05
arithmetic,300,0.0,a2c_pointer,2,core_learning_training_aware,0.6580818947196172,0.2,0.25,0.1,0.15,0.15,0.1,0.05
geometric,301,1.0,full,1,core_learning_training_aware,0.6563526736016992,0.2,0.25,0.15,0.05,0.05,0.1,0.2
arithmetic,301,1.0,full,1,core_learning_training_aware,0.708621468676222,0.2,0.25,0.15,0.05,0.05,0.1,0.2
geometric,301,0.0,traditional_ppo,3,core_learning_training_aware,0.417740817288533,0.2,0.25,0.15,0.05,0.05,0.1,0.2
arithmetic,301,0.0,traditional_ppo,3,core_learning_training_aware,0.5045204231038439,0.2,0.25,0.15,0.05,0.05,0.1,0.2
geometric,301,0.0,a2c_pointer,2,core_learning_training_aware,0.6543018821897448,0.2,0.25,0.15,0.05,0.05,0.1,0.2
arithmetic,301,0.0,a2c_pointer,2,core_learning_training_aware,0.7043137973012398,0.2,0.25,0.15,0.05,0.05,0.1,0.2
geometric,302,1.0,full,1,core_learning_training_aware,0.6570473510328685,0.2,0.25,0.15,0.05,0.05,0.15,0.15
arithmetic,302,1.0,full,1,core_learning_training_aware,0.7096535685232287,0.2,0.25,0.15,0.05,0.05,0.15,0.15
geometric,302,0.0,traditional_ppo,3,core_learning_training_aware,0.4548690092445819,0.2,0.25,0.15,0.05,0.05,0.15,0.15
arithmetic,302,0.0,traditional_ppo,3,core_learning_training_aware,0.5448500357726789,0.2,0.25,0.15,0.05,0.05,0.15,0.15
geometric,302,0.0,a2c_pointer,2,core_learning_training_aware,0.6551029913057985,0.2,0.25,0.15,0.05,0.05,0.15,0.15
arithmetic,302,0.0,a2c_pointer,2,core_learning_training_aware,0.7054864206424339,0.2,0.25,0.15,0.05,0.05,0.15,0.15
geometric,303,1.0,full,1,core_learning_training_aware,0.6577427637040282,0.2,0.25,0.15,0.05,0.05,0.2,0.1
arithmetic,303,1.0,full,1,core_learning_training_aware,0.7106856683702353,0.2,0.25,0.15,0.05,0.05,0.2,0.1
geometric,303,0.0,traditional_ppo,3,core_learning_training_aware,0.4952971005182814,0.2,0.25,0.15,0.05,0.05,0.2,0.1
arithmetic,303,0.0,traditional_ppo,3,core_learning_training_aware,0.5851796484415138,0.2,0.25,0.15,0.05,0.05,0.2,0.1
geometric,303,0.0,a2c_pointer,2,core_learning_training_aware,0.6559050812776824,0.2,0.25,0.15,0.05,0.05,0.2,0.1
arithmetic,303,0.0,a2c_pointer,2,core_learning_training_aware,0.7066590439836279,0.2,0.25,0.15,0.05,0.05,0.2,0.1
geometric,304,1.0,full,1,core_learning_training_aware,0.6348016210523638,0.2,0.25,0.15,0.05,0.1,0.05,0.2
arithmetic,304,1.0,full,1,core_learning_training_aware,0.6846056226824772,0.2,0.25,0.15,0.05,0.1,0.05,0.2
geometric,304,0.0,traditional_ppo,3,core_learning_training_aware,0.4086300634900953,0.2,0.25,0.15,0.05,0.1,0.05,0.2
arithmetic,304,0.0,traditional_ppo,3,core_learning_training_aware,0.48693506610825055,0.2,0.25,0.15,0.05,0.1,0.05,0.2
geometric,304,0.0,a2c_pointer,2,core_learning_training_aware,0.6338560279476724,0.2,0.25,0.15,0.05,0.1,0.05,0.2
arithmetic,304,0.0,a2c_pointer,2,core_learning_training_aware,0.6815149915560073,0.2,0.25,0.15,0.05,0.1,0.05,0.2
geometric,305,1.0,full,1,core_learning_training_aware,0.6354734890543556,0.2,0.25,0.15,0.05,0.1,0.1,0.15
arithmetic,305,1.0,full,1,core_learning_training_aware,0.6856377225294839,0.2,0.25,0.15,0.05,0.1,0.1,0.15
geometric,305,0.0,traditional_ppo,3,core_learning_training_aware,0.4449485049934871,0.2,0.25,0.15,0.05,0.1,0.1,0.15
arithmetic,305,0.0,traditional_ppo,3,core_learning_training_aware,0.5272646787770856,0.2,0.25,0.15,0.05,0.1,0.1,0.15
geometric,305,0.0,a2c_pointer,2,core_learning_training_aware,0.6346321037256528,0.2,0.25,0.15,0.05,0.1,0.1,0.15
arithmetic,305,0.0,a2c_pointer,2,core_learning_training_aware,0.6826876148972013,0.2,0.25,0.15,0.05,0.1,0.1,0.15
geometric,306,1.0,full,1,core_learning_training_aware,0.6361460681550548,0.2,0.25,0.15,0.05,0.1,0.15,0.1
arithmetic,306,1.0,full,1,core_learning_training_aware,0.6866698223764905,0.2,0.25,0.15,0.05,0.1,0.15,0.1
geometric,306,0.0,traditional_ppo,3,core_learning_training_aware,0.4844948763803768,0.2,0.25,0.15,0.05,0.1,0.15,0.1
arithmetic,306,0.0,traditional_ppo,3,core_learning_training_aware,0.5675942914459206,0.2,0.25,0.15,0.05,0.1,0.15,0.1
geometric,306,0.0,a2c_pointer,2,core_learning_training_aware,0.635409129709337,0.2,0.25,0.15,0.05,0.1,0.15,0.1
arithmetic,306,0.0,a2c_pointer,2,core_learning_training_aware,0.6838602382383956,0.2,0.25,0.15,0.05,0.1,0.15,0.1
geometric,307,1.0,full,1,core_learning_training_aware,0.6368193591070812,0.2,0.25,0.15,0.05,0.1,0.2,0.05
arithmetic,307,1.0,full,1,core_learning_training_aware,0.6877019222234972,0.2,0.25,0.15,0.05,0.1,0.2,0.05
geometric,307,0.0,traditional_ppo,3,core_learning_training_aware,0.5275560713307094,0.2,0.25,0.15,0.05,0.1,0.2,0.05
arithmetic,307,0.0,traditional_ppo,3,core_learning_training_aware,0.6079239041147557,0.2,0.25,0.15,0.05,0.1,0.2,0.05
geometric,307,0.0,a2c_pointer,2,core_learning_training_aware,0.6361871070621307,0.2,0.25,0.15,0.05,0.1,0.2,0.05
arithmetic,307,0.0,a2c_pointer,2,core_learning_training_aware,0.6850328615795896,0.2,0.25,0.15,0.05,0.1,0.2,0.05
geometric,308,0.0,full,2,core_learning_training_aware,0.6146079953843616,0.2,0.25,0.15,0.05,0.15,0.05,0.15
arithmetic,308,1.0,full,1,core_learning_training_aware,0.6616218765357389,0.2,0.25,0.15,0.05,0.15,0.05,0.15
geometric,308,0.0,traditional_ppo,3,core_learning_training_aware,0.4352443628215752,0.2,0.25,0.15,0.05,0.15,0.05,0.15
arithmetic,308,0.0,traditional_ppo,3,core_learning_training_aware,0.5096793217814923,0.2,0.25,0.15,0.05,0.15,0.05,0.15
geometric,308,1.0,a2c_pointer,1,core_learning_training_aware,0.6148008976061025,0.2,0.25,0.15,0.05,0.15,0.05,0.15
arithmetic,308,0.0,a2c_pointer,2,core_learning_training_aware,0.6598888091519688,0.2,0.25,0.15,0.05,0.15,0.05,0.15
geometric,309,0.0,full,2,core_learning_training_aware,0.615258490644885,0.2,0.25,0.15,0.05,0.15,0.1,0.1
arithmetic,309,1.0,full,1,core_learning_training_aware,0.6626539763827457,0.2,0.25,0.15,0.05,0.15,0.1,0.1
geometric,309,0.0,traditional_ppo,3,core_learning_training_aware,0.47392824426633723,0.2,0.25,0.15,0.05,0.15,0.1,0.1
arithmetic,309,0.0,traditional_ppo,3,core_learning_training_aware,0.5500089344503273,0.2,0.25,0.15,0.05,0.15,0.1,0.1
geometric,309,1.0,a2c_pointer,1,core_learning_training_aware,0.6155536428098637,0.2,0.25,0.15,0.05,0.15,0.1,0.1
arithmetic,309,0.0,a2c_pointer,2,core_learning_training_aware,0.661061432493163,0.2,0.25,0.15,0.05,0.15,0.1,0.1
geometric,310,0.0,full,2,core_learning_training_aware,0.6159096743834092,0.2,0.25,0.15,0.05,0.15,0.15,0.05
arithmetic,310,1.0,full,1,core_learning_training_aware,0.6636860762297523,0.2,0.25,0.15,0.05,0.15,0.15,0.05
geometric,310,0.0,traditional_ppo,3,core_learning_training_aware,0.5160502924318153,0.2,0.25,0.15,0.05,0.15,0.15,0.05
