task_id,map_id,model,route_found,display_rotation_deg,distance_m,energy_wh,time_s,weighted_coverage,returned,termination_reason
real_test__global_alps__road_00__task_08,global_alps,full,True,90,4683.47491,24.15380656,523.6795605,0.3673469388,True,returned_partial
