aggregation,grid_id,is_first,model,operational_floor,rank,score_0_to_100,weight_D1,weight_D2,weight_D3,weight_D4,weight_D5,weight_D6,weight_D7
arithmetic,855,0.0,a2c_pointer,0.0,2,70.32882613310049,0.3,0.15,0.25,0.05,0.1,0.1,0.05
geometric,856,0.0,full,0.0,2,64.19596209577442,0.3,0.15,0.25,0.05,0.15,0.05,0.05
arithmetic,856,0.0,full,0.0,2,67.9772262300053,0.3,0.15,0.25,0.05,0.15,0.05,0.05
geometric,856,0.0,traditional_ppo,0.0,3,50.363382729738305,0.3,0.15,0.25,0.05,0.15,0.05,0.05
arithmetic,856,0.0,traditional_ppo,0.0,3,57.8515555571224,0.3,0.15,0.25,0.05,0.15,0.05,0.05
geometric,856,1.0,a2c_pointer,0.0,1,64.40181216613279,0.3,0.15,0.25,0.05,0.15,0.05,0.05
arithmetic,856,1.0,a2c_pointer,0.0,1,68.04894555857723,0.3,0.15,0.25,0.05,0.15,0.05,0.05
geometric,857,1.0,full,0.0,1,68.3235460312336,0.3,0.15,0.25,0.1,0.05,0.05,0.1
arithmetic,857,1.0,full,0.0,1,72.35312847061095,0.3,0.15,0.25,0.1,0.05,0.05,0.1
geometric,857,0.0,traditional_ppo,0.0,3,48.238916437781754,0.3,0.15,0.25,0.1,0.05,0.05,0.1
arithmetic,857,0.0,traditional_ppo,0.0,3,57.13740313877673,0.3,0.15,0.25,0.1,0.05,0.05,0.1
geometric,857,0.0,a2c_pointer,0.0,2,68.30857868410082,0.3,0.15,0.25,0.1,0.05,0.05,0.1
arithmetic,857,0.0,a2c_pointer,0.0,2,72.17468182595948,0.3,0.15,0.25,0.1,0.05,0.05,0.1
geometric,858,1.0,full,0.0,1,68.39585902294415,0.3,0.15,0.25,0.1,0.05,0.1,0.05
arithmetic,858,1.0,full,0.0,1,72.45633845531162,0.3,0.15,0.25,0.1,0.05,0.1,0.05
geometric,858,0.0,traditional_ppo,0.0,3,52.526320672969774,0.3,0.15,0.25,0.1,0.05,0.1,0.05
arithmetic,858,0.0,traditional_ppo,0.0,3,61.17036440566025,0.3,0.15,0.25,0.1,0.05,0.1,0.05
geometric,858,0.0,a2c_pointer,0.0,2,68.39221381732918,0.3,0.15,0.25,0.1,0.05,0.1,0.05
arithmetic,858,0.0,a2c_pointer,0.0,2,72.29194416007888,0.3,0.15,0.25,0.1,0.05,0.1,0.05
geometric,859,0.0,full,0.0,2,66.15011094992741,0.3,0.15,0.25,0.1,0.1,0.05,0.05
arithmetic,859,1.0,full,0.0,1,70.05475385593714,0.3,0.15,0.25,0.1,0.1,0.05,0.05
geometric,859,0.0,traditional_ppo,0.0,3,51.38074342558606,0.3,0.15,0.25,0.1,0.1,0.05,0.05
arithmetic,859,0.0,traditional_ppo,0.0,3,59.41182870610091,0.3,0.15,0.25,0.1,0.1,0.05,0.05
geometric,859,1.0,a2c_pointer,0.0,1,66.25506998041713,0.3,0.15,0.25,0.1,0.1,0.05,0.05
arithmetic,859,0.0,a2c_pointer,0.0,2,70.01206358555564,0.3,0.15,0.25,0.1,0.1,0.05,0.05
geometric,860,1.0,full,0.0,1,68.16374481870625,0.3,0.15,0.25,0.15,0.05,0.05,0.05
arithmetic,860,1.0,full,0.0,1,72.132281481869,0.3,0.15,0.25,0.15,0.05,0.05,0.05
geometric,860,0.0,traditional_ppo,0.0,3,52.41865521886526,0.3,0.15,0.25,0.15,0.05,0.05,0.05
arithmetic,860,0.0,traditional_ppo,0.0,3,60.972101855079416,0.3,0.15,0.25,0.15,0.05,0.05,0.05
geometric,860,0.0,a2c_pointer,0.0,2,68.16165804133097,0.3,0.15,0.25,0.15,0.05,0.05,0.05
arithmetic,860,0.0,a2c_pointer,0.0,2,71.97518161253403,0.3,0.15,0.25,0.15,0.05,0.05,0.05
geometric,861,1.0,full,0.0,1,65.67390747754817,0.3,0.2,0.1,0.05,0.05,0.1,0.2
arithmetic,861,1.0,full,0.0,1,70.2430625082766,0.3,0.2,0.1,0.05,0.05,0.1,0.2
geometric,861,0.0,traditional_ppo,0.0,3,39.1351586871869,0.3,0.2,0.1,0.05,0.05,0.1,0.2
arithmetic,861,0.0,traditional_ppo,0.0,3,47.01466074660321,0.3,0.2,0.1,0.05,0.05,0.1,0.2
geometric,861,0.0,a2c_pointer,0.0,2,65.53153303264642,0.3,0.2,0.1,0.05,0.05,0.1,0.2
arithmetic,861,0.0,a2c_pointer,0.0,2,69.86942780304408,0.3,0.2,0.1,0.05,0.05,0.1,0.2
geometric,862,1.0,full,0.0,1,65.74341611699806,0.3,0.2,0.1,0.05,0.05,0.15,0.15
arithmetic,862,1.0,full,0.0,1,70.34627249297726,0.3,0.2,0.1,0.05,0.05,0.15,0.15
geometric,862,0.0,traditional_ppo,0.0,3,42.61343426820275,0.3,0.2,0.1,0.05,0.05,0.15,0.15
arithmetic,862,0.0,traditional_ppo,0.0,3,51.0476220134867,0.3,0.2,0.1,0.05,0.05,0.15,0.15
geometric,862,0.0,a2c_pointer,0.0,2,65.61176802803683,0.3,0.2,0.1,0.05,0.05,0.15,0.15
arithmetic,862,0.0,a2c_pointer,0.0,2,69.98669013716349,0.3,0.2,0.1,0.05,0.05,0.15,0.15
geometric,863,1.0,full,0.0,1,65.81299832373129,0.3,0.2,0.1,0.05,0.05,0.2,0.1
arithmetic,863,1.0,full,0.0,1,70.44948247767793,0.3,0.2,0.1,0.05,0.05,0.2,0.1
geometric,863,0.0,traditional_ppo,0.0,3,46.400853888066024,0.3,0.2,0.1,0.05,0.05,0.2,0.1
arithmetic,863,0.0,traditional_ppo,0.0,3,55.0805832803702,0.3,0.2,0.1,0.05,0.05,0.2,0.1
geometric,863,0.0,a2c_pointer,0.0,2,65.692101260935,0.3,0.2,0.1,0.05,0.05,0.2,0.1
arithmetic,863,0.0,a2c_pointer,0.0,2,70.10395247128288,0.3,0.2,0.1,0.05,0.05,0.2,0.1
geometric,864,1.0,full,0.0,1,63.517533491285235,0.3,0.2,0.1,0.05,0.1,0.05,0.2
arithmetic,864,1.0,full,0.0,1,67.84147790890212,0.3,0.2,0.1,0.05,0.1,0.05,0.2
geometric,864,0.0,traditional_ppo,0.0,3,38.28163712332334,0.3,0.2,0.1,0.05,0.1,0.05,0.2
arithmetic,864,0.0,traditional_ppo,0.0,3,45.256125047043874,0.3,0.2,0.1,0.05,0.1,0.05,0.2
geometric,864,0.0,a2c_pointer,0.0,2,63.4837807502275,0.3,0.2,0.1,0.05,0.1,0.05,0.2
arithmetic,864,0.0,a2c_pointer,0.0,2,67.58954722852081,0.3,0.2,0.1,0.05,0.1,0.05,0.2
geometric,865,1.0,full,0.0,1,63.5847598450042,0.3,0.2,0.1,0.05,0.1,0.1,0.15
arithmetic,865,1.0,full,0.0,1,67.94468789360279,0.3,0.2,0.1,0.05,0.1,0.1,0.15
geometric,865,0.0,traditional_ppo,0.0,3,41.68405295793603,0.3,0.2,0.1,0.05,0.1,0.1,0.15
arithmetic,865,0.0,traditional_ppo,0.0,3,49.28908631392738,0.3,0.2,0.1,0.05,0.1,0.1,0.15
geometric,865,0.0,a2c_pointer,0.0,2,63.56150853439703,0.3,0.2,0.1,0.05,0.1,0.1,0.15
arithmetic,865,0.0,a2c_pointer,0.0,2,67.70680956264023,0.3,0.2,0.1,0.05,0.1,0.1,0.15
geometric,866,1.0,full,0.0,1,63.65205735045696,0.3,0.2,0.1,0.05,0.1,0.15,0.1
arithmetic,866,1.0,full,0.0,1,68.04789787830346,0.3,0.2,0.1,0.05,0.1,0.15,0.1
geometric,866,0.0,traditional_ppo,0.0,3,45.38887052825116,0.3,0.2,0.1,0.05,0.1,0.15,0.1
arithmetic,866,0.0,traditional_ppo,0.0,3,53.322047580810874,0.3,0.2,0.1,0.05,0.1,0.15,0.1
geometric,866,0.0,a2c_pointer,0.0,2,63.6393314863143,0.3,0.2,0.1,0.05,0.1,0.15,0.1
arithmetic,866,0.0,a2c_pointer,0.0,2,67.82407189675965,0.3,0.2,0.1,0.05,0.1,0.15,0.1
geometric,867,1.0,full,0.0,1,63.71942608294984,0.3,0.2,0.1,0.05,0.1,0.2,0.05
arithmetic,867,1.0,full,0.0,1,68.15110786300413,0.3,0.2,0.1,0.05,0.1,0.2,0.05
geometric,867,0.0,traditional_ppo,0.0,3,49.42296685759594,0.3,0.2,0.1,0.05,0.1,0.2,0.05
arithmetic,867,0.0,traditional_ppo,0.0,3,57.355008847694386,0.3,0.2,0.1,0.05,0.1,0.2,0.05
geometric,867,0.0,a2c_pointer,0.0,2,63.71724972250006,0.3,0.2,0.1,0.05,0.1,0.2,0.05
arithmetic,867,0.0,a2c_pointer,0.0,2,67.94133423087906,0.3,0.2,0.1,0.05,0.1,0.2,0.05
geometric,868,0.0,full,0.0,2,61.49698210619039,0.3,0.2,0.1,0.05,0.15,0.05,0.15
arithmetic,868,1.0,full,0.0,1,65.54310329422829,0.3,0.2,0.1,0.05,0.15,0.05,0.15
geometric,868,0.0,traditional_ppo,0.0,3,40.77494106821019,0.3,0.2,0.1,0.05,0.15,0.05,0.15
arithmetic,868,0.0,traditional_ppo,0.0,3,47.530550614368046,0.3,0.2,0.1,0.05,0.15,0.05,0.15
geometric,868,1.0,a2c_pointer,0.0,1,61.575316267073454,0.3,0.2,0.1,0.05,0.15,0.05,0.15
arithmetic,868,0.0,a2c_pointer,0.0,2,65.42692898811697,0.3,0.2,0.1,0.05,0.15,0.05,0.15
geometric,869,0.0,full,0.0,2,61.562069927528526,0.3,0.2,0.1,0.05,0.15,0.1,0.1
arithmetic,869,1.0,full,0.0,1,65.64631327892896,0.3,0.2,0.1,0.05,0.15,0.1,0.1
geometric,869,0.0,traditional_ppo,0.0,3,44.398958105385276,0.3,0.2,0.1,0.05,0.15,0.1,0.1
arithmetic,869,0.0,traditional_ppo,0.0,3,51.56351188125154,0.3,0.2,0.1,0.05,0.15,0.1,0.1
geometric,869,1.0,a2c_pointer,0.0,1,61.650707380148596,0.3,0.2,0.1,0.05,0.15,0.1,0.1
arithmetic,869,0.0,a2c_pointer,0.0,2,65.54419132223639,0.3,0.2,0.1,0.05,0.15,0.1,0.1
geometric,870,0.0,full,0.0,2,61.627226637198106,0.3,0.2,0.1,0.05,0.15,0.15,0.05
arithmetic,870,1.0,full,0.0,1,65.74952326362964,0.3,0.2,0.1,0.05,0.15,0.15,0.05
geometric,870,0.0,traditional_ppo,0.0,3,48.34507246855686,0.3,0.2,0.1,0.05,0.15,0.15,0.05
arithmetic,870,0.0,traditional_ppo,0.0,3,55.59647314813505,0.3,0.2,0.1,0.05,0.15,0.15,0.05
geometric,870,1.0,a2c_pointer,0.0,1,61.72619080001604,0.3,0.2,0.1,0.05,0.15,0.15,0.05
arithmetic,870,0.0,a2c_pointer,0.0,2,65.6614536563558,0.3,0.2,0.1,0.05,0.15,0.15,0.05
geometric,871,1.0,full,0.0,1,65.45103072753571,0.3,0.2,0.1,0.1,0.05,0.05,0.2
arithmetic,871,1.0,full,0.0,1,69.91900553483396,0.3,0.2,0.1,0.1,0.05,0.05,0.2
geometric,871,0.0,traditional_ppo,0.0,3,39.054941672602126,0.3,0.2,0.1,0.1,0.05,0.05,0.2
arithmetic,871,0.0,traditional_ppo,0.0,3,46.81639819602238,0.3,0.2,0.1,0.1,0.05,0.05,0.2
geometric,871,0.0,a2c_pointer,0.0,2,65.31062084677906,0.3,0.2,0.1,0.1,0.05,0.05,0.2
arithmetic,871,0.0,a2c_pointer,0.0,2,69.55266525549922,0.3,0.2,0.1,0.1,0.05,0.05,0.2
geometric,872,1.0,full,0.0,1,65.5203034763518,0.3,0.2,0.1,0.1,0.05,0.1,0.15
arithmetic,872,1.0,full,0.0,1,70.02221551953463,0.3,0.2,0.1,0.1,0.05,0.1,0.15
geometric,872,0.0,traditional_ppo,0.0,3,42.526087682859306,0.3,0.2,0.1,0.1,0.05,0.1,0.15
arithmetic,872,0.0,traditional_ppo,0.0,3,50.84935946290589,0.3,0.2,0.1,0.1,0.05,0.1,0.15
geometric,872,0.0,a2c_pointer,0.0,2,65.39058536340306,0.3,0.2,0.1,0.1,0.05,0.1,0.15
arithmetic,872,0.0,a2c_pointer,0.0,2,69.66992758961864,0.3,0.2,0.1,0.1,0.05,0.1,0.15
geometric,873,1.0,full,0.0,1,65.58964954278682,0.3,0.2,0.1,0.1,0.05,0.15,0.1
arithmetic,873,1.0,full,0.0,1,70.12542550423531,0.3,0.2,0.1,0.1,0.05,0.15,0.1
geometric,873,0.0,traditional_ppo,0.0,3,46.30574406615788,0.3,0.2,0.1,0.1,0.05,0.15,0.1
arithmetic,873,0.0,traditional_ppo,0.0,3,54.88232072978938,0.3,0.2,0.1,0.1,0.05,0.15,0.1
geometric,873,0.0,a2c_pointer,0.0,2,65.47064778636812,0.3,0.2,0.1,0.1,0.05,0.15,0.1
arithmetic,873,0.0,a2c_pointer,0.0,2,69.78718992373804,0.3,0.2,0.1,0.1,0.05,0.15,0.1
geometric,874,1.0,full,0.0,1,65.65906900443943,0.3,0.2,0.1,0.1,0.05,0.2,0.05
arithmetic,874,1.0,full,0.0,1,70.22863548893598,0.3,0.2,0.1,0.1,0.05,0.2,0.05
geometric,874,0.0,traditional_ppo,0.0,3,50.421330772564154,0.3,0.2,0.1,0.1,0.05,0.2,0.05
arithmetic,874,0.0,traditional_ppo,0.0,3,58.915281996672896,0.3,0.2,0.1,0.1,0.05,0.2,0.05
geometric,874,0.0,a2c_pointer,0.0,2,65.55080823554805,0.3,0.2,0.1,0.1,0.05,0.2,0.05
arithmetic,874,0.0,a2c_pointer,0.0,2,69.90445225785746,0.3,0.2,0.1,0.1,0.05,0.2,0.05
geometric,875,1.0,full,0.0,1,63.36897301018822,0.3,0.2,0.1,0.1,0.1,0.05,0.15
arithmetic,875,1.0,full,0.0,1,67.62063092016014,0.3,0.2,0.1,0.1,0.1,0.05,0.15
geometric,875,0.0,traditional_ppo,0.0,3,41.598611365356675,0.3,0.2,0.1,0.1,0.1,0.05,0.15
arithmetic,875,0.0,traditional_ppo,0.0,3,49.090823763346556,0.3,0.2,0.1,0.1,0.1,0.05,0.15
geometric,875,0.0,a2c_pointer,0.0,2,63.34723746308902,0.3,0.2,0.1,0.1,0.1,0.05,0.15
arithmetic,875,0.0,a2c_pointer,0.0,2,67.39004701509538,0.3,0.2,0.1,0.1,0.1,0.05,0.15
geometric,876,1.0,full,0.0,1,63.436042128906045,0.3,0.2,0.1,0.1,0.1,0.1,0.1
arithmetic,876,1.0,full,0.0,1,67.72384090486082,0.3,0.2,0.1,0.1,0.1,0.1,0.1
geometric,876,0.0,traditional_ppo,0.0,3,45.29583501207363,0.3,0.2,0.1,0.1,0.1,0.1,0.1
arithmetic,876,0.0,traditional_ppo,0.0,3,53.12378503023007,0.3,0.2,0.1,0.1,0.1,0.1,0.1
geometric,876,0.0,a2c_pointer,0.0,2,63.42479806743675,0.3,0.2,0.1,0.1,0.1,0.1,0.1
arithmetic,876,0.0,a2c_pointer,0.0,2,67.50730934921482,0.3,0.2,0.1,0.1,0.1,0.1,0.1
geometric,877,1.0,full,0.0,1,63.50318223294163,0.3,0.2,0.1,0.1,0.1,0.15,0.05
arithmetic,877,1.0,full,0.0,1,67.82705088956149,0.3,0.2,0.1,0.1,0.1,0.15,0.05
geometric,877,0.0,traditional_ppo,0.0,3,49.321662481014044,0.3,0.2,0.1,0.1,0.1,0.15,0.05
arithmetic,877,0.0,traditional_ppo,0.0,3,57.15674629711356,0.3,0.2,0.1,0.1,0.1,0.15,0.05
geometric,877,0.0,a2c_pointer,0.0,2,63.50245363484189,0.3,0.2,0.1,0.1,0.1,0.15,0.05
arithmetic,877,0.0,a2c_pointer,0.0,2,67.62457168333421,0.3,0.2,0.1,0.1,0.1,0.15,0.05
geometric,878,0.0,full,0.0,2,61.35314747116062,0.3,0.2,0.1,0.1,0.15,0.05,0.1
arithmetic,878,1.0,full,0.0,1,65.32225630548632,0.3,0.2,0.1,0.1,0.15,0.05,0.1
geometric,878,0.0,traditional_ppo,0.0,3,44.307951655191566,0.3,0.2,0.1,0.1,0.15,0.05,0.1
arithmetic,878,0.0,traditional_ppo,0.0,3,51.36524933067073,0.3,0.2,0.1,0.1,0.15,0.05,0.1
geometric,878,1.0,a2c_pointer,0.0,1,61.44287777663797,0.3,0.2,0.1,0.1,0.15,0.05,0.1
arithmetic,878,0.0,a2c_pointer,0.0,2,65.22742877469155,0.3,0.2,0.1,0.1,0.15,0.05,0.1
geometric,879,0.0,full,0.0,2,61.41808305928818,0.3,0.2,0.1,0.1,0.15,0.1,0.05
arithmetic,879,1.0,full,0.0,1,65.42546629018699,0.3,0.2,0.1,0.1,0.15,0.1,0.05
geometric,879,0.0,traditional_ppo,0.0,3,48.24597749837134,0.3,0.2,0.1,0.1,0.15,0.1,0.05
arithmetic,879,0.0,traditional_ppo,0.0,3,55.39821059755423,0.3,0.2,0.1,0.1,0.15,0.1,0.05
geometric,879,1.0,a2c_pointer,0.0,1,61.51810673569079,0.3,0.2,0.1,0.1,0.15,0.1,0.05
arithmetic,879,0.0,a2c_pointer,0.0,2,65.34469110881096,0.3,0.2,0.1,0.1,0.15,0.1,0.05
geometric,880,1.0,full,0.0,1,65.29794801039095,0.3,0.2,0.1,0.15,0.05,0.05,0.15
arithmetic,880,1.0,full,0.0,1,69.69815854609199,0.3,0.2,0.1,0.15,0.05,0.05,0.15
geometric,880,0.0,traditional_ppo,0.0,3,42.43892013556107,0.3,0.2,0.1,0.15,0.05,0.05,0.15
arithmetic,880,0.0,traditional_ppo,0.0,3,50.651096912325066,0.3,0.2,0.1,0.15,0.05,0.05,0.15
geometric,880,0.0,a2c_pointer,0.0,2,65.17014832371746,0.3,0.2,0.1,0.15,0.05,0.05,0.15
arithmetic,880,0.0,a2c_pointer,0.0,2,69.35316504207378,0.3,0.2,0.1,0.15,0.05,0.05,0.15
geometric,881,1.0,full,0.0,1,65.36705873791428,0.3,0.2,0.1,0.15,0.05,0.1,0.1
arithmetic,881,1.0,full,0.0,1,69.80136853079266,0.3,0.2,0.1,0.15,0.05,0.1,0.1
geometric,881,0.0,traditional_ppo,0.0,3,46.21082919493416,0.3,0.2,0.1,0.15,0.05,0.1,0.1
arithmetic,881,0.0,traditional_ppo,0.0,3,54.68405817920856,0.3,0.2,0.1,0.15,0.05,0.1,0.1
geometric,881,0.0,a2c_pointer,0.0,2,65.24994084967194,0.3,0.2,0.1,0.15,0.05,0.1,0.1
arithmetic,881,0.0,a2c_pointer,0.0,2,69.4704273761932,0.3,0.2,0.1,0.15,0.05,0.1,0.1
geometric,882,1.0,full,0.0,1,65.4362426115747,0.3,0.2,0.1,0.15,0.05,0.15,0.05
arithmetic,882,1.0,full,0.0,1,69.90457851549334,0.3,0.2,0.1,0.15,0.05,0.15,0.05
geometric,882,0.0,traditional_ppo,0.0,3,50.31798000661234,0.3,0.2,0.1,0.15,0.05,0.15,0.05
arithmetic,882,0.0,traditional_ppo,0.0,3,58.71701944609207,0.3,0.2,0.1,0.15,0.05,0.15,0.05
geometric,882,0.0,a2c_pointer,0.0,2,65.32983107138688,0.3,0.2,0.1,0.15,0.05,0.15,0.05
arithmetic,882,0.0,a2c_pointer,0.0,2,69.58768971031262,0.3,0.2,0.1,0.15,0.05,0.15,0.05
geometric,883,1.0,full,0.0,1,63.220759995614706,0.3,0.2,0.1,0.15,0.1,0.05,0.1
arithmetic,883,1.0,full,0.0,1,67.39978393141817,0.3,0.2,0.1,0.15,0.1,0.05,0.1
geometric,883,0.0,traditional_ppo,0.0,3,45.20299019478708,0.3,0.2,0.1,0.15,0.1,0.05,0.1
arithmetic,883,0.0,traditional_ppo,0.0,3,52.925522479649224,0.3,0.2,0.1,0.15,0.1,0.05,0.1
geometric,883,0.0,a2c_pointer,0.0,2,63.21098785835324,0.3,0.2,0.1,0.15,0.1,0.05,0.1
arithmetic,883,0.0,a2c_pointer,0.0,2,67.19054680166994,0.3,0.2,0.1,0.15,0.1,0.05,0.1
geometric,884,0.0,full,0.0,2,63.28767224708667,0.3,0.2,0.1,0.15,0.1,0.1,0.05
arithmetic,884,1.0,full,0.0,1,67.50299391611885,0.3,0.2,0.1,0.15,0.1,0.1,0.05
geometric,884,0.0,traditional_ppo,0.0,3,49.220565752361196,0.3,0.2,0.1,0.15,0.1,0.1,0.05
arithmetic,884,0.0,traditional_ppo,0.0,3,56.95848374653274,0.3,0.2,0.1,0.15,0.1,0.1,0.05
geometric,884,1.0,a2c_pointer,0.0,1,63.28838164245578,0.3,0.2,0.1,0.15,0.1,0.1,0.05
arithmetic,884,0.0,a2c_pointer,0.0,2,67.30780913578936,0.3,0.2,0.1,0.15,0.1,0.1,0.05
geometric,885,0.0,full,0.0,2,61.209649249423435,0.3,0.2,0.1,0.15,0.15,0.05,0.05
arithmetic,885,1.0,full,0.0,1,65.10140931674435,0.3,0.2,0.1,0.15,0.15,0.05,0.05
geometric,885,0.0,traditional_ppo,0.0,3,48.147085647399734,0.3,0.2,0.1,0.15,0.15,0.05,0.05
arithmetic,885,0.0,traditional_ppo,0.0,3,55.199948046973404,0.3,0.2,0.1,0.15,0.15,0.05,0.05
geometric,885,1.0,a2c_pointer,0.0,1,61.31072413985509,0.3,0.2,0.1,0.15,0.15,0.05,0.05
arithmetic,885,0.0,a2c_pointer,0.0,2,65.02792856126611,0.3,0.2,0.1,0.15,0.15,0.05,0.05
geometric,886,1.0,full,0.0,1,65.46887993578846,0.3,0.2,0.15,0.05,0.05,0.05,0.2
arithmetic,886,1.0,full,0.0,1,69.94419344745157,0.3,0.2,0.15,0.05,0.05,0.05,0.2
geometric,886,0.0,traditional_ppo,0.0,3,39.01865236366579,0.3,0.2,0.15,0.05,0.05,0.05,0.2
arithmetic,886,0.0,traditional_ppo,0.0,3,46.729215997790206,0.3,0.2,0.15,0.05,0.05,0.05,0.2
geometric,886,0.0,a2c_pointer,0.0,2,65.38081345176919,0.3,0.2,0.15,0.05,0.05,0.05,0.2
arithmetic,886,0.0,a2c_pointer,0.0,2,69.65111881942835,0.3,0.2,0.15,0.05,0.05,0.05,0.2
geometric,887,1.0,full,0.0,1,65.53817157603692,0.3,0.2,0.15,0.05,0.05,0.1,0.15
arithmetic,887,1.0,full,0.0,1,70.04740343215225,0.3,0.2,0.15,0.05,0.05,0.1,0.15
geometric,887,0.0,traditional_ppo,0.0,3,42.48657303329934,0.3,0.2,0.15,0.05,0.05,0.1,0.15
arithmetic,887,0.0,traditional_ppo,0.0,3,50.762177264673724,0.3,0.2,0.15,0.05,0.05,0.1,0.15
geometric,887,0.0,a2c_pointer,0.0,2,65.46086391027607,0.3,0.2,0.15,0.05,0.05,0.1,0.15
arithmetic,887,0.0,a2c_pointer,0.0,2,69.76838115354776,0.3,0.2,0.15,0.05,0.05,0.1,0.15
geometric,888,1.0,full,0.0,1,65.60753655389881,0.3,0.2,0.15,0.05,0.05,0.15,0.1
arithmetic,888,1.0,full,0.0,1,70.1506134168529,0.3,0.2,0.15,0.05,0.05,0.15,0.1
geometric,888,0.0,traditional_ppo,0.0,3,46.26271741242399,0.3,0.2,0.15,0.05,0.05,0.15,0.1
arithmetic,888,0.0,traditional_ppo,0.0,3,54.79513853155721,0.3,0.2,0.15,0.05,0.05,0.15,0.1
geometric,888,0.0,a2c_pointer,0.0,2,65.5410123803489,0.3,0.2,0.15,0.05,0.05,0.15,0.1
arithmetic,888,0.0,a2c_pointer,0.0,2,69.88564348766718,0.3,0.2,0.15,0.05,0.05,0.15,0.1
geometric,889,1.0,full,0.0,1,65.67697494699397,0.3,0.2,0.15,0.05,0.05,0.2,0.05
arithmetic,889,1.0,full,0.0,1,70.25382340155359,0.3,0.2,0.15,0.05,0.05,0.2,0.05
geometric,889,0.0,traditional_ppo,0.0,3,50.37447997286956,0.3,0.2,0.15,0.05,0.05,0.2,0.05
arithmetic,889,0.0,traditional_ppo,0.0,3,58.828099798440725,0.3,0.2,0.15,0.05,0.05,0.2,0.05
geometric,889,0.0,a2c_pointer,0.0,2,65.62125898199028,0.3,0.2,0.15,0.05,0.05,0.2,0.05
arithmetic,889,0.0,a2c_pointer,0.0,2,70.00290582178658,0.3,0.2,0.15,0.05,0.05,0.2,0.05
geometric,890,0.0,full,0.0,2,63.38625441864656,0.3,0.2,0.15,0.05,0.1,0.05,0.15
arithmetic,890,1.0,full,0.0,1,67.64581883277776,0.3,0.2,0.15,0.05,0.1,0.05,0.15
geometric,890,0.0,traditional_ppo,0.0,3,41.55995851389896,0.3,0.2,0.15,0.05,0.1,0.05,0.15
arithmetic,890,0.0,traditional_ppo,0.0,3,49.00364156511439,0.3,0.2,0.15,0.05,0.1,0.05,0.15
geometric,890,1.0,a2c_pointer,0.0,1,63.41531992132953,0.3,0.2,0.15,0.05,0.1,0.05,0.15
arithmetic,890,0.0,a2c_pointer,0.0,2,67.48850057902452,0.3,0.2,0.15,0.05,0.1,0.05,0.15
geometric,891,0.0,full,0.0,2,63.453341827842834,0.3,0.2,0.15,0.05,0.1,0.1,0.1
arithmetic,891,1.0,full,0.0,1,67.74902881747843,0.3,0.2,0.15,0.05,0.1,0.1,0.1
geometric,891,0.0,traditional_ppo,0.0,3,45.253746751795006,0.3,0.2,0.15,0.05,0.1,0.1,0.1
arithmetic,891,0.0,traditional_ppo,0.0,3,53.03660283199789,0.3,0.2,0.15,0.05,0.1,0.1,0.1
geometric,891,1.0,a2c_pointer,0.0,1,63.49296388395488,0.3,0.2,0.15,0.05,0.1,0.1,0.1
arithmetic,891,0.0,a2c_pointer,0.0,2,67.60576291314393,0.3,0.2,0.15,0.05,0.1,0.1,0.1
geometric,892,0.0,full,0.0,2,63.52050024171535,0.3,0.2,0.15,0.05,0.1,0.15,0.05
arithmetic,892,1.0,full,0.0,1,67.8522388021791,0.3,0.2,0.15,0.05,0.1,0.15,0.05
geometric,892,0.0,traditional_ppo,0.0,3,49.275833477810494,0.3,0.2,0.15,0.05,0.1,0.15,0.05
arithmetic,892,0.0,traditional_ppo,0.0,3,57.0695640988814,0.3,0.2,0.15,0.05,0.1,0.15,0.05
geometric,892,1.0,a2c_pointer,0.0,1,63.57070291169919,0.3,0.2,0.15,0.05,0.1,0.15,0.05
arithmetic,892,0.0,a2c_pointer,0.0,2,67.72302524726335,0.3,0.2,0.15,0.05,0.1,0.15,0.05
geometric,893,0.0,full,0.0,2,61.369879142060256,0.3,0.2,0.15,0.05,0.15,0.05,0.1
arithmetic,893,1.0,full,0.0,1,65.34744421810392,0.3,0.2,0.15,0.05,0.15,0.05,0.1
geometric,893,0.0,traditional_ppo,0.0,3,44.26678132239652,0.3,0.2,0.15,0.05,0.15,0.05,0.1
arithmetic,893,0.0,traditional_ppo,0.0,3,51.27806713243855,0.3,0.2,0.15,0.05,0.15,0.05,0.1
geometric,893,1.0,a2c_pointer,0.0,1,61.50891352386123,0.3,0.2,0.15,0.05,0.15,0.05,0.1
arithmetic,893,0.0,a2c_pointer,0.0,2,65.32588233862066,0.3,0.2,0.15,0.05,0.15,0.05,0.1
geometric,894,0.0,full,0.0,2,61.43483243882925,0.3,0.2,0.15,0.05,0.15,0.1,0.05
arithmetic,894,1.0,full,0.0,1,65.4506542028046,0.3,0.2,0.15,0.05,0.15,0.1,0.05
geometric,894,0.0,traditional_ppo,0.0,3,48.20114800670158,0.3,0.2,0.15,0.05,0.15,0.1,0.05
arithmetic,894,0.0,traditional_ppo,0.0,3,55.31102839932207,0.3,0.2,0.15,0.05,0.15,0.1,0.05
geometric,894,1.0,a2c_pointer,0.0,1,61.58422333525534,0.3,0.2,0.15,0.05,0.15,0.1,0.05
arithmetic,894,0.0,a2c_pointer,0.0,2,65.44314467274009,0.3,0.2,0.15,0.05,0.15,0.1,0.05
geometric,895,1.0,full,0.0,1,65.31575547132104,0.3,0.2,0.15,0.1,0.05,0.05,0.15
