D4_difference,D6_difference,D7_difference,a2c_pointer_score,bootstrap_replicate,full_minus_a2c_points,full_score
0.026032473688662794,0.025026803249358798,0.01767758333333347,73.55491382415845,0,2.947285441176234,76.50219926533468
0.006819929679056758,0.025715094118909154,0.020287883333333312,74.42604134112874,1,2.378876548678292,76.80491788980703
0.016217113654347193,0.025701935737911463,0.017985858333333216,74.06599817714483,2,2.6085947718337934,76.67459294897863
0.004444444228770106,0.026607129234464844,0.021798966666666475,75.3624817649253,3,2.4390731664540652,77.80155493137937
0.013345552434851804,0.0027141810980485515,0.022122591666666858,74.85190426046674,4,1.5881498745292788,76.44005413499602
0.004573800632002967,0.025208282332551346,0.016166499999999973,74.20648049769993,5,2.073223888176571,76.2797043858765
0.024063913743041843,0.025735409934287468,0.0194969416666666,73.61675826310727,6,3.0014899568717084,76.61824821997898
0.023605872234200076,0.014981451018843517,0.020260158333333278,73.02457792772078,7,2.498840526321885,75.52341845404267
0.005493238949660806,0.03309646409218814,0.018733724999999812,74.33459354521531,8,2.6475728555626574,76.98216640077797
0.013185233645069405,-0.0005221584857109107,0.021814316666666778,75.41288698525513,9,1.3468934865677369,76.75978047182286
0.0218820888724921,-0.0016847560965298491,0.015390908333333342,75.23367799060253,10,1.3135063967450549,76.54718438734758
0.005431356302586621,0.0018418378516622536,0.02727239166666673,75.14769215431689,11,1.480457448474212,76.6281496027911
0.005080486550060992,0.016313547718038057,0.01644705000000002,75.0062763444841,12,1.624527313246105,76.63080365773021
0.004698831029208095,0.003896349449718728,0.018792150000000007,74.3759253462065,13,1.1171938446501315,75.49311919085663
0.031718479671276945,-0.0016847560965298491,0.015390908333333453,74.68484653735281,14,1.705221459132062,76.39006799648487
0.0032191496872269187,0.01778123715238944,0.01390754999999988,73.66030940305393,15,1.5204219056065256,75.18073130866046
0.02379064968403022,-0.005157638025060418,0.016419324999999985,75.55814991253527,16,1.278512389197573,76.83666230173284
0.02533836396690836,0.015938605116252336,0.018749075000000004,73.85395555962386,17,2.5384938709134133,76.39244943053727
0.002405326284547926,0.015997589713702354,0.022562183333333374,75.13308430424878,18,1.8146978925262403,76.94778219677502
0.02722986160135077,-0.005157638025060418,0.016419324999999985,76.21432853175551,19,1.3914131385803614,77.60574167033587
0.014584763828938363,0.02552560097808776,0.014655416666666587,73.50390603185073,20,2.4006007547280035,75.90450678657874
0.010287522811602612,0.01505322604683279,0.01692971666666654,74.61599885681431,21,1.8518138827153763,76.46781273952969
0.002381587251805928,0.00026940104162043177,0.014908241666666822,76.14511440824867,22,0.6818026550724738,76.82691706332115
0.01616983370668157,0.0027141810980485515,0.02212259166666697,73.83843729228667,23,1.6931989855512484,75.53163627783792
0.0060105151507938714,0.016691418657215795,0.019540016666666715,74.96239350841194,24,1.8958016932932082,76.85819520170514
