model,planning_time_s,ecdf
aco,71.90297192,0.663888888889
aco,72.01205836,0.666666666667
aco,72.3033415,0.669444444444
aco,72.31184508,0.672222222222
aco,72.4779817,0.675
aco,72.5532472,0.677777777778
aco,72.8659814,0.680555555556
aco,73.20583062,0.683333333333
aco,73.234762,0.686111111111
aco,73.78466594,0.688888888889
aco,74.20550058,0.691666666667
aco,74.50217742,0.694444444444
aco,74.71586734,0.697222222222
aco,75.04189348,0.7
aco,75.34518596,0.702777777778
aco,75.69845262,0.705555555556
aco,75.77841994,0.708333333333
aco,77.15855292,0.711111111111
aco,78.11251656,0.713888888889
aco,78.41188012,0.716666666667
aco,78.73164038,0.719444444444
aco,78.7865827,0.722222222222
aco,79.28399572,0.725
aco,79.65760268,0.727777777778
aco,80.04512252,0.730555555556
aco,80.4179856,0.733333333333
aco,80.73912666,0.736111111111
aco,81.556393,0.738888888889
aco,81.6760968,0.741666666667
aco,81.85595674,0.744444444444
aco,81.95512126,0.747222222222
aco,82.2515661,0.75
aco,82.62353308,0.752777777778
aco,82.91325334,0.755555555556
aco,83.44941112,0.758333333333
aco,84.11471744,0.761111111111
aco,84.14392726,0.763888888889
aco,84.7692011,0.766666666667
aco,84.90790608,0.769444444444
aco,84.92270032,0.772222222222
aco,84.9775716,0.775
aco,85.01210764,0.777777777778
aco,85.22095808,0.780555555556
aco,86.02706226,0.783333333333
aco,86.3325021,0.786111111111
aco,86.85609938,0.788888888889
aco,86.88290698,0.791666666667
aco,87.13867516,0.794444444444
aco,87.28794644,0.797222222222
aco,88.15971976,0.8
aco,88.22804492,0.802777777778
aco,88.33119608,0.805555555556
aco,88.3549849,0.808333333333
aco,88.6986212,0.811111111111
aco,88.77385132,0.813888888889
aco,89.30141514,0.816666666667
aco,89.30292184,0.819444444444
aco,90.95176276,0.822222222222
aco,91.09010638,0.825
aco,91.50190786,0.827777777778
aco,91.53202914,0.830555555556
aco,93.04743406,0.833333333333
aco,93.31208738,0.836111111111
aco,93.95726896,0.838888888889
aco,94.4480883,0.841666666667
aco,96.41343416,0.844444444444
aco,96.92315674,0.847222222222
aco,97.41467312,0.85
aco,97.78130604,0.852777777778
aco,98.02287084,0.855555555556
aco,98.47380874,0.858333333333
aco,99.74450072,0.861111111111
aco,101.00792564,0.863888888889
aco,101.25553684,0.866666666667
aco,101.50298994,0.869444444444
aco,101.64611032,0.872222222222
aco,101.7478218,0.875
aco,104.434397,0.877777777778
aco,105.44707404,0.880555555556
aco,105.60134594,0.883333333333
aco,105.62641244,0.886111111111
aco,107.85550662,0.888888888889
aco,110.95301526,0.891666666667
aco,113.17476036,0.894444444444
aco,113.71741848,0.897222222222
aco,114.29203036,0.9
aco,116.11923606,0.902777777778
aco,116.22252976,0.905555555556
aco,116.63862672,0.908333333333
aco,117.90893596,0.911111111111
aco,119.0204957,0.913888888889
