bootstrap_replicates,ci_high,ci_level,ci_low,mean,median,metric,probability_positive
10000,77.98617665510729,0.95,75.53150938365762,76.71209862634896,76.69201023137924,full_score,1.0
10000,76.4500660078729,0.95,73.16542573879842,74.72593226726987,74.69053317425434,a2c_pointer_score,1.0
10000,3.205743408611567,0.95,0.7843462449306171,1.9861663590790828,2.006985916756669,full_minus_a2c_points,1.0
10000,0.032846196684138816,0.95,0.0021795795934846287,0.014135968451674688,0.013608533036862602,D4_difference,0.9988
10000,0.03309646409218814,0.95,-0.005157638025060418,0.013745616694591964,0.015960293572125805,D6_difference,0.8515
10000,0.025453033333333153,0.95,0.013088883333333468,0.018742822271666657,0.018733725000000034,D7_difference,1.0
