environment_interactions,episodes_seen,median,model,q25,q75,record_type,safe_weighted_coverage,training_seed
72.0,16.0,,traditional_ppo,,,seed,0.2587691326530612,45.0
797.0,160.0,,traditional_ppo,,,seed,0.2635889077853364,45.0
1286.0,250.0,,traditional_ppo,,,seed,0.2665792705971276,45.0
1611.0,314.0,,traditional_ppo,,,seed,0.265881283068783,45.0
2553.0,474.0,,traditional_ppo,,,seed,0.2764443972033258,45.0
2695.0,500.0,,traditional_ppo,,,seed,0.2774435468631898,45.0
3411.0,628.0,,traditional_ppo,,,seed,0.2807799508692368,45.0
4344.0,788.0,,traditional_ppo,,,seed,0.2709124622071051,45.0
5316.0,948.0,,traditional_ppo,,,seed,0.2739937641723356,45.0
5623.0,1000.0,,traditional_ppo,,,seed,0.2684275793650794,45.0
6214.0,1096.0,,traditional_ppo,,,seed,0.2683118386243387,45.0
7190.0,1256.0,,traditional_ppo,,,seed,0.2735697751322752,45.0
8201.0,1416.0,,traditional_ppo,,,seed,0.2737776360544218,45.0
8706.0,1500.0,,traditional_ppo,,,seed,0.2902966742252457,45.0
9074.0,1564.0,,traditional_ppo,,,seed,0.2853032879818594,45.0
10043.0,1724.0,,traditional_ppo,,,seed,0.2760345804988662,45.0
11032.0,1884.0,,traditional_ppo,,,seed,0.2706585411942554,45.0
11723.0,2000.0,,traditional_ppo,,,seed,0.2818783068783069,45.0
11924.0,2032.0,,traditional_ppo,,,seed,0.27895880574452,45.0
12919.0,2192.0,,traditional_ppo,,,seed,0.2779206821617536,45.0
13904.0,2352.0,,traditional_ppo,,,seed,0.2787214191232048,45.0
14773.0,2500.0,,traditional_ppo,,,seed,0.2768801965230537,45.0
15746.0,2660.0,,traditional_ppo,,,seed,0.2693948412698413,45.0
16769.0,2820.0,,traditional_ppo,,,seed,0.276379440665155,45.0
17741.0,2980.0,,traditional_ppo,,,seed,0.2714226662887377,45.0
17864.0,3000.0,,traditional_ppo,,,seed,0.270505007558579,45.0
79.0,16.0,,traditional_ppo,,,seed,0.2444845993953136,46.0
769.0,160.0,,traditional_ppo,,,seed,0.2621823034769464,46.0
1262.0,250.0,,traditional_ppo,,,seed,0.264777021919879,46.0
1617.0,314.0,,traditional_ppo,,,seed,0.2591706821617536,46.0
2517.0,474.0,,traditional_ppo,,,seed,0.2678087207105065,46.0
2646.0,500.0,,traditional_ppo,,,seed,0.2683484504913075,46.0
3389.0,628.0,,traditional_ppo,,,seed,0.2729343820861678,46.0
4329.0,788.0,,traditional_ppo,,,seed,0.2660111961451247,46.0
5293.0,948.0,,traditional_ppo,,,seed,0.2660572562358277,46.0
5591.0,1000.0,,traditional_ppo,,,seed,0.2685834750566894,46.0
6207.0,1096.0,,traditional_ppo,,,seed,0.271288029100529,46.0
7169.0,1256.0,,traditional_ppo,,,seed,0.2625259826152684,46.0
8115.0,1416.0,,traditional_ppo,,,seed,0.2526939247921391,46.0
8643.0,1500.0,,traditional_ppo,,,seed,0.2657454648526077,46.0
9028.0,1564.0,,traditional_ppo,,,seed,0.267535903250189,46.0
9996.0,1724.0,,traditional_ppo,,,seed,0.2648927626606198,46.0
10944.0,1884.0,,traditional_ppo,,,seed,0.2755527210884353,46.0
11632.0,2000.0,,traditional_ppo,,,seed,0.2710612717309146,46.0
11827.0,2032.0,,traditional_ppo,,,seed,0.2705487055933484,46.0
12807.0,2192.0,,traditional_ppo,,,seed,0.2678831254724111,46.0
13799.0,2352.0,,traditional_ppo,,,seed,0.2737150415721844,46.0
14683.0,2500.0,,traditional_ppo,,,seed,0.2687783446712017,46.0
15663.0,2660.0,,traditional_ppo,,,seed,0.2779714663643233,46.0
16645.0,2820.0,,traditional_ppo,,,seed,0.2692649281934996,46.0
17585.0,2980.0,,traditional_ppo,,,seed,0.2672311980347694,46.0
17709.0,3000.0,,traditional_ppo,,,seed,0.2706372826908541,46.0
,16.0,0.2444845993953136,traditional_ppo,0.2343726379440665,0.2587691326530612,summary,,
,160.0,0.2635889077853364,traditional_ppo,0.2621823034769464,0.2668615362811792,summary,,
,250.0,0.2665792705971276,traditional_ppo,0.264777021919879,0.2675406273620559,summary,,
,314.0,0.262000425170068,traditional_ppo,0.2601509353741496,0.265881283068783,summary,,
,474.0,0.2652128212396069,traditional_ppo,0.2599300831443689,0.2678087207105065,summary,,
,500.0,0.2618846844293271,traditional_ppo,0.2609516723356008,0.2683484504913075,summary,,
,628.0,0.2608276643990929,traditional_ppo,0.2603847789115645,0.2729343820861678,summary,,
,788.0,0.2660111961451247,traditional_ppo,0.2572987528344671,0.2661954365079365,summary,,
,948.0,0.2684535619803477,traditional_ppo,0.2660572562358277,0.2739937641723356,summary,,
,1000.0,0.2685834750566894,traditional_ppo,0.2684275793650794,0.271380149281935,summary,,
,1096.0,0.2683118386243387,traditional_ppo,0.2652222694633408,0.271288029100529,summary,,
,1256.0,0.2675170068027211,traditional_ppo,0.2625259826152684,0.2709136432350719,summary,,
,1416.0,0.2729119425547997,traditional_ppo,0.260130857898715,0.2737776360544218,summary,,
,1500.0,0.2657454648526077,traditional_ppo,0.2593206727135299,0.2680614606953893,summary,,
,1564.0,0.264383739606954,traditional_ppo,0.258971088435374,0.267535903250189,summary,,
,1724.0,0.2648927626606198,traditional_ppo,0.2619886148904006,0.2714545540438396,summary,,
,1884.0,0.2755527210884353,traditional_ppo,0.2706585411942554,0.2760192271352986,summary,,
,2000.0,0.2710612717309146,traditional_ppo,0.2601556594860167,0.278826530612245,summary,,
,2032.0,0.2705487055933484,traditional_ppo,0.2602891156462585,0.27895880574452,summary,,
,2192.0,0.2692566609977324,traditional_ppo,0.2678831254724111,0.2779206821617536,summary,,
,2352.0,0.2745559334845049,traditional_ppo,0.2737150415721844,0.2781639739229025,summary,,
,2500.0,0.2743527966742252,traditional_ppo,0.2687783446712017,0.2768801965230537,summary,,
,2660.0,0.2743220899470899,traditional_ppo,0.2693948412698413,0.2746527777777779,summary,,
,2820.0,0.2692649281934996,traditional_ppo,0.2627243953136811,0.276379440665155,summary,,
,2980.0,0.2672311980347694,traditional_ppo,0.2636774848828421,0.2714226662887377,summary,,
,3000.0,0.2706372826908541,traditional_ppo,0.270505007558579,0.2762152777777778,summary,,
