map_id,no_priority_bias,no_domain_randomization,no_resource_shaping,no_return_reserve
cn_guizhou_karst,0.005216836735,0.003079648526,0.005181405896,0.3735473356
cn_hengduan,1.41723356e-06,-0.004369331066,0.004944727891,0.4014058957
cn_qinling,0.006859410431,0.0003231292517,-0.002346938776,0.4156037415
cn_taihang,-0.002040816327,0.01544217687,-0.0003004535147,0.3952083333
global_alps,0.005416666667,-0.004508219955,-0.002847222222,0.4014328231
global_colorado_rockies,-0.007426303855,-4.676870748e-05,-0.0002182539683,0.3851374717
global_peruvian_andes,-0.005960884354,0.006920351474,-0.003544501134,0.3541638322
global_southern_alps_nz,-0.007069160998,-0.009404761905,-0.0001105442177,0.3964994331
