task_id,map_id,model,route_found,display_rotation_deg,distance_m,energy_wh,time_s,weighted_coverage,returned,termination_reason
real_test__global_peruvian_andes__road_00__task_08,global_peruvian_andes,full,True,90,4231.322875,25.17362701,536.0832832,0.2857142857,True,returned_partial
